Date,sentbyaddress3wma
2011/03/03,3427
2011/03/04,2993
2011/03/05,2802
2011/03/06,2575
2011/03/07,2558
2011/03/08,2899
2011/03/09,2837
2011/03/10,2606
2011/03/11,2431
2011/03/12,2472
2011/03/13,2418
2011/03/14,2205
2011/03/15,2400
2011/03/16,2434
2011/03/17,2559
2011/03/18,2483
2011/03/19,2552
2011/03/20,3224
2011/03/21,3551
2011/03/22,3367
2011/03/23,4173
2011/03/24,3808
2011/03/25,3458
2011/03/26,3475
2011/03/27,3704
2011/03/28,3874
2011/03/29,3799
2011/03/30,3306
2011/03/31,3224
2011/04/01,2822
2011/04/02,2734
2011/04/03,2711
2011/04/04,3116
2011/04/05,3242
2011/04/06,3125
2011/04/07,2814
2011/04/08,2721
2011/04/09,2725
2011/04/10,2719
2011/04/11,2843
2011/04/12,3014
2011/04/13,3264
2011/04/14,4176
2011/04/15,3760
2011/04/16,3418
2011/04/17,3260
2011/04/18,3802
2011/04/19,4485
2011/04/20,4411
2011/04/21,3738
2011/04/22,3318
2011/04/23,3392
2011/04/24,3448
2011/04/25,3711
2011/04/26,4311
2011/04/27,5285
2011/04/28,5160
2011/04/29,5199
2011/04/30,5771
2011/05/01,5946
2011/05/02,5326
2011/05/03,4855
2011/05/04,4702
2011/05/05,5092
2011/05/06,5336
2011/05/07,5630
2011/05/08,5258
2011/05/09,5410
2011/05/10,5320
2011/05/11,5287
2011/05/12,5283
2011/05/13,5941
2011/05/14,6603
2011/05/15,6617
2011/05/16,7171
2011/05/17,7523
2011/05/18,8495
2011/05/19,8478
2011/05/20,8431
2011/05/21,8389
2011/05/22,8626
2011/05/23,9029
2011/05/24,9546
2011/05/25,10191
2011/05/26,10821
2011/05/27,9618
2011/05/28,8927
2011/05/29,8388
2011/05/30,8959
2011/05/31,9689
2011/06/01,10538
2011/06/02,11379
2011/06/03,12768
2011/06/04,14074
2011/06/05,14450
2011/06/06,15407
2011/06/07,15256
2011/06/08,17464
2011/06/09,19359
2011/06/10,19741
2011/06/11,19167
2011/06/12,20012
2011/06/13,20029
2011/06/14,21938
2011/06/15,22052
2011/06/16,22373
2011/06/17,21065
2011/06/18,20322
2011/06/19,20307
2011/06/20,19985
2011/06/21,18998
2011/06/22,19489
2011/06/23,19096
2011/06/24,19159
2011/06/25,18179
2011/06/26,17676
2011/06/27,19424
2011/06/28,19773
2011/06/29,18963
2011/06/30,17878
2011/07/01,17667
2011/07/02,16073
2011/07/03,15497
2011/07/04,16175
2011/07/05,16677
2011/07/06,17724
2011/07/07,16777
2011/07/08,16118
2011/07/09,14767
2011/07/10,14452
2011/07/11,15985
2011/07/12,15698
2011/07/13,16159
2011/07/14,16099
2011/07/15,15395
2011/07/16,15349
2011/07/17,14938
2011/07/18,15436
2011/07/19,15686
2011/07/20,15831
2011/07/21,15149
2011/07/22,15413
2011/07/23,14549
2011/07/24,14472
2011/07/25,15392
2011/07/26,15493
2011/07/27,15135
2011/07/28,14916
2011/07/29,14288
2011/07/30,12773
2011/07/31,13480
2011/08/01,14175
2011/08/02,15269
2011/08/03,14546
2011/08/04,14316
2011/08/05,13730
2011/08/06,12765
2011/08/07,12329
2011/08/08,12598
2011/08/09,14491
2011/08/10,15119
2011/08/11,14666
2011/08/12,13550
2011/08/13,13427
2011/08/14,13691
2011/08/15,14243
2011/08/16,15270
2011/08/17,14541
2011/08/18,14115
2011/08/19,13576
2011/08/20,13278
2011/08/21,13315
2011/08/22,13722
2011/08/23,13552
2011/08/24,13352
2011/08/25,13064
2011/08/26,13042
2011/08/27,12371
2011/08/28,11309
2011/08/29,12205
2011/08/30,13183
2011/08/31,13537
2011/09/01,13195
2011/09/02,12811
2011/09/03,11963
2011/09/04,12386
2011/09/05,12609
2011/09/06,13660
2011/09/07,13388
2011/09/08,12694
2011/09/09,12664
2011/09/10,11987
2011/09/11,11883
2011/09/12,11960
2011/09/13,11826
2011/09/14,11501
2011/09/15,11593
2011/09/16,11326
2011/09/17,10686
2011/09/18,10752
2011/09/19,11324
2011/09/20,12439
2011/09/21,12769
2011/09/22,11855
2011/09/23,11224
2011/09/24,10615
2011/09/25,10213
2011/09/26,10093
2011/09/27,10365
2011/09/28,10603
2011/09/29,10344
2011/09/30,10317
2011/10/01,9979
2011/10/02,9524
2011/10/03,10170
2011/10/04,10263
2011/10/05,10508
2011/10/06,10588
2011/10/07,10580
2011/10/08,10047
2011/10/09,9730
2011/10/10,9971
2011/10/11,10368
2011/10/12,10496
2011/10/13,9744
2011/10/14,10057
2011/10/15,10096
2011/10/16,9581
2011/10/17,9815
2011/10/18,9364
2011/10/19,9268
2011/10/20,8721
2011/10/21,8911
2011/10/22,9024
2011/10/23,9510
2011/10/24,10030
2011/10/25,9999
2011/10/26,9635
2011/10/27,8946
2011/10/28,8875
2011/10/29,9320
2011/10/30,9085
2011/10/31,9133
2011/11/01,9390
2011/11/02,9777
2011/11/03,9942
2011/11/04,10752
2011/11/05,10607
2011/11/06,9777
2011/11/07,9369
2011/11/08,9832
2011/11/09,10577
2011/11/10,10973
2011/11/11,10054
2011/11/12,9463
2011/11/13,9198
2011/11/14,9724
2011/11/15,10257
2011/11/16,10287
2011/11/17,9578
2011/11/18,9333
2011/11/19,8312
2011/11/20,7922
2011/11/21,7493
2011/11/22,7827
2011/11/23,8019
2011/11/24,7871
2011/11/25,8055
2011/11/26,7708
2011/11/27,7718
2011/11/28,8424
2011/11/29,9573
2011/11/30,10162
2011/12/01,10088
2011/12/02,9850
2011/12/03,9255
2011/12/04,8763
2011/12/05,8960
2011/12/06,10286
2011/12/07,9984
2011/12/08,9367
2011/12/09,8773
2011/12/10,8708
2011/12/11,8404
2011/12/12,8075
2011/12/13,7981
2011/12/14,8325
2011/12/15,7839
2011/12/16,7673
2011/12/17,7488
2011/12/18,7459
2011/12/19,8323
2011/12/20,9128
2011/12/21,8972
2011/12/22,8857
2011/12/23,8777
2011/12/24,8063
2011/12/25,8086
2011/12/26,8366
2011/12/27,8420
2011/12/28,8061
2011/12/29,8074
2011/12/30,7881
2011/12/31,7741
2012/01/01,7742
2012/01/02,8026
2012/01/03,8496
2012/01/04,8728
2012/01/05,9811
2012/01/06,10191
2012/01/07,9803
2012/01/08,9684
2012/01/09,9558
2012/01/10,9965
2012/01/11,10469
2012/01/12,10283
2012/01/13,10282
2012/01/14,10353
2012/01/15,9982
2012/01/16,10241
2012/01/17,10292
2012/01/18,10389
2012/01/19,10393
2012/01/20,10316
2012/01/21,9946
2012/01/22,8951
2012/01/23,9104
2012/01/24,9900
2012/01/25,11155
2012/01/26,10835
2012/01/27,10292
2012/01/28,9651
2012/01/29,9681
2012/01/30,9730
2012/01/31,10399
2012/02/01,10562
2012/02/02,11084
2012/02/03,11294
2012/02/04,11323
2012/02/05,10943
2012/02/06,10307
2012/02/07,10344
2012/02/08,10574
2012/02/09,11010
2012/02/10,11510
2012/02/11,11301
2012/02/12,10834
2012/02/13,11249
2012/02/14,12473
2012/02/15,13068
2012/02/16,13320
2012/02/17,11692
2012/02/18,10790
2012/02/19,9803
2012/02/20,9902
2012/02/21,10009
2012/02/22,10768
2012/02/23,11692
2012/02/24,11639
2012/02/25,10902
2012/02/26,10021
2012/02/27,10242
2012/02/28,10826
2012/02/29,11100
2012/03/01,11154
2012/03/02,11646
2012/03/03,10303
2012/03/04,10520
2012/03/05,10977
2012/03/06,11095
2012/03/07,11041
2012/03/08,11157
2012/03/09,11167
2012/03/10,10203
2012/03/11,9492
2012/03/12,9813
2012/03/13,11014
2012/03/14,11372
2012/03/15,10905
2012/03/16,10809
2012/03/17,11019
2012/03/18,10408
2012/03/19,10437
2012/03/20,10771
2012/03/21,11267
2012/03/22,11274
2012/03/23,10551
2012/03/24,10200
2012/03/25,9882
2012/03/26,10309
2012/03/27,10636
2012/03/28,11200
2012/03/29,11647
2012/03/30,11320
2012/03/31,10643
2012/04/01,9651
2012/04/02,9844
2012/04/03,11120
2012/04/04,11575
2012/04/05,11355
2012/04/06,10956
2012/04/07,10331
2012/04/08,9957
2012/04/09,10166
2012/04/10,11378
2012/04/11,12402
2012/04/12,12941
2012/04/13,12069
2012/04/14,12096
2012/04/15,11650
2012/04/16,12611
2012/04/17,12701
2012/04/18,13258
2012/04/19,12848
2012/04/20,13196
2012/04/21,12356
2012/04/22,11353
2012/04/23,11294
2012/04/24,11828
2012/04/25,12313
2012/04/26,13207
2012/04/27,12668
2012/04/28,11983
2012/04/29,11541
2012/04/30,12893
2012/05/01,13964
2012/05/02,14517
2012/05/03,15555
2012/05/04,16268
2012/05/05,15912
2012/05/06,14899
2012/05/07,16815
2012/05/08,17984
2012/05/09,18953
2012/05/10,17063
2012/05/11,18253
2012/05/12,18158
2012/05/13,17244
2012/05/14,21609
2012/05/15,22251
2012/05/16,21184
2012/05/17,18603
2012/05/18,19352
2012/05/19,22675
2012/05/20,23849
2012/05/21,24206
2012/05/22,22555
2012/05/23,22495
2012/05/24,22159
2012/05/25,22795
2012/05/26,21307
2012/05/27,20761
2012/05/28,21674
2012/05/29,23668
2012/05/30,23144
2012/05/31,22237
2012/06/01,22008
2012/06/02,18567
2012/06/03,21242
2012/06/04,27006
2012/06/05,31542
2012/06/06,25413
2012/06/07,24397
2012/06/08,22023
2012/06/09,23239
2012/06/10,25009
2012/06/11,25410
2012/06/12,21113
2012/06/13,28235
2012/06/14,34387
2012/06/15,37345
2012/06/16,34226
2012/06/17,32120
2012/06/18,30735
2012/06/19,28668
2012/06/20,26027
2012/06/21,23562
2012/06/22,22321
2012/06/23,21819
2012/06/24,21498
2012/06/25,23433
2012/06/26,25882
2012/06/27,28200
2012/06/28,26897
2012/06/29,25769
2012/06/30,24643
2012/07/01,23368
2012/07/02,25329
2012/07/03,25661
2012/07/04,24639
2012/07/05,22334
2012/07/06,21604
2012/07/07,23040
2012/07/08,22110
2012/07/09,23117
2012/07/10,26173
2012/07/11,27161
2012/07/12,26649
2012/07/13,24528
2012/07/14,23371
2012/07/15,23058
2012/07/16,26050
2012/07/17,29237
2012/07/18,28407
2012/07/19,27045
2012/07/20,27517
2012/07/21,28057
2012/07/22,29701
2012/07/23,31063
2012/07/24,29417
2012/07/25,26415
2012/07/26,24420
2012/07/27,24423
2012/07/28,27251
2012/07/29,27353
2012/07/30,27727
2012/07/31,35600
2012/08/01,34510
2012/08/02,33220
2012/08/03,29458
2012/08/04,27796
2012/08/05,27796
2012/08/06,30497
2012/08/07,31231
2012/08/08,34657
2012/08/09,32166
2012/08/10,30420
2012/08/11,28916
2012/08/12,29511
2012/08/13,33709
2012/08/14,33294
2012/08/15,34607
2012/08/16,39981
2012/08/17,42229
2012/08/18,40735
2012/08/19,36250
2012/08/20,33451
2012/08/21,35995
2012/08/22,36799
2012/08/23,35335
2012/08/24,33770
2012/08/25,30441
2012/08/26,27741
2012/08/27,27844
2012/08/28,28625
2012/08/29,29874
2012/08/30,28560
2012/08/31,32753
2012/09/01,34355
2012/09/02,31398
2012/09/03,27878
2012/09/04,28923
2012/09/05,31329
2012/09/06,34201
2012/09/07,33198
2012/09/08,29477
2012/09/09,28946
2012/09/10,28698
2012/09/11,31733
2012/09/12,29526
2012/09/13,27507
2012/09/14,27560
2012/09/15,25608
2012/09/16,24358
2012/09/17,23856
2012/09/18,27121
2012/09/19,29573
2012/09/20,32106
2012/09/21,29386
2012/09/22,24263
2012/09/23,21677
2012/09/24,22840
2012/09/25,27661
2012/09/26,31704
2012/09/27,31404
2012/09/28,32345
2012/09/29,28839
2012/09/30,25032
2012/10/01,24062
2012/10/02,29699
2012/10/03,30874
2012/10/04,32509
2012/10/05,32346
2012/10/06,30616
2012/10/07,29789
2012/10/08,31839
2012/10/09,33481
2012/10/10,33094
2012/10/11,30776
2012/10/12,29704
2012/10/13,28395
2012/10/14,27199
2012/10/15,29116
2012/10/16,29348
2012/10/17,30086
2012/10/18,30708
2012/10/19,28971
2012/10/20,28792
2012/10/21,28210
2012/10/22,29252
2012/10/23,28495
2012/10/24,28640
2012/10/25,27707
2012/10/26,26902
2012/10/27,23555
2012/10/28,21189
2012/10/29,20580
2012/10/30,23279
2012/10/31,24407
2012/11/01,23608
2012/11/02,23371
2012/11/03,22867
2012/11/04,22115
2012/11/05,23402
2012/11/06,25667
2012/11/07,28457
2012/11/08,27578
2012/11/09,26349
2012/11/10,23828
2012/11/11,22140
2012/11/12,21741
2012/11/13,22768
2012/11/14,25018
2012/11/15,29523
2012/11/16,32678
2012/11/17,32621
2012/11/18,31719
2012/11/19,31008
2012/11/20,31341
2012/11/21,31114
2012/11/22,30263
2012/11/23,26604
2012/11/24,25233
2012/11/25,24691
2012/11/26,26766
2012/11/27,27103
2012/11/28,28780
2012/11/29,28604
2012/11/30,26998
2012/12/01,25004
2012/12/02,21542
2012/12/03,20721
2012/12/04,23658
2012/12/05,27285
2012/12/06,28844
2012/12/07,28745
2012/12/08,28250
2012/12/09,27404
2012/12/10,25658
2012/12/11,26105
2012/12/12,27829
2012/12/13,30733
2012/12/14,30967
2012/12/15,28469
2012/12/16,26939
2012/12/17,28866
2012/12/18,33323
2012/12/19,33439
2012/12/20,30558
2012/12/21,31020
2012/12/22,36284
2012/12/23,32919
2012/12/24,29246
2012/12/25,24592
2012/12/26,23245
2012/12/27,24169
2012/12/28,27949
2012/12/29,28098
2012/12/30,31485
2012/12/31,28708
2013/01/01,27317
2013/01/02,28853
2013/01/03,34064
2013/01/04,35529
2013/01/05,37034
2013/01/06,33512
2013/01/07,34704
2013/01/08,35334
2013/01/09,37402
2013/01/10,40019
2013/01/11,43224
2013/01/12,39664
2013/01/13,38603
2013/01/14,34628
2013/01/15,38236
2013/01/16,41215
2013/01/17,41930
2013/01/18,41227
2013/01/19,38024
2013/01/20,35019
2013/01/21,32506
2013/01/22,33981
2013/01/23,34581
2013/01/24,36496
2013/01/25,36907
2013/01/26,38112
2013/01/27,38584
2013/01/28,38231
2013/01/29,38210
2013/01/30,35106
2013/01/31,34548
2013/02/01,40327
2013/02/02,41482
2013/02/03,41448
2013/02/04,39874
2013/02/05,42405
2013/02/06,40980
2013/02/07,41569
2013/02/08,41799
2013/02/09,40638
2013/02/10,40954
2013/02/11,39029
2013/02/12,38562
2013/02/13,37968
2013/02/14,36982
2013/02/15,36367
2013/02/16,34359
2013/02/17,33688
2013/02/18,34446
2013/02/19,35767
2013/02/20,36462
2013/02/21,37458
2013/02/22,39192
2013/02/23,39356
2013/02/24,39378
2013/02/25,39938
2013/02/26,41283
2013/02/27,40220
2013/02/28,40306
2013/03/01,42372
2013/03/02,38294
2013/03/03,34118
2013/03/04,34353
2013/03/05,37623
2013/03/06,42879
2013/03/07,44572
2013/03/08,42490
2013/03/09,38146
2013/03/10,38040
2013/03/11,36824
2013/03/12,38083
2013/03/13,41209
2013/03/14,42107
2013/03/15,44033
2013/03/16,38830
2013/03/17,35851
2013/03/18,37364
2013/03/19,42492
2013/03/20,43590
2013/03/21,44462
2013/03/22,47469
2013/03/23,45885
2013/03/24,47456
2013/03/25,46250
2013/03/26,47639
2013/03/27,49111
2013/03/28,53144
2013/03/29,55936
2013/03/30,54393
2013/03/31,46559
2013/04/01,46186
2013/04/02,53988
2013/04/03,63481
2013/04/04,69314
2013/04/05,70102
2013/04/06,61093
2013/04/07,54647
2013/04/08,59234
2013/04/09,68165
2013/04/10,77900
2013/04/11,78525
2013/04/12,72137
2013/04/13,61959
2013/04/14,51647
2013/04/15,53610
2013/04/16,60712
2013/04/17,62898
2013/04/18,58896
2013/04/19,62064
2013/04/20,56186
2013/04/21,50647
2013/04/22,50555
2013/04/23,57369
2013/04/24,61821
2013/04/25,63022
2013/04/26,60654
2013/04/27,53010
2013/04/28,47779
2013/04/29,50012
2013/04/30,47847
2013/05/01,50895
2013/05/02,51585
2013/05/03,51048
2013/05/04,45891
2013/05/05,44015
2013/05/06,46587
2013/05/07,52970
2013/05/08,55503
2013/05/09,56657
2013/05/10,56311
2013/05/11,55219
2013/05/12,50536
2013/05/13,50556
2013/05/14,53078
2013/05/15,55385
2013/05/16,55599
2013/05/17,53069
2013/05/18,48387
2013/05/19,44183
2013/05/20,44680
2013/05/21,49911
2013/05/22,50911
2013/05/23,54399
2013/05/24,54945
2013/05/25,49552
2013/05/26,43861
2013/05/27,43669
2013/05/28,47366
2013/05/29,51529
2013/05/30,52371
2013/05/31,51912
2013/06/01,48240
2013/06/02,44205
2013/06/03,46317
2013/06/04,49677
2013/06/05,50185
2013/06/06,50303
2013/06/07,50704
2013/06/08,45005
2013/06/09,40082
2013/06/10,39940
2013/06/11,42954
2013/06/12,43846
2013/06/13,45140
2013/06/14,50547
2013/06/15,44995
2013/06/16,38776
2013/06/17,38123
2013/06/18,41821
2013/06/19,46150
2013/06/20,47218
2013/06/21,48350
2013/06/22,44218
2013/06/23,38709
2013/06/24,40474
2013/06/25,42466
2013/06/26,44598
2013/06/27,44069
2013/06/28,46913
2013/06/29,43324
2013/06/30,38435
2013/07/01,42027
2013/07/02,44285
2013/07/03,46366
2013/07/04,44093
2013/07/05,43121
2013/07/06,38721
2013/07/07,34185
2013/07/08,38714
2013/07/09,44037
2013/07/10,46662
2013/07/11,50909
2013/07/12,56183
2013/07/13,50688
2013/07/14,40323
2013/07/15,38584
2013/07/16,43348
2013/07/17,45890
2013/07/18,45843
2013/07/19,44412
2013/07/20,38515
2013/07/21,36147
2013/07/22,39070
2013/07/23,43408
2013/07/24,45738
2013/07/25,46720
2013/07/26,45821
2013/07/27,40713
2013/07/28,36771
2013/07/29,41647
2013/07/30,47733
2013/07/31,54967
2013/08/01,59813
2013/08/02,60082
2013/08/03,51988
2013/08/04,44836
2013/08/05,48501
2013/08/06,52423
2013/08/07,55237
2013/08/08,54532
2013/08/09,51097
2013/08/10,47641
2013/08/11,41917
2013/08/12,60254
2013/08/13,58871
2013/08/14,58311
2013/08/15,54281
2013/08/16,58163
2013/08/17,51964
2013/08/18,45445
2013/08/19,51556
2013/08/20,56087
2013/08/21,58720
2013/08/22,60195
2013/08/23,57099
2013/08/24,50079
2013/08/25,43418
2013/08/26,46830
2013/08/27,54064
2013/08/28,58919
2013/08/29,56927
2013/08/30,59646
2013/08/31,59255
2013/09/01,47559
2013/09/02,41173
2013/09/03,41345
2013/09/04,45978
2013/09/05,47569
2013/09/06,47251
2013/09/07,43461
2013/09/08,38237
2013/09/09,40340
2013/09/10,42128
2013/09/11,46212
2013/09/12,48366
2013/09/13,47331
2013/09/14,40577
2013/09/15,35638
2013/09/16,39513
2013/09/17,44843
2013/09/18,49091
2013/09/19,51098
2013/09/20,50399
2013/09/21,45519
2013/09/22,40155
2013/09/23,44376
2013/09/24,48578
2013/09/25,49271
2013/09/26,49823
2013/09/27,49560
2013/09/28,45754
2013/09/29,42471
2013/09/30,45999
2013/10/01,52293
2013/10/02,57375
2013/10/03,54019
2013/10/04,49289
2013/10/05,41856
2013/10/06,37723
2013/10/07,40812
2013/10/08,45174
2013/10/09,49002
2013/10/10,50620
2013/10/11,50149
2013/10/12,45666
2013/10/13,42842
2013/10/14,46033
2013/10/15,50426
2013/10/16,54362
2013/10/17,51832
2013/10/18,51704
2013/10/19,52052
2013/10/20,46882
2013/10/21,49278
2013/10/22,53497
2013/10/23,58017
2013/10/24,64128
2013/10/25,63898
2013/10/26,54112
2013/10/27,45067
2013/10/28,46837
2013/10/29,50774
2013/10/30,55866
2013/10/31,58020
2013/11/01,56859
2013/11/02,52342
2013/11/03,49948
2013/11/04,56748
2013/11/05,67860
2013/11/06,74037
2013/11/07,81475
2013/11/08,82979
2013/11/09,81336
2013/11/10,74692
2013/11/11,68149
2013/11/12,69096
2013/11/13,73526
2013/11/14,80974
2013/11/15,80702
2013/11/16,73148
2013/11/17,68748
2013/11/18,89111
2013/11/19,114962
2013/11/20,116102
2013/11/21,106841
2013/11/22,102613
2013/11/23,101014
2013/11/24,89292
2013/11/25,88875
2013/11/26,103309
2013/11/27,122026
2013/11/28,130668
2013/11/29,127510
2013/11/30,113143
2013/12/01,104994
2013/12/02,103567
2013/12/03,108035
2013/12/04,112964
2013/12/05,117989
2013/12/06,111660
2013/12/07,102101
2013/12/08,82819
2013/12/09,85377
2013/12/10,89629
2013/12/11,94046
2013/12/12,88281
2013/12/13,87600
2013/12/14,85087
2013/12/15,81807
2013/12/16,90308
2013/12/17,96462
2013/12/18,108114
2013/12/19,104891
2013/12/20,96447
2013/12/21,84841
2013/12/22,76448
2013/12/23,75867
2013/12/24,79832
2013/12/25,83656
2013/12/26,81551
2013/12/27,80201
2013/12/28,74562
2013/12/29,70054
2013/12/30,76748
2013/12/31,76587
2014/01/01,69428
2014/01/02,75016
2014/01/03,84097
2014/01/04,81474
2014/01/05,82221
2014/01/06,90138
2014/01/07,89806
2014/01/08,86791
2014/01/09,84031
2014/01/10,81334
2014/01/11,79608
2014/01/12,74227
2014/01/13,75247
2014/01/14,76684
2014/01/15,80592
2014/01/16,78556
2014/01/17,77964
2014/01/18,72162
2014/01/19,69840
2014/01/20,82309
2014/01/21,95150
2014/01/22,98115
2014/01/23,92732
2014/01/24,89588
2014/01/25,82039
2014/01/26,79518
2014/01/27,85892
2014/01/28,94007
2014/01/29,92524
2014/01/30,93047
2014/01/31,94324
2014/02/01,92219
2014/02/02,87999
2014/02/03,91573
2014/02/04,101857
2014/02/05,103264
2014/02/06,105255
2014/02/07,107470
2014/02/08,102419
2014/02/09,90012
2014/02/10,90379
2014/02/11,93260
2014/02/12,93085
2014/02/13,94743
2014/02/14,100988
2014/02/15,100469
2014/02/16,88800
2014/02/17,86978
2014/02/18,92027
2014/02/19,107621
2014/02/20,118396
2014/02/21,123557
2014/02/22,113503
2014/02/23,111394
2014/02/24,122954
2014/02/25,137807
2014/02/26,138755
2014/02/27,127878
2014/02/28,118124
2014/03/01,117327
2014/03/02,109425
2014/03/03,127418
2014/03/04,144369
2014/03/05,144974
2014/03/06,136791
2014/03/07,128314
2014/03/08,122562
2014/03/09,116784
2014/03/10,114784
2014/03/11,116525
2014/03/12,124174
2014/03/13,126108
2014/03/14,115618
2014/03/15,99128
2014/03/16,88363
2014/03/17,96172
2014/03/18,92277
2014/03/19,95406
2014/03/20,96839
2014/03/21,110719
2014/03/22,106761
2014/03/23,97415
2014/03/24,100576
2014/03/25,106236
2014/03/26,111102
2014/03/27,119832
2014/03/28,121585
2014/03/29,106838
2014/03/30,92406
2014/03/31,100516
2014/04/01,111799
2014/04/02,118856
2014/04/03,105021
2014/04/04,110767
2014/04/05,106318
2014/04/06,105289
2014/04/07,104588
2014/04/08,108856
2014/04/09,116450
2014/04/10,121654
2014/04/11,120796
2014/04/12,103939
2014/04/13,96344
2014/04/14,110232
2014/04/15,120015
2014/04/16,119520
2014/04/17,109920
2014/04/18,103567
2014/04/19,97223
2014/04/20,92182
2014/04/21,92045
2014/04/22,108845
2014/04/23,109402
2014/04/24,107348
2014/04/25,110313
2014/04/26,99891
2014/04/27,91168
2014/04/28,98663
2014/04/29,106714
2014/04/30,110241
2014/05/01,105670
2014/05/02,98361
