Date,transactionvalueUSD
2021/10/12,725758
2021/10/13,631362
2021/10/14,559810
2021/10/15,772432
2021/10/16,667586
2021/10/17,913733
2021/10/18,872876
2021/10/19,2236042
2021/10/20,1090854
2021/10/21,882843
2021/10/22,763353
2021/10/23,732877
2021/10/24,798221
2021/10/25,714894
2021/10/26,745406
2021/10/27,595560
2021/10/28,602662
2021/10/29,624320
2021/10/30,779302
2021/10/31,746570
2021/11/01,678449
2021/11/02,741085
2021/11/03,740620
2021/11/04,900992
2021/11/05,932179
2021/11/06,1122003
2021/11/07,950014
2021/11/08,1346936
2021/11/09,994924
2021/11/10,1023875
2021/11/11,855885
2021/11/12,917811
2021/11/13,890365
2021/11/14,872964
2021/11/15,985657
2021/11/16,2450460
2021/11/17,1274281
2021/11/18,1105959
2021/11/19,924911
2021/11/20,823777
2021/11/21,950976
2021/11/22,890870
2021/11/23,879733
2021/11/24,929537
2021/11/25,1065622
2021/11/26,960186
2021/11/27,658998
2021/11/28,821283
2021/11/29,793897
2021/11/30,831774
2021/12/01,750398
2021/12/02,691370
2021/12/03,674606
2021/12/04,846227
2021/12/05,665205
2021/12/06,935239
2021/12/07,924654
2021/12/08,818741
2021/12/09,543361
2021/12/10,535331
2021/12/11,551789
2021/12/12,520178
2021/12/13,528045
