Date,sentinusd30wmaUSD
2010/11/03,16205
2010/11/04,17398
2010/11/05,17013
2010/11/06,18647
2010/11/07,19894
2010/11/08,28231
2010/11/09,27590
2010/11/10,27006
2010/11/11,26162
2010/11/12,25246
2010/11/13,24489
2010/11/14,23689
2010/11/15,26891
2010/11/16,27013
2010/11/17,26355
2010/11/18,25747
2010/11/19,25184
2010/11/20,26560
2010/11/21,27240
2010/11/22,26195
2010/11/23,25351
2010/11/24,24434
2010/11/25,23742
2010/11/26,23776
2010/11/27,22655
2010/11/28,21580
2010/11/29,20661
2010/11/30,20022
2010/12/01,19314
2010/12/02,18775
2010/12/03,17723
2010/12/04,17201
2010/12/05,16035
2010/12/06,15926
2010/12/07,15728
2010/12/08,14830
2010/12/09,14360
2010/12/10,13660
2010/12/11,13740
2010/12/12,13352
2010/12/13,14838
2010/12/14,15510
2010/12/15,16122
2010/12/16,16401
2010/12/17,16351
2010/12/18,16617
2010/12/19,17100
2010/12/20,17380
2010/12/21,17990
2010/12/22,18300
2010/12/23,18273
2010/12/24,18203
2010/12/25,18959
2010/12/26,19043
2010/12/27,19418
2010/12/28,19314
2010/12/29,20239
2010/12/30,20305
2010/12/31,20277
2011/01/01,20141
2011/01/02,19840
2011/01/03,19906
2011/01/04,19458
2011/01/05,19161
2011/01/06,18555
2011/01/07,18477
2011/01/08,18454
2011/01/09,18005
2011/01/10,18465
2011/01/11,19381
2011/01/12,19276
2011/01/13,20449
2011/01/14,21111
2011/01/15,21238
2011/01/16,21560
2011/01/17,21601
2011/01/18,22496
2011/01/19,22334
2011/01/20,22152
2011/01/21,22395
2011/01/22,22956
2011/01/23,23858
2011/01/24,24338
2011/01/25,24364
2011/01/26,24672
2011/01/27,50955
2011/01/28,49894
2011/01/29,49498
2011/01/30,58799
2011/01/31,62206
2011/02/01,64239
2011/02/02,66477
2011/02/03,66340
2011/02/04,65759
2011/02/05,66449
2011/02/06,67645
2011/02/07,73093
2011/02/08,73237
2011/02/09,77586
2011/02/10,87965
2011/02/11,100152
2011/02/12,104045
2011/02/13,105909
2011/02/14,109400
2011/02/15,110017
2011/02/16,108377
2011/02/17,108810
2011/02/18,110187
2011/02/19,114212
2011/02/20,120232
2011/02/21,125685
2011/02/22,137361
2011/02/23,150587
2011/02/24,155873
2011/02/25,157720
2011/02/26,158546
2011/02/27,161342
2011/02/28,159540
2011/03/01,209861
2011/03/02,345415
2011/03/03,343799
2011/03/04,345872
2011/03/05,337417
2011/03/06,331928
2011/03/07,327256
2011/03/08,321135
2011/03/09,317811
2011/03/10,320431
2011/03/11,317033
2011/03/12,308374
2011/03/13,302680
2011/03/14,297255
2011/03/15,286672
2011/03/16,277721
2011/03/17,268886
2011/03/18,260497
2011/03/19,248687
2011/03/20,237714
2011/03/21,227440
2011/03/22,220186
2011/03/23,216277
2011/03/24,212497
2011/03/25,211193
2011/03/26,211834
2011/03/27,202170
2011/03/28,191959
2011/03/29,180418
2011/03/30,169649
2011/03/31,159637
2011/04/01,148331
2011/04/02,142613
2011/04/03,136518
2011/04/04,133543
2011/04/05,129241
2011/04/06,123826
2011/04/07,119819
2011/04/08,116911
2011/04/09,114801
2011/04/10,110429
2011/04/11,106550
2011/04/12,105919
2011/04/13,108362
2011/04/14,109737
2011/04/15,108419
2011/04/16,123233
2011/04/17,205643
2011/04/18,204255
2011/04/19,392986
2011/04/20,731090
2011/04/21,734768
2011/04/22,718274
2011/04/23,705022
2011/04/24,686367
2011/04/25,666702
2011/04/26,656614
2011/04/27,656139
2011/04/28,645157
2011/04/29,741616
2011/04/30,790253
2011/05/01,786784
2011/05/02,772377
2011/05/03,773107
2011/05/04,794680
2011/05/05,786786
2011/05/06,804884
2011/05/07,810241
2011/05/08,891788
2011/05/09,878707
2011/05/10,1002976
2011/05/11,1009589
2011/05/12,1029026
2011/05/13,1179057
2011/05/14,1993395
2011/05/15,2036146
2011/05/16,2068597
2011/05/17,2067638
2011/05/18,2043210
2011/05/19,2013361
2011/05/20,2046493
2011/05/21,2200216
2011/05/22,2458865
2011/05/23,2546745
2011/05/24,2590348
2011/05/25,2657890
2011/05/26,2750645
2011/05/27,2906897
2011/05/28,2878972
2011/05/29,2868665
2011/05/30,2864276
2011/05/31,2866431
2011/06/01,2866318
2011/06/02,2931855
2011/06/03,3251225
2011/06/04,3572482
2011/06/05,4003554
2011/06/06,4723980
2011/06/07,5189262
2011/06/08,6281349
2011/06/09,7431179
2011/06/10,8645897
2011/06/11,10075197
2011/06/12,11573563
2011/06/13,12619327
2011/06/14,14009622
2011/06/15,18691572
2011/06/16,28229075
2011/06/17,28762252
2011/06/18,28923631
2011/06/19,32767914
2011/06/20,32851916
2011/06/21,35066073
2011/06/22,34989829
2011/06/23,35202048
2011/06/24,38817513
2011/06/25,48783201
2011/06/26,51039694
2011/06/27,50729373
2011/06/28,55816527
2011/06/29,56225814
2011/06/30,55102057
2011/07/01,53465627
2011/07/02,51531787
2011/07/03,49284247
2011/07/04,47747377
2011/07/05,45256354
2011/07/06,42930843
2011/07/07,40554137
2011/07/08,38029726
2011/07/09,37176553
2011/07/10,36676335
2011/07/11,34806217
2011/07/12,32993061
2011/07/13,31528198
2011/07/14,30522886
2011/07/15,28323518
2011/07/16,26855564
2011/07/17,25073931
2011/07/18,25680603
2011/07/19,25809838
2011/07/20,24100490
2011/07/21,23115566
2011/07/22,22403153
2011/07/23,20861380
2011/07/24,19310993
2011/07/25,18731545
2011/07/26,18267148
2011/07/27,17990824
2011/07/28,19601563
2011/07/29,18965238
2011/07/30,18092540
2011/07/31,17495814
2011/08/01,16865381
2011/08/02,16109350
2011/08/03,15319354
2011/08/04,14488258
2011/08/05,13782895
2011/08/06,12956167
2011/08/07,12107880
2011/08/08,11618592
2011/08/09,12074428
2011/08/10,11869542
2011/08/11,11242795
2011/08/12,10539963
2011/08/13,9858713
2011/08/14,9339425
2011/08/15,8759633
2011/08/16,8229303
2011/08/17,7679445
2011/08/18,7270238
2011/08/19,7053600
2011/08/20,6603596
2011/08/21,6198104
2011/08/22,5850272
2011/08/23,5627841
2011/08/24,5494649
2011/08/25,5245356
2011/08/26,4935806
2011/08/27,5962690
2011/08/28,5681569
2011/08/29,5450531
2011/08/30,5221828
2011/08/31,5014919
2011/09/01,4847934
2011/09/02,4649809
2011/09/03,4442099
2011/09/04,5046808
2011/09/05,5847166
2011/09/06,6936520
2011/09/07,6797853
2011/09/08,6554052
2011/09/09,6329270
2011/09/10,6058393
2011/09/11,6059006
2011/09/12,5947655
2011/09/13,5728191
2011/09/14,5488966
2011/09/15,5243385
2011/09/16,5113031
2011/09/17,4882386
2011/09/18,4643537
2011/09/19,4434282
2011/09/20,4243577
2011/09/21,4072299
2011/09/22,3863843
2011/09/23,3673474
2011/09/24,3452588
2011/09/25,3257442
2011/09/26,3055607
2011/09/27,2941500
2011/09/28,2802342
2011/09/29,2655629
2011/09/30,2500467
2011/10/01,2391276
2011/10/02,2250401
2011/10/03,2138276
2011/10/04,2029015
2011/10/05,1940068
2011/10/06,1921558
2011/10/07,1892510
2011/10/08,1834441
2011/10/09,1783134
2011/10/10,1738572
2011/10/11,1696507
2011/10/12,1660832
2011/10/13,1627373
2011/10/14,1586624
2011/10/15,1571980
2011/10/16,1523638
2011/10/17,1513907
2011/10/18,1463872
2011/10/19,1406763
2011/10/20,1349738
2011/10/21,1341238
2011/10/22,1349816
2011/10/23,1368166
2011/10/24,1339342
2011/10/25,1308402
2011/10/26,1290338
2011/10/27,1291674
2011/10/28,1289923
2011/10/29,1293194
2011/10/30,1247874
2011/10/31,1238698
2011/11/01,1260637
2011/11/02,1255375
2011/11/03,1241001
2011/11/04,1236109
2011/11/05,1208986
2011/11/06,1172224
2011/11/07,1145744
2011/11/08,1286604
2011/11/09,1394866
2011/11/10,1377439
2011/11/11,1351222
2011/11/12,1319752
2011/11/13,1285341
2011/11/14,1263345
2011/11/15,1235191
2011/11/16,1475102
2011/11/17,1897093
2011/11/18,2500259
2011/11/19,2929758
2011/11/20,3000363
2011/11/21,3093731
2011/11/22,3471872
2011/11/23,3537561
2011/11/24,3595438
2011/11/25,3587218
2011/11/26,3657306
2011/11/27,3754082
2011/11/28,4210301
2011/11/29,4671470
2011/11/30,5645506
2011/12/01,5785843
2011/12/02,6594784
2011/12/03,6943281
2011/12/04,7141339
2011/12/05,7335328
2011/12/06,8281843
2011/12/07,8959877
2011/12/08,9397845
2011/12/09,9315612
2011/12/10,9059984
2011/12/11,8758620
2011/12/12,8429424
2011/12/13,8018302
2011/12/14,7604955
2011/12/15,7211648
2011/12/16,6824871
2011/12/17,6419106
2011/12/18,6020518
2011/12/19,5679413
2011/12/20,5376571
2011/12/21,5096207
2011/12/22,4783296
2011/12/23,4444399
2011/12/24,4121339
2011/12/25,3801414
2011/12/26,3590035
2011/12/27,3372432
2011/12/28,3056948
2011/12/29,2825060
2011/12/30,2551299
2011/12/31,2313490
2012/01/01,2119529
2012/01/02,1937483
2012/01/03,1771606
2012/01/04,1670498
2012/01/05,1718990
2012/01/06,1762943
2012/01/07,1718838
2012/01/08,1727189
2012/01/09,1772508
2012/01/10,1793665
2012/01/11,1823365
2012/01/12,1840105
2012/01/13,1876011
2012/01/14,1885089
2012/01/15,1872207
2012/01/16,1919061
2012/01/17,1944689
2012/01/18,1941010
2012/01/19,1948890
2012/01/20,1947828
2012/01/21,1914575
2012/01/22,1871376
2012/01/23,1838054
2012/01/24,1842403
2012/01/25,1855327
2012/01/26,1862671
2012/01/27,1846703
2012/01/28,1793770
2012/01/29,1773191
2012/01/30,1742137
2012/01/31,1714839
2012/02/01,1733076
2012/02/02,1731949
2012/02/03,1729093
2012/02/04,1718497
2012/02/05,1709572
2012/02/06,1689554
2012/02/07,1667877
2012/02/08,1640223
2012/02/09,1603521
2012/02/10,1593857
2012/02/11,1631580
2012/02/12,1615717
2012/02/13,1635404
2012/02/14,1933288
2012/02/15,2181081
2012/02/16,2483935
2012/02/17,2603911
2012/02/18,2641525
2012/02/19,2591423
2012/02/20,2559076
2012/02/21,2511838
2012/02/22,2574077
2012/02/23,2619440
2012/02/24,2638479
2012/02/25,2598082
2012/02/26,2534209
2012/02/27,2485375
2012/02/28,2433706
2012/02/29,2369888
2012/03/01,2417102
2012/03/02,2424093
2012/03/03,2374402
2012/03/04,2412232
2012/03/05,2360536
2012/03/06,2302905
2012/03/07,2249498
2012/03/08,2243156
2012/03/09,2253007
2012/03/10,2196807
2012/03/11,2144885
2012/03/12,2146941
2012/03/13,2135745
2012/03/14,2153132
2012/03/15,2136447
2012/03/16,2135620
2012/03/17,2126899
2012/03/18,2094664
2012/03/19,2088284
2012/03/20,2091377
2012/03/21,2096899
2012/03/22,2174962
2012/03/23,2295277
2012/03/24,2384896
2012/03/25,2349807
2012/03/26,2354473
2012/03/27,2373037
2012/03/28,2429569
2012/03/29,2639367
2012/03/30,2774769
2012/03/31,2870825
2012/04/01,2884646
2012/04/02,2926814
2012/04/03,3007786
2012/04/04,3056191
2012/04/05,3162260
2012/04/06,3150973
2012/04/07,3059207
2012/04/08,3248349
2012/04/09,3557695
2012/04/10,3600323
2012/04/11,3852013
2012/04/12,4026570
2012/04/13,4054994
2012/04/14,4130671
2012/04/15,4294053
2012/04/16,4554695
2012/04/17,4649610
2012/04/18,4709311
2012/04/19,4654464
2012/04/20,5335998
2012/04/21,5446210
2012/04/22,5451272
2012/04/23,5390387
2012/04/24,5316973
2012/04/25,5330238
2012/04/26,5614113
2012/04/27,5753455
2012/04/28,5689108
2012/04/29,5651557
2012/04/30,5647858
2012/05/01,5640817
2012/05/02,5632970
2012/05/03,5666480
2012/05/04,5667347
2012/05/05,5687722
2012/05/06,5525836
2012/05/07,5861340
2012/05/08,6733299
2012/05/09,7068097
2012/05/10,7015153
2012/05/11,7062080
2012/05/12,7646024
2012/05/13,7667482
2012/05/14,7942515
2012/05/15,8676656
2012/05/16,9293352
2012/05/17,9895918
2012/05/18,9962025
2012/05/19,9807313
2012/05/20,9906107
2012/05/21,10604941
2012/05/22,11360780
2012/05/23,11343230
2012/05/24,11087699
2012/05/25,11261349
2012/05/26,12202424
2012/05/27,12186821
2012/05/28,12205026
2012/05/29,12553442
2012/05/30,12618240
2012/05/31,13469226
2012/06/01,13686550
2012/06/02,13552857
2012/06/03,13317990
2012/06/04,14068814
2012/06/05,14775061
2012/06/06,14750187
2012/06/07,15564289
2012/06/08,16615723
2012/06/09,16149741
2012/06/10,16347354
2012/06/11,16437319
2012/06/12,16378822
2012/06/13,16280775
2012/06/14,17115684
2012/06/15,17462034
2012/06/16,18030028
2012/06/17,17537132
2012/06/18,17485175
2012/06/19,17274682
2012/06/20,16902209
2012/06/21,16273161
2012/06/22,16196760
2012/06/23,16403008
2012/06/24,16100027
2012/06/25,15759037
2012/06/26,15411061
2012/06/27,15189790
2012/06/28,15612593
2012/06/29,15615725
2012/06/30,15127785
2012/07/01,14654543
2012/07/02,14114913
2012/07/03,13692895
2012/07/04,13612616
2012/07/05,13457423
2012/07/06,13059275
2012/07/07,13871115
2012/07/08,13248149
2012/07/09,13268170
2012/07/10,13318933
2012/07/11,12916782
2012/07/12,12645742
2012/07/13,12937840
2012/07/14,13219563
2012/07/15,12975788
2012/07/16,13198128
2012/07/17,13741088
2012/07/18,13768960
2012/07/19,13570667
2012/07/20,13606159
2012/07/21,14055117
2012/07/22,14081213
2012/07/23,14344686
2012/07/24,14391182
2012/07/25,14043628
2012/07/26,14434887
2012/07/27,14748883
2012/07/28,14799389
2012/07/29,14498595
2012/07/30,14131163
2012/07/31,14991471
2012/08/01,15408831
2012/08/02,15569783
2012/08/03,15549794
2012/08/04,15515442
2012/08/05,15882747
2012/08/06,16228346
2012/08/07,16587345
2012/08/08,16700892
2012/08/09,16657770
2012/08/10,16805228
2012/08/11,16863582
2012/08/12,16942774
2012/08/13,17254141
2012/08/14,17316303
2012/08/15,17624244
2012/08/16,18247000
2012/08/17,19295984
2012/08/18,19736795
2012/08/19,22270622
2012/08/20,26562225
2012/08/21,28630378
2012/08/22,32013949
2012/08/23,35225912
2012/08/24,40822102
2012/08/25,41798704
2012/08/26,41985589
2012/08/27,44248412
2012/08/28,46816645
2012/08/29,54802780
2012/08/30,60159200
2012/08/31,63327314
2012/09/01,65939327
2012/09/02,66620994
2012/09/03,65800800
2012/09/04,66809666
2012/09/05,69727074
2012/09/06,81746302
2012/09/07,90830829
2012/09/08,91748194
2012/09/09,89881879
2012/09/10,98702485
2012/09/11,108263194
2012/09/12,110648765
2012/09/13,121341678
2012/09/14,128514239
2012/09/15,127086280
2012/09/16,130951201
2012/09/17,133875605
2012/09/18,136621119
2012/09/19,154103155
2012/09/20,158636635
2012/09/21,170770180
2012/09/22,173442395
2012/09/23,170294380
2012/09/24,167383804
2012/09/25,159408768
2012/09/26,151437130
2012/09/27,143305283
2012/09/28,136270805
2012/09/29,128491906
2012/09/30,121045603
2012/10/01,113917370
2012/10/02,107260264
2012/10/03,100107512
2012/10/04,92950807
2012/10/05,87084956
2012/10/06,80796658
2012/10/07,74768163
2012/10/08,69063612
2012/10/09,63195046
2012/10/10,57025333
2012/10/11,51577155
2012/10/12,47657157
2012/10/13,43990592
2012/10/14,39764229
2012/10/15,35537642
2012/10/16,32918256
2012/10/17,31028802
2012/10/18,29437110
2012/10/19,27556438
2012/10/20,26429721
2012/10/21,25383797
2012/10/22,24908289
2012/10/23,25009465
2012/10/24,24734666
2012/10/25,24247467
2012/10/26,23428640
2012/10/27,23035855
2012/10/28,22167262
2012/10/29,21404667
2012/10/30,22833370
2012/10/31,24012931
2012/11/01,24296024
2012/11/02,23333254
2012/11/03,23100465
2012/11/04,23101986
2012/11/05,23163981
2012/11/06,22949285
2012/11/07,22715912
2012/11/08,22123143
2012/11/09,21215380
2012/11/10,20000815
2012/11/11,18798541
2012/11/12,17709004
2012/11/13,16919501
2012/11/14,16466686
2012/11/15,16978750
2012/11/16,18328395
2012/11/17,18954489
2012/11/18,19154980
2012/11/19,18847708
2012/11/20,18714948
2012/11/21,18126223
2012/11/22,17988057
2012/11/23,17659782
2012/11/24,17374390
2012/11/25,16786358
2012/11/26,16467620
2012/11/27,16377385
2012/11/28,16615931
2012/11/29,16328281
2012/11/30,15797131
2012/12/01,15195335
2012/12/02,14963230
2012/12/03,15284131
2012/12/04,16296556
2012/12/05,17643700
2012/12/06,19304741
2012/12/07,19932946
2012/12/08,19640200
2012/12/09,19682779
2012/12/10,19367775
2012/12/11,19523664
2012/12/12,21387581
2012/12/13,23420405
2012/12/14,24544093
2012/12/15,24495991
2012/12/16,24565169
2012/12/17,24636287
2012/12/18,25217523
2012/12/19,24736380
2012/12/20,24094197
2012/12/21,24111738
2012/12/22,23844036
2012/12/23,23148194
2012/12/24,22597381
2012/12/25,21673774
2012/12/26,20768929
2012/12/27,20014407
2012/12/28,19500312
2012/12/29,18961575
2012/12/30,18236780
2012/12/31,17889503
2013/01/01,17735016
2013/01/02,17889369
2013/01/03,17848026
2013/01/04,18384751
2013/01/05,18764893
2013/01/06,18319995
2013/01/07,18220209
2013/01/08,18696821
2013/01/09,18795829
2013/01/10,18566715
2013/01/11,18359140
2013/01/12,17868474
2013/01/13,17423983
2013/01/14,17253224
2013/01/15,17923787
2013/01/16,18790946
2013/01/17,19317112
2013/01/18,19746427
2013/01/19,20011833
2013/01/20,19909392
2013/01/21,19830144
2013/01/22,20100926
2013/01/23,21439055
2013/01/24,21737929
2013/01/25,22037179
2013/01/26,22103350
2013/01/27,22324435
2013/01/28,22757682
2013/01/29,24084332
2013/01/30,24702078
2013/01/31,25087393
2013/02/01,25810208
2013/02/02,25807630
2013/02/03,25851968
2013/02/04,26242956
2013/02/05,27173198
2013/02/06,27913323
2013/02/07,28510209
2013/02/08,29775120
2013/02/09,30404566
2013/02/10,30592147
2013/02/11,30713407
2013/02/12,30670459
2013/02/13,30460448
2013/02/14,30876571
2013/02/15,31050420
2013/02/16,31240504
2013/02/17,31091484
2013/02/18,31126613
2013/02/19,31499393
2013/02/20,31545891
2013/02/21,31386572
2013/02/22,32183086
2013/02/23,32130645
2013/02/24,33068735
2013/02/25,34289923
2013/02/26,34676972
2013/02/27,35278240
2013/02/28,35908888
2013/03/01,36760081
2013/03/02,37485537
2013/03/03,36891134
2013/03/04,36565405
2013/03/05,38653636
2013/03/06,41483508
2013/03/07,42663493
2013/03/08,43174351
2013/03/09,43193330
2013/03/10,43949510
2013/03/11,44069474
2013/03/12,45504518
2013/03/13,46740250
2013/03/14,46850525
2013/03/15,58821861
2013/03/16,62003274
2013/03/17,60983654
2013/03/18,68669898
2013/03/19,71103308
2013/03/20,73955474
2013/03/21,77646942
2013/03/22,79054589
2013/03/23,79811592
2013/03/24,79126351
2013/03/25,80951845
2013/03/26,83689980
2013/03/27,91915453
2013/03/28,96127442
2013/03/29,98407414
2013/03/30,102869979
2013/03/31,105791356
2013/04/01,108319605
2013/04/02,119025128
2013/04/03,128903321
2013/04/04,136643670
2013/04/05,144100514
2013/04/06,146740690
2013/04/07,147202627
2013/04/08,152829015
2013/04/09,165461734
2013/04/10,184497673
2013/04/11,187199652
2013/04/12,186136886
2013/04/13,182358064
2013/04/14,175998288
2013/04/15,171034530
2013/04/16,169166189
2013/04/17,167182436
2013/04/18,192609213
2013/04/19,194002980
2013/04/20,189724753
2013/04/21,185277936
2013/04/22,185425518
2013/04/23,185829263
2013/04/24,189790950
2013/04/25,191951043
2013/04/26,189304942
2013/04/27,183392179
2013/04/28,175501576
2013/04/29,170769087
2013/04/30,164070755
2013/05/01,159398354
2013/05/02,153535178
2013/05/03,146811079
2013/05/04,138641905
2013/05/05,131875284
2013/05/06,127189367
2013/05/07,123391118
2013/05/08,118670332
2013/05/09,113061055
2013/05/10,109013773
2013/05/11,104895750
2013/05/12,100207141
2013/05/13,97206814
2013/05/14,94138758
2013/05/15,90584096
2013/05/16,86984274
2013/05/17,84208459
2013/05/18,80999526
2013/05/19,77319405
2013/05/20,74745917
2013/05/21,73162071
2013/05/22,72131529
2013/05/23,71146427
2013/05/24,71211116
2013/05/25,71272996
2013/05/26,69300376
2013/05/27,69484843
2013/05/28,69965179
2013/05/29,70756346
2013/05/30,70834639
2013/05/31,71081473
2013/06/01,70096607
2013/06/02,68658396
2013/06/03,69642234
2013/06/04,69649825
2013/06/05,69887929
2013/06/06,70725847
2013/06/07,70783959
2013/06/08,68844772
2013/06/09,68789140
2013/06/10,67477517
2013/06/11,66871921
2013/06/12,66076815
2013/06/13,65645764
2013/06/14,65866812
2013/06/15,64037210
2013/06/16,62818221
2013/06/17,62163081
2013/06/18,61978824
2013/06/19,61396212
2013/06/20,61799863
2013/06/21,61956561
2013/06/22,60371010
2013/06/23,58222892
2013/06/24,57804677
2013/06/25,58083347
2013/06/26,57708662
2013/06/27,56920905
2013/06/28,56669621
2013/06/29,55578211
2013/06/30,53992084
2013/07/01,54791725
2013/07/02,54778620
2013/07/03,55139166
2013/07/04,55616155
2013/07/05,56312597
2013/07/06,55477874
2013/07/07,54680333
2013/07/08,54953163
2013/07/09,56526470
2013/07/10,57968751
2013/07/11,59592039
2013/07/12,61259515
2013/07/13,62231456
2013/07/14,61454336
2013/07/15,61491480
2013/07/16,62854583
2013/07/17,64633749
2013/07/18,65907843
2013/07/19,66100598
2013/07/20,64604929
2013/07/21,63206504
2013/07/22,63941499
2013/07/23,65035135
2013/07/24,65675982
2013/07/25,65921647
2013/07/26,66046635
2013/07/27,64436071
2013/07/28,63678068
2013/07/29,63829981
2013/07/30,65519916
2013/07/31,66256725
2013/08/01,68867612
2013/08/02,69767461
2013/08/03,69229101
2013/08/04,67778252
2013/08/05,68335552
2013/08/06,68397433
2013/08/07,68659841
2013/08/08,68351945
2013/08/09,67444867
2013/08/10,65957338
2013/08/11,64049647
2013/08/12,64634859
2013/08/13,68040774
2013/08/14,71654145
2013/08/15,71883000
2013/08/16,73825395
2013/08/17,75047739
2013/08/18,75222176
2013/08/19,77163521
2013/08/20,78402424
2013/08/21,81892589
2013/08/22,82324033
2013/08/23,82777031
2013/08/24,81405153
2013/08/25,80023488
2013/08/26,79677382
2013/08/27,80763823
2013/08/28,80940743
2013/08/29,80688619
2013/08/30,81607988
2013/08/31,81492688
2013/09/01,80833074
2013/09/02,80842776
2013/09/03,82306297
2013/09/04,83314640
2013/09/05,83509184
2013/09/06,83085152
2013/09/07,82216324
2013/09/08,79685550
2013/09/09,78580793
2013/09/10,77564910
2013/09/11,76955029
2013/09/12,76538154
2013/09/13,76016921
2013/09/14,74777167
2013/09/15,72560997
2013/09/16,72529849
2013/09/17,72188279
2013/09/18,72717545
2013/09/19,73964366
2013/09/20,74344787
2013/09/21,72806446
2013/09/22,71546462
2013/09/23,74051642
2013/09/24,75999978
2013/09/25,76807526
2013/09/26,77167181
2013/09/27,77261058
2013/09/28,76293066
2013/09/29,75336516
2013/09/30,76604686
2013/10/01,79907385
2013/10/02,82838023
2013/10/03,83569283
2013/10/04,84005708
2013/10/05,82017017
2013/10/06,80011009
2013/10/07,80150793
2013/10/08,80197068
2013/10/09,81457818
2013/10/10,81611079
2013/10/11,82139344
2013/10/12,81856600
2013/10/13,81783784
2013/10/14,83476129
2013/10/15,85388900
2013/10/16,88305893
2013/10/17,89740021
2013/10/18,92203565
2013/10/19,95871660
2013/10/20,96923465
2013/10/21,101472315
2013/10/22,108075291
2013/10/23,114164394
2013/10/24,118990905
2013/10/25,142276696
2013/10/26,141747209
2013/10/27,139371011
2013/10/28,138769373
2013/10/29,151409504
2013/10/30,151393917
2013/10/31,150580824
2013/11/01,149117034
2013/11/02,147028787
2013/11/03,144963555
2013/11/04,148304995
2013/11/05,153655327
2013/11/06,157403132
2013/11/07,166742876
2013/11/08,175051692
2013/11/09,181923194
2013/11/10,184111518
2013/11/11,185389434
2013/11/12,194866971
2013/11/13,208662611
2013/11/14,221015824
2013/11/15,271309215
2013/11/16,294500680
2013/11/17,309704961
2013/11/18,358022573
2013/11/19,418589387
2013/11/20,449026020
2013/11/21,505187849
2013/11/22,580935751
2013/11/23,622884591
2013/11/24,659272964
2013/11/25,693774381
2013/11/26,862804587
2013/11/27,1007610645
2013/11/28,1157720507
2013/11/29,1265270761
2013/11/30,1331822170
2013/12/01,1357321918
2013/12/02,1376662275
2013/12/03,1384975304
2013/12/04,1404435413
2013/12/05,1426956801
2013/12/06,1421250855
2013/12/07,1455417438
2013/12/08,1435557956
2013/12/09,1422347592
2013/12/10,1390315758
2013/12/11,1370752560
2013/12/12,1337954970
2013/12/13,1304847087
2013/12/14,1254369123
2013/12/15,1194026750
2013/12/16,1213878443
2013/12/17,1196466220
2013/12/18,1179447154
2013/12/19,1146079407
2013/12/20,1099482049
2013/12/21,1052590834
2013/12/22,1006031157
2013/12/23,954013939
2013/12/24,910922318
2013/12/25,868742912
2013/12/26,818420211
2013/12/27,774125294
2013/12/28,735025431
2013/12/29,712056514
2013/12/30,691778074
2013/12/31,658889928
2014/01/01,631832170
2014/01/02,614166454
2014/01/03,609041251
2014/01/04,593848030
2014/01/05,598872213
2014/01/06,611865293
2014/01/07,619406191
2014/01/08,613939958
2014/01/09,599114099
2014/01/10,585192783
2014/01/11,565935215
2014/01/12,547442753
2014/01/13,533803368
2014/01/14,531702812
2014/01/15,522717444
2014/01/16,515653505
2014/01/17,499403896
2014/01/18,482813440
2014/01/19,478404127
2014/01/20,485953816
2014/01/21,484475081
2014/01/22,475851770
2014/01/23,469294045
2014/01/24,474070629
2014/01/25,464924074
2014/01/26,453540114
2014/01/27,469302583
2014/01/28,467114551
2014/01/29,458229720
2014/01/30,453019129
2014/01/31,441574709
2014/02/01,433218154
2014/02/02,427440354
