Date,fee_to_rewardUSD
2013/12/15,0.261
2013/12/16,0.312
2013/12/17,0.3
2013/12/18,0.374
2013/12/19,0.292
2013/12/20,0.365
2013/12/21,0.309
2013/12/22,0.271
2013/12/23,0.283
2013/12/24,0.286
2013/12/25,0.304
2013/12/26,0.297
2013/12/27,0.267
2013/12/28,0.311
2013/12/29,0.346
2013/12/30,0.272
2013/12/31,0.239
2014/01/01,0.183
2014/01/02,0.412
2014/01/03,0.343
2014/01/04,0.348
2014/01/05,0.289
2014/01/06,0.632
2014/01/07,0.351
2014/01/08,0.293
2014/01/09,0.248
2014/01/10,0.268
2014/01/11,0.234
2014/01/12,0.228
2014/01/13,0.284
2014/01/14,0.397
2014/01/15,0.366
2014/01/16,0.287
2014/01/17,0.386
2014/01/18,0.293
2014/01/19,0.271
2014/01/20,0.313
2014/01/21,0.375
2014/01/22,0.308
2014/01/23,0.379
2014/01/24,0.323
2014/01/25,0.287
2014/01/26,0.309
2014/01/27,0.309
2014/01/28,0.367
2014/01/29,0.35
2014/01/30,0.302
2014/01/31,0.313
2014/02/01,0.242
2014/02/02,0.233
2014/02/03,0.269
2014/02/04,0.33
2014/02/05,0.329
2014/02/06,0.33
2014/02/07,0.394
2014/02/08,0.27
2014/02/09,0.308
2014/02/10,0.337
2014/02/11,0.319
2014/02/12,0.36
2014/02/13,0.316
2014/02/14,0.358
2014/02/15,0.269
2014/02/16,0.233
2014/02/17,0.606
2014/02/18,0.327
2014/02/19,0.289
2014/02/20,0.335
2014/02/21,0.365
2014/02/22,0.274
2014/02/23,0.287
2014/02/24,0.319
2014/02/25,0.439
2014/02/26,0.323
2014/02/27,0.307
2014/02/28,0.362
2014/03/01,0.349
2014/03/02,0.309
2014/03/03,0.465
2014/03/04,0.465
2014/03/05,0.367
2014/03/06,0.339
2014/03/07,0.334
2014/03/08,0.277
2014/03/09,0.274
2014/03/10,0.436
2014/03/11,0.364
2014/03/12,0.363
2014/03/13,0.361
2014/03/14,0.41
2014/03/15,0.265
2014/03/16,0.29
2014/03/17,0.325
2014/03/18,0.267
2014/03/19,0.337
2014/03/20,0.31
2014/03/21,0.315
2014/03/22,0.413
2014/03/23,0.208
2014/03/24,0.277
2014/03/25,0.37
2014/03/26,0.381
2014/03/27,0.318
2014/03/28,0.283
2014/03/29,0.224
2014/03/30,0.311
2014/03/31,0.281
2014/04/01,0.288
2014/04/02,0.269
2014/04/03,0.264
2014/04/04,0.277
2014/04/05,0.261
2014/04/06,0.274
2014/04/07,0.375
2014/04/08,0.44
2014/04/09,0.502
2014/04/10,0.371
2014/04/11,0.33
2014/04/12,0.226
2014/04/13,0.221
2014/04/14,0.318
2014/04/15,0.362
2014/04/16,0.359
2014/04/17,0.355
2014/04/18,0.304
2014/04/19,0.317
2014/04/20,0.244
2014/04/21,0.292
2014/04/22,0.396
2014/04/23,0.353
2014/04/24,0.395
2014/04/25,0.3
2014/04/26,0.224
2014/04/27,0.266
2014/04/28,0.336
2014/04/29,0.295
2014/04/30,0.378
2014/05/01,0.247
2014/05/02,0.295
2014/05/03,0.29
2014/05/04,0.262
2014/05/05,0.432
2014/05/06,0.309
2014/05/07,0.34
2014/05/08,0.325
2014/05/09,0.366
2014/05/10,0.226
2014/05/11,0.255
2014/05/12,0.339
2014/05/13,0.305
2014/05/14,0.322
2014/05/15,0.299
2014/05/16,0.257
2014/05/17,0.215
2014/05/18,0.203
2014/05/19,0.272
2014/05/20,0.302
2014/05/21,0.292
2014/05/22,0.297
2014/05/23,0.308
2014/05/24,0.292
2014/05/25,0.252
2014/05/26,0.318
2014/05/27,0.357
2014/05/28,0.33
2014/05/29,0.339
2014/05/30,0.278
2014/05/31,0.263
2014/06/01,0.246
2014/06/02,0.243
2014/06/03,0.302
2014/06/04,0.265
2014/06/05,0.325
2014/06/06,0.311
2014/06/07,0.227
2014/06/08,0.26
2014/06/09,0.284
2014/06/10,0.279
2014/06/11,0.309
2014/06/12,0.301
2014/06/13,0.283
2014/06/14,0.205
2014/06/15,0.201
2014/06/16,0.255
2014/06/17,0.261
2014/06/18,0.327
2014/06/19,0.281
2014/06/20,0.231
2014/06/21,0.198
2014/06/22,0.201
2014/06/23,0.257
2014/06/24,0.236
2014/06/25,0.264
2014/06/26,0.237
2014/06/27,0.218
2014/06/28,0.204
2014/06/29,0.222
2014/06/30,0.36
2014/07/01,0.394
2014/07/02,0.372
2014/07/03,0.316
2014/07/04,0.244
2014/07/05,0.218
2014/07/06,0.26
2014/07/07,0.299
2014/07/08,0.327
2014/07/09,0.282
2014/07/10,0.3
2014/07/11,0.279
2014/07/12,0.222
2014/07/13,0.236
2014/07/14,0.348
2014/07/15,0.315
2014/07/16,0.35
2014/07/17,0.274
2014/07/18,0.278
2014/07/19,0.234
2014/07/20,0.232
2014/07/21,0.273
2014/07/22,0.33
2014/07/23,0.301
2014/07/24,0.299
2014/07/25,0.253
2014/07/26,0.261
2014/07/27,0.233
2014/07/28,0.276
2014/07/29,0.279
2014/07/30,0.257
2014/07/31,0.292
2014/08/01,0.272
2014/08/02,0.208
2014/08/03,0.222
2014/08/04,0.346
2014/08/05,0.358
2014/08/06,0.321
2014/08/07,0.274
2014/08/08,0.283
2014/08/09,0.205
2014/08/10,0.222
2014/08/11,0.269
2014/08/12,0.288
2014/08/13,0.342
2014/08/14,0.271
2014/08/15,0.292
2014/08/16,0.33
2014/08/17,0.873
2014/08/18,0.238
2014/08/19,0.275
2014/08/20,0.283
2014/08/21,0.277
2014/08/22,0.274
2014/08/23,0.213
2014/08/24,0.248
2014/08/25,0.479
2014/08/26,0.267
2014/08/27,0.273
2014/08/28,0.24
2014/08/29,0.245
2014/08/30,0.201
2014/08/31,0.189
2014/09/01,0.321
2014/09/02,0.315
2014/09/03,0.263
2014/09/04,0.283
2014/09/05,0.304
2014/09/06,0.215
2014/09/07,0.509
2014/09/08,0.339
2014/09/09,0.386
2014/09/10,0.324
2014/09/11,0.239
2014/09/12,0.278
2014/09/13,0.211
2014/09/14,0.284
2014/09/15,0.309
2014/09/16,0.335
2014/09/17,0.264
2014/09/18,0.276
2014/09/19,0.248
2014/09/20,0.233
2014/09/21,0.228
2014/09/22,0.279
2014/09/23,0.339
2014/09/24,0.316
2014/09/25,0.307
2014/09/26,1.411
2014/09/27,0.312
2014/09/28,0.331
2014/09/29,0.355
2014/09/30,0.317
2014/10/01,0.333
2014/10/02,0.326
2014/10/03,0.33
2014/10/04,0.326
2014/10/05,0.281
2014/10/06,0.313
2014/10/07,0.398
2014/10/08,0.348
2014/10/09,0.375
2014/10/10,0.335
2014/10/11,0.288
2014/10/12,0.298
2014/10/13,0.338
2014/10/14,0.401
2014/10/15,0.332
2014/10/16,0.328
2014/10/17,0.329
2014/10/18,0.252
2014/10/19,0.317
2014/10/20,0.377
2014/10/21,0.34
2014/10/22,0.318
2014/10/23,0.338
2014/10/24,0.31
2014/10/25,0.286
2014/10/26,0.358
2014/10/27,0.34
2014/10/28,0.387
2014/10/29,0.368
2014/10/30,0.326
2014/10/31,0.274
2014/11/01,0.316
2014/11/02,0.326
2014/11/03,0.392
2014/11/04,0.333
2014/11/05,0.387
2014/11/06,0.374
2014/11/07,0.357
2014/11/08,0.282
2014/11/09,0.4
2014/11/10,0.365
2014/11/11,0.414
2014/11/12,0.41
2014/11/13,0.396
2014/11/14,0.341
2014/11/15,0.32
2014/11/16,0.309
2014/11/17,0.418
2014/11/18,0.339
2014/11/19,0.373
2014/11/20,0.384
2014/11/21,0.4
2014/11/22,0.286
2014/11/23,0.335
2014/11/24,0.355
2014/11/25,0.368
2014/11/26,0.354
2014/11/27,0.34
2014/11/28,0.315
2014/11/29,0.282
2014/11/30,0.319
2014/12/01,0.427
2014/12/02,0.378
2014/12/03,0.469
2014/12/04,0.405
2014/12/05,0.317
2014/12/06,0.326
2014/12/07,0.346
2014/12/08,0.386
2014/12/09,0.354
2014/12/10,0.349
2014/12/11,0.323
2014/12/12,0.328
2014/12/13,0.284
2014/12/14,0.342
2014/12/15,0.4
2014/12/16,0.419
2014/12/17,0.473
2014/12/18,0.425
2014/12/19,0.433
2014/12/20,0.362
2014/12/21,0.343
2014/12/22,0.341
2014/12/23,0.377
2014/12/24,0.29
2014/12/25,0.236
2014/12/26,0.506
2014/12/27,0.451
2014/12/28,0.291
2014/12/29,0.352
2014/12/30,0.357
2014/12/31,0.299
2015/01/01,0.195
2015/01/02,0.286
2015/01/03,0.291
2015/01/04,0.504
2015/01/05,0.412
2015/01/06,0.325
2015/01/07,0.364
2015/01/08,0.442
2015/01/09,0.433
2015/01/10,0.414
2015/01/11,0.349
2015/01/12,0.921
2015/01/13,0.487
2015/01/14,0.419
2015/01/15,0.455
2015/01/16,0.419
2015/01/17,0.386
2015/01/18,0.362
2015/01/19,0.398
2015/01/20,0.485
2015/01/21,0.359
2015/01/22,0.396
2015/01/23,0.44
2015/01/24,0.366
2015/01/25,0.425
2015/01/26,0.503
2015/01/27,0.376
2015/01/28,0.282
2015/01/29,0.298
2015/01/30,0.325
2015/01/31,0.301
2015/02/01,0.289
2015/02/02,0.313
2015/02/03,0.411
2015/02/04,0.316
2015/02/05,0.304
2015/02/06,0.264
2015/02/07,0.296
2015/02/08,0.355
2015/02/09,0.369
2015/02/10,0.397
2015/02/11,0.364
2015/02/12,0.421
2015/02/13,0.476
2015/02/14,0.375
2015/02/15,0.394
2015/02/16,0.391
2015/02/17,0.427
2015/02/18,0.358
2015/02/19,0.327
2015/02/20,0.382
2015/02/21,0.364
2015/02/22,0.327
2015/02/23,0.408
2015/02/24,0.445
2015/02/25,0.382
2015/02/26,0.375
2015/02/27,0.378
2015/02/28,0.379
2015/03/01,0.398
2015/03/02,0.389
2015/03/03,0.395
2015/03/04,0.414
2015/03/05,0.45
2015/03/06,0.452
2015/03/07,0.373
2015/03/08,0.338
2015/03/09,0.435
2015/03/10,0.403
2015/03/11,0.397
2015/03/12,0.426
2015/03/13,0.375
2015/03/14,0.376
2015/03/15,0.334
2015/03/16,0.434
2015/03/17,0.439
2015/03/18,0.395
2015/03/19,0.48
2015/03/20,0.472
2015/03/21,0.351
2015/03/22,0.369
2015/03/23,0.483
2015/03/24,0.316
2015/03/25,0.389
2015/03/26,0.392
2015/03/27,0.326
2015/03/28,0.34
2015/03/29,0.333
2015/03/30,0.434
2015/03/31,0.433
2015/04/01,0.508
2015/04/02,0.377
2015/04/03,0.408
2015/04/04,0.359
2015/04/05,0.4
2015/04/06,0.509
2015/04/07,0.412
2015/04/08,0.515
2015/04/09,0.565
2015/04/10,0.727
2015/04/11,0.473
2015/04/12,0.439
2015/04/13,0.442
2015/04/14,0.429
2015/04/15,0.505
2015/04/16,0.406
2015/04/17,0.464
2015/04/18,0.364
2015/04/19,0.358
2015/04/20,0.441
2015/04/21,0.402
2015/04/22,0.416
2015/04/23,0.486
2015/04/24,0.501
2015/04/25,2.384
2015/04/26,0.372
2015/04/27,0.458
2015/04/28,0.421
2015/04/29,0.529
2015/04/30,0.498
2015/05/01,0.37
2015/05/02,0.38
2015/05/03,0.35
2015/05/04,0.47
2015/05/05,0.423
2015/05/06,0.391
2015/05/07,0.452
2015/05/08,0.441
2015/05/09,0.413
2015/05/10,0.482
2015/05/11,0.437
2015/05/12,0.427
2015/05/13,0.381
2015/05/14,0.364
2015/05/15,0.41
2015/05/16,0.396
2015/05/17,0.306
2015/05/18,0.411
2015/05/19,0.481
2015/05/20,0.414
2015/05/21,0.373
2015/05/22,0.443
2015/05/23,0.454
2015/05/24,0.37
2015/05/25,0.439
2015/05/26,0.5
2015/05/27,0.462
2015/05/28,0.491
2015/05/29,0.462
2015/05/30,0.499
2015/05/31,1.057
2015/06/01,0.654
2015/06/02,0.493
2015/06/03,0.506
2015/06/04,0.476
2015/06/05,0.46
2015/06/06,0.32
2015/06/07,0.347
2015/06/08,0.441
2015/06/09,0.468
2015/06/10,0.474
2015/06/11,0.515
2015/06/12,0.515
2015/06/13,0.424
2015/06/14,0.431
2015/06/15,0.55
2015/06/16,0.678
2015/06/17,0.591
2015/06/18,0.697
2015/06/19,0.738
2015/06/20,0.457
2015/06/21,0.453
2015/06/22,0.726
2015/06/23,0.533
2015/06/24,0.418
2015/06/25,0.438
2015/06/26,0.47
2015/06/27,0.517
2015/06/28,0.435
2015/06/29,0.532
2015/06/30,0.82
2015/07/01,0.627
2015/07/02,0.628
2015/07/03,0.564
2015/07/04,0.468
2015/07/05,0.587
2015/07/06,0.781
2015/07/07,1.276
2015/07/08,1.247
2015/07/09,1.195
2015/07/10,0.962
2015/07/11,1.036
2015/07/12,1.298
2015/07/13,0.865
2015/07/14,0.805
2015/07/15,0.679
2015/07/16,0.812
2015/07/17,0.651
2015/07/18,1.157
2015/07/19,0.515
2015/07/20,1.018
2015/07/21,0.803
2015/07/22,0.707
2015/07/23,0.755
2015/07/24,0.549
2015/07/25,0.524
2015/07/26,0.586
2015/07/27,0.835
2015/07/28,0.815
2015/07/29,1.017
2015/07/30,1.007
2015/07/31,0.991
2015/08/01,0.837
2015/08/02,0.549
2015/08/03,0.686
2015/08/04,1.025
2015/08/05,1.01
2015/08/06,1.027
2015/08/07,0.727
2015/08/08,0.554
2015/08/09,0.533
2015/08/10,0.681
2015/08/11,0.641
2015/08/12,0.807
2015/08/13,0.668
2015/08/14,0.68
2015/08/15,0.597
2015/08/16,0.547
2015/08/17,0.636
2015/08/18,0.722
2015/08/19,0.617
2015/08/20,0.684
2015/08/21,0.56
2015/08/22,0.565
2015/08/23,0.614
2015/08/24,0.673
2015/08/25,0.743
2015/08/26,0.622
2015/08/27,0.693
2015/08/28,0.628
2015/08/29,0.532
2015/08/30,0.518
2015/08/31,0.698
2015/09/01,0.653
2015/09/02,1.331
2015/09/03,0.761
2015/09/04,0.64
2015/09/05,0.753
2015/09/06,0.605
2015/09/07,0.777
2015/09/08,0.749
2015/09/09,0.725
2015/09/10,0.647
2015/09/11,0.956
2015/09/12,0.855
2015/09/13,0.668
2015/09/14,0.816
2015/09/15,0.718
2015/09/16,0.731
2015/09/17,0.748
2015/09/18,0.687
2015/09/19,0.692
2015/09/20,0.661
2015/09/21,0.865
2015/09/22,0.705
2015/09/23,0.643
2015/09/24,0.69
2015/09/25,0.658
2015/09/26,0.676
2015/09/27,0.588
2015/09/28,0.731
2015/09/29,0.626
2015/09/30,0.72
2015/10/01,0.769
2015/10/02,0.746
2015/10/03,0.595
2015/10/04,0.504
2015/10/05,0.607
2015/10/06,0.722
2015/10/07,0.746
2015/10/08,0.763
2015/10/09,0.729
2015/10/10,0.617
2015/10/11,0.528
2015/10/12,0.713
2015/10/13,0.724
2015/10/14,0.71
2015/10/15,0.68
2015/10/16,0.782
2015/10/17,0.789
2015/10/18,0.628
2015/10/19,0.682
2015/10/20,0.98
2015/10/21,0.784
2015/10/22,0.789
2015/10/23,0.766
2015/10/24,0.737
2015/10/25,0.637
2015/10/26,0.647
2015/10/27,0.785
2015/10/28,0.86
2015/10/29,0.892
2015/10/30,0.745
2015/10/31,0.771
2015/11/01,0.711
2015/11/02,0.863
2015/11/03,0.879
2015/11/04,1.147
2015/11/05,0.927
2015/11/06,0.885
2015/11/07,0.675
2015/11/08,0.671
2015/11/09,0.789
2015/11/10,0.794
2015/11/11,0.662
2015/11/12,0.637
2015/11/13,0.637
2015/11/14,0.685
2015/11/15,0.573
2015/11/16,0.639
2015/11/17,0.702
2015/11/18,0.711
2015/11/19,0.752
2015/11/20,0.613
2015/11/21,0.546
2015/11/22,0.54
2015/11/23,0.626
2015/11/24,0.641
2015/11/25,0.712
2015/11/26,0.632
2015/11/27,0.796
2015/11/28,0.684
2015/11/29,0.592
2015/11/30,0.84
2015/12/01,0.744
2015/12/02,0.801
2015/12/03,0.831
2015/12/04,0.745
2015/12/05,0.706
2015/12/06,0.759
2015/12/07,0.891
2015/12/08,0.745
2015/12/09,0.881
2015/12/10,0.661
2015/12/11,1.071
2015/12/12,0.905
2015/12/13,0.929
2015/12/14,0.825
2015/12/15,0.867
2015/12/16,0.91
2015/12/17,0.963
2015/12/18,0.887
2015/12/19,0.89
2015/12/20,0.807
2015/12/21,1.092
2015/12/22,1.033
2015/12/23,1.005
2015/12/24,1.043
2015/12/25,0.726
2015/12/26,0.729
2015/12/27,0.526
2015/12/28,0.819
2015/12/29,0.783
2015/12/30,0.742
2015/12/31,0.714
2016/01/01,0.584
2016/01/02,0.859
2016/01/03,0.661
2016/01/04,0.676
2016/01/05,0.816
2016/01/06,0.856
2016/01/07,0.998
2016/01/08,0.747
2016/01/09,0.795
2016/01/10,0.636
2016/01/11,0.838
2016/01/12,0.811
2016/01/13,0.919
2016/01/14,0.949
2016/01/15,1.16
2016/01/16,0.971
2016/01/17,0.954
2016/01/18,0.905
2016/01/19,1.18
2016/01/20,1.209
2016/01/21,1.45
2016/01/22,1.017
2016/01/23,0.856
2016/01/24,0.932
2016/01/25,1.123
2016/01/26,1.163
2016/01/27,1.253
2016/01/28,1.284
2016/01/29,1.101
2016/01/30,0.828
2016/01/31,0.759
2016/02/01,1.373
2016/02/02,1.287
2016/02/03,0.991
2016/02/04,0.901
2016/02/05,0.908
2016/02/06,0.798
2016/02/07,0.878
2016/02/08,1.127
2016/02/09,0.941
2016/02/10,1.089
2016/02/11,0.914
2016/02/12,0.906
2016/02/13,0.888
2016/02/14,0.841
2016/02/15,1.097
2016/02/16,1.209
2016/02/17,1.12
2016/02/18,1.016
2016/02/19,1.252
2016/02/20,1.091
2016/02/21,1.245
2016/02/22,1.423
2016/02/23,1.403
2016/02/24,1.536
2016/02/25,1.171
2016/02/26,1.197
2016/02/27,1.007
2016/02/28,1.311
2016/02/29,1.636
2016/03/01,1.676
2016/03/02,2.295
2016/03/03,1.636
2016/03/04,1.314
2016/03/05,1.629
2016/03/06,1.047
2016/03/07,1.299
2016/03/08,1.154
2016/03/09,1.286
2016/03/10,1.05
2016/03/11,0.985
2016/03/12,0.947
2016/03/13,1.066
2016/03/14,1.07
2016/03/15,1.055
2016/03/16,1.248
2016/03/17,1.298
2016/03/18,1.247
2016/03/19,1.001
2016/03/20,0.917
2016/03/21,1.171
2016/03/22,1.14
2016/03/23,1.02
2016/03/24,1.038
2016/03/25,0.889
2016/03/26,0.929
2016/03/27,0.893
2016/03/28,1.075
2016/03/29,1.452
2016/03/30,1.231
2016/03/31,1.455
2016/04/01,1.373
2016/04/02,1.41
2016/04/03,1.214
2016/04/04,1.075
2016/04/05,1.223
2016/04/06,1.468
2016/04/07,1.272
2016/04/08,1.196
2016/04/09,0.895
2016/04/10,0.764
2016/04/11,1.294
2016/04/12,1.354
2016/04/13,1.104
2016/04/14,1.083
2016/04/15,1.27
2016/04/16,0.98
2016/04/17,0.861
2016/04/18,1.394
2016/04/19,1.147
2016/04/20,1.038
2016/04/21,1.122
2016/04/22,1.181
2016/04/23,0.913
2016/04/24,0.999
2016/04/25,1.346
2016/04/26,8.217
2016/04/27,1.41
2016/04/28,1.45
2016/04/29,1.249
2016/04/30,1.108
2016/05/01,0.883
2016/05/02,1.138
2016/05/03,1.175
2016/05/04,1.118
2016/05/05,1.13
2016/05/06,1.088
2016/05/07,0.994
2016/05/08,0.821
2016/05/09,0.938
2016/05/10,1.204
2016/05/11,1.362
2016/05/12,1.328
2016/05/13,1.237
2016/05/14,1.317
2016/05/15,1.297
2016/05/16,1.689
2016/05/17,1.632
2016/05/18,1.501
2016/05/19,1.801
2016/05/20,1.367
2016/05/21,1.588
2016/05/22,0.931
2016/05/23,1.203
2016/05/24,1.595
2016/05/25,1.707
2016/05/26,1.623
2016/05/27,2.001
2016/05/28,1.551
2016/05/29,1.29
2016/05/30,1.583
2016/05/31,1.623
2016/06/01,1.548
2016/06/02,1.669
2016/06/03,1.518
2016/06/04,1.538
2016/06/05,1.029
2016/06/06,1.213
2016/06/07,1.479
2016/06/08,1.382
2016/06/09,1.275
2016/06/10,1.447
2016/06/11,1.173
2016/06/12,1.417
2016/06/13,1.563
2016/06/14,2.05
2016/06/15,2.148
2016/06/16,2.163
2016/06/17,2.075
2016/06/18,1.757
2016/06/19,1.408
2016/06/20,1.839
2016/06/21,2.008
2016/06/22,2.388
2016/06/23,2.107
2016/06/24,2.248
2016/06/25,1.485
2016/06/26,1.467
2016/06/27,1.655
2016/06/28,1.554
2016/06/29,1.663
2016/06/30,1.64
2016/07/01,1.468
2016/07/02,1.402
2016/07/03,1.168
2016/07/04,1.441
2016/07/05,1.519
2016/07/06,1.567
2016/07/07,1.624
2016/07/08,1.556
2016/07/09,1.495
2016/07/10,1.941
2016/07/11,3.11
2016/07/12,2.785
2016/07/13,3.195
2016/07/14,3.161
2016/07/15,3.171
2016/07/16,2.519
2016/07/17,2.508
2016/07/18,3.096
2016/07/19,3.724
2016/07/20,3.312
2016/07/21,3.509
2016/07/22,3.888
2016/07/23,3.539
2016/07/24,3.182
2016/07/25,4.086
2016/07/26,4.208
2016/07/27,4.475
2016/07/28,4.045
2016/07/29,3.786
2016/07/30,4.234
2016/07/31,3.635
2016/08/01,3.688
2016/08/02,4.059
2016/08/03,3.521
2016/08/04,3.511
2016/08/05,3.411
2016/08/06,2.798
2016/08/07,3.497
2016/08/08,4.467
2016/08/09,4.576
2016/08/10,3.85
2016/08/11,4.091
2016/08/12,3.662
2016/08/13,2.99
2016/08/14,2.938
2016/08/15,3.612
2016/08/16,4.695
2016/08/17,4.578
2016/08/18,3.823
2016/08/19,4.031
2016/08/20,3.065
2016/08/21,2.428
2016/08/22,3.225
2016/08/23,3.553
2016/08/24,3.291
2016/08/25,3.826
2016/08/26,3.649
2016/08/27,2.992
2016/08/28,2.512
2016/08/29,3.343
2016/08/30,3.196
2016/08/31,3.598
2016/09/01,3.503
2016/09/02,2.913
2016/09/03,3.171
2016/09/04,2.043
2016/09/05,3.48
2016/09/06,3.447
2016/09/07,3.249
2016/09/08,3.207
2016/09/09,3.449
2016/09/10,2.575
2016/09/11,2.263
2016/09/12,2.674
2016/09/13,3.196
2016/09/14,3.101
2016/09/15,3.01
2016/09/16,3.555
2016/09/17,2.753
2016/09/18,2.844
2016/09/19,3.827
2016/09/20,3.497
2016/09/21,3.038
2016/09/22,3.439
2016/09/23,3.414
2016/09/24,2.765
2016/09/25,2.101
2016/09/26,3.07
2016/09/27,2.931
2016/09/28,3.383
2016/09/29,3.695
2016/09/30,3.715
2016/10/01,2.908
2016/10/02,2.944
2016/10/03,3.835
2016/10/04,3.474
2016/10/05,3.371
2016/10/06,3.721
2016/10/07,3.877
2016/10/08,3.099
2016/10/09,2.833
2016/10/10,4.195
2016/10/11,4.444
2016/10/12,3.659
2016/10/13,4.028
2016/10/14,3.849
2016/10/15,3.409
2016/10/16,3.422
2016/10/17,4.433
2016/10/18,3.836
2016/10/19,3.841
2016/10/20,5.065
2016/10/21,3.581
2016/10/22,3.456
2016/10/23,3.617
2016/10/24,4.345
2016/10/25,5.398
2016/10/26,6.693
2016/10/27,5.201
2016/10/28,4.149
2016/10/29,3.782
2016/10/30,2.898
2016/10/31,3.99
2016/11/01,4.201
2016/11/02,4.567
2016/11/03,3.919
2016/11/04,5.499
2016/11/05,3.861
2016/11/06,3.573
2016/11/07,4.766
2016/11/08,4.056
2016/11/09,4.361
2016/11/10,3.773
2016/11/11,3.449
2016/11/12,3.045
2016/11/13,3.413
2016/11/14,3.565
2016/11/15,4.012
2016/11/16,3.586
2016/11/17,4.29
2016/11/18,4.323
2016/11/19,3.908
2016/11/20,4.363
2016/11/21,5.182
2016/11/22,5.717
2016/11/23,5.6
2016/11/24,6.29
2016/11/25,6.778
2016/11/26,5.054
2016/11/27,4.317
2016/11/28,5.077
2016/11/29,5.149
2016/11/30,5.314
2016/12/01,5.331
2016/12/02,6.323
2016/12/03,4.495
2016/12/04,4.771
2016/12/05,5.293
2016/12/06,5.993
2016/12/07,4.716
2016/12/08,4.677
2016/12/09,5.401
2016/12/10,5.003
2016/12/11,3.179
2016/12/12,4.561
2016/12/13,4.207
2016/12/14,5.177
2016/12/15,5.953
2016/12/16,5.547
2016/12/17,4.327
2016/12/18,4.387
2016/12/19,5.223
2016/12/20,5.582
2016/12/21,5.469
2016/12/22,5.074
2016/12/23,5.026
2016/12/24,4.656
2016/12/25,2.918
2016/12/26,4.725
2016/12/27,4.859
2016/12/28,4.846
2016/12/29,5.412
2016/12/30,4.866
2016/12/31,4.263
2017/01/01,3.232
2017/01/02,5.377
2017/01/03,5.424
2017/01/04,9.185
2017/01/05,6.169
2017/01/06,5.972
2017/01/07,5.809
2017/01/08,4.19
2017/01/09,5.665
2017/01/10,5.66
2017/01/11,5.527
2017/01/12,4.68
2017/01/13,4.921
2017/01/14,3.886
2017/01/15,3.792
2017/01/16,4.68
2017/01/17,5.251
2017/01/18,5.446
2017/01/19,4.916
2017/01/20,4.252
2017/01/21,4.016
2017/01/22,3.854
2017/01/23,5.947
2017/01/24,7.142
2017/01/25,6.762
2017/01/26,5.998
2017/01/27,5.097
2017/01/28,6.062
2017/01/29,5.433
2017/01/30,6.988
2017/01/31,7.442
2017/02/01,6.067
2017/02/02,6.765
2017/02/03,8.025
2017/02/04,7.155
2017/02/05,6.416
2017/02/06,9.026
2017/02/07,8.3
2017/02/08,7.931
2017/02/09,7.621
2017/02/10,7.072
2017/02/11,6.316
2017/02/12,5.537
2017/02/13,6.294
2017/02/14,6.26
2017/02/15,7.166
2017/02/16,8.261
2017/02/17,8.08
2017/02/18,7.467
2017/02/19,7.177
2017/02/20,7.96
2017/02/21,8.774
2017/02/22,9.55
2017/02/23,10.147
2017/02/24,10.017
2017/02/25,8.399
2017/02/26,6.759
2017/02/27,9.796
2017/02/28,10.63
2017/03/01,11.317
2017/03/02,11.393
2017/03/03,12.099
2017/03/04,11.784
2017/03/05,10.554
2017/03/06,11.871
2017/03/07,12.367
2017/03/08,11.641
2017/03/09,11.347
2017/03/10,11.687
2017/03/11,10.469
2017/03/12,8.963
2017/03/13,10.862
2017/03/14,11.631
2017/03/15,11.752
2017/03/16,12.157
2017/03/17,11.279
2017/03/18,9.964
2017/03/19,9.311
2017/03/20,12.429
2017/03/21,12.292
2017/03/22,11.803
2017/03/23,11.319
2017/03/24,9.528
2017/03/25,9.872
2017/03/26,6.93
2017/03/27,10.567
2017/03/28,10.749
2017/03/29,10.993
2017/03/30,9.031
2017/03/31,11.412
2017/04/01,10.362
2017/04/02,8.389
2017/04/03,9.135
2017/04/04,11.368
2017/04/05,10.454
2017/04/06,10.772
2017/04/07,10.011
2017/04/08,9.113
2017/04/09,7.801
2017/04/10,9.699
2017/04/11,9.787
2017/04/12,10.681
2017/04/13,12.015
2017/04/14,11.94
2017/04/15,9.711
2017/04/16,8.013
2017/04/17,9.488
2017/04/18,10.772
2017/04/19,10.496
2017/04/20,11.697
2017/04/21,10.485
2017/04/22,9.054
2017/04/23,8.154
2017/04/24,10.82
2017/04/25,12.808
2017/04/26,11.722
2017/04/27,12.252
2017/04/28,12.811
2017/04/29,10.604
2017/04/30,9.555
2017/05/01,10.836
2017/05/02,12.137
2017/05/03,13.041
2017/05/04,12.763
2017/05/05,13.951
2017/05/06,12.38
2017/05/07,11.722
2017/05/08,12.336
2017/05/09,13.528
2017/05/10,14.09
2017/05/11,14.219
2017/05/12,14.338
2017/05/13,13.238
2017/05/14,12.677
2017/05/15,13.353
2017/05/16,17.235
2017/05/17,20.059
2017/05/18,18.098
2017/05/19,17.771
2017/05/20,15.831
2017/05/21,16.113
2017/05/22,18.228
2017/05/23,18.243
2017/05/24,19.73
2017/05/25,19.676
2017/05/26,19.728
2017/05/27,20.125
2017/05/28,16.976
2017/05/29,20.781
2017/05/30,20.83
2017/05/31,21.777
2017/06/01,21.132
2017/06/02,20.493
2017/06/03,18.533
2017/06/04,18.016
2017/06/05,18.835
2017/06/06,21.325
2017/06/07,24.477
