Date,mining_profitability3mom
2010/10/26,19057
2010/10/27,13647
2010/10/28,36282
2010/10/29,13741
2010/10/30,21725
2010/10/31,-34363
2010/11/01,-20741
2010/11/02,-32349
2010/11/03,11230
2010/11/04,8701
2010/11/05,17074
2010/11/06,46720
2010/11/07,60323
2010/11/08,24231
2010/11/09,-55453
2010/11/10,-80014
2010/11/11,-55006
2010/11/12,-5609
2010/11/13,19117
2010/11/14,16186
2010/11/15,5581
2010/11/16,-15708
2010/11/17,-11269
2010/11/18,-5146
2010/11/19,-25939
2010/11/20,-15088
2010/11/21,-7280
2010/11/22,13754
2010/11/23,-83.758
2010/11/24,2257
2010/11/25,3114
2010/11/26,2009
2010/11/27,-5658
2010/11/28,-5444
2010/11/29,-249.02
2010/11/30,-10016
2010/12/01,-13130
2010/12/02,-11325
2010/12/03,2178
2010/12/04,2540
2010/12/05,-2666
2010/12/06,-4256
2010/12/07,-3156
2010/12/08,3240
2010/12/09,-3353
2010/12/10,-13303
2010/12/11,-10478
2010/12/12,-6312
2010/12/13,1572
2010/12/14,2448
2010/12/15,4586
2010/12/16,2768
2010/12/17,-2512
2010/12/18,-1531
2010/12/19,3147
2010/12/20,-409.598
2010/12/21,1679
2010/12/22,-6571
2010/12/23,-1265
2010/12/24,-4533
2010/12/25,3289
2010/12/26,-115.556
2010/12/27,1891
2010/12/28,-142.978
2010/12/29,2172
2010/12/30,2187
2010/12/31,1944
2011/01/01,2067
2011/01/02,-1140
2011/01/03,-3505
2011/01/04,-3664
2011/01/05,-1175
2011/01/06,-144.071
2011/01/07,3586
2011/01/08,-209.086
2011/01/09,4138
2011/01/10,-2409
2011/01/11,2518
2011/01/12,-1005
2011/01/13,1840
2011/01/14,1084
2011/01/15,680.99
2011/01/16,1133
2011/01/17,-1472
2011/01/18,-4608
2011/01/19,-3893
2011/01/20,-216.165
2011/01/21,4465
2011/01/22,6048
2011/01/23,2921
2011/01/24,5037
2011/01/25,-2646
2011/01/26,-1341
2011/01/27,-6410
2011/01/28,-1691
2011/01/29,-993.36
2011/01/30,1295
2011/01/31,5710
2011/02/01,5101
2011/02/02,11736
2011/02/03,7583
2011/02/04,11798
2011/02/05,5656
2011/02/06,8257
2011/02/07,5812
2011/02/08,-5432
2011/02/09,172.537
2011/02/10,-4418
2011/02/11,7221
2011/02/12,-728.426
2011/02/13,1368
2011/02/14,1080
2011/02/15,3329
2011/02/16,1280
2011/02/17,-2623
2011/02/18,-16390
2011/02/19,-20555
2011/02/20,-11202
2011/02/21,-4586
2011/02/22,2506
2011/02/23,463.701
2011/02/24,1495
2011/02/25,2176
2011/02/26,1529
2011/02/27,-6645
2011/02/28,-13039
2011/03/01,-13899
2011/03/02,245.268
2011/03/03,5002
2011/03/04,3227
2011/03/05,388.217
2011/03/06,-2292
2011/03/07,-4747
2011/03/08,-3512
2011/03/09,-2973
2011/03/10,-3448
2011/03/11,-2808
2011/03/12,-319.842
2011/03/13,797.582
2011/03/14,-491.072
2011/03/15,-630.493
2011/03/16,1016
2011/03/17,215.686
2011/03/18,-2658
2011/03/19,-1350
2011/03/20,-1113
2011/03/21,789.261
2011/03/22,-1152
2011/03/23,1595
2011/03/24,344.222
2011/03/25,5298
2011/03/26,-1062
2011/03/27,994.709
2011/03/28,-1425
2011/03/29,31.933
2011/03/30,29.8
2011/03/31,-590.545
2011/04/01,-683.149
2011/04/02,-283.278
2011/04/03,-862.087
2011/04/04,-364.793
2011/04/05,-987.602
2011/04/06,-3364
2011/04/07,-1447
2011/04/08,-445.206
2011/04/09,500.083
2011/04/10,615.083
2011/04/11,-589.541
2011/04/12,1186
2011/04/13,1552
2011/04/14,1720
2011/04/15,1445
2011/04/16,2438
2011/04/17,2816
2011/04/18,614.025
2011/04/19,268.932
2011/04/20,-1764
2011/04/21,247.256
2011/04/22,1619
2011/04/23,4867
2011/04/24,5777
2011/04/25,3774
2011/04/26,1008
2011/04/27,1254
2011/04/28,3226
2011/04/29,10875
2011/04/30,10475
2011/05/01,6746
2011/05/02,788.221
2011/05/03,476.76
2011/05/04,2767
2011/05/05,2559
2011/05/06,1716
2011/05/07,-195.429
2011/05/08,3869
2011/05/09,1772
2011/05/10,-5298
2011/05/11,918.551
2011/05/12,2446
2011/05/13,24445
2011/05/14,14001
2011/05/15,6389
2011/05/16,528.422
2011/05/17,-1604
2011/05/18,3250
2011/05/19,-28942
2011/05/20,-22357
2011/05/21,-20302
2011/05/22,4414
2011/05/23,4369
2011/05/24,5515
2011/05/25,6289
2011/05/26,-2060
2011/05/27,-16322
2011/05/28,-14843
2011/05/29,-8099
2011/05/30,4230
2011/05/31,1457
2011/06/01,2604
2011/06/02,4193
2011/06/03,9415
2011/06/04,16947
2011/06/05,17493
2011/06/06,6714
2011/06/07,-6068
2011/06/08,8370
2011/06/09,19918
2011/06/10,12433
2011/06/11,-10966
2011/06/12,-27549
2011/06/13,-13645
2011/06/14,-1495
2011/06/15,495.674
2011/06/16,-16751
2011/06/17,-17546
2011/06/18,-9196
2011/06/19,3912
2011/06/20,1011
2011/06/21,1079
2011/06/22,-1295
2011/06/23,-635.659
2011/06/24,-6754
2011/06/25,-8381
2011/06/26,-7036
2011/06/27,-837.647
2011/06/28,1602
2011/06/29,270.353
2011/06/30,-288.358
2011/07/01,-1900
2011/07/02,-1578
2011/07/03,-1675
2011/07/04,478.501
2011/07/05,-2224
2011/07/06,-891.09
2011/07/07,-2508
2011/07/08,2237
2011/07/09,-1649
2011/07/10,293.909
2011/07/11,-1150
2011/07/12,243.046
2011/07/13,1280
2011/07/14,-1856
2011/07/15,422.664
2011/07/16,-1847
2011/07/17,1404
2011/07/18,-354.525
2011/07/19,-935.963
2011/07/20,-542.607
2011/07/21,-808.196
2011/07/22,796.8
2011/07/23,-788.178
2011/07/24,467.677
2011/07/25,152.969
2011/07/26,843.477
2011/07/27,-671.323
2011/07/28,-843.961
2011/07/29,-522.386
2011/07/30,120.986
2011/07/31,845.83
2011/08/01,-1394
2011/08/02,-1337
2011/08/03,-2612
2011/08/04,-2096
2011/08/05,-898.373
2011/08/06,-1732
2011/08/07,-935.421
2011/08/08,-1383
2011/08/09,993.573
2011/08/10,1206
2011/08/11,768.798
2011/08/12,-33.437
2011/08/13,-107.949
2011/08/14,822.858
2011/08/15,457.756
2011/08/16,1896
2011/08/17,-44.904
2011/08/18,469.181
2011/08/19,-904.369
2011/08/20,1032
2011/08/21,885.748
2011/08/22,46.008
2011/08/23,-1315
2011/08/24,-1108
2011/08/25,-191.743
2011/08/26,-665.096
2011/08/27,-1305
2011/08/28,-974.857
2011/08/29,508.751
2011/08/30,632.827
2011/08/31,6.315
2011/09/01,-1123
2011/09/02,52.687
2011/09/03,-104.175
2011/09/04,316.341
2011/09/05,-306.777
2011/09/06,-619.819
2011/09/07,-1089
2011/09/08,-876.742
2011/09/09,-488.792
2011/09/10,-1081
2011/09/11,-1132
2011/09/12,-2.029
2011/09/13,919.528
2011/09/14,526.772
2011/09/15,-414.332
2011/09/16,-992.904
2011/09/17,-293.259
2011/09/18,-334.365
2011/09/19,313.221
2011/09/20,608.763
2011/09/21,467.706
2011/09/22,422.782
2011/09/23,-657.364
2011/09/24,-117.118
2011/09/25,-134.087
2011/09/26,61.394
2011/09/27,-511.446
2011/09/28,32.247
2011/09/29,-394.136
2011/09/30,74.682
2011/10/01,415.812
2011/10/02,42.75
2011/10/03,463.908
2011/10/04,-982.173
2011/10/05,724.039
2011/10/06,-672.789
2011/10/07,401.166
2011/10/08,-1160
2011/10/09,-16.654
2011/10/10,-475.37
2011/10/11,-205.709
2011/10/12,-6.531
2011/10/13,47.852
2011/10/14,1049
2011/10/15,-37.27
2011/10/16,-87.875
2011/10/17,-947.597
2011/10/18,-832.544
2011/10/19,-708.467
2011/10/20,-582.974
2011/10/21,-97.568
2011/10/22,133.082
2011/10/23,733.923
2011/10/24,601.572
2011/10/25,-12.534
2011/10/26,-438.522
2011/10/27,-414.024
2011/10/28,400.356
2011/10/29,433.918
2011/10/30,766.865
2011/10/31,551.652
2011/11/01,650.614
2011/11/02,196.724
2011/11/03,-385.682
2011/11/04,-20.153
2011/11/05,-314.785
2011/11/06,58.425
2011/11/07,-386.959
2011/11/08,284.738
2011/11/09,121.451
2011/11/10,-289.891
2011/11/11,-404.917
2011/11/12,234.575
2011/11/13,290.499
2011/11/14,-104.848
2011/11/15,-776.362
2011/11/16,-576.162
2011/11/17,-171.632
2011/11/18,-190.776
2011/11/19,-345.568
2011/11/20,178.808
2011/11/21,-203.129
2011/11/22,477.283
2011/11/23,-284.4
2011/11/24,268.272
2011/11/25,225.813
2011/11/26,71.99
2011/11/27,105.314
2011/11/28,-47.523
2011/11/29,364.825
2011/11/30,991.688
2011/12/01,652.084
2011/12/02,30.888
2011/12/03,-54.144
2011/12/04,-453.526
2011/12/05,329.578
2011/12/06,-47.517
2011/12/07,43.698
2011/12/08,355.676
2011/12/09,-208.938
2011/12/10,47.893
2011/12/11,130.205
2011/12/12,-29.598
2011/12/13,382.528
2011/12/14,-267.773
2011/12/15,-287.532
2011/12/16,-173.027
2011/12/17,211.743
2011/12/18,306.787
2011/12/19,416.748
2011/12/20,-148.245
2011/12/21,789.67
2011/12/22,392.578
2011/12/23,208.578
2011/12/24,119.065
2011/12/25,416.624
2011/12/26,282.976
2011/12/27,-504.737
2011/12/28,-218.314
2011/12/29,-188.024
2011/12/30,1032
2011/12/31,60.123
2012/01/01,1115
2012/01/02,472.59
2012/01/03,536.771
2012/01/04,-175.109
2012/01/05,1112
2012/01/06,1702
2012/01/07,1824
2012/01/08,50.022
2012/01/09,-618.004
2012/01/10,-1334
2012/01/11,-161.773
2012/01/12,-239.744
2012/01/13,728.871
2012/01/14,-235.02
2012/01/15,-90.362
2012/01/16,865.092
2012/01/17,-658.31
2012/01/18,-1063
2012/01/19,-815.657
2012/01/20,692.733
2012/01/21,1024
2012/01/22,-1121
2012/01/23,-136.125
2012/01/24,-349.705
2012/01/25,125.844
2012/01/26,-816.465
2012/01/27,-614.714
2012/01/28,-393.907
2012/01/29,239.551
2012/01/30,157.367
2012/01/31,-286.395
2012/02/01,-281.821
2012/02/02,809.252
2012/02/03,480.841
2012/02/04,162.39
2012/02/05,-1021
2012/02/06,-286.539
2012/02/07,-600.294
2012/02/08,269.874
2012/02/09,279.957
2012/02/10,33.106
2012/02/11,207.17
2012/02/12,-247.609
2012/02/13,-444.403
2012/02/14,-784.671
2012/02/15,-851.997
2012/02/16,-458.856
2012/02/17,-285.547
2012/02/18,71.004
2012/02/19,-134.849
2012/02/20,-524.472
2012/02/21,-109.583
2012/02/22,455.422
2012/02/23,600.2
2012/02/24,555.271
2012/02/25,153.638
2012/02/26,-186.766
2012/02/27,-101.113
2012/02/28,189.463
2012/02/29,271.509
2012/03/01,-231.874
2012/03/02,-653.977
2012/03/03,-510.972
2012/03/04,-1.809
2012/03/05,399.625
2012/03/06,56.437
2012/03/07,169.211
2012/03/08,-204.093
2012/03/09,333.23
2012/03/10,-498.32
2012/03/11,-107.071
2012/03/12,-4.405
2012/03/13,341.024
2012/03/14,138.459
2012/03/15,-0.724
2012/03/16,543.436
2012/03/17,402.539
2012/03/18,-64.492
2012/03/19,-900.242
2012/03/20,-300.926
2012/03/21,-270.339
2012/03/22,137.901
2012/03/23,-433.145
2012/03/24,484.215
2012/03/25,-410.628
2012/03/26,54.36
2012/03/27,-367.567
2012/03/28,363.891
2012/03/29,-115.779
2012/03/30,-109.998
2012/03/31,10.136
2012/04/01,-62.116
2012/04/02,-536.959
2012/04/03,61.962
2012/04/04,152.58
2012/04/05,307.038
2012/04/06,145.432
2012/04/07,-109.17
2012/04/08,256.287
2012/04/09,-503.51
2012/04/10,207.491
2012/04/11,-314.715
2012/04/12,-62.083
2012/04/13,-56.248
2012/04/14,539.689
2012/04/15,-12.143
2012/04/16,618.433
2012/04/17,-330.613
2012/04/18,456.994
2012/04/19,-123.263
2012/04/20,127.523
2012/04/21,270.94
2012/04/22,-384.07
2012/04/23,-258.884
2012/04/24,-118.278
2012/04/25,-77.399
2012/04/26,653.123
2012/04/27,-57.62
2012/04/28,307.046
2012/04/29,34.386
2012/04/30,80.764
2012/05/01,-182.543
2012/05/02,-512.087
2012/05/03,20.385
2012/05/04,170.997
2012/05/05,473.369
2012/05/06,-151.236
2012/05/07,41.926
2012/05/08,-325.657
2012/05/09,-182.087
2012/05/10,-958.206
2012/05/11,106.573
2012/05/12,-535.23
2012/05/13,544.447
2012/05/14,-455.085
2012/05/15,212.303
2012/05/16,43.648
2012/05/17,-74.526
2012/05/18,393.549
2012/05/19,57.821
2012/05/20,57.824
2012/05/21,-463.935
2012/05/22,-229.066
2012/05/23,287.811
2012/05/24,234.05
2012/05/25,391.768
2012/05/26,276.81
2012/05/27,365.462
2012/05/28,-98.857
2012/05/29,-396.522
2012/05/30,69.117
2012/05/31,-39.73
2012/06/01,595.096
2012/06/02,-4.356
2012/06/03,24.212
2012/06/04,-299.503
2012/06/05,164.648
2012/06/06,174.946
2012/06/07,142.277
2012/06/08,-28.524
2012/06/09,464.512
2012/06/10,48.459
2012/06/11,-520.416
2012/06/12,235.597
2012/06/13,-70.17
2012/06/14,1042
2012/06/15,-113.636
2012/06/16,660.825
2012/06/17,0.433
2012/06/18,509.036
2012/06/19,-917.469
2012/06/20,360.42
2012/06/21,-510.058
2012/06/22,841.733
2012/06/23,-521.71
2012/06/24,-718.739
2012/06/25,-162.467
2012/06/26,-128.666
2012/06/27,746.736
2012/06/28,-208.79
2012/06/29,246.917
2012/06/30,-227.256
2012/07/01,298.347
2012/07/02,-71.705
2012/07/03,391.027
2012/07/04,-441.887
2012/07/05,-177.608
2012/07/06,-116.873
2012/07/07,416.892
2012/07/08,-72.795
2012/07/09,18.864
2012/07/10,89.354
2012/07/11,151.561
2012/07/12,585.962
2012/07/13,553.791
2012/07/14,525.88
2012/07/15,-621.392
2012/07/16,173.333
2012/07/17,766.412
2012/07/18,746.372
2012/07/19,-415.394
2012/07/20,-130.034
2012/07/21,-110.213
2012/07/22,547.225
2012/07/23,-633.459
2012/07/24,201.041
2012/07/25,-206.87
2012/07/26,378.809
2012/07/27,372.064
2012/07/28,-504.771
2012/07/29,649.303
2012/07/30,-806.779
2012/07/31,-139.585
2012/08/01,-676.468
2012/08/02,1050
2012/08/03,1088
2012/08/04,705.55
2012/08/05,-397.835
2012/08/06,146.745
2012/08/07,603.328
2012/08/08,646.867
2012/08/09,275.656
2012/08/10,-671.143
2012/08/11,101.409
2012/08/12,-226.237
2012/08/13,237.319
2012/08/14,-352.364
2012/08/15,629.204
2012/08/16,290.578
2012/08/17,59.27
2012/08/18,-293.136
2012/08/19,-637.543
2012/08/20,-1616
2012/08/21,-1362
2012/08/22,-551.274
2012/08/23,725.834
2012/08/24,-21.768
2012/08/25,-270.392
2012/08/26,202.356
2012/08/27,-221.518
2012/08/28,248.493
2012/08/29,-136.469
2012/08/30,187.79
2012/08/31,-482.393
2012/09/01,-412.58
2012/09/02,189.93
2012/09/03,-212.524
2012/09/04,479.351
2012/09/05,43.611
2012/09/06,302.763
2012/09/07,-610.899
2012/09/08,-624.57
2012/09/09,221.138
2012/09/10,-26.367
2012/09/11,20.156
2012/09/12,152.225
2012/09/13,-252.49
2012/09/14,567.855
2012/09/15,-266.151
2012/09/16,847.983
2012/09/17,30.556
2012/09/18,-18.338
2012/09/19,-476.68
2012/09/20,191.997
2012/09/21,230.779
2012/09/22,-276.237
2012/09/23,-194.705
2012/09/24,-316.355
2012/09/25,-103.322
2012/09/26,-77.05
2012/09/27,587.982
2012/09/28,316.008
2012/09/29,165.919
2012/09/30,-579.614
2012/10/01,-252.987
2012/10/02,86.819
2012/10/03,-287.582
2012/10/04,395.193
2012/10/05,-440.902
2012/10/06,645.658
2012/10/07,-708.742
2012/10/08,272.491
2012/10/09,-1000
2012/10/10,395.084
2012/10/11,-755.406
2012/10/12,403.511
2012/10/13,63.98
2012/10/14,-189.088
2012/10/15,300.736
2012/10/16,-155.541
2012/10/17,159.425
2012/10/18,-183.707
2012/10/19,-528.604
2012/10/20,581.399
2012/10/21,-361.494
2012/10/22,544.537
2012/10/23,-967.617
2012/10/24,397.031
2012/10/25,-240.963
2012/10/26,391.164
2012/10/27,-923.877
2012/10/28,-119.183
2012/10/29,-394.657
2012/10/30,-164.898
2012/10/31,-108.934
2012/11/01,-16.996
2012/11/02,119.649
2012/11/03,-153.07
2012/11/04,-39.007
2012/11/05,207.717
2012/11/06,-176.402
2012/11/07,296.192
2012/11/08,-251.059
2012/11/09,309.613
2012/11/10,-507.738
2012/11/11,243.201
2012/11/12,-344.73
2012/11/13,428.147
2012/11/14,-206.876
2012/11/15,174.736
2012/11/16,126.534
2012/11/17,189.581
2012/11/18,90.262
2012/11/19,280.861
2012/11/20,-11.468
2012/11/21,291.707
2012/11/22,-512.761
2012/11/23,793.213
2012/11/24,-122.629
2012/11/25,276.882
2012/11/26,-523.428
2012/11/27,53.369
2012/11/28,-464.563
2012/11/29,-1877
2012/11/30,-1870
2012/12/01,-1127
2012/12/02,-67.664
2012/12/03,173.131
2012/12/04,-380.877
2012/12/05,351.436
2012/12/06,199.908
2012/12/07,291.626
2012/12/08,-112.188
2012/12/09,-140.969
2012/12/10,142.635
2012/12/11,128.098
2012/12/12,-24.655
2012/12/13,-40.413
2012/12/14,-221.278
2012/12/15,311.811
2012/12/16,-167.051
2012/12/17,385.996
2012/12/18,-240.725
2012/12/19,169.984
2012/12/20,-387.553
2012/12/21,170.273
2012/12/22,255.641
2012/12/23,-230.452
2012/12/24,9.913
2012/12/25,-405.785
2012/12/26,845.812
2012/12/27,94.73
2012/12/28,412.921
2012/12/29,-307.067
2012/12/30,290.504
2012/12/31,-235.995
2013/01/01,82.375
2013/01/02,-278.435
2013/01/03,174.426
2013/01/04,13.288
2013/01/05,-159.067
2013/01/06,36.245
2013/01/07,190.997
2013/01/08,-252.857
2013/01/09,-202.7
2013/01/10,-171.114
2013/01/11,126.542
2013/01/12,172.61
2013/01/13,12.043
2013/01/14,422.982
2013/01/15,-358.124
2013/01/16,82.911
2013/01/17,-377.623
2013/01/18,554.178
2013/01/19,328.225
2013/01/20,329.901
2013/01/21,-174.368
2013/01/22,82.621
2013/01/23,198.561
2013/01/24,843.277
2013/01/25,-73.45
2013/01/26,730.42
2013/01/27,-240.456
2013/01/28,218.989
2013/01/29,58.729
2013/01/30,319.64
2013/01/31,790.121
2013/02/01,-297.69
2013/02/02,35.262
2013/02/03,254.14
2013/02/04,116.734
2013/02/05,-66.375
2013/02/06,-990.066
2013/02/07,308.261
2013/02/08,212.861
2013/02/09,504.027
2013/02/10,311.723
2013/02/11,125.275
2013/02/12,99.408
2013/02/13,481.45
2013/02/14,42.263
2013/02/15,812.155
2013/02/16,-36.497
2013/02/17,486.312
2013/02/18,-1067
2013/02/19,-334.704
2013/02/20,463.961
2013/02/21,444.798
2013/02/22,341.959
2013/02/23,-612.11
2013/02/24,22.019
2013/02/25,293.328
2013/02/26,26.411
2013/02/27,441.51
2013/02/28,-362.626
2013/03/01,176.061
2013/03/02,-462.254
2013/03/03,-122.714
2013/03/04,-100.768
2013/03/05,-16.031
2013/03/06,647.029
2013/03/07,1006
2013/03/08,1041
2013/03/09,517.092
2013/03/10,247.44
2013/03/11,25.476
2013/03/12,55.191
2013/03/13,-232.77
2013/03/14,114.103
2013/03/15,-746.097
2013/03/16,-286.361
2013/03/17,-4.786
2013/03/18,153.866
2013/03/19,112.069
2013/03/20,1924
2013/03/21,2047
2013/03/22,2099
2013/03/23,-210.613
2013/03/24,-1561
2013/03/25,-2125
2013/03/26,-1200
2013/03/27,660.673
2013/03/28,2597
2013/03/29,1013
2013/03/30,823.032
2013/03/31,-462.187
2013/04/01,754.425
2013/04/02,1385
2013/04/03,1880
2013/04/04,1557
2013/04/05,1960
2013/04/06,71.641
2013/04/07,634.265
2013/04/08,173.994
2013/04/09,4429
2013/04/10,2893
2013/04/11,-3032
2013/04/12,-6992
2013/04/13,-5710
2013/04/14,-1313
2013/04/15,-494.551
2013/04/16,-1659
2013/04/17,-773.761
2013/04/18,-986.948
2013/04/19,1261
2013/04/20,1882
2013/04/21,1738
2013/04/22,-136.03
2013/04/23,168.449
2013/04/24,853.277
2013/04/25,2477
2013/04/26,192.045
2013/04/27,-1038
2013/04/28,-766.04
2013/04/29,15.404
2013/04/30,-37.979
2013/05/01,-1433
2013/05/02,-1911
2013/05/03,-1348
2013/05/04,-682.396
2013/05/05,909.863
2013/05/06,411.17
2013/05/07,-89.561
2013/05/08,-906.312
2013/05/09,-14.928
2013/05/10,201.741
2013/05/11,570.742
2013/05/12,-242.9
2013/05/13,-590.826
2013/05/14,-1256
2013/05/15,-611.553
2013/05/16,-196.719
2013/05/17,560.845
2013/05/18,618.283
2013/05/19,-47.709
2013/05/20,-537.875
2013/05/21,425.314
2013/05/22,276.732
2013/05/23,1090
2013/05/24,-42.701
2013/05/25,396.699
2013/05/26,-473.18
2013/05/27,-138.305
2013/05/28,-381.564
2013/05/29,31.581
2013/05/30,117.117
2013/05/31,-155.429
2013/06/01,522.526
2013/06/02,-665.975
2013/06/03,137.885
2013/06/04,-725.826
2013/06/05,-875.812
2013/06/06,-1380
2013/06/07,-1405
2013/06/08,-191.03
2013/06/09,-696.039
2013/06/10,-375.341
2013/06/11,-144.671
2013/06/12,545.799
2013/06/13,-120.43
2013/06/14,-288.329
2013/06/15,-504.936
2013/06/16,-57.478
2013/06/17,-1072
2013/06/18,-628.739
2013/06/19,-210.922
2013/06/20,567.228
2013/06/21,420.981
2013/06/22,-236.908
2013/06/23,-385.427
2013/06/24,-424.959
2013/06/25,-147.001
2013/06/26,48.375
2013/06/27,105.677
2013/06/28,-211.215
2013/06/29,-268.082
2013/06/30,-673.63
2013/07/01,-341.142
2013/07/02,-362.745
2013/07/03,134.181
2013/07/04,-288.444
2013/07/05,-99.071
2013/07/06,-464.797
2013/07/07,-171.933
2013/07/08,-44.775
2013/07/09,11.452
2013/07/10,319.676
2013/07/11,-299.575
2013/07/12,-204.418
2013/07/13,-62.65
2013/07/14,245.268
2013/07/15,248.326
2013/07/16,-136.609
2013/07/17,171.373
2013/07/18,-154.485
2013/07/19,-50.107
2013/07/20,-258.158
2013/07/21,187.983
2013/07/22,-306.276
2013/07/23,-387.644
2013/07/24,-179.493
2013/07/25,24.701
2013/07/26,194.761
2013/07/27,-2.596
2013/07/28,-35.745
2013/07/29,150.918
2013/07/30,45.824
2013/07/31,203.433
2013/08/01,-162.474
2013/08/02,16.588
2013/08/03,-257.271
2013/08/04,-88.893
2013/08/05,-328.733
2013/08/06,93.048
2013/08/07,-51.677
2013/08/08,105.854
2013/08/09,-187.106
2013/08/10,42.41
2013/08/11,-120.678
2013/08/12,56.659
2013/08/13,-209.846
2013/08/14,-321.671
2013/08/15,-244.834
2013/08/16,-177.445
2013/08/17,48.796
2013/08/18,-3.402
2013/08/19,-7.948
2013/08/20,44.827
2013/08/21,39.335
2013/08/22,193.276
2013/08/23,-72.456
2013/08/24,-106.832
2013/08/25,-347.762
2013/08/26,-104.238
2013/08/27,-48.146
2013/08/28,183.466
2013/08/29,19.57
2013/08/30,75.324
2013/08/31,32.122
2013/09/01,36.404
2013/09/02,-7.455
2013/09/03,-45.823
2013/09/04,-260.522
2013/09/05,-214.967
2013/09/06,-284.003
2013/09/07,-65.156
2013/09/08,-32.341
2013/09/09,81.24
2013/09/10,92.389
2013/09/11,45.388
2013/09/12,-33.788
2013/09/13,25.701
2013/09/14,-0.939
2013/09/15,-223.326
2013/09/16,-215.748
2013/09/17,-103.953
2013/09/18,108.233
2013/09/19,60.477
2013/09/20,-63.539
2013/09/21,-71.901
2013/09/22,-7.407
2013/09/23,-31.767
2013/09/24,8.752
2013/09/25,-66.237
2013/09/26,-175.912
2013/09/27,-113.115
2013/09/28,-42.713
2013/09/29,44.888
2013/09/30,-16.759
2013/10/01,-15.265
2013/10/02,6.206
2013/10/03,-52.743
2013/10/04,-46.127
2013/10/05,37.399
2013/10/06,-40.996
2013/10/07,-64.879
2013/10/08,-120.546
2013/10/09,2.839
2013/10/10,33.943
2013/10/11,1.183
2013/10/12,40.056
2013/10/13,-15.59
2013/10/14,31.496
2013/10/15,2.943
2013/10/16,-55.154
2013/10/17,-116.742
2013/10/18,-72.06
2013/10/19,26.175
2013/10/20,41.16
2013/10/21,18.326
2013/10/22,52.987
2013/10/23,77.605
2013/10/24,34.687
2013/10/25,-30.61
2013/10/26,-165.733
2013/10/27,-110.338
2013/10/28,-91.326
2013/10/29,48.296
2013/10/30,30.736
2013/10/31,25.827
2013/11/01,23.835
2013/11/02,-27.116
2013/11/03,-4.97
2013/11/04,3.684
2013/11/05,33.303
2013/11/06,-4.175
2013/11/07,-21.673
2013/11/08,15.951
2013/11/09,111.099
2013/11/10,57.167
2013/11/11,16.797
2013/11/12,-15.191
2013/11/13,12.835
2013/11/14,111.141
2013/11/15,62.409
2013/11/16,95.129
2013/11/17,-11.241
2013/11/18,14.404
2013/11/19,106.958
2013/11/20,1.137
2013/11/21,59.101
2013/11/22,73.419
2013/11/23,196.867
2013/11/24,102.181
2013/11/25,-2.733
2013/11/26,-6.304
2013/11/27,217.152
2013/11/28,193.884
2013/11/29,131.729
2013/11/30,23.134
2013/12/01,-136.956
2013/12/02,-144.042
2013/12/03,-39.691
2013/12/04,31.573
2013/12/05,117.097
2013/12/06,-70.989
2013/12/07,-183.46
2013/12/08,-156.341
2013/12/09,-170.759
2013/12/10,95.346
2013/12/11,-62.557
2013/12/12,-82.679
2013/12/13,-98.343
2013/12/14,30.294
2013/12/15,-35.815
