Date,confirmationtime
2017/07/19,9.664
2017/07/20,8.889
2017/07/21,9.351
2017/07/22,9
2017/07/23,8.372
2017/07/24,8.09
2017/07/25,9.73
2017/07/26,9.796
2017/07/27,9.351
2017/07/28,9.6
2017/07/29,9.172
2017/07/30,9.796
2017/07/31,9.931
2017/08/01,9.664
2017/08/02,9.474
2017/08/03,10.435
2017/08/04,8.045
2017/08/05,8.136
2017/08/06,10.286
2017/08/07,9.412
2017/08/08,8.78
2017/08/09,10.435
2017/08/10,10.746
2017/08/11,10
2017/08/12,10.667
2017/08/13,9.73
2017/08/14,11.077
2017/08/15,9.474
2017/08/16,11.077
2017/08/17,8.045
2017/08/18,9.664
2017/08/19,9.536
2017/08/20,11.077
2017/08/21,12.522
2017/08/22,16.18
2017/08/23,9.057
2017/08/24,14.257
2017/08/25,14.257
2017/08/26,13.714
2017/08/27,9.29
2017/08/28,11.163
2017/08/29,9.664
2017/08/30,8.571
2017/08/31,8.834
2017/09/01,8.276
2017/09/02,8.78
2017/09/03,9.351
2017/09/04,8.229
2017/09/05,7.31
2017/09/06,8.889
2017/09/07,8.182
2017/09/08,8.229
2017/09/09,8.521
2017/09/10,10.435
2017/09/11,8.276
2017/09/12,7.66
2017/09/13,7.579
2017/09/14,8.276
2017/09/15,8
2017/09/16,8.521
2017/09/17,8.182
2017/09/18,11.339
2017/09/19,9.231
2017/09/20,12.308
2017/09/21,8.182
2017/09/22,10.36
2017/09/23,8.675
2017/09/24,9.931
2017/09/25,11.52
2017/09/26,10.435
2017/09/27,9.796
2017/09/28,8.136
2017/09/29,8.521
2017/09/30,10.435
2017/10/01,11.077
2017/10/02,9.6
2017/10/03,7.869
2017/10/04,10.746
2017/10/05,11.52
2017/10/06,9.057
2017/10/07,9.114
2017/10/08,7.912
2017/10/09,8.944
2017/10/10,9
2017/10/11,10.36
2017/10/12,9.412
2017/10/13,10.588
2017/10/14,10.213
2017/10/15,7.385
2017/10/16,8.276
2017/10/17,8.78
2017/10/18,9.536
2017/10/19,8.09
2017/10/20,8.045
2017/10/21,9.412
2017/10/22,7.912
2017/10/23,8.421
2017/10/24,8.623
2017/10/25,7.956
2017/10/26,7.423
2017/10/27,14.845
2017/10/28,15.652
2017/10/29,9.29
2017/10/30,9.931
2017/10/31,10.36
2017/11/01,9.474
2017/11/02,9.351
2017/11/03,12.308
2017/11/04,11.077
2017/11/05,10.213
2017/11/06,10.827
2017/11/07,9.231
2017/11/08,10
2017/11/09,9.412
2017/11/10,12
2017/11/11,18
2017/11/12,18
2017/11/13,10.286
2017/11/14,11.25
2017/11/15,9.474
2017/11/16,9.474
2017/11/17,8.623
2017/11/18,10.588
2017/11/19,9
2017/11/20,8.229
2017/11/21,8.324
2017/11/22,9.73
2017/11/23,9.172
2017/11/24,9.664
2017/11/25,9.231
2017/11/26,9.412
2017/11/27,8.471
2017/11/28,9.231
2017/11/29,8.324
2017/11/30,8.623
2017/12/01,7.869
2017/12/02,8.944
2017/12/03,8.182
2017/12/04,7.956
2017/12/05,8.09
2017/12/06,7.66
2017/12/07,9.474
2017/12/08,9.231
2017/12/09,8.276
2017/12/10,8.78
2017/12/11,8.421
2017/12/12,9.231
2017/12/13,7.742
2017/12/14,7.784
2017/12/15,8.521
2017/12/16,8.421
2017/12/17,7.784
2017/12/18,7.912
2017/12/19,10.286
2017/12/20,10.588
2017/12/21,10.909
2017/12/22,9.29
2017/12/23,10.36
2017/12/24,9.474
2017/12/25,10.667
2017/12/26,10.141
2017/12/27,9.231
2017/12/28,9.664
2017/12/29,8.727
2017/12/30,9.796
2017/12/31,8.834
2018/01/01,9.231
2018/01/02,8.421
2018/01/03,9.172
2018/01/04,8.571
2018/01/05,10.07
2018/01/06,8.571
2018/01/07,8.889
2018/01/08,8.675
2018/01/09,8.78
2018/01/10,8.675
2018/01/11,7.461
2018/01/12,8.09
2018/01/13,9.664
2018/01/14,9.29
2018/01/15,9.6
2018/01/16,9.057
2018/01/17,8.623
2018/01/18,8.324
2018/01/19,8.727
2018/01/20,8.09
2018/01/21,7.701
2018/01/22,8.623
2018/01/23,8.136
2018/01/24,8.182
2018/01/25,9.114
2018/01/26,9.29
2018/01/27,9.172
2018/01/28,9.114
2018/01/29,9.73
2018/01/30,8.623
2018/01/31,12.308
2018/02/01,9
2018/02/02,8.571
2018/02/03,9.114
2018/02/04,8.09
2018/02/05,7.784
2018/02/06,8.471
2018/02/07,10.213
2018/02/08,10.992
2018/02/09,10.667
2018/02/10,10.07
2018/02/11,9.536
2018/02/12,8.675
2018/02/13,8.78
2018/02/14,8.045
2018/02/15,10.992
2018/02/16,9.172
2018/02/17,9.664
2018/02/18,8.889
2018/02/19,8.889
2018/02/20,10.213
2018/02/21,8.521
2018/02/22,9.664
2018/02/23,9.73
2018/02/24,9.931
2018/02/25,8.421
2018/02/26,10.213
2018/02/27,9
2018/02/28,9.29
2018/03/01,8.727
2018/03/02,9.231
2018/03/03,8
2018/03/04,9.73
2018/03/05,9.664
2018/03/06,9.231
2018/03/07,9.172
2018/03/08,8.889
2018/03/09,9.863
2018/03/10,10.286
2018/03/11,9.412
2018/03/12,8.944
2018/03/13,9.114
2018/03/14,10
2018/03/15,10
2018/03/16,9.231
2018/03/17,9.664
2018/03/18,9.536
2018/03/19,9.29
2018/03/20,11.339
2018/03/21,9.474
2018/03/22,10.07
2018/03/23,10.827
2018/03/24,9.231
2018/03/25,10.667
2018/03/26,9.6
2018/03/27,9.474
2018/03/28,10.667
2018/03/29,9.474
2018/03/30,8.889
2018/03/31,11.25
2018/04/01,8.889
2018/04/02,9.231
2018/04/03,8.834
2018/04/04,9.796
2018/04/05,9.231
2018/04/06,10.435
2018/04/07,8
2018/04/08,8.944
2018/04/09,9.796
2018/04/10,8.78
2018/04/11,8.944
2018/04/12,9.351
2018/04/13,8.727
2018/04/14,10.511
2018/04/15,8.834
2018/04/16,10.213
2018/04/17,8.889
2018/04/18,9
2018/04/19,8.09
2018/04/20,10.511
2018/04/21,9.057
2018/04/22,9
2018/04/23,9.412
2018/04/24,9.057
2018/04/25,11.707
2018/04/26,10.213
2018/04/27,10.141
2018/04/28,11.25
2018/04/29,9.114
2018/04/30,9.29
2018/05/01,9.114
2018/05/02,10.286
2018/05/03,9.536
2018/05/04,10.435
2018/05/05,8.944
2018/05/06,10.511
2018/05/07,9.6
2018/05/08,10.36
2018/05/09,9
2018/05/10,9.351
2018/05/11,11.339
2018/05/12,8.727
2018/05/13,9.73
2018/05/14,10.909
2018/05/15,9.863
2018/05/16,8.045
2018/05/17,10.909
2018/05/18,9.73
2018/05/19,9.351
2018/05/20,10
2018/05/21,9.172
2018/05/22,9.536
2018/05/23,8.889
2018/05/24,10.07
2018/05/25,8.182
2018/05/26,8.889
2018/05/27,8.78
2018/05/28,9.231
2018/05/29,10.36
2018/05/30,8.276
2018/05/31,8.471
2018/06/01,8.675
2018/06/02,9.474
2018/06/03,8.834
2018/06/04,7.869
2018/06/05,8.229
2018/06/06,9.796
2018/06/07,10.07
2018/06/08,9.931
2018/06/09,10.07
2018/06/10,11.339
2018/06/11,10.286
2018/06/12,9.931
2018/06/13,10.07
2018/06/14,9.412
2018/06/15,9.412
2018/06/16,8.675
2018/06/17,9.172
2018/06/18,8.78
2018/06/19,9.29
2018/06/20,9.29
2018/06/21,8.471
2018/06/22,9.536
2018/06/23,9
2018/06/24,8.421
2018/06/25,9.172
2018/06/26,9.863
2018/06/27,12
2018/06/28,9.172
2018/06/29,9.536
2018/06/30,10.213
2018/07/01,9.796
2018/07/02,10.213
2018/07/03,12.414
2018/07/04,10.746
2018/07/05,10.511
2018/07/06,9
2018/07/07,9.231
2018/07/08,9.114
2018/07/09,10.588
2018/07/10,9.664
2018/07/11,10.667
2018/07/12,10.213
2018/07/13,10.07
2018/07/14,10.827
2018/07/15,10.827
2018/07/16,12
2018/07/17,9.057
2018/07/18,8.276
2018/07/19,8.421
2018/07/20,9.351
2018/07/21,10.511
2018/07/22,7.912
2018/07/23,8.675
2018/07/24,9.057
2018/07/25,8.136
2018/07/26,8.727
2018/07/27,8.623
2018/07/28,9.931
2018/07/29,8.471
2018/07/30,10.746
2018/07/31,9.796
2018/08/01,9.6
2018/08/02,9.412
2018/08/03,8.675
2018/08/04,8.182
2018/08/05,9
2018/08/06,10.992
2018/08/07,9.536
2018/08/08,9.172
2018/08/09,9.664
2018/08/10,8.182
2018/08/11,8.471
2018/08/12,9.29
2018/08/13,9.6
2018/08/14,10.588
2018/08/15,8.944
2018/08/16,9.114
2018/08/17,9.474
2018/08/18,9
2018/08/19,9.931
2018/08/20,9.6
2018/08/21,9.73
2018/08/22,9
2018/08/23,9.664
2018/08/24,9.863
2018/08/25,10.667
2018/08/26,8.324
2018/08/27,7.784
2018/08/28,9.412
2018/08/29,10.36
2018/08/30,9.351
2018/08/31,9.29
2018/09/01,9.536
2018/09/02,10
2018/09/03,10
2018/09/04,11.429
2018/09/05,10.909
2018/09/06,9.6
2018/09/07,9.474
2018/09/08,9.6
2018/09/09,8.834
2018/09/10,10.667
2018/09/11,10.213
2018/09/12,8.571
2018/09/13,9.73
2018/09/14,10.909
2018/09/15,10.286
2018/09/16,10.36
2018/09/17,10.667
2018/09/18,10.141
2018/09/19,9.231
2018/09/20,9.351
2018/09/21,10
2018/09/22,9.29
2018/09/23,9.6
2018/09/24,9.73
2018/09/25,8.521
2018/09/26,10.36
2018/09/27,10.07
2018/09/28,9.351
2018/09/29,9.474
2018/09/30,8.834
2018/10/01,9.114
2018/10/02,10.511
2018/10/03,9.931
2018/10/04,9.6
2018/10/05,11.077
2018/10/06,11.52
2018/10/07,10.141
2018/10/08,10.667
2018/10/09,11.077
2018/10/10,10
2018/10/11,9.057
2018/10/12,10.909
2018/10/13,10.213
2018/10/14,12.632
2018/10/15,8.889
2018/10/16,10.667
2018/10/17,10.435
2018/10/18,10.435
2018/10/19,10.141
2018/10/20,10.07
2018/10/21,10.435
2018/10/22,9.29
2018/10/23,9.351
2018/10/24,12.743
2018/10/25,10.511
2018/10/26,10.07
2018/10/27,10.588
2018/10/28,10.286
2018/10/29,9.863
2018/10/30,9.351
2018/10/31,8.834
2018/11/01,9.351
2018/11/02,10.07
2018/11/03,8.944
2018/11/04,11.707
2018/11/05,10
2018/11/06,11.25
2018/11/07,11.077
2018/11/08,11.901
2018/11/09,11.339
2018/11/10,10.992
2018/11/11,9.863
2018/11/12,10.286
2018/11/13,12
2018/11/14,10.667
2018/11/15,11.339
2018/11/16,11.429
2018/11/17,9.931
2018/11/18,11.707
2018/11/19,11.429
2018/11/20,10.909
2018/11/21,13.714
2018/11/22,11.803
2018/11/23,11.52
2018/11/24,10.07
2018/11/25,11.339
2018/11/26,12.973
2018/11/27,10.992
2018/11/28,12.203
2018/11/29,13.714
2018/11/30,14.257
2018/12/01,11.613
2018/12/02,12.632
2018/12/03,12.632
2018/12/04,10.435
2018/12/05,11.077
2018/12/06,10.667
2018/12/07,12.632
2018/12/08,11.339
2018/12/09,11.25
2018/12/10,11.613
2018/12/11,11.52
2018/12/12,12
2018/12/13,10.992
2018/12/14,9.863
2018/12/15,9.664
2018/12/16,12.522
2018/12/17,9
2018/12/18,11.25
2018/12/19,9.664
2018/12/20,10.667
2018/12/21,10.286
2018/12/22,8.229
2018/12/23,8.182
2018/12/24,9.474
2018/12/25,9.057
2018/12/26,9.172
2018/12/27,8.276
2018/12/28,8.623
2018/12/29,10.435
2018/12/30,8.182
2018/12/31,9.29
2019/01/01,9.664
2019/01/02,9.536
2019/01/03,9.29
2019/01/04,9.664
2019/01/05,8.834
2019/01/06,10.213
2019/01/07,10.213
2019/01/08,8.521
2019/01/09,8.78
2019/01/10,9.231
2019/01/11,9.73
2019/01/12,10.435
2019/01/13,10.511
2019/01/14,9.664
2019/01/15,10.909
2019/01/16,10.827
2019/01/17,11.339
2019/01/18,10.435
2019/01/19,10.827
2019/01/20,9.172
2019/01/21,9.6
2019/01/22,11.077
2019/01/23,9.863
2019/01/24,8.889
2019/01/25,10.435
2019/01/26,9.6
2019/01/27,10.511
2019/01/28,9.931
2019/01/29,9.863
2019/01/30,10.588
2019/01/31,9.29
2019/02/01,9.114
2019/02/02,10
2019/02/03,10.435
2019/02/04,9.796
2019/02/05,9.796
2019/02/06,8.78
2019/02/07,8.276
2019/02/08,8.834
2019/02/09,9.6
2019/02/10,10.286
2019/02/11,9.931
2019/02/12,11.25
2019/02/13,9.412
2019/02/14,10.213
2019/02/15,11.339
2019/02/16,9.6
2019/02/17,9.057
2019/02/18,9.29
2019/02/19,9.231
2019/02/20,11.077
2019/02/21,12.101
2019/02/22,8.944
2019/02/23,10.07
2019/02/24,10.511
2019/02/25,10.07
2019/02/26,8.944
2019/02/27,10.213
2019/02/28,9.6
2019/03/01,8.889
2019/03/02,10.909
2019/03/03,9.863
2019/03/04,10.511
2019/03/05,9.664
2019/03/06,11.25
2019/03/07,10.141
2019/03/08,9.863
2019/03/09,10.435
2019/03/10,10.588
2019/03/11,10.141
2019/03/12,10.07
2019/03/13,10.667
2019/03/14,9.29
2019/03/15,9.412
2019/03/16,8.834
2019/03/17,9.863
2019/03/18,8.944
2019/03/19,8.276
2019/03/20,8.944
2019/03/21,10.07
2019/03/22,8.944
2019/03/23,9.931
2019/03/24,9.6
2019/03/25,9.73
2019/03/26,10.746
2019/03/27,9.664
2019/03/28,9.863
2019/03/29,9.796
2019/03/30,10.36
2019/03/31,10.36
2019/04/01,10.588
2019/04/02,9.172
2019/04/03,10.141
2019/04/04,10.286
2019/04/05,9.114
2019/04/06,10.36
2019/04/07,10.213
2019/04/08,9.73
2019/04/09,10.909
2019/04/10,9.73
2019/04/11,9.172
2019/04/12,9.536
2019/04/13,10.667
2019/04/14,11.803
2019/04/15,9.931
2019/04/16,9.931
2019/04/17,10.435
2019/04/18,9.664
2019/04/19,9.474
2019/04/20,10.992
2019/04/21,8.889
2019/04/22,10.746
2019/04/23,12.414
2019/04/24,8.834
2019/04/25,10.07
2019/04/26,9.536
2019/04/27,10.511
2019/04/28,8.834
2019/04/29,8.834
2019/04/30,10.286
2019/05/01,8.421
2019/05/02,7.826
2019/05/03,9.474
2019/05/04,10.909
2019/05/05,11.163
2019/05/06,9.536
2019/05/07,11.339
2019/05/08,9.474
2019/05/09,9.6
2019/05/10,11.52
2019/05/11,11.077
2019/05/12,9.114
2019/05/13,8.623
2019/05/14,9.474
2019/05/15,9.664
2019/05/16,9.863
2019/05/17,9.536
2019/05/18,9.412
2019/05/19,8.834
2019/05/20,8.944
2019/05/21,9.412
2019/05/22,8.623
2019/05/23,9.114
2019/05/24,9.412
2019/05/25,10.286
2019/05/26,8.727
2019/05/27,8.623
2019/05/28,8.78
2019/05/29,8.276
2019/05/30,9
2019/05/31,12.308
2019/06/01,9.536
2019/06/02,10.992
2019/06/03,12.101
2019/06/04,9.351
2019/06/05,9
2019/06/06,9.172
2019/06/07,9.114
2019/06/08,11.613
2019/06/09,9.796
2019/06/10,9.172
2019/06/11,10.07
2019/06/12,10.992
2019/06/13,9.536
2019/06/14,8.521
2019/06/15,9.863
2019/06/16,11.077
2019/06/17,10.827
2019/06/18,8.834
2019/06/19,8.136
2019/06/20,10
2019/06/21,10.827
2019/06/22,10.213
2019/06/23,7.956
2019/06/24,8.136
2019/06/25,9.863
2019/06/26,8.727
2019/06/27,10.141
2019/06/28,8.834
2019/06/29,8.276
2019/06/30,9.474
2019/07/01,10.07
2019/07/02,9.114
2019/07/03,8.372
2019/07/04,8.623
2019/07/05,7.619
2019/07/06,8.09
2019/07/07,9.412
2019/07/08,8.09
2019/07/09,9.351
2019/07/10,11.163
2019/07/11,11.163
2019/07/12,8.78
2019/07/13,10.213
2019/07/14,9.931
2019/07/15,9.863
2019/07/16,8.889
2019/07/17,10.827
2019/07/18,11.901
2019/07/19,12.203
2019/07/20,8.136
2019/07/21,9.664
2019/07/22,9.114
2019/07/23,10.07
2019/07/24,10.36
2019/07/25,9.6
2019/07/26,8.675
2019/07/27,9.474
2019/07/28,8.229
2019/07/29,8.571
2019/07/30,10.141
2019/07/31,8.421
2019/08/01,10.141
2019/08/02,8.521
2019/08/03,8.324
2019/08/04,8.623
2019/08/05,10.07
2019/08/06,8.944
2019/08/07,9.412
2019/08/08,10.141
2019/08/09,9.796
2019/08/10,9.536
2019/08/11,9.412
2019/08/12,10.827
2019/08/13,9.172
2019/08/14,9.474
2019/08/15,9.172
2019/08/16,9.796
2019/08/17,11.25
2019/08/18,11.429
2019/08/19,8.834
2019/08/20,9.412
2019/08/21,10.588
2019/08/22,10.213
2019/08/23,9.412
2019/08/24,9
2019/08/25,9.29
2019/08/26,10.511
2019/08/27,10.667
2019/08/28,9.536
2019/08/29,8.727
2019/08/30,9
2019/08/31,8.675
2019/09/01,10.07
2019/09/02,9.664
2019/09/03,8.78
2019/09/04,10.588
2019/09/05,8.727
2019/09/06,9.114
2019/09/07,9.6
2019/09/08,8.136
2019/09/09,9.863
2019/09/10,7.912
2019/09/11,7.826
2019/09/12,9.114
2019/09/13,9.6
2019/09/14,9.29
2019/09/15,9.796
2019/09/16,8.834
2019/09/17,9.73
2019/09/18,8.276
2019/09/19,9.73
2019/09/20,9.536
2019/09/21,8.675
2019/09/22,8.675
2019/09/23,12.632
2019/09/24,9.172
2019/09/25,9.231
2019/09/26,8.421
2019/09/27,10.909
2019/09/28,9.057
2019/09/29,10.588
2019/09/30,11.077
2019/10/01,10.07
2019/10/02,9.73
2019/10/03,9.796
2019/10/04,9.796
2019/10/05,9.114
2019/10/06,9.664
2019/10/07,9.29
2019/10/08,8.889
2019/10/09,10.435
2019/10/10,8.889
2019/10/11,9.231
2019/10/12,10.827
2019/10/13,10.141
2019/10/14,10.667
2019/10/15,9.412
2019/10/16,10.07
2019/10/17,9.6
2019/10/18,9
2019/10/19,10.141
2019/10/20,9.863
2019/10/21,9.057
2019/10/22,8.521
2019/10/23,8.571
2019/10/24,10.827
2019/10/25,10.435
2019/10/26,10.286
2019/10/27,12.522
2019/10/28,10.746
2019/10/29,10.827
2019/10/30,10.746
2019/10/31,10.909
2019/11/01,11.077
2019/11/02,10.746
2019/11/03,10.435
2019/11/04,10.909
2019/11/05,10
2019/11/06,10.909
2019/11/07,10.667
2019/11/08,11.25
2019/11/09,10
2019/11/10,8.675
2019/11/11,9.536
2019/11/12,10.667
2019/11/13,10.667
2019/11/14,8.521
2019/11/15,9.114
2019/11/16,9.73
2019/11/17,9.351
2019/11/18,10.286
2019/11/19,9.796
2019/11/20,10.141
2019/11/21,10.511
2019/11/22,10.909
2019/11/23,8.324
2019/11/24,10.992
2019/11/25,11.52
2019/11/26,11.803
2019/11/27,10.36
2019/11/28,8.834
2019/11/29,10.588
2019/11/30,11.429
2019/12/01,10.36
2019/12/02,9.931
2019/12/03,9.114
2019/12/04,8.623
2019/12/05,9.931
2019/12/06,9.931
2019/12/07,9.29
2019/12/08,9.73
2019/12/09,9.73
2019/12/10,9.73
2019/12/11,10.909
2019/12/12,10.827
2019/12/13,9.474
2019/12/14,9.536
2019/12/15,11.613
2019/12/16,9.172
2019/12/17,10.213
2019/12/18,10.746
2019/12/19,9.172
2019/12/20,9.231
2019/12/21,8.182
2019/12/22,8.521
2019/12/23,10.07
2019/12/24,11.52
2019/12/25,11.25
2019/12/26,8.623
2019/12/27,9.931
2019/12/28,9.664
2019/12/29,9.29
2019/12/30,8.675
2019/12/31,9.931
2020/01/01,8.276
2020/01/02,10.213
2020/01/03,8.521
2020/01/04,8.571
2020/01/05,8.834
2020/01/06,10.667
2020/01/07,8.182
2020/01/08,10.141
2020/01/09,9.172
2020/01/10,9.664
2020/01/11,8.834
2020/01/12,9.536
2020/01/13,10.07
2020/01/14,9.931
2020/01/15,9.536
2020/01/16,9.057
2020/01/17,9.057
2020/01/18,10.909
2020/01/19,9.6
2020/01/20,9.474
2020/01/21,9.412
2020/01/22,9.231
2020/01/23,9.057
2020/01/24,9.474
2020/01/25,8.78
2020/01/26,10.07
2020/01/27,11.163
2020/01/28,10.141
2020/01/29,9
2020/01/30,9.231
2020/01/31,10
2020/02/01,9.536
2020/02/02,10.07
2020/02/03,9.73
2020/02/04,10.909
2020/02/05,9.057
2020/02/06,10.667
2020/02/07,10.36
2020/02/08,10.36
2020/02/09,9.412
2020/02/10,11.803
2020/02/11,9.73
2020/02/12,10.141
2020/02/13,10.213
2020/02/14,10.667
2020/02/15,10.141
2020/02/16,10.141
2020/02/17,9.172
2020/02/18,9.664
2020/02/19,10.213
2020/02/20,11.429
2020/02/21,9.351
2020/02/22,9.73
2020/02/23,10.141
2020/02/24,10.213
2020/02/25,10
2020/02/26,10.588
2020/02/27,9.796
2020/02/28,9.114
2020/02/29,10.36
2020/03/01,8.136
2020/03/02,9.664
2020/03/03,9.412
2020/03/04,8.623
2020/03/05,8.834
2020/03/06,9.29
2020/03/07,9.172
2020/03/08,9.114
2020/03/09,9.6
2020/03/10,10.909
2020/03/11,12.101
2020/03/12,9.536
2020/03/13,11.52
2020/03/14,11.25
2020/03/15,12.101
2020/03/16,12.101
2020/03/17,11.707
2020/03/18,14.4
2020/03/19,13.458
2020/03/20,13.211
2020/03/21,11.613
2020/03/22,11.339
2020/03/23,12.857
2020/03/24,10.909
2020/03/25,15.652
2020/03/26,9
2020/03/27,9.29
2020/03/28,10.667
2020/03/29,9.536
2020/03/30,9.796
2020/03/31,9.057
2020/04/01,9.412
2020/04/02,9.412
2020/04/03,10.909
2020/04/04,9.172
2020/04/05,8.229
2020/04/06,11.25
2020/04/07,8.571
2020/04/08,10.07
2020/04/09,9.351
2020/04/10,8.834
2020/04/11,9.057
2020/04/12,9.412
2020/04/13,8.421
2020/04/14,8.571
2020/04/15,8.521
2020/04/16,9.351
2020/04/17,11.339
2020/04/18,9.114
2020/04/19,9.474
2020/04/20,8.944
2020/04/21,9.664
2020/04/22,10.992
2020/04/23,10.141
2020/04/24,10
2020/04/25,10.588
2020/04/26,10.511
2020/04/27,10.213
2020/04/28,9.351
2020/04/29,9.931
2020/04/30,10.667
2020/05/01,10.213
2020/05/02,9.73
2020/05/03,8.571
2020/05/04,9.114
2020/05/05,9.114
2020/05/06,9.351
2020/05/07,9.796
2020/05/08,10.511
2020/05/09,10.588
2020/05/10,8.471
2020/05/11,9.172
2020/05/12,9.863
2020/05/13,12.101
2020/05/14,12.632
2020/05/15,11.52
2020/05/16,11.429
2020/05/17,14.118
2020/05/18,11.25
2020/05/19,12.522
2020/05/20,12.522
2020/05/21,10.992
2020/05/22,12.973
2020/05/23,12.101
2020/05/24,12.414
2020/05/25,11.52
2020/05/26,11.613
2020/05/27,10.435
2020/05/28,10.992
2020/05/29,11.339
2020/05/30,9.231
2020/05/31,9.6
2020/06/01,10.746
2020/06/02,11.163
2020/06/03,10.36
2020/06/04,9.536
2020/06/05,8.045
2020/06/06,7.347
2020/06/07,9.057
2020/06/08,8.889
2020/06/09,9
2020/06/10,8.78
2020/06/11,7.784
2020/06/12,8.834
2020/06/13,9.114
2020/06/14,8.471
2020/06/15,10.435
2020/06/16,9.6
2020/06/17,10.435
2020/06/18,11.707
2020/06/19,10.07
2020/06/20,10.511
2020/06/21,9.863
2020/06/22,10.07
2020/06/23,9.114
2020/06/24,10.36
2020/06/25,10.213
2020/06/26,8.78
2020/06/27,10.435
2020/06/28,9.6
2020/06/29,9.931
2020/06/30,9.796
2020/07/01,8.889
2020/07/02,8.78
2020/07/03,8.834
2020/07/04,9.172
2020/07/05,8.834
2020/07/06,9.351
2020/07/07,8.944
2020/07/08,9.536
2020/07/09,8.78
2020/07/10,8.944
2020/07/11,9.231
2020/07/12,9.474
2020/07/13,9.796
2020/07/14,10
2020/07/15,10.435
2020/07/16,10.588
2020/07/17,12.203
2020/07/18,11.077
2020/07/19,10.992
2020/07/20,10.213
2020/07/21,11.52
2020/07/22,10
2020/07/23,10.588
2020/07/24,8.944
2020/07/25,10.141
2020/07/26,9.114
2020/07/27,9.664
2020/07/28,9.931
2020/07/29,9.73
2020/07/30,10.667
2020/07/31,9.412
2020/08/01,10.511
2020/08/02,10.213
2020/08/03,8.889
2020/08/04,9.931
2020/08/05,11.163
2020/08/06,9.231
2020/08/07,9.474
2020/08/08,10.141
2020/08/09,9.231
2020/08/10,10.511
2020/08/11,9.351
2020/08/12,9.172
2020/08/13,9.796
2020/08/14,8.623
2020/08/15,9.231
2020/08/16,9.474
2020/08/17,11.52
2020/08/18,10.286
2020/08/19,10.435
2020/08/20,9.863
2020/08/21,9.29
2020/08/22,10.588
2020/08/23,9.172
2020/08/24,9.664
2020/08/25,11.25
2020/08/26,10.141
2020/08/27,11.163
2020/08/28,8.834
2020/08/29,9.863
2020/08/30,11.339
2020/08/31,9.6
2020/09/01,9.351
2020/09/02,10
2020/09/03,11.163
2020/09/04,10.667
2020/09/05,10.213
2020/09/06,9.6
2020/09/07,8.229
2020/09/08,9.29
2020/09/09,9.664
2020/09/10,9.114
2020/09/11,10.435
2020/09/12,8.471
2020/09/13,8.889
2020/09/14,8.182
2020/09/15,9.231
2020/09/16,9.29
2020/09/17,8.09
2020/09/18,8.727
2020/09/19,9.664
2020/09/20,10.141
2020/09/21,9.931
2020/09/22,11.163
2020/09/23,10.141
2020/09/24,10.511
2020/09/25,8.521
2020/09/26,9.6
2020/09/27,9.474
2020/09/28,11.163
2020/09/29,10.213
2020/09/30,9.231
2020/10/01,11.613
2020/10/02,10.588
2020/10/03,9.536
2020/10/04,9.114
2020/10/05,10.286
2020/10/06,11.077
2020/10/07,9.536
2020/10/08,8.889
2020/10/09,10.141
2020/10/10,10.07
2020/10/11,10.286
2020/10/12,9.664
2020/10/13,8.675
2020/10/14,9.664
2020/10/15,9.536
2020/10/16,9.29
2020/10/17,9.172
2020/10/18,12
2020/10/19,11.52
2020/10/20,10
2020/10/21,11.077
2020/10/22,10.511
2020/10/23,10.992
2020/10/24,9.474
2020/10/25,12.308
2020/10/26,13.091
2020/10/27,14.545
2020/10/28,14.4
2020/10/29,13.333
2020/10/30,12.973
2020/10/31,12.743
2020/11/01,11.52
2020/11/02,15.158
2020/11/03,10.286
2020/11/04,9.057
2020/11/05,9.796
2020/11/06,9.412
2020/11/07,9.863
2020/11/08,10.435
2020/11/09,7.784
2020/11/10,9.796
2020/11/11,9.796
2020/11/12,9
2020/11/13,10.36
2020/11/14,10.141
2020/11/15,9.6
2020/11/16,9
2020/11/17,9.172
2020/11/18,8.521
2020/11/19,10.511
2020/11/20,8.571
2020/11/21,8.521
2020/11/22,8.276
2020/11/23,9.796
2020/11/24,10.588
2020/11/25,9.29
2020/11/26,9.6
2020/11/27,9.351
2020/11/28,9.351
2020/11/29,9.6
2020/11/30,12.743
2020/12/01,9.474
2020/12/02,10.992
2020/12/03,9.172
2020/12/04,10
2020/12/05,10
2020/12/06,10.588
2020/12/07,9.6
2020/12/08,10
2020/12/09,10.36
2020/12/10,11.077
2020/12/11,10.435
2020/12/12,10.909
2020/12/13,9.231
2020/12/14,9.931
2020/12/15,10.286
2020/12/16,10.07
2020/12/17,11.163
2020/12/18,9.172
2020/12/19,9.114
2020/12/20,9.536
2020/12/21,10.588
2020/12/22,10.07
2020/12/23,9.351
2020/12/24,11.429
2020/12/25,10
2020/12/26,10.511
2020/12/27,9.73
2020/12/28,9
2020/12/29,9.474
2020/12/30,8.372
2020/12/31,8.675
2021/01/01,9.664
2021/01/02,9.536
2021/01/03,9.114
2021/01/04,8.324
2021/01/05,9.172
2021/01/06,8.136
2021/01/07,8.571
2021/01/08,9.73
2021/01/09,10.36
2021/01/10,9.057
2021/01/11,9.351
2021/01/12,9.73
2021/01/13,9.474
2021/01/14,9.796
2021/01/15,9.29
2021/01/16,9.796
2021/01/17,10.827
2021/01/18,9.931
2021/01/19,9.664
2021/01/20,10.213
