Date,median_transaction_feeUSD
2014/04/14,0.0446
2014/04/15,0.0488
2014/04/16,0.0517
2014/04/17,0.0505
2014/04/18,0.0485
2014/04/19,0.0491
2014/04/20,0.0501
2014/04/21,0.0499
2014/04/22,0.0492
2014/04/23,0.0487
2014/04/24,0.0487
2014/04/25,0.0465
2014/04/26,0.0456
2014/04/27,0.0451
2014/04/28,0.0436
2014/04/29,0.0443
2014/04/30,0.0444
2014/05/01,0.0454
2014/05/02,0.0449
2014/05/03,0.0439
2014/05/04,0.0435
2014/05/05,0.0432
2014/05/06,0.0427
2014/05/07,0.0435
2014/05/08,0.0441
2014/05/09,0.0444
2014/05/10,0.045
2014/05/11,0.0443
2014/05/12,0.0438
2014/05/13,0.0437
2014/05/14,0.0442
2014/05/15,0.0446
2014/05/16,0.0445
2014/05/17,0.0446
2014/05/18,0.0445
2014/05/19,0.0445
2014/05/20,0.0465
2014/05/21,0.0492
2014/05/22,0.0509
2014/05/23,0.0529
2014/05/24,0.0519
2014/05/25,0.056
2014/05/26,0.058
2014/05/27,0.0573
2014/05/28,0.0572
2014/05/29,0.0567
2014/05/30,0.0593
2014/05/31,0.062
2014/06/01,0.0644
2014/06/02,0.0636
2014/06/03,0.0664
2014/06/04,0.0642
2014/06/05,0.0651
2014/06/06,0.0654
2014/06/07,0.0651
2014/06/08,0.0653
2014/06/09,0.0648
2014/06/10,0.0651
2014/06/11,0.0643
2014/06/12,0.0621
2014/06/13,0.0596
2014/06/14,0.0575
2014/06/15,0.0565
2014/06/16,0.0596
2014/06/17,0.0597
2014/06/18,0.0608
2014/06/19,0.0603
2014/06/20,0.0591
2014/06/21,0.0589
2014/06/22,0.0599
2014/06/23,0.0589
2014/06/24,0.0586
2014/06/25,0.0569
2014/06/26,0.057
2014/06/27,0.0584
2014/06/28,0.0597
2014/06/29,0.0595
2014/06/30,0.062
2014/07/01,0.0649
2014/07/02,0.0646
2014/07/03,0.0644
2014/07/04,0.0637
2014/07/05,0.063
2014/07/06,0.0633
2014/07/07,0.0627
2014/07/08,0.0621
2014/07/09,0.0621
2014/07/10,0.0617
2014/07/11,0.0622
2014/07/12,0.0632
2014/07/13,0.063
2014/07/14,0.0622
2014/07/15,0.0621
2014/07/16,0.0617
2014/07/17,0.0618
2014/07/18,0.0622
2014/07/19,0.0626
2014/07/20,0.0622
2014/07/21,0.0619
2014/07/22,0.062
2014/07/23,0.0619
2014/07/24,0.0608
2014/07/25,0.06
2014/07/26,0.0595
2014/07/27,0.0596
2014/07/28,0.0585
2014/07/29,0.0584
2014/07/30,0.0575
2014/07/31,0.0575
2014/08/01,0.0591
2014/08/02,0.059
2014/08/03,0.0583
2014/08/04,0.0586
2014/08/05,0.0582
2014/08/06,0.0581
2014/08/07,0.0584
2014/08/08,0.0591
2014/08/09,0.0587
2014/08/10,0.0588
2014/08/11,0.0584
2014/08/12,0.0568
2014/08/13,0.0551
2014/08/14,0.0519
2014/08/15,0.0506
2014/08/16,0.0502
2014/08/17,0.0504
2014/08/18,0.0476
2014/08/19,0.0477
2014/08/20,0.0491
2014/08/21,0.0521
2014/08/22,0.0513
2014/08/23,0.0504
2014/08/24,0.0504
2014/08/25,0.0503
2014/08/26,0.0508
2014/08/27,0.0515
2014/08/28,0.051
2014/08/29,0.0507
2014/08/30,0.0503
2014/08/31,0.0489
2014/09/01,0.0479
2014/09/02,0.0477
2014/09/03,0.0475
2014/09/04,0.0481
2014/09/05,0.0485
2014/09/06,0.0481
2014/09/07,0.0482
2014/09/08,0.047
2014/09/09,0.0466
2014/09/10,0.0482
2014/09/11,0.0476
2014/09/12,0.0472
2014/09/13,0.0475
2014/09/14,0.0477
2014/09/15,0.0475
2014/09/16,0.0468
2014/09/17,0.0456
2014/09/18,0.0439
2014/09/19,0.0406
2014/09/20,0.041
2014/09/21,0.0401
2014/09/22,0.04
2014/09/23,0.0407
2014/09/24,0.0429
2014/09/25,0.0411
2014/09/26,0.0405
2014/09/27,0.0401
2014/09/28,0.0391
2014/09/29,0.0377
2014/09/30,0.0379
2014/10/01,0.0384
2014/10/02,0.0378
2014/10/03,0.0367
2014/10/04,0.0346
2014/10/05,0.0316
2014/10/06,0.0322
2014/10/07,0.0328
2014/10/08,0.0339
2014/10/09,0.0365
2014/10/10,0.0362
2014/10/11,0.0359
2014/10/12,0.0363
2014/10/13,0.0379
2014/10/14,0.0402
2014/10/15,0.0394
2014/10/16,0.0386
2014/10/17,0.0379
2014/10/18,0.0385
2014/10/19,0.0388
2014/10/20,0.0382
2014/10/21,0.0384
2014/10/22,0.0383
2014/10/23,0.0367
2014/10/24,0.0356
2014/10/25,0.0349
2014/10/26,0.0351
2014/10/27,0.0353
2014/10/28,0.0353
2014/10/29,0.0345
2014/10/30,0.0338
2014/10/31,0.0341
2014/11/01,0.0329
2014/11/02,0.0324
2014/11/03,0.0328
2014/11/04,0.0326
2014/11/05,0.0337
2014/11/06,0.0342
2014/11/07,0.0345
2014/11/08,0.0343
2014/11/09,0.035
2014/11/10,0.0366
2014/11/11,0.0367
2014/11/12,0.0395
2014/11/13,0.0429
2014/11/14,0.0397
2014/11/15,0.0387
2014/11/16,0.0384
2014/11/17,0.0397
2014/11/18,0.0381
2014/11/19,0.0379
2014/11/20,0.0366
2014/11/21,0.0352
2014/11/22,0.0357
2014/11/23,0.0359
2014/11/24,0.0375
2014/11/25,0.0383
2014/11/26,0.0372
2014/11/27,0.0371
2014/11/28,0.0369
2014/11/29,0.0379
2014/11/30,0.0378
2014/12/01,0.038
2014/12/02,0.0381
2014/12/03,0.0379
2014/12/04,0.0374
2014/12/05,0.0373
2014/12/06,0.0375
2014/12/07,0.0375
2014/12/08,0.0369
2014/12/09,0.0353
2014/12/10,0.0349
2014/12/11,0.0352
2014/12/12,0.0351
2014/12/13,0.0347
2014/12/14,0.0348
2014/12/15,0.0347
2014/12/16,0.0335
2014/12/17,0.0323
2014/12/18,0.0313
2014/12/19,0.0312
2014/12/20,0.0325
2014/12/21,0.0324
2014/12/22,0.0328
2014/12/23,0.0333
2014/12/24,0.0329
2014/12/25,0.0319
2014/12/26,0.0323
2014/12/27,0.0319
2014/12/28,0.0315
2014/12/29,0.0315
2014/12/30,0.0312
2014/12/31,0.0313
2015/01/01,0.0316
2015/01/02,0.0314
2015/01/03,0.0304
2015/01/04,0.0275
2015/01/05,0.0272
2015/01/06,0.0276
2015/01/07,0.0287
2015/01/08,0.0288
2015/01/09,0.0284
2015/01/10,0.028
2015/01/11,0.0273
2015/01/12,0.0269
2015/01/13,0.0239
2015/01/14,0.0198
2015/01/15,0.0206
2015/01/16,0.0212
2015/01/17,0.0201
2015/01/18,0.0206
2015/01/19,0.0212
2015/01/20,0.0211
2015/01/21,0.0215
2015/01/22,0.0232
2015/01/23,0.023
2015/01/24,0.0237
2015/01/25,0.0249
2015/01/26,0.0281
2015/01/27,0.0261
2015/01/28,0.0253
2015/01/29,0.0232
2015/01/30,0.0232
2015/01/31,0.0228
2015/02/01,0.0218
2015/02/02,0.0227
2015/02/03,0.0237
2015/02/04,0.0225
2015/02/05,0.0222
2015/02/06,0.022
2015/02/07,0.0226
2015/02/08,0.0225
2015/02/09,0.0221
2015/02/10,0.0218
2015/02/11,0.0221
2015/02/12,0.0219
2015/02/13,0.0232
2015/02/14,0.0246
2015/02/15,0.025
2015/02/16,0.0235
2015/02/17,0.0239
2015/02/18,0.024
2015/02/19,0.0238
2015/02/20,0.0243
2015/02/21,0.0244
2015/02/22,0.0241
2015/02/23,0.0236
2015/02/24,0.0238
2015/02/25,0.0237
2015/02/26,0.0236
2015/02/27,0.025
2015/02/28,0.0253
2015/03/01,0.0251
2015/03/02,0.0262
2015/03/03,0.0275
2015/03/04,0.0279
2015/03/05,0.027
2015/03/06,0.0273
2015/03/07,0.0273
2015/03/08,0.0275
2015/03/09,0.0282
2015/03/10,0.0294
2015/03/11,0.0294
2015/03/12,0.0294
2015/03/13,0.0291
2015/03/14,0.0283
2015/03/15,0.0284
2015/03/16,0.0291
2015/03/17,0.0289
2015/03/18,0.0274
2015/03/19,0.0257
2015/03/20,0.0261
2015/03/21,0.0259
2015/03/22,0.0262
2015/03/23,0.0267
2015/03/24,0.0256
2015/03/25,0.0245
2015/03/26,0.0249
2015/03/27,0.0247
2015/03/28,0.0251
2015/03/29,0.0245
2015/03/30,0.0245
2015/03/31,0.0245
2015/04/01,0.0243
2015/04/02,0.0248
2015/04/03,0.0254
2015/04/04,0.0253
2015/04/05,0.0255
2015/04/06,0.0258
2015/04/07,0.0253
2015/04/08,0.0248
2015/04/09,0.0244
2015/04/10,0.0238
2015/04/11,0.0236
2015/04/12,0.0236
2015/04/13,0.0232
2015/04/14,0.022
2015/04/15,0.0221
2015/04/16,0.0227
2015/04/17,0.0224
2015/04/18,0.0222
2015/04/19,0.0224
2015/04/20,0.0224
2015/04/21,0.0226
2015/04/22,0.0235
2015/04/23,0.0234
2015/04/24,0.0232
2015/04/25,0.0228
2015/04/26,0.0219
2015/04/27,0.0221
2015/04/28,0.0226
2015/04/29,0.0225
2015/04/30,0.0232
2015/05/01,0.0235
2015/05/02,0.0234
2015/05/03,0.024
2015/05/04,0.024
2015/05/05,0.0236
2015/05/06,0.0235
2015/05/07,0.0232
2015/05/08,0.024
2015/05/09,0.0243
2015/05/10,0.0241
2015/05/11,0.0241
2015/05/12,0.0241
2015/05/13,0.0242
2015/05/14,0.0236
2015/05/15,0.0237
2015/05/16,0.0237
2015/05/17,0.0237
2015/05/18,0.0236
2015/05/19,0.0233
2015/05/20,0.0233
2015/05/21,0.0235
2015/05/22,0.0237
2015/05/23,0.024
2015/05/24,0.024
2015/05/25,0.0239
2015/05/26,0.0237
2015/05/27,0.0237
2015/05/28,0.0237
2015/05/29,0.0237
2015/05/30,0.0234
2015/05/31,0.0232
2015/06/01,0.0227
2015/06/02,0.0224
2015/06/03,0.0226
2015/06/04,0.0225
2015/06/05,0.0225
2015/06/06,0.0225
2015/06/07,0.0225
2015/06/08,0.0226
2015/06/09,0.0229
2015/06/10,0.0229
2015/06/11,0.023
2015/06/12,0.0231
2015/06/13,0.0231
2015/06/14,0.0234
2015/06/15,0.0236
2015/06/16,0.0242
2015/06/17,0.0251
2015/06/18,0.0248
2015/06/19,0.0247
2015/06/20,0.0243
2015/06/21,0.0243
2015/06/22,0.0246
2015/06/23,0.0245
2015/06/24,0.0243
2015/06/25,0.0243
2015/06/26,0.0243
2015/06/27,0.0246
2015/06/28,0.025
2015/06/29,0.0253
2015/06/30,0.0263
2015/07/01,0.026
2015/07/02,0.0258
2015/07/03,0.0256
2015/07/04,0.0258
2015/07/05,0.0265
2015/07/06,0.0541
2015/07/07,0.0535
2015/07/08,0.0537
2015/07/09,0.027
2015/07/10,0.0281
2015/07/11,0.0291
2015/07/12,0.0304
2015/07/13,0.0294
2015/07/14,0.0337
2015/07/15,0.029
2015/07/16,0.0282
2015/07/17,0.0277
2015/07/18,0.0277
2015/07/19,0.0275
2015/07/20,0.0276
2015/07/21,0.0279
2015/07/22,0.0277
2015/07/23,0.0277
2015/07/24,0.0283
2015/07/25,0.0289
2015/07/26,0.0291
2015/07/27,0.0291
2015/07/28,0.0294
2015/07/29,0.0414
2015/07/30,0.032
2015/07/31,0.0302
2015/08/01,0.0281
2015/08/02,0.028
2015/08/03,0.0283
2015/08/04,0.0369
2015/08/05,0.0334
2015/08/06,0.0522
2015/08/07,0.0278
2015/08/08,0.0273
2015/08/09,0.0263
2015/08/10,0.0265
2015/08/11,0.0265
2015/08/12,0.0268
2015/08/13,0.0264
2015/08/14,0.0265
2015/08/15,0.0265
2015/08/16,0.0259
2015/08/17,0.0258
2015/08/18,0.0254
2015/08/19,0.0232
2015/08/20,0.0233
2015/08/21,0.0233
2015/08/22,0.023
2015/08/23,0.0229
2015/08/24,0.022
2015/08/25,0.0214
2015/08/26,0.0225
2015/08/27,0.0226
2015/08/28,0.0228
2015/08/29,0.023
2015/08/30,0.023
2015/08/31,0.0229
2015/09/01,0.0228
2015/09/02,0.0456
2015/09/03,0.0228
2015/09/04,0.0229
2015/09/05,0.0232
2015/09/06,0.024
2015/09/07,0.0241
2015/09/08,0.0243
2015/09/09,0.024
2015/09/10,0.0239
2015/09/11,0.024
2015/09/12,0.0238
2015/09/13,0.0233
2015/09/14,0.023
2015/09/15,0.023
2015/09/16,0.0229
2015/09/17,0.00997
2015/09/18,0.0233
2015/09/19,0.0232
2015/09/20,0.0231
2015/09/21,0.0228
2015/09/22,0.0229
2015/09/23,0.023
2015/09/24,0.0232
2015/09/25,0.0235
2015/09/26,0.0234
2015/09/27,0.0233
2015/09/28,0.0237
2015/09/29,0.0238
2015/09/30,0.0237
2015/10/01,0.0237
2015/10/02,0.0238
2015/10/03,0.0238
2015/10/04,0.0239
2015/10/05,0.0239
2015/10/06,0.0243
2015/10/07,0.0245
2015/10/08,0.0244
2015/10/09,0.0244
2015/10/10,0.0245
2015/10/11,0.0246
2015/10/12,0.0247
2015/10/13,0.0247
2015/10/14,0.0251
2015/10/15,0.0254
2015/10/16,0.026
2015/10/17,0.0269
2015/10/18,0.0267
2015/10/19,0.0264
2015/10/20,0.0267
2015/10/21,0.0268
2015/10/22,0.0272
2015/10/23,0.0277
2015/10/24,0.028
2015/10/25,0.029
2015/10/26,0.0284
2015/10/27,0.0292
2015/10/28,0.0301
2015/10/29,0.031
2015/10/30,0.0325
2015/10/31,0.0322
2015/11/01,0.0316
2015/11/02,0.0336
2015/11/03,0.0384
2015/11/04,0.0449
2015/11/05,0.0402
2015/11/06,0.0372
2015/11/07,0.0384
2015/11/08,0.0382
2015/11/09,0.0375
2015/11/10,0.0366
2015/11/11,0.0316
2015/11/12,0.0328
2015/11/13,0.0334
2015/11/14,0.0333
2015/11/15,0.0328
2015/11/16,0.0322
2015/11/17,0.0335
2015/11/18,0.0334
2015/11/19,0.0331
2015/11/20,0.032
2015/11/21,0.0325
2015/11/22,0.0324
2015/11/23,0.0323
2015/11/24,0.0321
2015/11/25,0.0322
2015/11/26,0.0342
2015/11/27,0.0356
2015/11/28,0.0355
2015/11/29,0.036
2015/11/30,0.0376
2015/12/01,0.0367
2015/12/02,0.0356
2015/12/03,0.0362
2015/12/04,0.036
2015/12/05,0.0375
2015/12/06,0.0394
2015/12/07,0.0394
2015/12/08,0.0395
2015/12/09,0.0418
2015/12/10,0.0416
2015/12/11,0.0432
2015/12/12,0.0432
2015/12/13,0.0436
2015/12/14,0.0441
2015/12/15,0.0457
2015/12/16,0.0457
2015/12/17,0.0455
2015/12/18,0.0459
2015/12/19,0.0463
2015/12/20,0.0454
2015/12/21,0.0437
2015/12/22,0.0439
2015/12/23,0.0441
2015/12/24,0.0454
2015/12/25,0.0455
2015/12/26,0.0428
2015/12/27,0.0417
2015/12/28,0.0424
2015/12/29,0.0425
2015/12/30,0.0429
2015/12/31,0.0425
2016/01/01,0.0432
2016/01/02,0.0433
2016/01/03,0.0429
2016/01/04,0.0432
2016/01/05,0.0432
2016/01/06,0.043
2016/01/07,0.0448
2016/01/08,0.0455
2016/01/09,0.045
2016/01/10,0.0444
2016/01/11,0.0447
2016/01/12,0.0446
2016/01/13,0.0429
2016/01/14,0.043
2016/01/15,0.0404
2016/01/16,0.0371
2016/01/17,0.0384
2016/01/18,0.0383
2016/01/19,0.0383
2016/01/20,0.0393
2016/01/21,0.0414
2016/01/22,0.0394
2016/01/23,0.0389
2016/01/24,0.0396
2016/01/25,0.0396
2016/01/26,0.0393
2016/01/27,0.0394
2016/01/28,0.0384
2016/01/29,0.0376
2016/01/30,0.0378
2016/01/31,0.0378
2016/02/01,0.0373
2016/02/02,0.0374
2016/02/03,0.0372
2016/02/04,0.0378
2016/02/05,0.0388
2016/02/06,0.0377
2016/02/07,0.0378
2016/02/08,0.0377
2016/02/09,0.0375
2016/02/10,0.038
2016/02/11,0.0381
2016/02/12,0.0383
2016/02/13,0.039
2016/02/14,0.04
2016/02/15,0.0405
2016/02/16,0.0405
2016/02/17,0.0415
2016/02/18,0.0421
2016/02/19,0.0421
2016/02/20,0.043
2016/02/21,0.0439
2016/02/22,0.0437
2016/02/23,0.0428
2016/02/24,0.0421
2016/02/25,0.0423
2016/02/26,0.0424
2016/02/27,0.0432
2016/02/28,0.0429
2016/02/29,0.0437
2016/03/01,0.0435
2016/03/02,0.0432
2016/03/03,0.0421
2016/03/04,0.0474
2016/03/05,0.0537
2016/03/06,0.0457
2016/03/07,0.0454
2016/03/08,0.0413
2016/03/09,0.0413
2016/03/10,0.0415
2016/03/11,0.042
2016/03/12,0.0413
2016/03/13,0.0413
2016/03/14,0.0414
2016/03/15,0.0416
2016/03/16,0.0422
2016/03/17,0.0418
2016/03/18,0.0413
2016/03/19,0.0408
2016/03/20,0.041
2016/03/21,0.041
2016/03/22,0.0415
2016/03/23,0.0417
2016/03/24,0.0416
2016/03/25,0.0415
2016/03/26,0.0416
2016/03/27,0.0419
2016/03/28,0.0423
2016/03/29,0.0418
2016/03/30,0.0413
2016/03/31,0.0415
2016/04/01,0.0415
2016/04/02,0.0418
2016/04/03,0.0418
2016/04/04,0.0419
2016/04/05,0.0421
2016/04/06,0.0421
2016/04/07,0.042
2016/04/08,0.042
2016/04/09,0.0417
2016/04/10,0.0419
2016/04/11,0.042
2016/04/12,0.0424
2016/04/13,0.0424
2016/04/14,0.0423
2016/04/15,0.0426
2016/04/16,0.043
2016/04/17,0.0428
2016/04/18,0.0427
2016/04/19,0.0429
2016/04/20,0.0437
2016/04/21,0.0443
2016/04/22,0.0445
2016/04/23,0.0446
2016/04/24,0.0453
2016/04/25,0.0457
2016/04/26,0.0463
2016/04/27,0.0459
2016/04/28,0.0444
2016/04/29,0.0449
2016/04/30,0.0452
2016/05/01,0.045
2016/05/02,0.0446
2016/05/03,0.0446
2016/05/04,0.0447
2016/05/05,0.0447
2016/05/06,0.0451
2016/05/07,0.0458
2016/05/08,0.0458
2016/05/09,0.0458
2016/05/10,0.0455
2016/05/11,0.0453
2016/05/12,0.0451
2016/05/13,0.0454
2016/05/14,0.0455
2016/05/15,0.0456
2016/05/16,0.0456
2016/05/17,0.0493
2016/05/18,0.0493
2016/05/19,0.0519
2016/05/20,0.0511
2016/05/21,0.0477
2016/05/22,0.0461
2016/05/23,0.0462
2016/05/24,0.047
2016/05/25,0.0518
2016/05/26,0.0521
2016/05/27,0.064
2016/05/28,0.0653
2016/05/29,0.0649
2016/05/30,0.0619
2016/05/31,0.0622
2016/06/01,0.0618
2016/06/02,0.064
2016/06/03,0.0642
2016/06/04,0.0604
2016/06/05,0.0617
2016/06/06,0.0615
2016/06/07,0.0614
2016/06/08,0.0618
2016/06/09,0.0617
2016/06/10,0.0615
2016/06/11,0.0603
2016/06/12,0.0638
2016/06/13,0.0739
2016/06/14,0.103
2016/06/15,0.122
2016/06/16,0.117
2016/06/17,0.119
2016/06/18,0.12
2016/06/19,0.136
2016/06/20,0.135
2016/06/21,0.0962
2016/06/22,0.116
2016/06/23,0.094
2016/06/24,0.113
2016/06/25,0.107
2016/06/26,0.1
2016/06/27,0.0957
2016/06/28,0.0878
2016/06/29,0.0859
2016/06/30,0.0883
2016/07/01,0.0906
2016/07/02,0.0927
2016/07/03,0.0881
2016/07/04,0.0852
2016/07/05,0.0867
2016/07/06,0.0882
2016/07/07,0.0854
2016/07/08,0.0844
2016/07/09,0.0873
2016/07/10,0.0845
2016/07/11,0.0869
2016/07/12,0.0784
2016/07/13,0.0886
2016/07/14,0.0855
2016/07/15,0.087
2016/07/16,0.0844
2016/07/17,0.0859
2016/07/18,0.0915
2016/07/19,0.0907
2016/07/20,0.0905
2016/07/21,0.0907
2016/07/22,0.104
2016/07/23,0.103
2016/07/24,0.0935
2016/07/25,0.104
2016/07/26,0.103
2016/07/27,0.113
2016/07/28,0.105
2016/07/29,0.113
2016/07/30,0.122
2016/07/31,0.127
2016/08/01,0.112
2016/08/02,0.119
2016/08/03,0.099
2016/08/04,0.104
2016/08/05,0.0942
2016/08/06,0.078
2016/08/07,0.106
2016/08/08,0.11
2016/08/09,0.113
2016/08/10,0.113
2016/08/11,0.118
2016/08/12,0.107
2016/08/13,0.0987
2016/08/14,0.104
2016/08/15,0.103
2016/08/16,0.112
2016/08/17,0.104
2016/08/18,0.104
2016/08/19,0.115
2016/08/20,0.107
2016/08/21,0.0966
2016/08/22,0.099
2016/08/23,0.106
2016/08/24,0.105
2016/08/25,0.107
2016/08/26,0.105
2016/08/27,0.0908
2016/08/28,0.0894
2016/08/29,0.101
2016/08/30,0.104
2016/08/31,0.0909
2016/09/01,0.103
2016/09/02,0.093
2016/09/03,0.087
2016/09/04,0.0825
2016/09/05,0.0958
2016/09/06,0.0951
2016/09/07,0.0957
2016/09/08,0.0932
2016/09/09,0.108
2016/09/10,0.0936
2016/09/11,0.093
2016/09/12,0.0911
2016/09/13,0.11
2016/09/14,0.0916
2016/09/15,0.0965
2016/09/16,0.108
2016/09/17,0.0952
2016/09/18,0.0962
2016/09/19,0.109
2016/09/20,0.11
2016/09/21,0.105
2016/09/22,0.106
2016/09/23,0.0958
2016/09/24,0.109
2016/09/25,0.0904
2016/09/26,0.0907
2016/09/27,0.0909
2016/09/28,0.0957
2016/09/29,0.0957
2016/09/30,0.0957
2016/10/01,0.0967
2016/10/02,0.0966
2016/10/03,0.0972
2016/10/04,0.0964
2016/10/05,0.0991
2016/10/06,0.0967
2016/10/07,0.0971
2016/10/08,0.0976
2016/10/09,0.0975
2016/10/10,0.116
2016/10/11,0.114
2016/10/12,0.108
2016/10/13,0.101
2016/10/14,0.101
2016/10/15,0.104
2016/10/16,0.116
2016/10/17,0.12
2016/10/18,0.112
2016/10/19,0.114
2016/10/20,0.126
2016/10/21,0.118
2016/10/22,0.116
2016/10/23,0.116
2016/10/24,0.118
2016/10/25,0.131
2016/10/26,0.143
2016/10/27,0.136
2016/10/28,0.141
2016/10/29,0.141
2016/10/30,0.132
2016/10/31,0.126
2016/11/01,0.128
2016/11/02,0.126
2016/11/03,0.123
2016/11/04,0.137
2016/11/05,0.124
2016/11/06,0.128
2016/11/07,0.127
2016/11/08,0.114
2016/11/09,0.121
2016/11/10,0.113
2016/11/11,0.11
2016/11/12,0.112
2016/11/13,0.11
2016/11/14,0.111
2016/11/15,0.112
2016/11/16,0.112
2016/11/17,0.126
2016/11/18,0.123
2016/11/19,0.123
2016/11/20,0.132
2016/11/21,0.147
2016/11/22,0.153
2016/11/23,0.148
2016/11/24,0.153
2016/11/25,0.147
2016/11/26,0.147
2016/11/27,0.147
2016/11/28,0.147
2016/11/29,0.146
2016/11/30,0.148
2016/12/01,0.151
2016/12/02,0.158
2016/12/03,0.153
2016/12/04,0.153
2016/12/05,0.154
2016/12/06,0.156
2016/12/07,0.152
2016/12/08,0.153
2016/12/09,0.154
2016/12/10,0.154
2016/12/11,0.144
2016/12/12,0.147
2016/12/13,0.156
2016/12/14,0.155
2016/12/15,0.158
2016/12/16,0.16
2016/12/17,0.157
2016/12/18,0.158
2016/12/19,0.158
2016/12/20,0.158
2016/12/21,0.162
2016/12/22,0.17
2016/12/23,0.167
2016/12/24,0.18
2016/12/25,0.158
2016/12/26,0.179
2016/12/27,0.182
2016/12/28,0.19
2016/12/29,0.193
2016/12/30,0.19
2016/12/31,0.174
2017/01/01,0.176
2017/01/02,0.204
2017/01/03,0.203
2017/01/04,0.243
2017/01/05,0.236
2017/01/06,0.21
2017/01/07,0.196
2017/01/08,0.185
2017/01/09,0.201
2017/01/10,0.203
2017/01/11,0.191
2017/01/12,0.177
2017/01/13,0.182
2017/01/14,0.168
2017/01/15,0.165
2017/01/16,0.179
2017/01/17,0.197
2017/01/18,0.2
2017/01/19,0.193
2017/01/20,0.183
2017/01/21,0.186
2017/01/22,0.187
2017/01/23,0.216
2017/01/24,0.227
2017/01/25,0.217
2017/01/26,0.215
2017/01/27,0.21
2017/01/28,0.22
2017/01/29,0.223
2017/01/30,0.241
2017/01/31,0.275
2017/02/01,0.246
2017/02/02,0.297
2017/02/03,0.311
2017/02/04,0.29
2017/02/05,0.291
2017/02/06,0.347
2017/02/07,0.322
2017/02/08,0.332
2017/02/09,0.317
2017/02/10,0.302
2017/02/11,0.292
2017/02/12,0.271
2017/02/13,0.276
2017/02/14,0.287
2017/02/15,0.302
2017/02/16,0.341
2017/02/17,0.336
2017/02/18,0.334
2017/02/19,0.332
2017/02/20,0.339
2017/02/21,0.379
2017/02/22,0.453
2017/02/23,0.477
2017/02/24,0.479
2017/02/25,0.421
2017/02/26,0.419
2017/02/27,0.52
2017/02/28,0.534
2017/03/01,0.544
2017/03/02,0.56
2017/03/03,0.631
2017/03/04,0.616
2017/03/05,0.57
2017/03/06,0.642
2017/03/07,0.626
2017/03/08,0.551
2017/03/09,0.547
2017/03/10,0.598
2017/03/11,0.569
2017/03/12,0.579
2017/03/13,0.611
2017/03/14,0.616
2017/03/15,0.62
2017/03/16,0.606
2017/03/17,0.562
2017/03/18,0.517
2017/03/19,0.504
2017/03/20,0.519
2017/03/21,0.544
2017/03/22,0.528
2017/03/23,0.519
2017/03/24,0.496
2017/03/25,0.423
2017/03/26,0.437
2017/03/27,0.453
2017/03/28,0.472
2017/03/29,0.465
2017/03/30,0.422
2017/03/31,0.474
2017/04/01,0.441
2017/04/02,0.436
2017/04/03,0.454
2017/04/04,0.465
2017/04/05,0.46
2017/04/06,0.479
2017/04/07,0.494
2017/04/08,0.438
2017/04/09,0.432
2017/04/10,0.483
2017/04/11,0.494
2017/04/12,0.502
2017/04/13,0.497
2017/04/14,0.533
2017/04/15,0.477
2017/04/16,0.436
2017/04/17,0.484
2017/04/18,0.501
2017/04/19,0.495
2017/04/20,0.557
2017/04/21,0.517
2017/04/22,0.496
2017/04/23,0.509
2017/04/24,0.566
2017/04/25,0.634
2017/04/26,0.592
2017/04/27,0.653
2017/04/28,0.659
2017/04/29,0.599
2017/04/30,0.6
2017/05/01,0.676
2017/05/02,0.699
2017/05/03,0.731
2017/05/04,0.765
2017/05/05,0.832
2017/05/06,0.754
2017/05/07,0.76
2017/05/08,0.8
2017/05/09,0.895
2017/05/10,0.934
2017/05/11,0.976
2017/05/12,1.055
2017/05/13,0.899
2017/05/14,0.863
2017/05/15,1.007
2017/05/16,1.025
2017/05/17,1.611
2017/05/18,1.47
2017/05/19,1.527
2017/05/20,1.294
2017/05/21,1.336
2017/05/22,1.625
2017/05/23,1.667
2017/05/24,2.002
2017/05/25,2.16
2017/05/26,2.133
2017/05/27,1.85
2017/05/28,1.704
2017/05/29,1.96
2017/05/30,2.059
2017/05/31,2.141
2017/06/01,2.432
2017/06/02,2.456
2017/06/03,2.26
2017/06/04,2.384
2017/06/05,2.558
2017/06/06,2.949
2017/06/07,2.994
2017/06/08,2.714
2017/06/09,2.902
2017/06/10,2.727
2017/06/11,2.553
2017/06/12,2.638
2017/06/13,2.714
2017/06/14,2.613
2017/06/15,2.097
2017/06/16,2.131
2017/06/17,2.1
2017/06/18,2.042
2017/06/19,2.193
2017/06/20,2.328
2017/06/21,2.372
2017/06/22,2.582
2017/06/23,2.218
2017/06/24,2.286
2017/06/25,2.111
2017/06/26,2.171
2017/06/27,2.117
2017/06/28,2.218
2017/06/29,2.237
2017/06/30,2.147
2017/07/01,1.772
2017/07/02,1.648
2017/07/03,1.824
2017/07/04,1.877
2017/07/05,1.647
2017/07/06,1.75
2017/07/07,1.608
2017/07/08,1.289
2017/07/09,1.343
2017/07/10,1.328
2017/07/11,1.17
2017/07/12,1.17
2017/07/13,1.288
2017/07/14,1.37
2017/07/15,1.13
2017/07/16,0.957
2017/07/17,1.014
2017/07/18,1.104
2017/07/19,1.142
2017/07/20,1.224
2017/07/21,1.34
2017/07/22,1.313
2017/07/23,1.127
2017/07/24,1.098
2017/07/25,1.133
2017/07/26,1.023
