Date,sentbyaddress14mom
2011/10/12,-259
2011/10/13,-1015
2011/10/14,243
2011/10/15,410
2011/10/16,-240
2011/10/17,-686
2011/10/18,-1261
2011/10/19,-1411
2011/10/20,-2372
2011/10/21,-1285
2011/10/22,-400
2011/10/23,255
2011/10/24,80
2011/10/25,-877
2011/10/26,-1165
2011/10/27,-527
2011/10/28,-1623
2011/10/29,-294
2011/10/30,-255
2011/10/31,-1096
2011/11/01,867
2011/11/02,806
2011/11/03,1615
2011/11/04,2337
2011/11/05,1070
2011/11/06,-958
2011/11/07,-1040
2011/11/08,679
2011/11/09,1778
2011/11/10,2642
2011/11/11,3
2011/11/12,-596
2011/11/13,623
2011/11/14,964
2011/11/15,884
2011/11/16,110
2011/11/17,-1095
2011/11/18,-2146
2011/11/19,-2794
2011/11/20,-1132
2011/11/21,-2066
2011/11/22,-2255
2011/11/23,-2924
2011/11/24,-3504
2011/11/25,-686
2011/11/26,-1885
2011/11/27,-1474
2011/11/28,-989
2011/11/29,-217
2011/11/30,224
2011/12/01,943
2011/12/02,331
2011/12/03,1350
2011/12/04,673
2011/12/05,2035
2011/12/06,3336
2011/12/07,1028
2011/12/08,1195
2011/12/09,296
2011/12/10,1405
2011/12/11,336
2011/12/12,-1389
2011/12/13,-2371
2011/12/14,-1631
2011/12/15,-2621
2011/12/16,-2063
2011/12/17,-1285
2011/12/18,-1064
2011/12/19,-136
2011/12/20,-1870
2011/12/21,-732
2011/12/22,92
2011/12/23,190
2011/12/24,-1448
2011/12/25,266
2011/12/26,887
2011/12/27,198
2011/12/28,-956
2011/12/29,1042
2011/12/30,40
2011/12/31,132
2012/01/01,465
2012/01/02,-948
2012/01/03,-788
2012/01/04,353
2012/01/05,1935
2012/01/06,1420
2012/01/07,1888
2012/01/08,1463
2012/01/09,779
2012/01/10,2084
2012/01/11,3168
2012/01/12,1610
2012/01/13,2673
2012/01/14,2906
2012/01/15,1651
2012/01/16,2361
2012/01/17,1468
2012/01/18,1557
2012/01/19,-363
2012/01/20,-27
2012/01/21,426
2012/01/22,-1740
2012/01/23,111
2012/01/24,375
2012/01/25,1084
2012/01/26,257
2012/01/27,-512
2012/01/28,-1149
2012/01/29,335
2012/01/30,-862
2012/01/31,678
2012/02/01,182
2012/02/02,1034
2012/02/03,1206
2012/02/04,1604
2012/02/05,2513
2012/02/06,196
2012/02/07,-79
2012/02/08,-1174
2012/02/09,1159
2012/02/10,2054
2012/02/11,1546
2012/02/12,590
2012/02/13,2130
2012/02/14,2530
2012/02/15,2614
2012/02/16,1887
2012/02/17,-1332
2012/02/18,-807
2012/02/19,-1299
2012/02/20,325
2012/02/21,-455
2012/02/22,582
2012/02/23,1128
2012/02/24,-688
2012/02/25,-716
2012/02/26,-920
2012/02/27,-1162
2012/02/28,-2211
2012/02/29,-2075
2012/03/01,-2212
2012/03/02,2073
2012/03/03,-1618
2012/03/04,1822
2012/03/05,1474
2012/03/06,582
2012/03/07,-333
2012/03/08,-1042
2012/03/09,-139
2012/03/10,-959
2012/03/11,-372
2012/03/12,-292
2012/03/13,693
2012/03/14,180
2012/03/15,-850
2012/03/16,-1167
2012/03/17,2493
2012/03/18,-1496
2012/03/19,-914
2012/03/20,461
2012/03/21,450
2012/03/22,-220
2012/03/23,-1234
2012/03/24,890
2012/03/25,599
2012/03/26,297
2012/03/27,-1152
2012/03/28,325
2012/03/29,1651
2012/03/30,-187
2012/03/31,-1177
2012/04/01,-667
2012/04/02,-349
2012/04/03,1153
2012/04/04,-37
2012/04/05,-198
2012/04/06,953
2012/04/07,-307
2012/04/08,36
2012/04/09,-208
2012/04/10,1610
2012/04/11,1401
2012/04/12,1119
2012/04/13,286
2012/04/14,2342
2012/04/15,2341
2012/04/16,3193
2012/04/17,253
2012/04/18,2133
2012/04/19,1480
2012/04/20,2782
2012/04/21,1702
2012/04/22,731
2012/04/23,1201
2012/04/24,-145
2012/04/25,-483
2012/04/26,902
2012/04/27,757
2012/04/28,-1031
2012/04/29,216
2012/04/30,763
2012/05/01,1945
2012/05/02,968
2012/05/03,4120
2012/05/04,3076
2012/05/05,3689
2012/05/06,3606
2012/05/07,7408
2012/05/08,6171
2012/05/09,6697
2012/05/10,1190
2012/05/11,8144
2012/05/12,6524
2012/05/13,4343
2012/05/14,12362
2012/05/15,6884
2012/05/16,4623
2012/05/17,719
2012/05/18,4147
2012/05/19,10522
2012/05/20,9504
2012/05/21,4940
2012/05/22,2681
2012/05/23,3651
2012/05/24,6865
2012/05/25,3290
2012/05/26,1816
2012/05/27,4726
2012/05/28,-3625
2012/05/29,3677
2012/05/30,2678
2012/05/31,4258
2012/06/01,1580
2012/06/02,-10689
2012/06/03,1385
2012/06/04,8239
2012/06/05,12020
2012/06/06,-4925
2012/06/07,3751
2012/06/08,-2403
2012/06/09,4215
2012/06/10,6487
2012/06/11,1741
2012/06/12,-8433
2012/06/13,15223
2012/06/14,16962
2012/06/15,14293
2012/06/16,16135
2012/06/17,6235
2012/06/18,-2077
2012/06/19,-6441
2012/06/20,6215
2012/06/21,-3665
2012/06/22,968
2012/06/23,-2262
2012/06/24,-5837
2012/06/25,693
2012/06/26,11020
2012/06/27,-7648
2012/06/28,-13554
2012/06/29,-11567
2012/06/30,-6936
2012/07/01,-9025
2012/07/02,-2484
2012/07/03,-1351
2012/07/04,-1048
2012/07/05,-1308
2012/07/06,-213
2012/07/07,3020
2012/07/08,-717
2012/07/09,-1161
2012/07/10,1595
2012/07/11,-2754
2012/07/12,807
2012/07/13,-2103
2012/07/14,-1411
2012/07/15,1022
2012/07/16,1232
2012/07/17,5991
2012/07/18,3131
2012/07/19,5339
2012/07/20,7224
2012/07/21,3437
2012/07/22,10482
2012/07/23,7757
2012/07/24,-2177
2012/07/25,-2627
2012/07/26,-1981
2012/07/27,1988
2012/07/28,7094
2012/07/29,3199
2012/07/30,-1143
2012/07/31,12421
2012/08/01,4308
2012/08/02,5336
2012/08/03,-1112
2012/08/04,-1558
2012/08/05,-2400
2012/08/06,989
2012/08/07,3770
2012/08/08,13641
2012/08/09,5142
2012/08/10,4019
2012/08/11,-1063
2012/08/12,3685
2012/08/13,9862
2012/08/14,-12414
2012/08/15,5182
2012/08/16,14206
2012/08/17,14344
2012/08/18,11580
2012/08/19,4405
2012/08/20,-889
2012/08/21,8652
2012/08/22,-1187
2012/08/23,4245
2012/08/24,4265
2012/08/25,-1209
2012/08/26,-4156
2012/08/27,-8557
2012/08/28,-2248
2012/08/29,-5115
2012/08/30,-18682
2012/08/31,-4792
2012/09/01,-3338
2012/09/02,-5881
2012/09/03,-6113
2012/09/04,-8109
2012/09/05,-3496
2012/09/06,2766
2012/09/07,-1822
2012/09/08,-1634
2012/09/09,4107
2012/09/10,-485
2012/09/11,5170
2012/09/12,-3981
2012/09/13,-1176
2012/09/14,-8275
2012/09/15,-11587
2012/09/16,-3596
2012/09/17,-1784
2012/09/18,-1215
2012/09/19,-2107
2012/09/20,-2381
2012/09/21,-5336
2012/09/22,-6077
2012/09/23,-8708
2012/09/24,-3886
2012/09/25,-2651
2012/09/26,7419
2012/09/27,3732
2012/09/28,4610
2012/09/29,2146
2012/09/30,-1620
2012/10/01,776
2012/10/02,5177
2012/10/03,-1109
2012/10/04,-179
2012/10/05,6410
2012/10/06,8492
2012/10/07,8426
2012/10/08,9550
2012/10/09,2465
2012/10/10,-2047
2012/10/11,-714
2012/10/12,-4124
2012/10/13,2098
2012/10/14,4311
2012/10/15,6535
2012/10/16,-6494
2012/10/17,575
2012/10/18,-1821
2012/10/19,-5727
2012/10/20,776
2012/10/21,-1766
2012/10/22,-4255
2012/10/23,-6547
2012/10/24,-3126
2012/10/25,-1871
2012/10/26,-3315
2012/10/27,-6845
2012/10/28,-6353
2012/10/29,-10556
2012/10/30,-2984
2012/10/31,-5850
2012/11/01,-9305
2012/11/02,-3047
2012/11/03,-6717
2012/11/04,-6697
2012/11/05,-4996
2012/11/06,-93
2012/11/07,1363
2012/11/08,-1136
2012/11/09,-803
2012/11/10,1459
2012/11/11,1198
2012/11/12,1038
2012/11/13,-2113
2012/11/14,2285
2012/11/15,11011
2012/11/16,10512
2012/11/17,8830
2012/11/18,9818
2012/11/19,5724
2012/11/20,4259
2012/11/21,565
2012/11/22,3574
2012/11/23,-2062
2012/11/24,2993
2012/11/25,3794
2012/11/26,6522
2012/11/27,3057
2012/11/28,3312
2012/11/29,-5065
2012/11/30,-9088
2012/12/01,-7486
2012/12/02,-12335
2012/12/03,-9856
2012/12/04,-4683
2012/12/05,-1250
2012/12/06,-444
2012/12/07,4995
2012/12/08,2853
2012/12/09,1859
2012/12/10,-4405
2012/12/11,322
2012/12/12,-649
2012/12/13,4582
2012/12/14,5100
2012/12/15,2001
2012/12/16,7761
2012/12/17,10449
2012/12/18,9776
2012/12/19,2307
2012/12/20,-1368
2012/12/21,4694
2012/12/22,13394
2012/12/23,535
2012/12/24,2355
2012/12/25,-4775
2012/12/26,-6768
2012/12/27,-7024
2012/12/28,902
2012/12/29,998
2012/12/30,8126
2012/12/31,-6066
2013/01/01,-10676
2013/01/02,-31
2013/01/03,10591
2013/01/04,1967
2013/01/05,-3342
2013/01/06,2758
2013/01/07,10190
2013/01/08,13772
2013/01/09,15735
2013/01/10,16619
2013/01/11,14226
2013/01/12,8109
2013/01/13,4088
2013/01/14,6412
2013/01/15,16200
2013/01/16,11786
2013/01/17,2474
2013/01/18,5819
2013/01/19,-2723
2013/01/20,2890
2013/01/21,-5414
2013/01/22,-61
2013/01/23,-3797
2013/01/24,-4494
2013/01/25,-8373
2013/01/26,3977
2013/01/27,101
2013/01/28,5813
2013/01/29,-3961
2013/01/30,-11515
2013/01/31,-5766
2013/02/01,5882
2013/02/02,4916
2013/02/03,7620
2013/02/04,8016
2013/02/05,8965
2013/02/06,4150
2013/02/07,4391
2013/02/08,5474
2013/02/09,-62
2013/02/10,2956
2013/02/11,-355
2013/02/12,-43
2013/02/13,5870
2013/02/14,969
2013/02/15,-10524
2013/02/16,-7552
2013/02/17,-6977
2013/02/18,-3686
2013/02/19,-8494
2013/02/20,-2145
2013/02/21,-3961
2013/02/22,-1859
2013/02/23,-5
2013/02/24,-2529
2013/02/25,3507
2013/02/26,3947
2013/02/27,704
2013/02/28,4862
2013/03/01,8534
2013/03/02,559
2013/03/03,-2358
2013/03/04,1200
2013/03/05,3698
2013/03/06,9968
2013/03/07,6351
2013/03/08,-961
2013/03/09,-3895
2013/03/10,241
2013/03/11,-5091
2013/03/12,-3087
2013/03/13,5734
2013/03/14,809
2013/03/15,872
2013/03/16,221
2013/03/17,3029
2013/03/18,3929
2013/03/19,6110
2013/03/20,-3961
2013/03/21,383
2013/03/22,11024
2013/03/23,8000
2013/03/24,9825
2013/03/25,9636
2013/03/26,9412
2013/03/27,6317
2013/03/28,14726
2013/03/29,11884
2013/03/30,18295
2013/03/31,5258
2013/04/01,8040
2013/04/02,15879
2013/04/03,26516
2013/04/04,26734
2013/04/05,18604
2013/04/06,9103
2013/04/07,2111
2013/04/08,21526
2013/04/09,25998
2013/04/10,33071
2013/04/11,20049
2013/04/12,8011
2013/04/13,3108
2013/04/14,5434
2013/04/15,10189
2013/04/16,4844
2013/04/17,-7790
2013/04/18,-17257
2013/04/19,-1974
2013/04/20,-2747
2013/04/21,-5510
2013/04/22,-12770
2013/04/23,-11241
2013/04/24,-20408
2013/04/25,-13654
2013/04/26,-7060
2013/04/27,-8640
2013/04/28,377
2013/04/29,-4568
2013/04/30,-22811
2013/05/01,-7276
2013/05/02,-2168
2013/05/03,-18161
2013/05/04,-7760
2013/05/05,-2038
2013/05/06,-3991
2013/05/07,-5459
2013/05/08,-7666
2013/05/09,-5801
2013/05/10,-2264
2013/05/11,7862
2013/05/12,1027
2013/05/13,-2216
2013/05/14,11598
2013/05/15,1986
2013/05/16,2838
2013/05/17,1488
2013/05/18,3054
2013/05/19,-2195
2013/05/20,-3367
2013/05/21,-3141
2013/05/22,-5968
2013/05/23,510
2013/05/24,-1082
2013/05/25,-10783
2013/05/26,-5800
2013/05/27,-6314
2013/05/28,-5283
2013/05/29,-2086
2013/05/30,-3305
2013/05/31,585
2013/06/01,419
2013/06/02,-431
2013/06/03,3420
2013/06/04,-2605
2013/06/05,-856
2013/06/06,-6753
2013/06/07,-3694
2013/06/08,-4380
2013/06/09,-3407
2013/06/10,-3727
2013/06/11,-5202
2013/06/12,-10655
2013/06/13,-5623
2013/06/14,4569
2013/06/15,-7663
2013/06/16,-7272
2013/06/17,-8984
2013/06/18,-7299
2013/06/19,-208
2013/06/20,-3598
2013/06/21,-2241
2013/06/22,1119
2013/06/23,-2745
2013/06/24,2526
2013/06/25,-1745
2013/06/26,1825
2013/06/27,-2778
2013/06/28,-6023
2013/06/29,1600
2013/06/30,259
2013/07/01,7102
2013/07/02,107
2013/07/03,-2007
2013/07/04,-4948
2013/07/05,-6491
2013/07/06,-5017
2013/07/07,-3540
2013/07/08,512
2013/07/09,3980
2013/07/10,1304
2013/07/11,11484
2013/07/12,10449
2013/07/13,3934
2013/07/14,-2329
2013/07/15,-6645
2013/07/16,3333
2013/07/17,-960
2013/07/18,3030
2013/07/19,882
2013/07/20,-2011
2013/07/21,4970
2013/07/22,-1931
2013/07/23,-1628
2013/07/24,-118
2013/07/25,-7757
2013/07/26,-15514
2013/07/27,-7021
2013/07/28,2748
2013/07/29,6633
2013/07/30,3433
2013/07/31,13655
2013/08/01,17691
2013/08/02,14996
2013/08/03,11053
2013/08/04,5011
2013/08/05,11836
2013/08/06,8469
2013/08/07,9406
2013/08/08,6530
2013/08/09,3063
2013/08/10,9637
2013/08/11,2845
2013/08/12,32106
2013/08/13,-78
2013/08/14,-3962
2013/08/15,-8396
2013/08/16,3079
2013/08/17,698
2013/08/18,-274
2013/08/19,6060
2013/08/20,3380
2013/08/21,2693
2013/08/22,8404
2013/08/23,5504
2013/08/24,-1594
2013/08/25,2230
2013/08/26,-27804
2013/08/27,8180
2013/08/28,5030
2013/08/29,-787
2013/08/30,1814
2013/08/31,13634
2013/09/01,-5466
2013/09/02,-21666
2013/09/03,-13218
2013/09/04,-9450
2013/09/05,-14546
2013/09/06,-6849
2013/09/07,-3822
2013/09/08,-5531
2013/09/09,-8018
2013/09/10,-16684
2013/09/11,-11618
2013/09/12,-3817
2013/09/13,-18212
2013/09/14,-23943
2013/09/15,-1808
2013/09/16,5867
2013/09/17,3688
2013/09/18,1812
2013/09/19,4622
2013/09/20,2611
2013/09/21,834
2013/09/22,2410
2013/09/23,6187
2013/09/24,7972
2013/09/25,-1258
2013/09/26,1096
2013/09/27,4147
2013/09/28,7224
2013/09/29,7468
2013/09/30,5584
2013/10/01,8687
2013/10/02,8914
2013/10/03,-2996
2013/10/04,-3194
2013/10/05,-4198
2013/10/06,-1001
2013/10/07,-5061
2013/10/08,-3100
2013/10/09,3215
2013/10/10,485
2013/10/11,-217
2013/10/12,-192
2013/10/13,942
2013/10/14,-495
2013/10/15,-3717
2013/10/16,-3382
2013/10/17,-882
2013/10/18,6545
2013/10/19,16323
2013/10/20,5255
2013/10/21,7988
2013/10/22,9569
2013/10/23,8987
2013/10/24,17835
2013/10/25,12612
2013/10/26,2538
2013/10/27,-1447
2013/10/28,1726
2013/10/29,26
2013/10/30,2415
2013/10/31,10758
2013/11/01,2334
2013/11/02,-4561
2013/11/03,8395
2013/11/04,10864
2013/11/05,18686
2013/11/06,15962
2013/11/07,17824
2013/11/08,20959
2013/11/09,34534
2013/11/10,29242
2013/11/11,11619
2013/11/12,19151
2013/11/13,18680
2013/11/14,27072
2013/11/15,23410
2013/11/16,16981
2013/11/17,18475
2013/11/18,46748
2013/11/19,56879
2013/11/20,30628
2013/11/21,11353
2013/11/22,21489
2013/11/23,21246
2013/11/24,7873
2013/11/25,29120
2013/11/26,46388
2013/11/27,56367
2013/11/28,46347
2013/11/29,43929
2013/11/30,35254
2013/12/01,34348
2013/12/02,-5737
2013/12/03,-21479
2013/12/04,9955
2013/12/05,22819
2013/12/06,-436
2013/12/07,-5141
2013/12/08,-9373
2013/12/09,968
2013/12/10,-24880
2013/12/11,-39695
2013/12/12,-50018
2013/12/13,-33243
2013/12/14,-17276
2013/12/15,-23776
2013/12/16,-4909
2013/12/17,-11947
2013/12/18,-98
2013/12/19,-22148
2013/12/20,-15628
2013/12/21,-16719
2013/12/22,3613
2013/12/23,-15856
2013/12/24,-10227
2013/12/25,-8678
2013/12/26,-4265
2013/12/27,-9061
2013/12/28,-13589
2013/12/29,-11427
2013/12/30,-14972
2013/12/31,-25959
2014/01/01,-55075
2014/01/02,-14381
2014/01/03,3245
2014/01/04,-4103
2014/01/05,13199
2014/01/06,21110
2014/01/07,1474
2014/01/08,-1749
2014/01/09,5635
2014/01/10,-907
2014/01/11,8818
2014/01/12,2770
2014/01/13,-7788
2014/01/14,4462
2014/01/15,21948
2014/01/16,-9039
2014/01/17,-13556
2014/01/18,-6575
2014/01/19,-15859
2014/01/20,-2893
2014/01/21,17904
2014/01/22,11676
2014/01/23,3650
2014/01/24,10182
2014/01/25,-3141
2014/01/26,9282
2014/01/27,16149
2014/01/28,20785
2014/01/29,4625
2014/01/30,18971
2014/01/31,18530
2014/02/01,21438
2014/02/02,15848
2014/02/03,815
2014/02/04,7587
2014/02/05,4969
2014/02/06,19204
2014/02/07,21305
2014/02/08,20154
2014/02/09,451
2014/02/10,1954
2014/02/11,-2946
2014/02/12,2435
2014/02/13,2749
2014/02/14,10684
2014/02/15,8461
2014/02/16,-7600
2014/02/17,-6943
2014/02/18,-12497
2014/02/19,19359
2014/02/20,17542
2014/02/21,14026
2014/02/22,6970
2014/02/23,33441
2014/02/24,40533
2014/02/25,50924
2014/02/26,43880
2014/02/27,20043
2014/02/28,6283
2014/03/01,22847
2014/03/02,23924
2014/03/03,57316
2014/03/04,58498
2014/03/05,16603
2014/03/06,6222
2014/03/07,-169
2014/03/08,16158
2014/03/09,65
2014/03/10,-21769
2014/03/11,-28073
2014/03/12,-3190
2014/03/13,7945
2014/03/14,-9244
2014/03/15,-32885
2014/03/16,-17118
2014/03/17,-40119
2014/03/18,-71733
2014/03/19,-37941
2014/03/20,-30700
2014/03/21,-2075
2014/03/22,-19986
2014/03/23,-24722
2014/03/24,-5273
2014/03/25,-8821
2014/03/26,-18506
2014/03/27,2725
2014/03/28,16286
2014/03/29,3655
2014/03/30,220
2014/03/31,7323
2014/04/01,34089
2014/04/02,21732
2014/04/03,-9486
2014/04/04,-824
2014/04/05,2825
2014/04/06,14139
2014/04/07,-2343
2014/04/08,2088
2014/04/09,10085
2014/04/10,-3776
2014/04/11,-2423
2014/04/12,-2924
2014/04/13,10634
2014/04/14,13317
2014/04/15,4009
2014/04/16,-5783
2014/04/17,12316
2014/04/18,-20683
2014/04/19,-8506
2014/04/20,-13650
2014/04/21,-13151
2014/04/22,13296
2014/04/23,-18576
2014/04/24,-20659
2014/04/25,-1001
2014/04/26,-543
2014/04/27,-9657
2014/04/28,-16518
