Date,mining_profitability30ema
2010/11/04,68696
2010/11/05,69396
2010/11/06,72021
2010/11/07,75918
2010/11/08,77715
2010/11/09,76226
2010/11/10,74690
2010/11/11,73017
2010/11/12,71469
2010/11/13,71473
2010/11/14,71053
2010/11/15,69992
2010/11/16,69077
2010/11/17,68084
2010/11/18,66883
2010/11/19,64495
2010/11/20,62825
2010/11/21,61493
2010/11/22,60340
2010/11/23,58933
2010/11/24,57997
2010/11/25,57271
2010/11/26,56191
2010/11/27,55067
2010/11/28,54180
2010/11/29,53283
2010/11/30,51700
2010/12/01,50183
2010/12/02,48813
2010/12/03,47660
2010/12/04,46566
2010/12/05,45258
2010/12/06,44060
2010/12/07,42995
2010/12/08,42126
2010/12/09,40913
2010/12/10,39193
2010/12/11,37894
2010/12/12,36547
2010/12/13,35210
2010/12/14,34325
2010/12/15,33504
2010/12/16,32542
2010/12/17,31668
2010/12/18,30920
2010/12/19,30327
2010/12/20,29569
2010/12/21,29065
2010/12/22,28168
2010/12/23,27468
2010/12/24,26806
2010/12/25,26268
2010/12/26,25683
2010/12/27,25258
2010/12/28,24811
2010/12/29,24459
2010/12/30,24255
2010/12/31,23998
2011/01/01,23832
2011/01/02,23595
2011/01/03,23154
2011/01/04,22806
2011/01/05,22559
2011/01/06,22176
2011/01/07,22123
2011/01/08,21907
2011/01/09,21832
2011/01/10,21646
2011/01/11,21623
2011/01/12,21502
2011/01/13,21456
2011/01/14,21515
2011/01/15,21445
2011/01/16,21475
2011/01/17,21438
2011/01/18,21076
2011/01/19,20879
2011/01/20,20866
2011/01/21,20829
2011/01/22,21038
2011/01/23,21204
2011/01/24,21469
2011/01/25,21467
2011/01/26,21518
2011/01/27,21350
2011/01/28,21246
2011/01/29,21248
2011/01/30,21180
2011/01/31,21456
2011/02/01,21773
2011/02/02,22429
2011/02/03,23113
2011/02/04,24085
2011/02/05,24956
2011/02/06,26010
2011/02/07,27170
2011/02/08,27492
2011/02/09,28393
2011/02/10,29114
2011/02/11,29777
2011/02/12,30483
2011/02/13,31158
2011/02/14,31758
2011/02/15,32552
2011/02/16,33175
2011/02/17,33477
2011/02/18,33102
2011/02/19,32364
2011/02/20,31995
2011/02/21,31420
2011/02/22,30952
2011/02/23,30704
2011/02/24,30309
2011/02/25,30053
2011/02/26,29961
2011/02/27,29185
2011/02/28,28161
2011/03/01,27295
2011/03/02,26707
2011/03/03,26165
2011/03/04,25636
2011/03/05,25180
2011/03/06,24588
2011/03/07,23855
2011/03/08,23287
2011/03/09,22626
2011/03/10,21796
2011/03/11,21180
2011/03/12,20635
2011/03/13,19985
2011/03/14,19454
2011/03/15,18979
2011/03/16,18502
2011/03/17,18081
2011/03/18,17523
2011/03/19,17052
2011/03/20,16653
2011/03/21,16238
2011/03/22,15776
2011/03/23,15562
2011/03/24,15240
2011/03/25,15184
2011/03/26,14939
2011/03/27,14721
2011/03/28,14607
2011/03/29,14402
2011/03/30,14221
2011/03/31,14101
2011/04/01,13884
2011/04/02,13718
2011/04/03,13575
2011/04/04,13368
2011/04/05,13172
2011/04/06,12847
2011/04/07,12594
2011/04/08,12419
2011/04/09,12175
2011/04/10,12005
2011/04/11,11830
2011/04/12,11700
2011/04/13,11661
2011/04/14,11619
2011/04/15,11596
2011/04/16,11721
2011/04/17,11857
2011/04/18,11858
2011/04/19,11984
2011/04/20,11989
2011/04/21,11998
2011/04/22,12219
2011/04/23,12522
2011/04/24,12870
2011/04/25,13278
2011/04/26,13578
2011/04/27,13938
2011/04/28,14486
2011/04/29,15410
2011/04/30,16327
2011/05/01,17156
2011/05/02,17958
2011/05/03,18742
2011/05/04,19594
2011/05/05,20404
2011/05/06,21141
2011/05/07,21825
2011/05/08,22741
2011/05/09,23441
2011/05/10,23635
2011/05/11,24494
2011/05/12,25239
2011/05/13,26894
2011/05/14,28445
2011/05/15,29348
2011/05/16,30771
2011/05/17,31969
2011/05/18,32854
2011/05/19,32185
2011/05/20,31849
2011/05/21,31432
2011/05/22,31139
2011/05/23,31152
2011/05/24,31136
2011/05/25,31268
2011/05/26,31140
2011/05/27,30071
2011/05/28,29314
2011/05/29,28790
2011/05/30,28146
2011/05/31,27607
2011/06/01,27361
2011/06/02,27079
2011/06/03,27217
2011/06/04,28089
2011/06/05,28889
2011/06/06,29343
2011/06/07,29687
2011/06/08,30924
2011/06/09,32531
2011/06/10,33472
2011/06/11,33757
2011/06/12,33404
2011/06/13,33408
2011/06/14,33601
2011/06/15,33290
2011/06/16,32221
2011/06/17,31358
2011/06/18,30599
2011/06/19,29956
2011/06/20,29305
2011/06/21,28747
2011/06/22,28140
2011/06/23,27565
2011/06/24,26684
2011/06/25,25669
2011/06/26,24800
2011/06/27,24043
2011/06/28,23302
2011/06/29,22602
2011/06/30,21969
2011/07/01,21239
2011/07/02,20571
2011/07/03,19961
2011/07/04,19391
2011/07/05,18699
2011/07/06,18152
2011/07/07,17537
2011/07/08,17109
2011/07/09,16558
2011/07/10,16065
2011/07/11,15657
2011/07/12,15216
2011/07/13,14892
2011/07/14,14440
2011/07/15,14105
2011/07/16,13733
2011/07/17,13447
2011/07/18,13153
2011/07/19,12782
2011/07/20,12522
2011/07/21,12235
2011/07/22,11976
2011/07/23,11717
2011/07/24,11512
2011/07/25,11309
2011/07/26,11148
2011/07/27,10936
2011/07/28,10716
2011/07/29,10559
2011/07/30,10393
2011/07/31,10262
2011/08/01,10045
2011/08/02,9826
2011/08/03,9563
2011/08/04,9256
2011/08/05,9030
2011/08/06,8707
2011/08/07,8394
2011/08/08,8135
2011/08/09,7934
2011/08/10,7749
2011/08/11,7581
2011/08/12,7413
2011/08/13,7255
2011/08/14,7171
2011/08/15,7060
2011/08/16,7046
2011/08/17,6974
2011/08/18,6905
2011/08/19,6843
2011/08/20,6851
2011/08/21,6847
2011/08/22,6792
2011/08/23,6718
2011/08/24,6651
2011/08/25,6596
2011/08/26,6492
2011/08/27,6355
2011/08/28,6257
2011/08/29,6207
2011/08/30,6130
2011/08/31,6046
2011/09/01,5938
2011/09/02,5881
2011/09/03,5807
2011/09/04,5734
2011/09/05,5671
2011/09/06,5571
2011/09/07,5443
2011/09/08,5342
2011/09/09,5231
2011/09/10,5055
2011/09/11,4906
2011/09/12,4823
2011/09/13,4733
2011/09/14,4639
2011/09/15,4547
2011/09/16,4410
2011/09/17,4318
2011/09/18,4225
2011/09/19,4130
2011/09/20,4095
2011/09/21,4046
2011/09/22,3990
2011/09/23,3921
2011/09/24,3876
2011/09/25,3822
2011/09/26,3769
2011/09/27,3701
2011/09/28,3660
2011/09/29,3591
2011/09/30,3539
2011/10/01,3536
2011/10/02,3478
2011/10/03,3464
2011/10/04,3401
2011/10/05,3399
2011/10/06,3346
2011/10/07,3318
2011/10/08,3246
2011/10/09,3202
2011/10/10,3152
2011/10/11,3078
2011/10/12,3044
2011/10/13,3007
2011/10/14,3010
2011/10/15,2978
2011/10/16,2940
2011/10/17,2886
2011/10/18,2808
2011/10/19,2736
2011/10/20,2657
2011/10/21,2588
2011/10/22,2538
2011/10/23,2520
2011/10/24,2498
2011/10/25,2453
2011/10/26,2412
2011/10/27,2371
2011/10/28,2360
2011/10/29,2353
2011/10/30,2365
2011/10/31,2390
2011/11/01,2423
2011/11/02,2443
2011/11/03,2438
2011/11/04,2467
2011/11/05,2464
2011/11/06,2461
2011/11/07,2463
2011/11/08,2479
2011/11/09,2483
2011/11/10,2465
2011/11/11,2455
2011/11/12,2476
2011/11/13,2477
2011/11/14,2459
2011/11/15,2429
2011/11/16,2397
2011/11/17,2373
2011/11/18,2336
2011/11/19,2287
2011/11/20,2282
2011/11/21,2238
2011/11/22,2226
2011/11/23,2207
2011/11/24,2185
2011/11/25,2191
2011/11/26,2178
2011/11/27,2166
2011/11/28,2170
2011/11/29,2182
2011/11/30,2233
2011/12/01,2275
2011/12/02,2282
2011/12/03,2323
2011/12/04,2330
2011/12/05,2355
2011/12/06,2388
2011/12/07,2394
2011/12/08,2438
2011/12/09,2452
2011/12/10,2456
2011/12/11,2505
2011/12/12,2513
2011/12/13,2538
2011/12/14,2564
2011/12/15,2550
2011/12/16,2561
2011/12/17,2599
2011/12/18,2603
2011/12/19,2638
2011/12/20,2661
2011/12/21,2711
2011/12/22,2765
2011/12/23,2793
2011/12/24,2843
2011/12/25,2915
2011/12/26,2952
2011/12/27,2959
2011/12/28,3009
2011/12/29,3028
2011/12/30,3096
2011/12/31,3141
2012/01/01,3224
2012/01/02,3310
2012/01/03,3376
2012/01/04,3432
2012/01/05,3577
2012/01/06,3735
2012/01/07,3886
2012/01/08,4004
2012/01/09,4095
2012/01/10,4137
2012/01/11,4229
2012/01/12,4290
2012/01/13,4365
2012/01/14,4427
2012/01/15,4470
2012/01/16,4590
2012/01/17,4595
2012/01/18,4558
2012/01/19,4620
2012/01/20,4668
2012/01/21,4692
2012/01/22,4673
2012/01/23,4708
2012/01/24,4708
2012/01/25,4695
2012/01/26,4677
2012/01/27,4639
2012/01/28,4605
2012/01/29,4608
2012/01/30,4584
2012/01/31,4536
2012/02/01,4525
2012/02/02,4559
2012/02/03,4544
2012/02/04,4543
2012/02/05,4510
2012/02/06,4479
2012/02/07,4443
2012/02/08,4434
2012/02/09,4426
2012/02/10,4396
2012/02/11,4403
2012/02/12,4381
2012/02/13,4326
2012/02/14,4287
2012/02/15,4217
2012/02/16,4142
2012/02/17,4097
2012/02/18,4044
2012/02/19,3972
2012/02/20,3904
2012/02/21,3856
2012/02/22,3826
2012/02/23,3805
2012/02/24,3800
2012/02/25,3783
2012/02/26,3754
2012/02/27,3745
2012/02/28,3744
2012/02/29,3734
2012/03/01,3713
2012/03/02,3671
2012/03/03,3633
2012/03/04,3618
2012/03/05,3608
2012/03/06,3578
2012/03/07,3577
2012/03/08,3557
2012/03/09,3552
2012/03/10,3520
2012/03/11,3497
2012/03/12,3495
2012/03/13,3489
2012/03/14,3477
2012/03/15,3476
2012/03/16,3507
2012/03/17,3519
2012/03/18,3512
2012/03/19,3482
2012/03/20,3476
2012/03/21,3454
2012/03/22,3437
2012/03/23,3407
2012/03/24,3420
2012/03/25,3379
2012/03/26,3355
2012/03/27,3349
2012/03/28,3335
2012/03/29,3307
2012/03/30,3297
2012/03/31,3287
2012/04/01,3258
2012/04/02,3216
2012/04/03,3216
2012/04/04,3202
2012/04/05,3183
2012/04/06,3194
2012/04/07,3174
2012/04/08,3174
2012/04/09,3153
2012/04/10,3149
2012/04/11,3130
2012/04/12,3108
2012/04/13,3103
2012/04/14,3122
2012/04/15,3100
2012/04/16,3136
2012/04/17,3131
2012/04/18,3138
2012/04/19,3163
2012/04/20,3165
2012/04/21,3187
2012/04/22,3184
2012/04/23,3168
2012/04/24,3182
2012/04/25,3175
2012/04/26,3201
2012/04/27,3210
2012/04/28,3220
2012/04/29,3246
2012/04/30,3257
2012/05/01,3253
2012/05/02,3243
2012/05/03,3256
2012/05/04,3263
2012/05/05,3283
2012/05/06,3283
2012/05/07,3291
2012/05/08,3289
2012/05/09,3276
2012/05/10,3223
2012/05/11,3232
2012/05/12,3189
2012/05/13,3176
2012/05/14,3159
2012/05/15,3134
2012/05/16,3128
2012/05/17,3109
2012/05/18,3112
2012/05/19,3111
2012/05/20,3097
2012/05/21,3072
2012/05/22,3058
2012/05/23,3066
2012/05/24,3058
2012/05/25,3071
2012/05/26,3095
2012/05/27,3109
2012/05/28,3112
2012/05/29,3109
2012/05/30,3126
2012/05/31,3125
2012/06/01,3159
2012/06/02,3173
2012/06/03,3171
2012/06/04,3183
2012/06/05,3205
2012/06/06,3213
2012/06/07,3231
2012/06/08,3249
2012/06/09,3283
2012/06/10,3300
2012/06/11,3280
2012/06/12,3327
2012/06/13,3337
2012/06/14,3381
2012/06/15,3415
2012/06/16,3461
2012/06/17,3498
2012/06/18,3557
2012/06/19,3535
2012/06/20,3590
2012/06/21,3610
2012/06/22,3639
2012/06/23,3654
2012/06/24,3623
2012/06/25,3641
2012/06/26,3647
2012/06/27,3666
2012/06/28,3667
2012/06/29,3688
2012/06/30,3689
2012/07/01,3708
2012/07/02,3721
2012/07/03,3745
2012/07/04,3732
2012/07/05,3732
2012/07/06,3748
2012/07/07,3762
2012/07/08,3755
2012/07/09,3771
2012/07/10,3789
2012/07/11,3791
2012/07/12,3842
2012/07/13,3891
2012/07/14,3920
2012/07/15,3923
2012/07/16,3978
2012/07/17,4051
2012/07/18,4093
2012/07/19,4110
2012/07/20,4166
2012/07/21,4194
2012/07/22,4240
2012/07/23,4247
2012/07/24,4282
2012/07/25,4309
2012/07/26,4336
2012/07/27,4390
2012/07/28,4377
2012/07/29,4442
2012/07/30,4437
2012/07/31,4412
2012/08/01,4430
2012/08/02,4494
2012/08/03,4536
2012/08/04,4592
2012/08/05,4619
2012/08/06,4663
2012/08/07,4749
2012/08/08,4808
2012/08/09,4857
2012/08/10,4888
2012/08/11,4944
2012/08/12,4970
2012/08/13,5009
2012/08/14,5035
2012/08/15,5095
2012/08/16,5145
2012/08/17,5166
2012/08/18,5199
2012/08/19,5200
2012/08/20,5113
2012/08/21,5062
2012/08/22,5037
2012/08/23,5007
2012/08/24,4961
2012/08/25,4925
2012/08/26,4916
2012/08/27,4862
2012/08/28,4848
2012/08/29,4835
2012/08/30,4798
2012/08/31,4757
2012/09/01,4724
2012/09/02,4706
2012/09/03,4658
2012/09/04,4661
2012/09/05,4650
2012/09/06,4625
2012/09/07,4591
2012/09/08,4545
2012/09/09,4541
2012/09/10,4511
2012/09/11,4471
2012/09/12,4481
2012/09/13,4438
2012/09/14,4440
2012/09/15,4435
2012/09/16,4450
2012/09/17,4453
2012/09/18,4446
2012/09/19,4430
2012/09/20,4446
2012/09/21,4454
2012/09/22,4420
2012/09/23,4424
2012/09/24,4413
2012/09/25,4375
2012/09/26,4377
2012/09/27,4407
2012/09/28,4390
2012/09/29,4402
2012/09/30,4393
2012/10/01,4360
2012/10/02,4379
2012/10/03,4354
2012/10/04,4348
2012/10/05,4340
2012/10/06,4359
2012/10/07,4308
2012/10/08,4320
2012/10/09,4275
2012/10/10,4255
2012/10/11,4221
2012/10/12,4209
2012/10/13,4197
2012/10/14,4155
2012/10/15,4167
2012/10/16,4147
2012/10/17,4119
2012/10/18,4121
2012/10/19,4070
2012/10/20,4085
2012/10/21,4065
2012/10/22,4054
2012/10/23,4006
2012/10/24,4018
2012/10/25,3994
2012/10/26,3976
2012/10/27,3929
2012/10/28,3903
2012/10/29,3865
2012/10/30,3816
2012/10/31,3790
2012/11/01,3758
2012/11/02,3723
2012/11/03,3694
2012/11/04,3666
2012/11/05,3650
2012/11/06,3614
2012/11/07,3610
2012/11/08,3582
2012/11/09,3570
2012/11/10,3536
2012/11/11,3528
2012/11/12,3497
2012/11/13,3496
2012/11/14,3478
2012/11/15,3461
2012/11/16,3471
2012/11/17,3466
2012/11/18,3456
2012/11/19,3484
2012/11/20,3478
2012/11/21,3486
2012/11/22,3479
2012/11/23,3524
2012/11/24,3521
2012/11/25,3530
2012/11/26,3538
2012/11/27,3538
2012/11/28,3515
2012/11/29,3403
2012/11/30,3291
2012/12/01,3212
2012/12/02,3115
2012/12/03,3032
2012/12/04,2945
2012/12/05,2888
2012/12/06,2833
2012/12/07,2778
2012/12/08,2724
2012/12/09,2671
2012/12/10,2635
2012/12/11,2599
2012/12/12,2552
2012/12/13,2521
2012/12/14,2478
2012/12/15,2460
2012/12/16,2424
2012/12/17,2412
2012/12/18,2382
2012/12/19,2362
2012/12/20,2330
2012/12/21,2316
2012/12/22,2317
2012/12/23,2272
2012/12/24,2263
2012/12/25,2241
2012/12/26,2256
2012/12/27,2253
2012/12/28,2259
2012/12/29,2253
2012/12/30,2269
2012/12/31,2259
2013/01/01,2258
2013/01/02,2256
2013/01/03,2257
2013/01/04,2258
2013/01/05,2246
2013/01/06,2250
2013/01/07,2263
2013/01/08,2234
2013/01/09,2226
2013/01/10,2230
2013/01/11,2212
2013/01/12,2216
2013/01/13,2221
2013/01/14,2231
2013/01/15,2211
2013/01/16,2221
2013/01/17,2207
2013/01/18,2224
2013/01/19,2255
2013/01/20,2259
2013/01/21,2262
2013/01/22,2296
2013/01/23,2310
2013/01/24,2364
2013/01/25,2387
2013/01/26,2443
2013/01/27,2473
2013/01/28,2502
2013/01/29,2554
2013/01/30,2598
2013/01/31,2670
2013/02/01,2692
2013/02/02,2729
2013/02/03,2809
2013/02/04,2830
2013/02/05,2853
2013/02/06,2862
2013/02/07,2899
2013/02/08,2932
2013/02/09,2968
2013/02/10,3018
2013/02/11,3052
2013/02/12,3086
2013/02/13,3160
2013/02/14,3187
2013/02/15,3265
2013/02/16,3325
2013/02/17,3373
2013/02/18,3370
2013/02/19,3402
2013/02/20,3474
2013/02/21,3494
2013/02/22,3539
2013/02/23,3564
2013/02/24,3579
2013/02/25,3638
2013/02/26,3658
2013/02/27,3695
2013/02/28,3723
2013/03/01,3749
2013/03/02,3751
2013/03/03,3767
2013/03/04,3783
2013/03/05,3782
2013/03/06,3839
2013/03/07,3915
2013/03/08,3972
2013/03/09,4050
2013/03/10,4128
2013/03/11,4174
2013/03/12,4242
2013/03/13,4293
2013/03/14,4335
2013/03/15,4345
2013/03/16,4371
2013/03/17,4407
2013/03/18,4422
2013/03/19,4450
2013/03/20,4606
2013/03/21,4740
2013/03/22,4883
2013/03/23,4998
2013/03/24,5006
2013/03/25,4995
2013/03/26,5024
2013/03/27,5073
2013/03/28,5225
2013/03/29,5305
2013/03/30,5389
2013/03/31,5491
2013/04/01,5603
2013/04/02,5757
2013/04/03,5957
2013/04/04,6139
2013/04/05,6385
2013/04/06,6548
2013/04/07,6733
2013/04/08,6952
2013/04/09,7365
2013/04/10,7683
2013/04/11,7645
2013/04/12,7562
2013/04/13,7500
2013/04/14,7389
2013/04/15,7291
2013/04/16,7139
2013/04/17,7001
2013/04/18,6864
2013/04/19,6821
2013/04/20,6825
2013/04/21,6812
2013/04/22,6764
2013/04/23,6782
2013/04/24,6827
2013/04/25,6937
2013/04/26,6957
2013/04/27,6923
2013/04/28,6978
2013/04/29,6996
2013/04/30,6958
2013/05/01,6918
2013/05/02,6817
2013/05/03,6702
2013/05/04,6635
2013/05/05,6611
2013/05/06,6536
2013/05/07,6474
2013/05/08,6402
2013/05/09,6340
2013/05/10,6303
2013/05/11,6279
2013/05/12,6209
2013/05/13,6143
2013/05/14,6048
2013/05/15,5953
2013/05/16,5891
2013/05/17,5848
2013/05/18,5807
2013/05/19,5751
2013/05/20,5682
2013/05/21,5679
2013/05/22,5649
2013/05/23,5658
2013/05/24,5653
2013/05/25,5650
2013/05/26,5628
2013/05/27,5617
2013/05/28,5592
2013/05/29,5575
2013/05/30,5575
2013/05/31,5542
2013/06/01,5563
2013/06/02,5520
2013/06/03,5500
2013/06/04,5477
2013/06/05,5383
2013/06/06,5283
2013/06/07,5183
2013/06/08,5096
2013/06/09,4969
2013/06/10,4865
2013/06/11,4790
2013/06/12,4718
2013/06/13,4622
2013/06/14,4544
2013/06/15,4455
2013/06/16,4373
2013/06/17,4241
2013/06/18,4132
2013/06/19,4057
2013/06/20,3982
2013/06/21,3916
2013/06/22,3840
2013/06/23,3754
2013/06/24,3676
2013/06/25,3606
2013/06/26,3538
2013/06/27,3481
2013/06/28,3409
2013/06/29,3337
2013/06/30,3249
2013/07/01,3171
2013/07/02,3091
2013/07/03,3027
2013/07/04,2944
2013/07/05,2872
2013/07/06,2793
2013/07/07,2714
2013/07/08,2654
2013/07/09,2590
2013/07/10,2545
2013/07/11,2476
2013/07/12,2410
2013/07/13,2373
2013/07/14,2331
2013/07/15,2290
2013/07/16,2252
2013/07/17,2229
2013/07/18,2185
2013/07/19,2150
2013/07/20,2117
2013/07/21,2092
2013/07/22,2044
2013/07/23,1993
2013/07/24,1964
2013/07/25,1926
2013/07/26,1895
2013/07/27,1873
2013/07/28,1837
2013/07/29,1822
2013/07/30,1807
2013/07/31,1790
2013/08/01,1767
2013/08/02,1757
2013/08/03,1726
2013/08/04,1701
2013/08/05,1674
2013/08/06,1654
2013/08/07,1631
2013/08/08,1616
2013/08/09,1588
2013/08/10,1572
2013/08/11,1552
2013/08/12,1532
2013/08/13,1506
2013/08/14,1470
2013/08/15,1439
2013/08/16,1407
2013/08/17,1381
2013/08/18,1355
2013/08/19,1329
2013/08/20,1310
2013/08/21,1292
2013/08/22,1282
2013/08/23,1262
2013/08/24,1240
2013/08/25,1211
2013/08/26,1188
2013/08/27,1168
2013/08/28,1155
2013/08/29,1138
2013/08/30,1125
2013/08/31,1118
2013/09/01,1105
2013/09/02,1094
2013/09/03,1086
2013/09/04,1058
2013/09/05,1036
2013/09/06,1013
2013/09/07,986.221
2013/09/08,967.181
2013/09/09,953.727
2013/09/10,936.436
2013/09/11,923.536
2013/09/12,910.718
2013/09/13,897.861
2013/09/14,887.389
2013/09/15,862.495
2013/09/16,838.83
2013/09/17,825.46
2013/09/18,811.544
2013/09/19,795.067
2013/09/20,780.421
2013/09/21,764.773
2013/09/22,750.836
2013/09/23,736.994
2013/09/24,724.711
2013/09/25,709.086
2013/09/26,686.588
2013/09/27,670.26
2013/09/28,655.392
2013/09/29,639.254
2013/09/30,624.899
2013/10/01,611.972
2013/10/02,599.036
2013/10/03,583.873
2013/10/04,570.617
2013/10/05,562.762
2013/10/06,547.294
2013/10/07,532.212
2013/10/08,519.058
2013/10/09,506.593
2013/10/10,496.327
2013/10/11,485.564
2013/10/12,477.844
2013/10/13,468.427
2013/10/14,461.496
2013/10/15,455.518
2013/10/16,443.984
2013/10/17,431.098
2013/10/18,422.433
2013/10/19,414.721
2013/10/20,406.379
2013/10/21,400.49
2013/10/22,397.613
2013/10/23,395.381
2013/10/24,392.44
2013/10/25,388.107
2013/10/26,375.797
2013/10/27,367.001
2013/10/28,358.417
2013/10/29,351.138
2013/10/30,345.916
2013/10/31,340.358
2013/11/01,335.782
2013/11/02,329.801
2013/11/03,324.963
2013/11/04,321.617
2013/11/05,318.699
2013/11/06,314.308
2013/11/07,310.251
2013/11/08,309.095
2013/11/09,312.491
2013/11/10,312.24
2013/11/11,312.04
2013/11/12,314.266
2013/11/13,314.728
2013/11/14,321.537
2013/11/15,327.177
2013/11/16,332.944
2013/11/17,337.853
2013/11/18,343.369
2013/11/19,354.992
2013/11/20,358.551
2013/11/21,366.545
2013/11/22,381.41
2013/11/23,395.966
2013/11/24,408.138
2013/11/25,420.143
2013/11/26,431.793
2013/11/27,455.664
2013/11/28,477.111
2013/11/29,493.585
2013/11/30,514.962
2013/12/01,523.747
2013/12/02,527.92
2013/12/03,544.52
2013/12/04,553.436
2013/12/05,563.247
2013/12/06,572.989
2013/12/07,568.232
2013/12/08,567.002
2013/12/09,565.485
2013/12/10,567.363
2013/12/11,562.153
2013/12/12,555.615
2013/12/13,551.785
2013/12/14,549.535
2013/12/15,541.5
2013/12/16,536.676
2013/12/17,526.323
2013/12/18,511.701
2013/12/19,501.364
2013/12/20,489.333
2013/12/21,476.259
2013/12/22,463.698
2013/12/23,451.848
2013/12/24,440.981
2013/12/25,430.39
2013/12/26,423.865
2013/12/27,417.62
2013/12/28,408.834
2013/12/29,403.948
2013/12/30,398.355
2013/12/31,393.923
2014/01/01,391.024
2014/01/02,380.196
2014/01/03,375.356
2014/01/04,368.75
2014/01/05,368.118
2014/01/06,366.26
2014/01/07,362.567
2014/01/08,359.155
2014/01/09,357.334
2014/01/10,352.13
2014/01/11,350.634
2014/01/12,349.634
2014/01/13,340.305
2014/01/14,333.749
2014/01/15,329.242
2014/01/16,322.963
2014/01/17,315.403
2014/01/18,311.537
2014/01/19,306.262
2014/01/20,304.063
2014/01/21,298.529
2014/01/22,295.771
2014/01/23,291.029
2014/01/24,285.913
2014/01/25,279.71
2014/01/26,273.847
2014/01/27,269.908
2014/01/28,263.199
2014/01/29,258.032
2014/01/30,254.913
2014/01/31,250.807
2014/02/01,246.801
2014/02/02,243.451
2014/02/03,239.017
2014/02/04,235.796
2014/02/05,231.102
2014/02/06,227.068
2014/02/07,220.725
2014/02/08,215.583
2014/02/09,208.712
2014/02/10,204.191
2014/02/11,199.049
2014/02/12,194.7
2014/02/13,189.133
2014/02/14,184.035
2014/02/15,179.592
2014/02/16,175.794
2014/02/17,170.289
2014/02/18,166.063
2014/02/19,162.201
2014/02/20,157.847
2014/02/21,152.91
2014/02/22,149.811
2014/02/23,146.17
2014/02/24,142.967
2014/02/25,138.42
2014/02/26,135.895
2014/02/27,133.158
2014/02/28,129.856
2014/03/01,125.793
2014/03/02,122.217
2014/03/03,119.625
2014/03/04,117.875
2014/03/05,115.794
2014/03/06,114.543
2014/03/07,112.397
2014/03/08,110.329
2014/03/09,108.943
2014/03/10,106.72
2014/03/11,105.388
2014/03/12,104.409
2014/03/13,102.172
2014/03/14,100.053
2014/03/15,98.579
2014/03/16,97.43
2014/03/17,95.513
2014/03/18,93.868
2014/03/19,92.839
2014/03/20,91.58
2014/03/21,90.402
2014/03/22,88.589
2014/03/23,87.528
2014/03/24,86.127
2014/03/25,84.003
2014/03/26,82.373
2014/03/27,80.862
2014/03/28,78.733
2014/03/29,76.988
2014/03/30,74.714
2014/03/31,73.187
2014/04/01,71.378
2014/04/02,70.174
2014/04/03,68.375
2014/04/04,66.803
2014/04/05,64.856
2014/04/06,63.165
2014/04/07,61.488
2014/04/08,59.77
2014/04/09,58.41
2014/04/10,56.7
2014/04/11,55.417
2014/04/12,54.068
2014/04/13,52.782
2014/04/14,51.827
2014/04/15,50.977
2014/04/16,50.281
2014/04/17,49.664
2014/04/18,48.77
2014/04/19,47.845
2014/04/20,47.246
2014/04/21,46.412
2014/04/22,45.586
2014/04/23,44.897
