Date,mining_profitability14std
2010/11/02,31516
2010/11/03,30994
2010/11/04,28203
2010/11/05,26658
2010/11/06,32258
2010/11/07,43465
2010/11/08,42356
2010/11/09,44325
2010/11/10,46588
2010/11/11,48942
2010/11/12,50731
2010/11/13,49429
2010/11/14,48345
2010/11/15,49075
2010/11/16,49594
2010/11/17,50340
2010/11/18,51619
2010/11/19,55222
2010/11/20,51235
2010/11/21,33512
2010/11/22,20116
2010/11/23,20903
2010/11/24,20990
2010/11/25,21021
2010/11/26,21445
2010/11/27,17538
2010/11/28,14059
2010/11/29,12907
2010/11/30,12832
2010/12/01,12460
2010/12/02,12194
2010/12/03,12006
2010/12/04,12565
2010/12/05,13480
2010/12/06,13668
2010/12/07,14040
2010/12/08,13028
2010/12/09,11590
2010/12/10,13520
2010/12/11,13547
2010/12/12,12615
2010/12/13,11215
2010/12/14,11104
2010/12/15,10959
2010/12/16,10866
2010/12/17,10109
2010/12/18,8973
2010/12/19,8569
2010/12/20,8070
2010/12/21,7127
2010/12/22,5328
2010/12/23,4844
2010/12/24,4280
2010/12/25,4284
2010/12/26,4263
2010/12/27,3918
2010/12/28,3696
2010/12/29,3389
2010/12/30,3641
2010/12/31,3708
2011/01/01,3884
2011/01/02,3653
2011/01/03,3826
2011/01/04,3497
2011/01/05,2950
2011/01/06,3072
2011/01/07,3207
2011/01/08,3194
2011/01/09,3112
2011/01/10,3117
2011/01/11,3213
2011/01/12,3212
2011/01/13,3145
2011/01/14,3455
2011/01/15,3348
2011/01/16,3545
2011/01/17,3169
2011/01/18,3686
2011/01/19,3786
2011/01/20,3351
2011/01/21,3283
2011/01/22,3790
2011/01/23,4129
2011/01/24,4656
2011/01/25,4658
2011/01/26,4630
2011/01/27,4785
2011/01/28,4784
2011/01/29,4777
2011/01/30,4767
2011/01/31,5312
2011/02/01,5020
2011/02/02,6721
2011/02/03,8337
2011/02/04,10860
2011/02/05,12583
2011/02/06,14702
2011/02/07,16936
2011/02/08,16519
2011/02/09,17081
2011/02/10,16257
2011/02/11,15021
2011/02/12,13705
2011/02/13,11200
2011/02/14,9475
2011/02/15,7669
2011/02/16,6774
2011/02/17,5817
2011/02/18,8602
2011/02/19,12504
2011/02/20,13660
2011/02/21,14824
2011/02/22,15882
2011/02/23,15933
2011/02/24,16294
2011/02/25,16194
2011/02/26,15507
2011/02/27,15861
2011/02/28,16627
2011/03/01,15079
2011/03/02,12248
2011/03/03,9667
2011/03/04,9419
2011/03/05,9549
2011/03/06,9450
2011/03/07,10066
2011/03/08,10065
2011/03/09,9535
2011/03/10,9786
2011/03/11,8659
2011/03/12,5405
2011/03/13,5620
2011/03/14,5772
2011/03/15,5892
2011/03/16,5608
2011/03/17,5070
2011/03/18,4734
2011/03/19,3602
2011/03/20,2925
2011/03/21,2904
2011/03/22,2428
2011/03/23,2311
2011/03/24,2217
2011/03/25,2735
2011/03/26,2618
2011/03/27,2601
2011/03/28,2736
2011/03/29,2706
2011/03/30,2706
2011/03/31,2741
2011/04/01,2560
2011/04/02,2476
2011/04/03,2451
2011/04/04,2429
2011/04/05,2135
2011/04/06,2736
2011/04/07,2985
2011/04/08,2479
2011/04/09,2715
2011/04/10,2730
2011/04/11,2446
2011/04/12,2372
2011/04/13,2300
2011/04/14,2013
2011/04/15,2083
2011/04/16,2687
2011/04/17,3213
2011/04/18,3302
2011/04/19,3707
2011/04/20,3456
2011/04/21,3286
2011/04/22,3814
2011/04/23,4293
2011/04/24,4901
2011/04/25,5465
2011/04/26,5476
2011/04/27,5762
2011/04/28,6601
2011/04/29,9080
2011/04/30,11013
2011/05/01,12154
2011/05/02,12593
2011/05/03,12985
2011/05/04,12909
2011/05/05,12246
2011/05/06,11749
2011/05/07,11127
2011/05/08,11022
2011/05/09,10267
2011/05/10,8453
2011/05/11,7110
2011/05/12,5917
2011/05/13,11299
2011/05/14,14268
2011/05/15,14404
2011/05/16,16028
2011/05/17,16606
2011/05/18,16517
2011/05/19,18419
2011/05/20,19113
2011/05/21,20028
2011/05/22,20845
2011/05/23,20998
2011/05/24,20454
2011/05/25,20585
2011/05/26,21004
2011/05/27,22396
2011/05/28,21780
2011/05/29,21625
2011/05/30,18974
2011/05/31,15303
2011/06/01,10763
2011/06/02,10738
2011/06/03,10942
2011/06/04,13726
2011/06/05,15685
2011/06/06,16234
2011/06/07,16600
2011/06/08,19823
2011/06/09,24337
2011/06/10,24071
2011/06/11,22812
2011/06/12,21941
2011/06/13,20152
2011/06/14,18133
2011/06/15,17269
2011/06/16,18965
2011/06/17,20801
2011/06/18,22229
2011/06/19,23037
2011/06/20,23937
2011/06/21,24557
2011/06/22,23060
2011/06/23,17945
2011/06/24,14757
2011/06/25,13923
2011/06/26,14278
2011/06/27,12887
2011/06/28,9162
2011/06/29,7089
2011/06/30,7328
2011/07/01,7674
2011/07/02,7679
2011/07/03,7216
2011/07/04,6660
2011/07/05,5863
2011/07/06,4722
2011/07/07,3020
2011/07/08,2675
2011/07/09,2989
2011/07/10,3087
2011/07/11,2837
2011/07/12,2722
2011/07/13,2430
2011/07/14,2169
2011/07/15,2120
2011/07/16,2096
2011/07/17,1884
2011/07/18,1603
2011/07/19,1829
2011/07/20,1719
2011/07/21,1773
2011/07/22,1428
2011/07/23,1481
2011/07/24,1478
2011/07/25,1356
2011/07/26,1356
2011/07/27,1056
2011/07/28,1123
2011/07/29,1017
2011/07/30,1029
2011/07/31,866.221
2011/08/01,1022
2011/08/02,1218
2011/08/03,1618
2011/08/04,2229
2011/08/05,2381
2011/08/06,2919
2011/08/07,3243
2011/08/08,3336
2011/08/09,3152
2011/08/10,3064
2011/08/11,2976
2011/08/12,2677
2011/08/13,2344
2011/08/14,1721
2011/08/15,1464
2011/08/16,1525
2011/08/17,1547
2011/08/18,1579
2011/08/19,1600
2011/08/20,1670
2011/08/21,1548
2011/08/22,1377
2011/08/23,1314
2011/08/24,1248
2011/08/25,1183
2011/08/26,1185
2011/08/27,1345
2011/08/28,1447
2011/08/29,1444
2011/08/30,1369
2011/08/31,1424
2011/09/01,1543
2011/09/02,1533
2011/09/03,1306
2011/09/04,1018
2011/09/05,901.487
2011/09/06,942.539
2011/09/07,1060
2011/09/08,977.223
2011/09/09,1080
2011/09/10,1501
2011/09/11,1696
2011/09/12,1574
2011/09/13,1525
2011/09/14,1491
2011/09/15,1504
2011/09/16,1483
2011/09/17,1376
2011/09/18,1237
2011/09/19,998.614
2011/09/20,895.879
2011/09/21,872.471
2011/09/22,776.213
2011/09/23,725.567
2011/09/24,659.883
2011/09/25,630.796
2011/09/26,571.879
2011/09/27,569.671
2011/09/28,554.551
2011/09/29,583.752
2011/09/30,513.386
2011/10/01,569.018
2011/10/02,599.495
2011/10/03,588.98
2011/10/04,575.268
2011/10/05,580.437
2011/10/06,605.869
2011/10/07,606.211
2011/10/08,689.757
2011/10/09,699.859
2011/10/10,723.033
2011/10/11,829.782
2011/10/12,814.193
2011/10/13,821.426
2011/10/14,840.967
2011/10/15,728.579
2011/10/16,740.741
2011/10/17,699.328
2011/10/18,828.62
2011/10/19,770.383
2011/10/20,872.892
2011/10/21,872.735
2011/10/22,894.985
2011/10/23,870.209
2011/10/24,856.907
2011/10/25,871.914
2011/10/26,848.197
2011/10/27,827.479
2011/10/28,609.124
2011/10/29,551.156
2011/10/30,591.94
2011/10/31,721.411
2011/11/01,837.288
2011/11/02,870.437
2011/11/03,801.419
2011/11/04,789.919
2011/11/05,741.975
2011/11/06,740.967
2011/11/07,737.386
2011/11/08,677.908
2011/11/09,581.165
2011/11/10,456.823
2011/11/11,437.93
2011/11/12,423.309
2011/11/13,425.056
2011/11/14,453.121
2011/11/15,479.871
2011/11/16,531.22
2011/11/17,566.798
2011/11/18,567.399
2011/11/19,677.066
2011/11/20,670.305
2011/11/21,724.735
2011/11/22,661.645
2011/11/23,625.084
2011/11/24,628.972
2011/11/25,626.082
2011/11/26,479.425
2011/11/27,392.103
2011/11/28,397.642
2011/11/29,446.913
2011/11/30,673.399
2011/12/01,793.158
2011/12/02,783.836
2011/12/03,799.808
2011/12/04,803.497
2011/12/05,740.4
2011/12/06,763.881
2011/12/07,712.991
2011/12/08,702.341
2011/12/09,688.927
2011/12/10,612.557
2011/12/11,579.837
2011/12/12,521.823
2011/12/13,487.497
2011/12/14,483.156
2011/12/15,521.242
2011/12/16,487.92
2011/12/17,524.253
2011/12/18,495.365
2011/12/19,528.712
2011/12/20,537.239
2011/12/21,589.553
2011/12/22,674.212
2011/12/23,673.748
2011/12/24,693.629
2011/12/25,839.164
2011/12/26,823.394
2011/12/27,813.981
2011/12/28,854.963
2011/12/29,706.317
2011/12/30,747.341
2011/12/31,764.091
2012/01/01,793.886
2012/01/02,912.385
2012/01/03,897.487
2012/01/04,913.967
2012/01/05,1311
2012/01/06,1620
2012/01/07,1853
2012/01/08,1968
2012/01/09,1945
2012/01/10,1746
2012/01/11,1704
2012/01/12,1474
2012/01/13,1403
2012/01/14,1209
2012/01/15,1133
2012/01/16,1193
2012/01/17,1120
2012/01/18,1188
2012/01/19,1179
2012/01/20,1120
2012/01/21,1045
2012/01/22,1095
2012/01/23,1086
2012/01/24,1090
2012/01/25,1105
2012/01/26,1152
2012/01/27,1212
2012/01/28,1251
2012/01/29,1245
2012/01/30,932.018
2012/01/31,1019
2012/02/01,980.132
2012/02/02,881.914
2012/02/03,771.766
2012/02/04,709.647
2012/02/05,743.303
2012/02/06,625.173
2012/02/07,627.838
2012/02/08,615.611
2012/02/09,611.721
2012/02/10,625.457
2012/02/11,632.191
2012/02/12,608.758
2012/02/13,715.814
2012/02/14,734.503
2012/02/15,880.774
2012/02/16,867.769
2012/02/17,883.575
2012/02/18,863.262
2012/02/19,965.289
2012/02/20,1036
2012/02/21,1051
2012/02/22,980.554
2012/02/23,880.646
2012/02/24,851.517
2012/02/25,627.498
2012/02/26,504.022
2012/02/27,518.196
2012/02/28,518.286
2012/02/29,527.919
2012/03/01,498.463
2012/03/02,525.3
2012/03/03,544.072
2012/03/04,488.458
2012/03/05,410.981
2012/03/06,416.684
2012/03/07,421.362
2012/03/08,428.562
2012/03/09,395.536
2012/03/10,424.583
2012/03/11,438.381
2012/03/12,418.005
2012/03/13,365.376
2012/03/14,332.826
2012/03/15,340.914
2012/03/16,448.2
2012/03/17,447.549
2012/03/18,447.419
2012/03/19,484.236
2012/03/20,464.956
2012/03/21,475.382
2012/03/22,482.146
2012/03/23,520.227
2012/03/24,517.248
2012/03/25,594.013
2012/03/26,611.948
2012/03/27,610.36
2012/03/28,616.023
2012/03/29,637.59
2012/03/30,506.76
2012/03/31,421.911
2012/04/01,425.476
2012/04/02,499.286
2012/04/03,474.244
2012/04/04,474.075
2012/04/05,473.749
2012/04/06,498.902
2012/04/07,399.47
2012/04/08,383.717
2012/04/09,395.704
2012/04/10,378.092
2012/04/11,380.446
2012/04/12,392.453
2012/04/13,384.333
2012/04/14,432.286
2012/04/15,439.753
2012/04/16,501.412
2012/04/17,495.202
2012/04/18,501.722
2012/04/19,543.116
2012/04/20,528.989
2012/04/21,550.253
2012/04/22,550.198
2012/04/23,539.488
2012/04/24,550.752
2012/04/25,525.089
2012/04/26,510.143
2012/04/27,497.015
2012/04/28,495.843
2012/04/29,444.169
2012/04/30,410.157
2012/05/01,392.567
2012/05/02,406.102
2012/05/03,394.167
2012/05/04,389.704
2012/05/05,401.445
2012/05/06,390.195
2012/05/07,320.898
2012/05/08,325.744
2012/05/09,318.256
2012/05/10,546.166
2012/05/11,547.202
2012/05/12,655.985
2012/05/13,626.663
2012/05/14,626.897
2012/05/15,653.413
2012/05/16,654.606
2012/05/17,642.349
2012/05/18,623.987
2012/05/19,552.123
2012/05/20,534.887
2012/05/21,498.811
2012/05/22,467.47
2012/05/23,478.113
2012/05/24,401.66
2012/05/25,373.68
2012/05/26,396.246
2012/05/27,424.793
2012/05/28,423.748
2012/05/29,396.286
2012/05/30,425.946
2012/05/31,400.874
2012/06/01,488.451
2012/06/02,500.568
2012/06/03,477.064
2012/06/04,402.382
2012/06/05,375.58
2012/06/06,371.739
2012/06/07,330.989
2012/06/08,340.488
2012/06/09,405.783
2012/06/10,413.625
2012/06/11,448.678
2012/06/12,521.724
2012/06/13,520.543
2012/06/14,564.119
2012/06/15,595.59
2012/06/16,662.517
2012/06/17,649.612
2012/06/18,734.781
2012/06/19,775.482
2012/06/20,818.268
2012/06/21,804.609
2012/06/22,795.544
2012/06/23,794.711
2012/06/24,854.342
2012/06/25,715.111
2012/06/26,715.783
2012/06/27,680.656
2012/06/28,685.853
2012/06/29,687.87
2012/06/30,679.511
2012/07/01,676.812
2012/07/02,604.077
2012/07/03,517.326
2012/07/04,460.345
2012/07/05,459.896
2012/07/06,449.023
2012/07/07,455.411
2012/07/08,311.237
2012/07/09,320.155
2012/07/10,328.949
2012/07/11,328.621
2012/07/12,479.103
2012/07/13,592.47
2012/07/14,600.359
2012/07/15,600.892
2012/07/16,712.743
2012/07/17,888.307
2012/07/18,862.891
2012/07/19,818.74
2012/07/20,873.616
2012/07/21,853.84
2012/07/22,787.013
2012/07/23,744.617
2012/07/24,711.75
2012/07/25,579.751
2012/07/26,581.193
2012/07/27,642.142
2012/07/28,667.247
2012/07/29,635.862
2012/07/30,668.902
2012/07/31,719.725
2012/08/01,719.539
2012/08/02,794.262
2012/08/03,813.466
2012/08/04,873.615
2012/08/05,878.889
2012/08/06,869.667
2012/08/07,1041
2012/08/08,1088
2012/08/09,1105
2012/08/10,1111
2012/08/11,1035
2012/08/12,1033
2012/08/13,929.804
2012/08/14,621.51
2012/08/15,550.803
2012/08/16,579.834
2012/08/17,542.248
2012/08/18,539.597
2012/08/19,486.943
2012/08/20,1012
2012/08/21,1129
2012/08/22,1167
2012/08/23,1210
2012/08/24,1297
2012/08/25,1300
2012/08/26,1296
2012/08/27,1338
2012/08/28,1312
2012/08/29,1155
2012/08/30,999.469
2012/08/31,909.93
2012/09/01,666.492
2012/09/02,506.723
2012/09/03,478.556
2012/09/04,503.657
2012/09/05,486.324
2012/09/06,481.919
2012/09/07,501.953
2012/09/08,563.512
2012/09/09,513.715
2012/09/10,513.379
2012/09/11,519.271
2012/09/12,516.078
2012/09/13,562.027
2012/09/14,573.404
2012/09/15,576.622
2012/09/16,608.343
2012/09/17,591.134
2012/09/18,548.056
2012/09/19,536.533
2012/09/20,578.379
2012/09/21,585.767
2012/09/22,575.47
2012/09/23,575.998
2012/09/24,560.416
2012/09/25,578.764
2012/09/26,557.406
2012/09/27,545.989
2012/09/28,560.861
2012/09/29,570.544
2012/09/30,550.307
2012/10/01,596.578
2012/10/02,623.02
2012/10/03,646.036
2012/10/04,614.551
2012/10/05,594.32
2012/10/06,587.901
2012/10/07,694.218
2012/10/08,705.363
2012/10/09,745.234
2012/10/10,754.498
2012/10/11,706.329
2012/10/12,708.683
2012/10/13,666.764
2012/10/14,714.938
2012/10/15,722.839
2012/10/16,651.642
2012/10/17,671.262
2012/10/18,659.758
2012/10/19,725.419
2012/10/20,649.345
2012/10/21,625.716
2012/10/22,539.242
2012/10/23,599.348
2012/10/24,621.168
2012/10/25,628.866
2012/10/26,626.175
2012/10/27,683.863
2012/10/28,686.454
2012/10/29,653.826
2012/10/30,719.554
2012/10/31,729.517
2012/11/01,689.359
2012/11/02,704.486
2012/11/03,593.875
2012/11/04,581.436
2012/11/05,530.997
2012/11/06,557.299
2012/11/07,369.963
2012/11/08,346.824
2012/11/09,278
2012/11/10,307.227
2012/11/11,288.11
2012/11/12,310.956
2012/11/13,314.139
2012/11/14,308.995
2012/11/15,309.757
2012/11/16,351.881
2012/11/17,354.659
2012/11/18,353.722
2012/11/19,459.707
2012/11/20,436.546
2012/11/21,443.277
2012/11/22,429.28
2012/11/23,593.02
2012/11/24,552.121
2012/11/25,558.421
2012/11/26,507.237
2012/11/27,506.377
2012/11/28,510.484
2012/11/29,1035
2012/11/30,1370
2012/12/01,1507
2012/12/02,1687
2012/12/03,1737
2012/12/04,1831
2012/12/05,1813
2012/12/06,1803
2012/12/07,1601
2012/12/08,1510
2012/12/09,1336
2012/12/10,1072
2012/12/11,721.167
2012/12/12,298.89
2012/12/13,300.593
2012/12/14,267.379
2012/12/15,290.228
2012/12/16,259.599
2012/12/17,285.315
2012/12/18,228.079
2012/12/19,228.977
2012/12/20,242.594
2012/12/21,248.738
2012/12/22,294.65
2012/12/23,358.941
2012/12/24,359.992
2012/12/25,361.656
2012/12/26,423.043
2012/12/27,431.867
2012/12/28,437.303
2012/12/29,436.11
2012/12/30,470.842
2012/12/31,467.557
2013/01/01,459.455
2013/01/02,459.268
2013/01/03,429.213
2013/01/04,428.336
2013/01/05,426.682
2013/01/06,296.482
2013/01/07,309.847
2013/01/08,344.342
2013/01/09,327.577
2013/01/10,328.848
2013/01/11,351.828
2013/01/12,353.743
2013/01/13,315.837
2013/01/14,324.221
2013/01/15,355.098
2013/01/16,367.409
2013/01/17,378.961
2013/01/18,408.187
2013/01/19,477.911
2013/01/20,478.385
2013/01/21,465.743
2013/01/22,488.709
2013/01/23,489.558
2013/01/24,645.047
2013/01/25,614.991
2013/01/26,733.712
2013/01/27,749.003
2013/01/28,764.579
2013/01/29,749.589
2013/01/30,773.34
2013/01/31,797.438
2013/02/01,767.541
2013/02/02,776.65
2013/02/03,852.838
2013/02/04,737.612
2013/02/05,711.766
2013/02/06,627.16
2013/02/07,638.279
2013/02/08,578.278
2013/02/09,589.129
2013/02/10,594.548
2013/02/11,554.133
2013/02/12,561.391
2013/02/13,691.876
2013/02/14,681.45
2013/02/15,782.918
2013/02/16,824.817
2013/02/17,836.309
2013/02/18,806.71
2013/02/19,770.138
2013/02/20,768.379
2013/02/21,740.305
2013/02/22,721.369
2013/02/23,685.332
2013/02/24,682.106
2013/02/25,702.548
2013/02/26,666.391
2013/02/27,667.389
2013/02/28,620.789
2013/03/01,593.379
2013/03/02,601.484
2013/03/03,600.861
2013/03/04,470.178
2013/03/05,484.169
2013/03/06,523.766
2013/03/07,695.654
2013/03/08,773.493
2013/03/09,905.016
2013/03/10,993.394
2013/03/11,1018
2013/03/12,1064
2013/03/13,1086
2013/03/14,1075
2013/03/15,1043
2013/03/16,926.129
2013/03/17,844.517
2013/03/18,737.921
2013/03/19,446.124
2013/03/20,1087
2013/03/21,1370
2013/03/22,1628
2013/03/23,1759
2013/03/24,1765
2013/03/25,1764
2013/03/26,1761
2013/03/27,1753
2013/03/28,1983
2013/03/29,1903
2013/03/30,1845
2013/03/31,1824
2013/04/01,1716
2013/04/02,1734
2013/04/03,2113
2013/04/04,2382
2013/04/05,2886
2013/04/06,3039
2013/04/07,3016
2013/04/08,2922
2013/04/09,3775
2013/04/10,3964
2013/04/11,4004
2013/04/12,4022
2013/04/13,4024
2013/04/14,4225
2013/04/15,4419
2013/04/16,4816
2013/04/17,5122
2013/04/18,5379
2013/04/19,5317
2013/04/20,5279
2013/04/21,5183
2013/04/22,4965
2013/04/23,3506
2013/04/24,1607
2013/04/25,1969
2013/04/26,2028
2013/04/27,2025
2013/04/28,2121
2013/04/29,2124
2013/04/30,1922
2013/05/01,1695
2013/05/02,1553
2013/05/03,1784
2013/05/04,1867
2013/05/05,1878
2013/05/06,1955
2013/05/07,2004
2013/05/08,2003
2013/05/09,1630
2013/05/10,1509
2013/05/11,1491
2013/05/12,1154
2013/05/13,852.773
2013/05/14,878.693
2013/05/15,872.775
2013/05/16,897.893
2013/05/17,884.054
2013/05/18,873.748
2013/05/19,731.973
2013/05/20,774.865
2013/05/21,784.142
2013/05/22,779.507
2013/05/23,829.33
2013/05/24,799.366
2013/05/25,730.822
2013/05/26,733.949
2013/05/27,746.289
2013/05/28,684.631
2013/05/29,579.517
2013/05/30,566.065
2013/05/31,580.835
2013/06/01,636.936
2013/06/02,643.739
2013/06/03,533.071
2013/06/04,535.492
2013/06/05,878.555
2013/06/06,1112
2013/06/07,1299
2013/06/08,1388
2013/06/09,1632
2013/06/10,1724
2013/06/11,1743
2013/06/12,1718
2013/06/13,1669
2013/06/14,1639
2013/06/15,1362
2013/06/16,1279
2013/06/17,1204
2013/06/18,940.833
2013/06/19,885.528
2013/06/20,853.772
2013/06/21,813.966
2013/06/22,752.93
2013/06/23,809.28
2013/06/24,828.993
2013/06/25,754.223
2013/06/26,640.313
2013/06/27,604.322
2013/06/28,534.161
2013/06/29,510.505
2013/06/30,531.939
2013/07/01,588.478
2013/07/02,668.483
2013/07/03,642.804
2013/07/04,681.174
2013/07/05,641.107
2013/07/06,664.653
2013/07/07,712.243
2013/07/08,694.054
2013/07/09,664.216
2013/07/10,591.395
2013/07/11,503.568
2013/07/12,468.098
2013/07/13,386.652
2013/07/14,372.078
2013/07/15,341.417
2013/07/16,325.202
2013/07/17,268.088
2013/07/18,280.005
2013/07/19,270.352
2013/07/20,270.281
2013/07/21,264.542
2013/07/22,315.158
2013/07/23,377.508
2013/07/24,349.908
2013/07/25,367.577
2013/07/26,367.36
2013/07/27,344.508
2013/07/28,356.143
2013/07/29,348.065
2013/07/30,339.46
2013/07/31,271.876
2013/08/01,273.339
2013/08/02,269.099
2013/08/03,279.801
2013/08/04,245.815
2013/08/05,254.068
2013/08/06,237.087
2013/08/07,241.514
2013/08/08,239.684
2013/08/09,272.799
2013/08/10,264.129
2013/08/11,270.299
2013/08/12,255.525
2013/08/13,249.453
2013/08/14,296.212
2013/08/15,322.295
2013/08/16,294.942
2013/08/17,313.417
2013/08/18,317.733
2013/08/19,330.222
2013/08/20,310.063
2013/08/21,296.99
2013/08/22,252.677
2013/08/23,253.594
2013/08/24,214.218
2013/08/25,209.042
2013/08/26,177.57
2013/08/27,163.48
2013/08/28,163.485
2013/08/29,167.482
2013/08/30,167.533
2013/08/31,168.524
2013/09/01,168.435
2013/09/02,168.525
2013/09/03,161.125
2013/09/04,210.831
2013/09/05,193.656
2013/09/06,215.764
2013/09/07,254.873
2013/09/08,265.736
2013/09/09,268.155
2013/09/10,276.688
2013/09/11,264.399
2013/09/12,262.542
2013/09/13,249.521
2013/09/14,212.346
2013/09/15,226.433
2013/09/16,219.867
2013/09/17,161.195
2013/09/18,163.784
2013/09/19,168.626
2013/09/20,173.02
2013/09/21,179.783
2013/09/22,182.897
2013/09/23,173.379
2013/09/24,171.465
2013/09/25,164.701
2013/09/26,182.188
2013/09/27,171.564
2013/09/28,139.292
2013/09/29,150.841
2013/09/30,158.403
2013/10/01,146.682
2013/10/02,135.747
2013/10/03,139.473
2013/10/04,132.521
2013/10/05,123.062
2013/10/06,122.386
2013/10/07,119.045
2013/10/08,99.245
2013/10/09,92.353
2013/10/10,93.521
2013/10/11,92.786
2013/10/12,85.686
2013/10/13,85.443
2013/10/14,80.471
2013/10/15,72.636
2013/10/16,76.805
2013/10/17,92.551
2013/10/18,92.126
2013/10/19,66.894
2013/10/20,69.572
2013/10/21,69.536
2013/10/22,71.889
2013/10/23,74.947
2013/10/24,75.159
2013/10/25,75.115
2013/10/26,95.888
2013/10/27,102.148
2013/10/28,103.499
2013/10/29,98.316
2013/10/30,98.587
2013/10/31,96.953
2013/11/01,97.317
2013/11/02,99.32
2013/11/03,100.299
2013/11/04,98.437
2013/11/05,88.269
2013/11/06,72.563
2013/11/07,54.599
2013/11/08,44.421
2013/11/09,61.717
2013/11/10,63.518
2013/11/11,62.861
2013/11/12,69.943
2013/11/13,72.13
2013/11/14,97.658
2013/11/15,111.285
2013/11/16,117.847
2013/11/17,119.907
2013/11/18,123.782
2013/11/19,148.912
2013/11/20,137.602
2013/11/21,131.241
2013/11/22,158.628
2013/11/23,185.403
2013/11/24,189.331
2013/11/25,186.881
2013/11/26,185.731
2013/11/27,225.02
2013/11/28,256.07
2013/11/29,260.686
2013/11/30,276.668
2013/12/01,256.671
2013/12/02,234.426
2013/12/03,239.919
2013/12/04,201.227
2013/12/05,174.147
2013/12/06,168.215
2013/12/07,191.032
2013/12/08,196.998
2013/12/09,204.873
2013/12/10,205.542
2013/12/11,214.263
2013/12/12,221.616
2013/12/13,223.769
2013/12/14,194.8
2013/12/15,209.158
2013/12/16,216.181
2013/12/17,199.802
2013/12/18,216.666
2013/12/19,201.405
2013/12/20,174.372
2013/12/21,192.651
2013/12/22,198.779
2013/12/23,198.901
2013/12/24,176.423
2013/12/25,173.42
2013/12/26,165.826
2013/12/27,146.763
2013/12/28,113.935
2013/12/29,100.42
2013/12/30,59.418
2013/12/31,48.397
2014/01/01,52.844
2014/01/02,64.24
2014/01/03,63.831
2014/01/04,65.043
2014/01/05,70.963
2014/01/06,71.618
2014/01/07,70.2
2014/01/08,67.64
2014/01/09,67.758
2014/01/10,69.783
2014/01/11,68.557
2014/01/12,68.734
2014/01/13,88.372
2014/01/14,93.474
2014/01/15,90.643
2014/01/16,88.824
2014/01/17,99.18
2014/01/18,100.252
2014/01/19,94.952
2014/01/20,88.159
2014/01/21,89.339
2014/01/22,85.788
2014/01/23,78.266
2014/01/24,79.751
2014/01/25,71.263
2014/01/26,51.568
2014/01/27,50.739
2014/01/28,59.584
2014/01/29,58.324
2014/01/30,57.865
2014/01/31,59.055
2014/02/01,55.834
2014/02/02,55.193
2014/02/03,44.329
2014/02/04,43.536
2014/02/05,33.766
2014/02/06,31.17
2014/02/07,40.91
2014/02/08,45.712
2014/02/09,57.54
2014/02/10,55.493
2014/02/11,59.789
2014/02/12,61.113
2014/02/13,60.3
2014/02/14,60.36
2014/02/15,58.006
2014/02/16,51.108
2014/02/17,51.942
2014/02/18,42.465
2014/02/19,37.897
2014/02/20,29.799
2014/02/21,33.76
2014/02/22,29.994
2014/02/23,31.206
2014/02/24,27.005
2014/02/25,29.909
2014/02/26,25.064
2014/02/27,24.792
