Date,sentinusd3emaUSD
2010/11/01,11534
2010/11/02,11798
2010/11/03,11410
2010/11/04,22512
2010/11/05,16193
2010/11/06,28722
2010/11/07,32536
2010/11/08,89798
2010/11/09,51029
2010/11/10,32101
2010/11/11,20764
2010/11/12,14569
2010/11/13,12648
2010/11/14,11238
2010/11/15,41459
2010/11/16,33556
2010/11/17,23807
2010/11/18,19184
2010/11/19,17020
2010/11/20,30891
2010/11/21,32857
2010/11/22,20827
2010/11/23,16440
2010/11/24,13680
2010/11/25,13956
2010/11/26,19528
2010/11/27,13208
2010/11/28,9961
2010/11/29,9394
2010/11/30,11241
2010/12/01,11634
2010/12/02,13214
2010/12/03,10062
2010/12/04,12530
2010/12/05,8461
2010/12/06,14530
2010/12/07,16529
2010/12/08,11813
2010/12/09,10432
2010/12/10,7907
2010/12/11,12555
2010/12/12,11391
2010/12/13,25352
2010/12/14,26506
2010/12/15,26921
2010/12/16,23798
2010/12/17,19612
2010/12/18,19989
2010/12/19,21956
2010/12/20,21517
2010/12/21,23459
2010/12/22,21946
2010/12/23,18781
2010/12/24,16911
2010/12/25,22457
2010/12/26,20244
2010/12/27,21283
2010/12/28,18342
2010/12/29,24995
2010/12/30,22042
2010/12/31,19932
2011/01/01,18142
2011/01/02,15992
2011/01/03,17883
2011/01/04,14919
2011/01/05,14735
2011/01/06,12141
2011/01/07,14798
2011/01/08,16717
2011/01/09,14541
2011/01/10,20608
2011/01/11,27338
2011/01/12,23180
2011/01/13,30674
2011/01/14,30633
2011/01/15,26526
2011/01/16,26005
2011/01/17,23744
2011/01/18,29243
2011/01/19,23980
2011/01/20,21154
2011/01/21,22922
2011/01/22,26342
2011/01/23,30929
2011/01/24,30292
2011/01/25,26477
2011/01/26,26838
2011/01/27,228406
2011/01/28,124185
2011/01/29,77036
2011/01/30,128787
2011/01/31,111699
2011/02/01,93812
2011/02/02,87483
2011/02/03,66943
2011/02/04,53811
2011/02/05,57521
2011/02/06,64164
2011/02/07,101328
2011/02/08,80803
2011/02/09,103924
2011/02/10,163886
2011/02/11,211048
2011/02/12,174339
2011/02/13,141915
2011/02/14,139625
2011/02/15,118123
2011/02/16,91062
2011/02/17,94312
2011/02/18,104297
2011/02/19,131404
2011/02/20,162759
2011/02/21,176867
2011/02/22,234831
2011/02/23,280110
2011/02/24,246151
2011/02/25,205678
2011/02/26,179824
2011/02/27,177569
2011/02/28,143393
2011/03/01,531581
2011/03/02,1398555
2011/03/03,805152
2011/03/04,539303
2011/03/05,327992
2011/03/06,246500
2011/03/07,214150
2011/03/08,188762
2011/03/09,199283
2011/03/10,251794
2011/03/11,235483
2011/03/12,188089
2011/03/13,185984
2011/03/14,185780
2011/03/15,146501
2011/03/16,139478
2011/03/17,136775
2011/03/18,139506
2011/03/19,115662
2011/03/20,110134
2011/03/21,112627
2011/03/22,136555
2011/03/23,173877
2011/03/24,193879
2011/03/25,221757
2011/03/26,249501
2011/03/27,184596
2011/03/28,147141
2011/03/29,117373
2011/03/30,107011
2011/03/31,107485
2011/04/01,84165
2011/04/02,79066
2011/04/03,71301
2011/04/04,88096
2011/04/05,86016
2011/04/06,74998
2011/04/07,78435
2011/04/08,87316
2011/04/09,96048
2011/04/10,79555
2011/04/11,72527
2011/04/12,92934
2011/04/13,125783
2011/04/14,133479
2011/04/15,117027
2011/04/16,233296
2011/04/17,818887
2011/04/18,483284
2011/04/19,1789838
2011/04/20,3650615
2011/04/21,2079143
2011/04/22,1142856
2011/04/23,699770
2011/04/24,437059
2011/04/25,296626
2011/04/26,298610
2011/04/27,377120
2011/04/28,340714
2011/04/29,1158783
2011/04/30,1228542
2011/05/01,879433
2011/05/02,627934
2011/05/03,624544
2011/05/04,793669
2011/05/05,664161
2011/05/06,808360
2011/05/07,796528
2011/05/08,1392794
2011/05/09,989110
2011/05/10,1859741
2011/05/11,1427679
2011/05/12,1326528
2011/05/13,2306601
2011/05/14,7997140
2011/05/15,5088394
2011/05/16,3588847
2011/05/17,2609139
2011/05/18,1941148
2011/05/19,1583895
2011/05/20,1862214
2011/05/21,2879776
2011/05/22,4258221
2011/05/23,3714490
2011/05/24,3148042
2011/05/25,3090465
2011/05/26,3305024
2011/05/27,3958058
2011/05/28,2926463
2011/05/29,2573709
2011/05/30,2447268
2011/05/31,2451801
2011/06/01,2468595
2011/06/02,3020926
2011/06/03,5313500
2011/06/04,6585129
2011/06/05,8194053
2011/06/06,11388507
2011/06/07,11238345
2011/06/08,16172652
2011/06/09,19429338
2011/06/10,21893164
2011/06/11,25177433
2011/06/12,27808775
2011/06/13,26069340
2011/06/14,28047101
2011/06/15,55010403
2011/06/16,107453993
2011/06/17,66530058
2011/06/18,43592210
2011/06/19,60989586
2011/06/20,41816875
2011/06/21,49051665
2011/06/22,35762613
2011/06/23,31675394
2011/06/24,56423713
2011/06/25,119314418
2011/06/26,93991607
2011/06/27,62505020
2011/06/28,89077548
2011/06/29,68000826
2011/06/30,46324771
2011/07/01,31883392
2011/07/02,22607055
2011/07/03,15700333
2011/07/04,17774462
2011/07/05,11616703
2011/07/06,9748140
2011/07/07,8305373
2011/07/08,6368851
2011/07/09,18074778
2011/07/10,26781386
2011/07/11,20703472
2011/07/12,17875382
2011/07/13,18904048
2011/07/14,22906621
2011/07/15,15602046
2011/07/16,16390279
2011/07/17,11974732
2011/07/18,27975544
2011/07/19,32664510
2011/07/20,20076078
2011/07/21,19143549
2011/07/22,20154647
2011/07/23,14210863
2011/07/24,10850190
2011/07/25,15466591
2011/07/26,15964405
2011/07/27,16800763
2011/07/28,31620657
2011/07/29,20462374
2011/07/30,12424336
2011/07/31,10206389
2011/08/01,8678631
2011/08/02,6838376
2011/08/03,5591755
2011/08/04,4391530
2011/08/05,4728051
2011/08/06,3908818
2011/08/07,3269237
2011/08/08,5701648
2011/08/09,13881782
2011/08/10,12627484
2011/08/11,8676708
2011/08/12,5939639
2011/08/13,4459527
2011/08/14,4575848
2011/08/15,4105018
2011/08/16,4027193
2011/08/17,3776770
2011/08/18,4067445
2011/08/19,5155263
2011/08/20,3869842
2011/08/21,3311662
2011/08/22,3172566
2011/08/23,3987642
2011/08/24,5042005
2011/08/25,4436296
2011/08/26,3455920
2011/08/27,13070405
2011/08/28,7344684
2011/08/29,4741875
2011/08/30,3421116
2011/08/31,2831506
2011/09/01,2764290
2011/09/02,2451004
2011/09/03,2183280
2011/09/04,8324407
2011/09/05,13067929
2011/09/06,17924781
2011/09/07,11171900
2011/09/08,6918765
2011/09/09,4616317
2011/09/10,2956869
2011/09/11,4174054
2011/09/12,3951393
2011/09/13,3014682
2011/09/14,2349612
2011/09/15,1935320
2011/09/16,2580713
2011/09/17,2121148
2011/09/18,1782842
2011/09/19,1763071
2011/09/20,1882929
2011/09/21,2080900
2011/09/22,1879183
2011/09/23,1866414
2011/09/24,1552805
2011/09/25,1552296
2011/09/26,1484811
2011/09/27,1776500
2011/09/28,1735682
2011/09/29,1649320
2011/09/30,1531699
2011/10/01,1815372
2011/10/02,1701692
2011/10/03,1858499
2011/10/04,1960767
2011/10/05,1962616
2011/10/06,2245315
2011/10/07,1967436
2011/10/08,1558097
2011/10/09,1380545
2011/10/10,1325534
2011/10/11,1316928
2011/10/12,1294095
2011/10/13,1258899
2011/10/14,1170566
2011/10/15,1318672
2011/10/16,1130666
2011/10/17,1297844
2011/10/18,1065790
2011/10/19,884768
2011/10/20,777581
2011/10/21,1077846
2011/10/22,1345325
2011/10/23,1553712
2011/10/24,1290791
2011/10/25,1139399
2011/10/26,1154102
2011/10/27,1307664
2011/10/28,1350404
2011/10/29,1405661
2011/10/30,1055011
2011/10/31,1147970
2011/11/01,1421297
2011/11/02,1348919
2011/11/03,1229809
2011/11/04,1227862
2011/11/05,1042292
2011/11/06,846950
2011/11/07,811661
2011/11/08,2084694
2011/11/09,2504492
2011/11/10,1767863
2011/11/11,1326813
2011/11/12,1059145
2011/11/13,895316
2011/11/14,903777
2011/11/15,851034
2011/11/16,2899769
2011/11/17,5393303
2011/11/18,8161735
2011/11/19,8370474
2011/11/20,5825221
2011/11/21,4760715
2011/11/22,6470170
2011/11/23,5010353
2011/11/24,4261945
2011/11/25,3417589
2011/11/26,3625700
2011/11/27,3976128
2011/11/28,6985913
2011/11/29,8671419
2011/11/30,13649772
2011/12/01,9967565
2011/12/02,13384650
2011/12/03,11783508
2011/12/04,9968232
2011/12/05,9144503
2011/12/06,14689118
2011/12/07,15707069
2011/12/08,14621348
2011/12/09,10216555
2011/12/10,6718473
2011/12/11,4651460
2011/12/12,3430571
2011/12/13,2208837
2011/12/14,1584987
2011/12/15,1429185
2011/12/16,1409816
2011/12/17,1193668
2011/12/18,1026058
2011/12/19,1219893
2011/12/20,1493914
2011/12/21,1779931
2011/12/22,1643531
2011/12/23,1262737
2011/12/24,1150590
2011/12/25,1077569
2011/12/26,1856138
2011/12/27,2177211
2011/12/28,1548689
2011/12/29,1731040
2011/12/30,1356976
2011/12/31,1154491
2012/01/01,1304171
2012/01/02,1215564
2012/01/03,1145642
2012/01/04,1494680
2012/01/05,2720655
2012/01/06,3027018
2012/01/07,2274547
2012/01/08,2104626
2012/01/09,2241548
2012/01/10,2108722
2012/01/11,2098371
2012/01/12,1990733
2012/01/13,2100378
2012/01/14,1968102
2012/01/15,1741149
2012/01/16,2092691
2012/01/17,2128399
2012/01/18,1940891
2012/01/19,1942374
2012/01/20,1876752
2012/01/21,1590210
2012/01/22,1366468
2012/01/23,1335488
2012/01/24,1616390
2012/01/25,1838172
2012/01/26,1896236
2012/01/27,1735537
2012/01/28,1379618
2012/01/29,1437571
2012/01/30,1393918
2012/01/31,1407835
2012/02/01,1767148
2012/02/02,1813397
2012/02/03,1836193
2012/02/04,1787853
2012/02/05,1739846
2012/02/06,1602520
2012/02/07,1520046
2012/02/08,1424207
2012/02/09,1288663
2012/02/10,1416720
2012/02/11,1838941
2012/02/12,1641062
2012/02/13,1804861
2012/02/14,4044995
2012/02/15,4856373
2012/02/16,5742509
2012/02/17,4842685
2012/02/18,3790961
2012/02/19,2598552
2012/02/20,2133196
2012/02/21,1791189
2012/02/22,2473741
2012/02/23,2715086
2012/02/24,2649399
2012/02/25,2164655
2012/02/26,1735771
2012/02/27,1633420
2012/02/28,1568731
2012/02/29,1442369
2012/03/01,2239113
2012/03/02,2352664
2012/03/03,1975816
2012/03/04,2461332
2012/03/05,2028397
2012/03/06,1763530
2012/03/07,1660611
2012/03/08,1975448
2012/03/09,2272577
2012/03/10,1929939
2012/03/11,1799006
2012/03/12,2153923
2012/03/13,2232807
2012/03/14,2508237
2012/03/15,2395488
2012/03/16,2395301
2012/03/17,2279483
2012/03/18,1964932
2012/03/19,1969820
2012/03/20,2032933
2012/03/21,2094816
2012/03/22,2696100
2012/03/23,3354999
2012/03/24,3460841
2012/03/25,2557454
2012/03/26,2398366
2012/03/27,2435850
2012/03/28,2768292
2012/03/29,4148477
2012/03/30,4329085
2012/03/31,4167681
2012/04/01,3465829
2012/04/02,3339558
2012/04/03,3604061
2012/04/04,3499278
2012/04/05,3923769
2012/04/06,3274000
2012/04/07,2343173
2012/04/08,4040169
2012/04/09,5873036
2012/04/10,4824384
2012/04/11,5955416
2012/04/12,5999442
2012/04/13,4951124
2012/04/14,4811822
2012/04/15,5461722
2012/04/16,6602372
2012/04/17,5981307
2012/04/18,5459694
2012/04/19,4360530
2012/04/20,9537330
2012/04/21,7907266
2012/04/22,6326986
2012/04/23,5037977
2012/04/24,4299408
2012/04/25,4633662
2012/04/26,6943498
2012/04/27,7091281
2012/04/28,5655554
2012/04/29,5123546
2012/04/30,5121266
2012/05/01,5112766
2012/05/02,5141275
2012/05/03,5508650
2012/05/04,5472818
2012/05/05,5640129
2012/05/06,4335583
2012/05/07,7544857
2012/05/08,13462719
2012/05/09,12486043
2012/05/10,9056100
2012/05/11,8145959
2012/05/12,11855268
2012/05/13,9509341
2012/05/14,10355929
2012/05/15,14446136
2012/05/16,15788124
2012/05/17,16506059
2012/05/18,12905201
2012/05/19,9466195
2012/05/20,9757464
2012/05/21,14475650
2012/05/22,17491805
2012/05/23,13268806
2012/05/24,9401238
2012/05/25,10826484
2012/05/26,17608048
2012/05/27,13836849
2012/05/28,12260373
2012/05/29,14139001
2012/05/30,13070709
2012/05/31,18744248
2012/06/01,16992029
2012/06/02,13563371
2012/06/03,11135921
2012/06/04,17615825
2012/06/05,20815108
2012/06/06,17098284
2012/06/07,21785732
2012/06/08,26086988
2012/06/09,16792282
2012/06/10,17318990
2012/06/11,16924895
2012/06/12,15593376
2012/06/13,14739408
2012/06/14,21587551
2012/06/15,21390274
2012/06/16,23077101
2012/06/17,15824279
2012/06/18,15602928
2012/06/19,14419507
2012/06/20,12625566
2012/06/21,9600781
2012/06/22,12139199
2012/06/23,15692798
2012/06/24,13751617
2012/06/25,12479106
2012/06/26,11568998
2012/06/27,12105783
2012/06/28,17398399
2012/06/29,16903486
2012/06/30,12923652
2012/07/01,10789740
2012/07/02,9098549
2012/07/03,9118993
2012/07/04,11784865
2012/07/05,12376476
2012/07/06,10605274
2012/07/07,19021289
2012/07/08,12125621
2012/07/09,13241629
2012/07/10,14152220
2012/07/11,11051050
2012/07/12,10373558
2012/07/13,14323039
2012/07/14,16290488
2012/07/15,13031978
2012/07/16,14824782
2012/07/17,18070222
2012/07/18,15913413
2012/07/19,13055144
2012/07/20,13387190
2012/07/21,16805703
2012/07/22,15465247
2012/07/23,16625479
2012/07/24,15499676
2012/07/25,11925617
2012/07/26,15816794
2012/07/27,17314423
2012/07/28,16124008
2012/07/29,12676942
2012/07/30,10317311
2012/07/31,18636049
2012/08/01,19667557
2012/08/02,18417674
2012/08/03,16524246
2012/08/04,15469215
2012/08/05,18078646
2012/08/06,19412710
2012/08/07,20072085
2012/08/08,18757871
2012/08/09,16938020
2012/08/10,17506009
2012/08/11,17268182
2012/08/12,17432997
2012/08/13,19303521
2012/08/14,18356044
2012/08/15,19914346
2012/08/16,23214229
2012/08/17,28254083
2012/08/18,26386285
2012/08/19,41911956
2012/08/20,64026199
2012/08/21,58950187
2012/08/22,67269154
2012/08/23,71062052
2012/08/24,92444280
2012/08/25,69091503
2012/08/26,51728648
2012/08/27,59394973
2012/08/28,66463862
2012/08/29,113058759
2012/08/30,118504178
2012/08/31,105884099
2012/09/01,96473688
2012/09/02,77973235
2012/09/03,57830950
2012/09/04,62322927
2012/09/05,80128894
2012/09/06,160857455
2012/09/07,182158713
2012/09/08,132614101
2012/09/09,87400807
2012/09/10,148019685
2012/09/11,187258393
2012/09/12,154752076
2012/09/13,204565357
2012/09/14,206138767
2012/09/15,143375431
2012/09/16,153915220
2012/09/17,154082120
2012/09/18,154941354
2012/09/19,271218397
2012/09/20,234028192
2012/09/21,276716322
2012/09/22,228798689
2012/09/23,161500189
2012/09/24,129364014
2012/09/25,74904515
2012/09/26,47469083
2012/09/27,31725954
2012/09/28,31399834
2012/09/29,23324505
2012/09/30,20052793
2012/10/01,19607266
2012/10/02,21904040
2012/10/03,18623305
2012/10/04,16579875
2012/10/05,24690964
2012/10/06,24386996
2012/10/07,22623434
2012/10/08,21208890
2012/10/09,18175909
2012/10/10,13874787
2012/10/11,13998378
2012/10/12,22363981
2012/10/13,26985626
2012/10/14,21245147
2012/10/15,15169721
2012/10/16,23395846
2012/10/17,30951998
2012/10/18,35108724
2012/10/19,33005225
2012/10/20,31853413
2012/10/21,29134706
2012/10/22,27312933
2012/10/23,28281521
2012/10/24,24769478
2012/10/25,20101187
2012/10/26,15113385
2012/10/27,15756174
2012/10/28,12397001
2012/10/29,11171625
2012/10/30,27453120
2012/10/31,34112243
2012/11/01,30854337
2012/11/02,19626533
2012/11/03,19554262
2012/11/04,21416451
2012/11/05,22657494
2012/11/06,21130584
2012/11/07,20201454
2012/11/08,16942861
2012/11/09,12848050
2012/11/10,8409264
2012/11/11,6115926
2012/11/12,5394523
2012/11/13,6910177
2012/11/14,10159360
2012/11/15,19333669
2012/11/16,30360177
2012/11/17,30313881
2012/11/18,26842352
2012/11/19,21045906
2012/11/20,19242616
2012/11/21,14657629
2012/11/22,15599996
2012/11/23,14386035
2012/11/24,13976643
2012/11/25,11395395
2012/11/26,12169937
2012/11/27,14270533
2012/11/28,17991108
2012/11/29,15969472
2012/11/30,12575074
2012/12/01,9803862
2012/12/02,10940627
2012/12/03,15856123
2012/12/04,23694669
2012/12/05,30345596
2012/12/06,36322056
2012/12/07,31684062
2012/12/08,22357249
2012/12/09,20281722
2012/12/10,16630230
2012/12/11,18604053
2012/12/12,33107431
2012/12/13,42383775
2012/12/14,40696717
2012/12/15,31198497
2012/12/16,27244853
2012/12/17,24981467
2012/12/18,27677373
2012/12/19,20908585
2012/12/20,16257643
2012/12/21,18947819
2012/12/22,18275039
2012/12/23,14638221
2012/12/24,13907607
2012/12/25,10646646
2012/12/26,9137764
2012/12/27,9459728
2012/12/28,11374201
2012/12/29,12000073
2012/12/30,10849034
2012/12/31,13207902
2013/01/01,16023687
2013/01/02,19937792
2013/01/03,20429544
2013/01/04,24978579
2013/01/05,25915089
2013/01/06,19731844
2013/01/07,19089880
2013/01/08,23326272
2013/01/09,22673978
2013/01/10,19955606
2013/01/11,18707667
2013/01/12,15387223
2013/01/13,13424969
2013/01/14,14106151
2013/01/15,20851767
2013/01/16,25819969
2013/01/17,25795871
2013/01/18,24956544
2013/01/19,23432868
2013/01/20,19991925
2013/01/21,18366414
2013/01/22,20252042
2013/01/23,29652389
2013/01/24,26729605
2013/01/25,25544813
2013/01/26,23424908
2013/01/27,23757593
2013/01/28,25748215
2013/01/29,33919284
2013/01/30,33050683
2013/01/31,31091965
2013/02/01,32899794
2013/02/02,28362843
2013/02/03,26506377
2013/02/04,28183388
2013/02/05,33251250
2013/02/06,34724625
2013/02/07,34647044
2013/02/08,39902218
2013/02/09,37990556
2013/02/10,33924297
2013/02/11,31583813
2013/02/12,29427240
2013/02/13,27317683
2013/02/14,31289116
2013/02/15,31524936
2013/02/16,31784875
2013/02/17,29391334
2013/02/18,29669733
2013/02/19,32559706
2013/02/20,31790989
2013/02/21,30049575
2013/02/22,36689410
2013/02/23,33501202
2013/02/24,39692149
2013/02/25,45340348
2013/02/26,42194598
2013/02/27,42531233
2013/02/28,43179393
2013/03/01,45241651
2013/03/02,45550345
2013/03/03,35754554
2013/03/04,32793064
2013/03/05,50120604
2013/03/06,65245396
2013/03/07,60862993
2013/03/08,53788754
2013/03/09,46614851
2013/03/10,48822393
2013/03/11,45093368
2013/03/12,53508809
2013/03/13,56706312
2013/03/14,50093767
2013/03/15,138980899
2013/03/16,118680227
2013/03/17,77023872
2013/03/18,123726247
2013/03/19,108674372
2013/03/20,105504198
2013/03/21,111630143
2013/03/22,98365271
2013/03/23,87591643
2013/03/24,71835943
2013/03/25,83628802
2013/03/26,97683345
2013/03/27,148335062
2013/03/28,145023059
2013/03/29,130104965
2013/03/30,140766331
2013/03/31,135946138
2013/04/01,131886335
2013/04/02,194596434
2013/04/03,223395466
2013/04/04,224932748
2013/04/05,226154584
2013/04/06,191886433
2013/04/07,159556633
2013/04/08,184758094
2013/04/09,254499874
2013/04/10,343549243
2013/04/11,268006314
2013/04/12,203233726
2013/04/13,151107284
2013/04/14,105966667
2013/04/15,91431458
2013/04/16,107795291
2013/04/17,116562613
2013/04/18,332626245
2013/04/19,261986685
2013/04/20,184192509
2013/04/21,143799549
2013/04/22,159514760
2013/04/23,170997834
2013/04/24,206420097
2013/04/25,212609223
2013/04/26,180240121
2013/04/27,137887010
2013/04/28,100612570
2013/04/29,105586595
2013/04/30,92157208
2013/05/01,100270174
2013/05/02,94774095
2013/05/03,82553420
2013/05/04,62212732
2013/05/05,59835537
2013/05/06,71940429
2013/05/07,83646083
2013/05/08,81817996
2013/05/09,71851991
2013/05/10,74601856
2013/05/11,69507755
2013/05/12,60404513
2013/05/13,67484402
2013/05/14,70092514
2013/05/15,67823274
2013/05/16,66149635
2013/05/17,70704142
2013/05/18,68790221
2013/05/19,56151319
2013/05/20,55944366
2013/05/21,62666261
2013/05/22,69748345
2013/05/23,72001554
2013/05/24,79460265
2013/05/25,80585799
2013/05/26,63096407
2013/05/27,69364741
2013/05/28,74460205
2013/05/29,79687169
2013/05/30,76348444
2013/05/31,75889962
2013/06/01,65565858
2013/06/02,56323107
2013/06/03,70085077
2013/06/04,70099731
2013/06/05,72104464
2013/06/06,77589785
2013/06/07,74084346
2013/06/08,56695699
2013/06/09,62222620
2013/06/10,55092106
2013/06/11,56724366
2013/06/12,56189379
2013/06/13,58428143
2013/06/14,64400737
2013/06/15,51574817
2013/06/16,49465319
2013/06/17,52315352
2013/06/18,57194534
2013/06/19,56856224
2013/06/20,64343618
2013/06/21,66214150
2013/06/22,53501217
2013/06/23,42227082
2013/06/24,49063995
2013/06/25,57453138
2013/06/26,56921463
2013/06/27,53133593
2013/06/28,54893826
2013/06/29,48791965
2013/06/30,41401655
2013/07/01,55505858
2013/07/02,56498660
2013/07/03,60064367
2013/07/04,62412705
2013/07/05,65198417
2013/07/06,54622659
2013/07/07,48972465
2013/07/08,53988469
2013/07/09,66903456
2013/07/10,72546650
2013/07/11,77274857
2013/07/12,80375519
2013/07/13,76999157
2013/07/14,61971679
2013/07/15,60378004
2013/07/16,70191264
2013/07/17,78866536
2013/07/18,79829472
2013/07/19,72242535
2013/07/20,55499410
2013/07/21,47330245
2013/07/22,59297613
2013/07/23,68568702
2013/07/24,70476584
2013/07/25,68642584
2013/07/26,66806446
2013/07/27,52580861
2013/07/28,51892236
2013/07/29,58508937
2013/07/30,74110882
2013/07/31,75453484
2013/08/01,90768655
2013/08/02,85975573
2013/08/03,72725446
2013/08/04,58940503
2013/08/05,67230711
2013/08/06,68060882
2013/08/07,70456203
2013/08/08,67464784
2013/08/09,61069669
2013/08/10,52981691
2013/08/11,45062956
2013/08/12,59651390
2013/08/13,88816345
2013/08/14,106190550
2013/08/15,89727330
2013/08/16,94663309
2013/08/17,91751873
2013/08/18,82309001
2013/08/19,91417943
2013/08/20,91558001
2013/08/21,109950931
2013/08/22,96393620
2013/08/23,89865286
2013/08/24,72640861
2013/08/25,63762943
2013/08/26,67181469
2013/08/27,80530390
2013/08/28,80867319
2013/08/29,77978672
2013/08/30,85369704
2013/08/31,81312620
2013/09/01,74585161
2013/09/02,76186557
2013/09/03,88559565
2013/09/04,92148056
2013/09/05,87972285
2013/09/06,81338854
2013/09/07,74605876
2013/09/08,58415959
2013/09/09,61165166
2013/09/10,63545543
2013/09/11,68361950
2013/09/12,72248256
2013/09/13,72685183
2013/09/14,66494408
2013/09/15,55615782
2013/09/16,66196020
2013/09/17,68879305
2013/09/18,76948197
2013/09/19,86285192
2013/09/20,84304503
2013/09/21,67676743
2013/09/22,60990344
2013/09/23,86343281
2013/09/24,95642206
2013/09/25,92284837
2013/09/26,87440433
2013/09/27,82770392
2013/09/28,72154162
2013/09/29,66708852
2013/09/30,80702825
2013/10/01,103758097
2013/10/02,113384859
2013/10/03,101906784
2013/10/04,93707714
2013/10/05,70643061
2013/10/06,58372896
2013/10/07,68390989
2013/10/08,72850944
2013/10/09,85077850
2013/10/10,83164769
2013/10/11,85369937
2013/10/12,80427151
2013/10/13,79571858
2013/10/14,92917453
2013/10/15,102064547
2013/10/16,115528713
2013/10/17,111638874
2013/10/18,118275043
2013/10/19,131593289
2013/10/20,118797658
2013/10/21,139896582
2013/10/22,168197959
2013/10/23,180736052
2013/10/24,178579649
2013/10/25,321752234
2013/10/26,215036741
2013/10/27,147795738
2013/10/28,127968985
2013/10/29,221456058
2013/10/30,174345775
2013/10/31,145152267
2013/11/01,125331707
2013/11/02,110290206
2013/11/03,103028159
2013/11/04,141469799
2013/11/05,178465077
2013/11/06,187365768
2013/11/07,237117929
2013/11/08,257496968
2013/11/09,259556822
2013/11/10,227298205
2013/11/11,205904311
2013/11/12,260571526
2013/11/13,325312470
2013/11/14,351233975
2013/11/15,662663500
2013/11/16,622423341
2013/11/17,548309816
2013/11/18,773702790
2013/11/19,995567000
2013/11/20,891514012
2013/11/21,1049298891
2013/11/22,1296826465
2013/11/23,1181165518
2013/11/24,1095059444
2013/11/25,1046449646
2013/11/26,2079568174
2013/11/27,2458925816
2013/11/28,2735211477
2013/11/29,2588459915
2013/11/30,2235917625
2013/12/01,1770953058
2013/12/02,1510743446
2013/12/03,1314431600
2013/12/04,1319704777
2013/12/05,1365150721
2013/12/06,1189030786
2013/12/07,1423593660
2013/12/08,1145027871
2013/12/09,1067085411
2013/12/10,894373223
2013/12/11,913426077
2013/12/12,832852114
2013/12/13,797444354
2013/12/14,651322058
2013/12/15,503945814
2013/12/16,1041469648
2013/12/17,1038049722
2013/12/18,1048727281
2013/12/19,928368940
2013/12/20,758836604
2013/12/21,668490432
2013/12/22,615404437
2013/12/23,530198241
2013/12/24,546426641
2013/12/25,554172205
2013/12/26,487669084
2013/12/27,456274162
2013/12/28,440614976
2013/12/29,514691182
2013/12/30,541698140
2013/12/31,435565228
2014/01/01,411408338
2014/01/02,457730182
2014/01/03,567845612
2014/01/04,534092576
2014/01/05,658729986
2014/01/06,778981923
2014/01/07,784204766
2014/01/08,684727016
2014/01/09,555719477
2014/01/10,493310093
2014/01/11,412389816
2014/01/12,370845776
2014/01/13,380472850
2014/01/14,472793980
2014/01/15,469073015
2014/01/16,463542913
2014/01/17,379978639
2014/01/18,322838428
2014/01/19,379633640
2014/01/20,498165591
2014/01/21,488103834
2014/01/22,426297883
2014/01/23,410061532
2014/01/24,486970425
2014/01/25,417553231
2014/01/26,364287577
2014/01/27,546141964
2014/01/28,503003438
2014/01/29,427385619
2014/01/30,414436444
