Date,sentinusd3momUSD
2010/10/24,-7337
2010/10/25,3033
2010/10/26,21080
2010/10/27,22492
2010/10/28,16891
2010/10/29,-9766
2010/10/30,-22874
2010/10/31,-21004
2010/11/01,-7722
2010/11/02,758.266
2010/11/03,-1520
2010/11/04,25417
2010/11/05,-2187
2010/11/06,30228
2010/11/07,2735
2010/11/08,137187
2010/11/09,-28990
2010/11/10,-23177
2010/11/11,-137634
2010/11/12,-3887
2010/11/13,-2446
2010/11/14,401.768
2010/11/15,63306
2010/11/16,14927
2010/11/17,4230
2010/11/18,-57120
2010/11/19,-10798
2010/11/20,30703
2010/11/21,20263
2010/11/22,-6058
2010/11/23,-32708
2010/11/24,-23904
2010/11/25,5434
2010/11/26,13046
2010/11/27,-4031
2010/11/28,-7517
2010/11/29,-16273
2010/11/30,6200
2010/12/01,5313
2010/12/02,5966
2010/12/03,-6178
2010/12/04,2970
2010/12/05,-10400
2010/12/06,13688
2010/12/07,3531
2010/12/08,2705
2010/12/09,-11548
2010/12/10,-13146
2010/12/11,10106
2010/12/12,1176
2010/12/13,33932
2010/12/14,10457
2010/12/15,17108
2010/12/16,-18638
2010/12/17,-12234
2010/12/18,-6969
2010/12/19,3247
2010/12/20,5652
2010/12/21,5034
2010/12/22,-3489
2010/12/23,-5462
2010/12/24,-10360
2010/12/25,7570
2010/12/26,2416
2010/12/27,7281
2010/12/28,-12602
2010/12/29,13616
2010/12/30,-3232
2010/12/31,2421
2011/01/01,-15294
2011/01/02,-5247
2011/01/03,1952
2011/01/04,-4397
2011/01/05,708.191
2011/01/06,-10227
2011/01/07,5500
2011/01/08,4086
2011/01/09,2816
2011/01/10,9220
2011/01/11,15431
2011/01/12,6658
2011/01/13,11492
2011/01/14,-3475
2011/01/15,3397
2011/01/16,-12684
2011/01/17,-9111
2011/01/18,12323
2011/01/19,-6766
2011/01/20,-3154
2011/01/21,-10052
2011/01/22,11044
2011/01/23,17189
2011/01/24,4966
2011/01/25,-7100
2011/01/26,-8318
2011/01/27,400318
2011/01/28,-2698
2011/01/29,2687
2011/01/30,-249435
2011/01/31,74648
2011/02/01,46039
2011/02/02,-99384
2011/02/03,-48210
2011/02/04,-35246
2011/02/05,-19923
2011/02/06,24404
2011/02/07,97813
2011/02/08,-953.492
2011/02/09,56240
2011/02/10,85354
2011/02/11,197932
2011/02/12,10585
2011/02/13,-114356
2011/02/14,-120875
2011/02/15,-41009
2011/02/16,-45490
2011/02/17,-39774
2011/02/18,17661
2011/02/19,94510
2011/02/20,96552
2011/02/21,76693
2011/02/22,134284
2011/02/23,131276
2011/02/24,21217
2011/02/25,-127590
2011/02/26,-171420
2011/02/27,-36879
2011/02/28,-55987
2011/03/01,765800
2011/03/02,2090214
2011/03/03,102532
2011/03/04,-646315
2011/03/05,-2148847
2011/03/06,-46742
2011/03/07,-91655
2011/03/08,46694
2011/03/09,44797
2011/03/10,122505
2011/03/11,55797
2011/03/12,-69109
2011/03/13,-120426
2011/03/14,-33597
2011/03/15,-33473
2011/03/16,-51423
2011/03/17,-51504
2011/03/18,35015
2011/03/19,-40637
2011/03/20,-29466
2011/03/21,-27118
2011/03/22,68665
2011/03/23,106593
2011/03/24,98761
2011/03/25,89152
2011/03/26,66047
2011/03/27,-94191
2011/03/28,-139949
2011/03/29,-189642
2011/03/30,-23040
2011/03/31,-1728
2011/04/01,-26759
2011/04/02,-22683
2011/04/03,-44422
2011/04/04,44047
2011/04/05,9967
2011/04/06,444.394
2011/04/07,-23020
2011/04/08,12261
2011/04/09,40799
2011/04/10,-18809
2011/04/11,-30698
2011/04/12,8562
2011/04/13,95568
2011/04/14,75676
2011/04/15,-12767
2011/04/16,190934
2011/04/17,1263303
2011/04/18,47106
2011/04/19,2746827
2011/04/20,4106915
2011/04/21,359990
2011/04/22,-2889824
2011/04/23,-5254708
2011/04/24,-333323
2011/04/25,-50377
2011/04/26,43910
2011/04/27,281282
2011/04/28,148117
2011/04/29,1676258
2011/04/30,842670
2011/05/01,226016
2011/05/02,-1600419
2011/05/03,-677146
2011/05/04,432468
2011/05/05,158220
2011/05/06,331404
2011/05/07,-178097
2011/05/08,1454405
2011/05/09,-367133
2011/05/10,1945677
2011/05/11,-993442
2011/05/12,639952
2011/05/13,556302
2011/05/14,12692061
2011/05/15,954271
2011/05/16,-1197375
2011/05/17,-12058247
2011/05/18,-906490
2011/05/19,-862657
2011/05/20,511102
2011/05/21,2624180
2011/05/22,4410024
2011/05/23,1030226
2011/05/24,-1315744
2011/05/25,-2603779
2011/05/26,348824
2011/05/27,2029497
2011/05/28,-1138019
2011/05/29,-1298629
2011/05/30,-2290264
2011/05/31,561467
2011/06/01,264434
2011/06/02,1252431
2011/06/03,5149738
2011/06/04,5371369
2011/06/05,6229719
2011/06/06,6976889
2011/06/07,3231424
2011/06/08,11303983
2011/06/09,8103063
2011/06/10,13268807
2011/06/11,7354743
2011/06/12,7754091
2011/06/13,-27084
2011/06/14,1563159
2011/06/15,51533589
2011/06/16,135567678
2011/06/17,-4418738
2011/06/18,-61319342
2011/06/19,-81510621
2011/06/20,-2961960
2011/06/21,35632092
2011/06/22,-55913401
2011/06/23,4944012
2011/06/24,24885576
2011/06/25,159731561
2011/06/26,41080622
2011/06/27,-50153599
2011/06/28,-66555046
2011/06/29,-21744693
2011/06/30,-6369717
2011/07/01,-98208064
2011/07/02,-33593387
2011/07/03,-15855104
2011/07/04,2406578
2011/07/05,-7871773
2011/07/06,-914035
2011/07/07,-12985985
2011/07/08,-1026616
2011/07/09,21901129
2011/07/10,28625388
2011/07/11,10193230
2011/07/12,-14733413
2011/07/13,-15555280
2011/07/14,12283636
2011/07/15,-6749821
2011/07/16,-2754202
2011/07/17,-19350010
2011/07/18,35678884
2011/07/19,20174964
2011/07/20,-71539
2011/07/21,-25765335
2011/07/22,-16187731
2011/07/23,779434
2011/07/24,-10721503
2011/07/25,-1082752
2011/07/26,8195139
2011/07/27,10147604
2011/07/28,26357558
2011/07/29,-7158128
2011/07/30,-13250822
2011/07/31,-38452109
2011/08/01,-2153218
2011/08/02,611823
2011/08/03,-3643307
2011/08/04,-3959567
2011/08/05,66449
2011/08/06,-1255549
2011/08/07,-561648
2011/08/08,3069487
2011/08/09,18972331
2011/08/10,8743529
2011/08/11,-3408126
2011/08/12,-18859346
2011/08/13,-8393771
2011/08/14,-33763
2011/08/15,431617
2011/08/16,969954
2011/08/17,-1165823
2011/08/18,723932
2011/08/19,2293712
2011/08/20,-941925
2011/08/21,-1604637
2011/08/22,-3209611
2011/08/23,2218296
2011/08/24,3342886
2011/08/25,797118
2011/08/26,-2327173
2011/08/27,16588520
2011/08/28,-2211624
2011/08/29,-336478
2011/08/30,-20584532
2011/08/31,622933
2011/09/01,558008
2011/09/02,37360
2011/09/03,-326339
2011/09/04,11768459
2011/09/05,15673733
2011/09/06,20866078
2011/09/07,-10046515
2011/09/08,-15145820
2011/09/09,-20467766
2011/09/10,-3121598
2011/09/11,2725608
2011/09/12,1414865
2011/09/13,780549
2011/09/14,-3706697
2011/09/15,-2207704
2011/09/16,1148135
2011/09/17,-22959
2011/09/18,-76492
2011/09/19,-1482805
2011/09/20,341204
2011/09/21,834335
2011/09/22,-65836
2011/09/23,-149141
2011/09/24,-1039675
2011/09/25,-125678
2011/09/26,-436320
2011/09/27,828992
2011/09/28,143077
2011/09/29,145633
2011/09/30,-654111
2011/10/01,404181
2011/10/02,25054
2011/10/03,601228
2011/10/04,-36011
2011/10/05,376454
2011/10/06,512708
2011/10/07,-373478
2011/10/08,-815709
2011/10/09,-1325022
2011/10/10,-419033
2011/10/11,159565
2011/10/12,68270
2011/10/13,-46821
2011/10/14,-226088
2011/10/15,195515
2011/10/16,-281042
2011/10/17,382787
2011/10/18,-633041
2011/10/19,-238914
2011/10/20,-794627
2011/10/21,544374
2011/10/22,909058
2011/10/23,1091704
2011/10/24,-350241
2011/10/25,-624797
2011/10/26,-593294
2011/10/27,433357
2011/10/28,405136
2011/10/29,292113
2011/10/30,-756866
2011/10/31,-152214
2011/11/01,233706
2011/11/02,572181
2011/11/03,-130232
2011/11/04,-468708
2011/11/05,-419820
2011/11/06,-459090
2011/11/07,-449544
2011/11/08,2501004
2011/11/09,2272683
2011/11/10,254863
2011/11/11,-2471963
2011/11/12,-2132814
2011/11/13,-299746
2011/11/14,26475
2011/11/15,6815
2011/11/16,4217017
2011/11/17,6974598
2011/11/18,10131876
2011/11/19,3630708
2011/11/20,-4606867
2011/11/21,-7233958
2011/11/22,-399587
2011/11/23,270567
2011/11/24,-182672
2011/11/25,-5606393
2011/11/26,283275
2011/11/27,813018
2011/11/28,7422467
2011/11/29,6523114
2011/11/30,14301570
2011/12/01,-3710341
2011/12/02,6444810
2011/12/03,-8445759
2011/12/04,1867596
2011/12/05,-8480961
2011/12/06,10051367
2011/12/07,8572066
2011/12/08,5214854
2011/12/09,-14421972
2011/12/10,-13504630
2011/12/11,-10951179
2011/12/12,-3602079
2011/12/13,-2233288
2011/12/14,-1623311
2011/12/15,-936299
2011/12/16,403344
2011/12/17,16383
2011/12/18,-414936
2011/12/19,23281
2011/12/20,790415
2011/12/21,1207499
2011/12/22,93403
2011/12/23,-885992
2011/12/24,-1027504
2011/12/25,-502584
2011/12/26,1752764
2011/12/27,1459842
2011/12/28,-84382
2011/12/29,-721316
2011/12/30,-1515372
2011/12/31,31840
2012/01/01,-459539
2012/01/02,144044
2012/01/03,123714
2012/01/04,389866
2012/01/05,2819674
2012/01/06,2257661
2012/01/07,-321642
2012/01/08,-2011927
2012/01/09,-954910
2012/01/10,453819
2012/01/11,153316
2012/01/12,-495377
2012/01/13,234127
2012/01/14,-252194
2012/01/15,-368898
2012/01/16,234210
2012/01/17,328282
2012/01/18,239186
2012/01/19,-500377
2012/01/20,-352977
2012/01/21,-449715
2012/01/22,-801131
2012/01/23,-506622
2012/01/24,593623
2012/01/25,917229
2012/01/26,649791
2012/01/27,-322453
2012/01/28,-1036256
2012/01/29,-458775
2012/01/30,-224573
2012/01/31,398053
2012/02/01,630936
2012/02/02,509380
2012/02/03,437238
2012/02/04,-386947
2012/02/05,-167807
2012/02/06,-393796
2012/02/07,-301941
2012/02/08,-363472
2012/02/09,-312074
2012/02/10,107205
2012/02/11,932795
2012/02/12,290063
2012/02/13,423882
2012/02/14,4023969
2012/02/15,4224569
2012/02/16,4659986
2012/02/17,-2342270
2012/02/18,-2928515
2012/02/19,-5222502
2012/02/20,-2275021
2012/02/21,-1290055
2012/02/22,1750151
2012/02/23,1288592
2012/02/24,1134531
2012/02/25,-1476383
2012/02/26,-1649545
2012/02/27,-1052643
2012/02/28,-175869
2012/02/29,9120
2012/03/01,1504788
2012/03/02,962173
2012/03/03,282960
2012/03/04,-89010
2012/03/05,-870753
2012/03/06,-100304
2012/03/07,-1389155
2012/03/08,694824
2012/03/09,1071044
2012/03/10,29609
2012/03/11,-622213
2012/03/12,-60867
2012/03/13,724390
2012/03/14,1115594
2012/03/15,-226101
2012/03/16,83424
2012/03/17,-620002
2012/03/18,-632359
2012/03/19,-420406
2012/03/20,-67619
2012/03/21,506319
2012/03/22,1322674
2012/03/23,1917853
2012/03/24,1409984
2012/03/25,-1643316
2012/03/26,-1774622
2012/03/27,-1093350
2012/03/28,1446668
2012/03/29,3289385
2012/03/30,2036360
2012/03/31,905542
2012/04/01,-2764685
2012/04/02,-1296406
2012/04/03,-137714
2012/04/04,630518
2012/04/05,1134972
2012/04/06,-1244333
2012/04/07,-1982149
2012/04/08,1388906
2012/04/09,5081674
2012/04/10,2363384
2012/04/11,1349283
2012/04/12,-1662436
2012/04/13,127076
2012/04/14,-2413927
2012/04/15,68155
2012/04/16,3840214
2012/04/17,687721
2012/04/18,-1173540
2012/04/19,-4481655
2012/04/20,9353888
2012/04/21,1339120
2012/04/22,1485340
2012/04/23,-10965161
2012/04/24,-2716362
2012/04/25,221209
2012/04/26,5504365
2012/04/27,3678224
2012/04/28,-748089
2012/04/29,-4661795
2012/04/30,-2120078
2012/05/01,884440
2012/05/02,578244
2012/05/03,757040
2012/05/04,332719
2012/05/05,637658
2012/05/06,-2844990
2012/05/07,5317146
2012/05/08,13573141
2012/05/09,8478331
2012/05/10,-5127974
2012/05/11,-12144763
2012/05/12,4055211
2012/05/13,1537256
2012/05/14,3966698
2012/05/15,2971767
2012/05/16,9966698
2012/05/17,6021477
2012/05/18,-9232000
2012/05/19,-11102922
2012/05/20,-7175261
2012/05/21,9889491
2012/05/22,14480772
2012/05/23,-1002927
2012/05/24,-13660164
2012/05/25,-8256232
2012/05/26,15343807
2012/05/27,4531980
2012/05/28,-1567832
2012/05/29,-8371984
2012/05/30,1936768
2012/05/31,13733890
2012/06/01,-777819
2012/06/02,-1867704
2012/06/03,-15709316
2012/06/04,8855920
2012/06/05,13879676
2012/06/06,4672989
2012/06/07,2377451
2012/06/08,6373853
2012/06/09,-5883883
2012/06/10,-8627484
2012/06/11,-13857442
2012/06/12,6764280
2012/06/13,-3960256
2012/06/14,11904892
2012/06/15,6931140
2012/06/16,10878488
2012/06/17,-19864237
2012/06/18,-5811419
2012/06/19,-11527843
2012/06/20,2260169
2012/06/21,-8805582
2012/06/22,1441532
2012/06/23,8414771
2012/06/24,5234442
2012/06/25,-3471023
2012/06/26,-8587507
2012/06/27,832131
2012/06/28,11484422
2012/06/29,5749684
2012/06/30,-3698751
2012/07/01,-14035187
2012/07/02,-9001215
2012/07/03,195619
2012/07/04,5794909
2012/07/05,5560728
2012/07/06,-305364
2012/07/07,12986565
2012/07/08,-7738132
2012/07/09,5523564
2012/07/10,-12374493
2012/07/11,2719926
2012/07/12,-4661571
2012/07/13,3209710
2012/07/14,10308055
2012/07/15,77402
2012/07/16,-1654934
2012/07/17,3057726
2012/07/18,3983137
2012/07/19,-6420711
2012/07/20,-7596425
2012/07/21,6467610
2012/07/22,3927916
2012/07/23,4066476
2012/07/24,-5850343
2012/07/25,-5773233
2012/07/26,1922258
2012/07/27,4438178
2012/07/28,6582035
2012/07/29,-10478093
2012/07/30,-10854372
2012/07/31,12021193
2012/08/01,11469187
2012/08/02,9210111
2012/08/03,-12323968
2012/08/04,-6284881
2012/08/05,3520286
2012/08/06,6115955
2012/08/07,6317278
2012/08/08,-3244420
2012/08/09,-5628604
2012/08/10,-2657463
2012/08/11,-413302
2012/08/12,2479642
2012/08/13,3100047
2012/08/14,378211
2012/08/15,3874836
2012/08/16,5340067
2012/08/17,15885371
2012/08/18,3045839
2012/08/19,30923516
2012/08/20,52846504
2012/08/21,29355688
2012/08/22,18150495
2012/08/23,-11285492
2012/08/24,59952332
2012/08/25,-29849396
2012/08/26,-40489157
2012/08/27,-46765208
2012/08/28,27794025
2012/08/29,125287863
2012/08/30,56888299
2012/08/31,19731271
2012/09/01,-72590380
2012/09/02,-64476816
2012/09/03,-55575355
2012/09/04,-20248372
2012/09/05,38462079
2012/09/06,203897351
2012/09/07,136645068
2012/09/08,-14865371
2012/09/09,-199398504
2012/09/10,5178591
2012/09/11,143427613
2012/09/12,80058245
2012/09/13,45740077
2012/09/14,-18784926
2012/09/15,-41633664
2012/09/16,-89923629
2012/09/17,-53463156
2012/09/18,75188493
2012/09/19,223040431
2012/09/20,42588967
2012/09/21,163603864
2012/09/22,-206614384
2012/09/23,-102636299
2012/09/24,-222176612
2012/09/25,-160436041
2012/09/26,-74168038
2012/09/27,-81245014
2012/09/28,10628699
2012/09/29,-4784475
2012/09/30,798256
2012/10/01,-11911976
2012/10/02,8951638
2012/10/03,-1438510
2012/10/04,-4625294
2012/10/05,8601239
2012/10/06,8740458
2012/10/07,6323429
2012/10/08,-13007706
2012/10/09,-8940101
2012/10/10,-11286208
2012/10/11,-5672376
2012/10/12,15586656
2012/10/13,22033607
2012/10/14,1382699
2012/10/15,-21635289
2012/10/16,14701
2012/10/17,23003481
2012/10/18,30171155
2012/10/19,-720245
2012/10/20,-7806549
2012/10/21,-12849451
2012/10/22,-5410566
2012/10/23,-1451491
2012/10/24,-5158564
2012/10/25,-10058264
2012/10/26,-19124526
2012/10/27,-4858471
2012/10/28,-6395068
2012/10/29,-179335
2012/10/30,27335652
2012/10/31,31733537
2012/11/01,17650184
2012/11/02,-35335888
2012/11/03,-21289373
2012/11/04,-4317793
2012/11/05,15499810
2012/11/06,121682
2012/11/07,-4006316
2012/11/08,-10214268
2012/11/09,-10850435
2012/11/10,-15301846
2012/11/11,-9861681
2012/11/12,-4080120
2012/11/13,4455353
2012/11/14,9585955
2012/11/15,23834858
2012/11/16,32960855
2012/11/17,16859041
2012/11/18,-5137154
2012/11/19,-26137225
2012/11/20,-12828259
2012/11/21,-13298183
2012/11/22,1292904
2012/11/23,-4267252
2012/11/24,3494609
2012/11/25,-7728217
2012/11/26,-227594
2012/11/27,2803878
2012/11/28,12897537
2012/11/29,1003357
2012/11/30,-7190453
2012/12/01,-14679033
2012/12/02,-1870444
2012/12/03,11590945
2012/12/04,24500563
2012/12/05,24919133
2012/12/06,21526897
2012/12/07,-4487146
2012/12/08,-23966088
2012/12/09,-24092321
2012/12/10,-14067330
2012/12/11,7547439
2012/12/12,29404613
2012/12/13,38681381
2012/12/14,18431783
2012/12/15,-25910531
2012/12/16,-28368910
2012/12/17,-16291579
2012/12/18,8673001
2012/12/19,-9151411
2012/12/20,-11111380
2012/12/21,-8735284
2012/12/22,3462461
2012/12/23,-605297
2012/12/24,-8461000
2012/12/25,-10216575
2012/12/26,-3372520
2012/12/27,-3395303
2012/12/28,5902991
2012/12/29,4997061
2012/12/30,-83694
2012/12/31,2278095
2013/01/01,6213528
2013/01/02,14153900
2013/01/03,5354527
2013/01/04,10688141
2013/01/05,2999703
2013/01/06,-7372699
2013/01/07,-11079698
2013/01/08,711066
2013/01/09,8473086
2013/01/10,-1210681
2013/01/11,-10102938
2013/01/12,-9954905
2013/01/13,-5774519
2013/01/14,-2672395
2013/01/15,15530603
2013/01/16,19325455
2013/01/17,10984441
2013/01/18,-3480166
2013/01/19,-8878979
2013/01/20,-9220792
2013/01/21,-7376313
2013/01/22,228479
2013/01/23,22501754
2013/01/24,7065917
2013/01/25,2222351
2013/01/26,-17747734
2013/01/27,283457
2013/01/28,3378815
2013/01/29,20785350
2013/01/30,8091805
2013/01/31,1394410
2013/02/01,-7382730
2013/02/02,-8356192
2013/02/03,-4483335
2013/02/04,-4847224
2013/02/05,14493221
2013/02/06,11548088
2013/02/07,4709063
2013/02/08,6838281
2013/02/09,-119107
2013/02/10,-4711423
2013/02/11,-15914063
2013/02/12,-8808227
2013/02/13,-4649912
2013/02/14,6017219
2013/02/15,4490090
2013/02/16,6836687
2013/02/17,-8262755
2013/02/18,-1812624
2013/02/19,3404865
2013/02/20,4024477
2013/02/21,-1639970
2013/02/22,7879566
2013/02/23,-709278
2013/02/24,17574935
2013/02/25,7659302
2013/02/26,8735855
2013/02/27,-3015229
2013/02/28,-7160994
2013/03/01,8255061
2013/03/02,2991172
2013/03/03,-17868791
2013/03/04,-17472335
2013/03/05,21589105
2013/03/06,54411426
2013/03/07,26649016
2013/03/08,-20733629
2013/03/09,-40929241
2013/03/10,-5450654
2013/03/11,-5350173
2013/03/12,22483304
2013/03/13,8873879
2013/03/14,2116880
2013/03/15,165943779
2013/03/16,38475740
2013/03/17,-8113704
2013/03/18,-57439409
2013/03/19,-4757057
2013/03/20,66966506
2013/03/21,-52672533
2013/03/22,-8522097
2013/03/23,-25516010
2013/03/24,-61675844
2013/03/25,10321261
2013/03/26,34919875
2013/03/27,142906534
2013/03/28,46289395
2013/03/29,3448982
2013/03/30,-47559080
2013/03/31,-10585111
2013/04/01,12639661
2013/04/02,105878835
2013/04/03,121068552
2013/04/04,98643498
2013/04/05,-29930113
2013/04/06,-94576216
2013/04/07,-99243196
2013/04/08,-17416866
2013/04/09,166623371
2013/04/10,305371778
2013/04/11,-17496170
2013/04/12,-185780515
2013/04/13,-333617769
2013/04/14,-131637335
2013/04/15,-61564889
2013/04/16,25178280
2013/04/17,64503886
2013/04/18,471793627
2013/04/19,67188002
2013/04/20,-18931604
2013/04/21,-445283287
2013/04/22,-16117154
2013/04/23,76082576
2013/04/24,138435773
2013/04/25,43568377
2013/04/26,-34609889
2013/04/27,-146308461
2013/04/28,-155460220
2013/04/29,-37310398
2013/04/30,-16806080
2013/05/01,45045011
2013/05/02,-21282606
2013/05/03,-8395075
2013/05/04,-66511095
2013/05/05,-31819673
2013/05/06,13712575
2013/05/07,53479693
2013/05/08,22531566
2013/05/09,-22159334
2013/05/10,-18000017
2013/05/11,-15576255
2013/05/12,-10584714
2013/05/13,-2787429
2013/05/14,8286973
2013/05/15,14252763
2013/05/16,-10088296
2013/05/17,2558022
2013/05/18,1322266
2013/05/19,-20963579
2013/05/20,-19521235
2013/05/21,2511854
2013/05/22,33318013
2013/05/23,18517349
2013/05/24,17530822
2013/05/25,4880903
2013/05/26,-28647747
2013/05/27,-11285902
2013/05/28,-2155663
2013/05/29,39307117
2013/05/30,-2623357
2013/05/31,-4124190
2013/06/01,-29672379
2013/06/02,-25929362
2013/06/03,8415568
2013/06/04,14872632
2013/06/05,27028841
2013/06/06,-771942
2013/06/07,464522
2013/06/08,-34802145
2013/06/09,-15325564
2013/06/10,-22617316
2013/06/11,19049573
2013/06/12,-12095150
2013/06/13,12705314
2013/06/14,12016706
2013/06/15,-16905494
2013/06/16,-13311086
2013/06/17,-15207945
2013/06/18,23324818
2013/06/19,9162095
2013/06/20,16665625
2013/06/21,6010968
2013/06/22,-15729631
2013/06/23,-40878063
2013/06/24,-12183774
2013/06/25,25053998
2013/06/26,25436840
2013/06/27,-6555185
2013/06/28,-9188222
2013/06/29,-13699685
2013/06/30,-15334378
2013/07/01,12956001
2013/07/02,14801360
2013/07/03,29618728
2013/07/04,-4849017
2013/07/05,10492665
2013/07/06,-19583172
2013/07/07,-21438772
2013/07/08,-8979656
2013/07/09,35771542
2013/07/10,34867573
2013/07/11,22998591
2013/07/12,3657739
2013/07/13,-4567050
2013/07/14,-35058864
2013/07/15,-24691852
2013/07/16,6381729
2013/07/17,40597609
2013/07/18,22008079
2013/07/19,-15348926
2013/07/20,-48785524
2013/07/21,-41631329
2013/07/22,6609382
2013/07/23,39083506
2013/07/24,33223387
2013/07/25,-4456396
2013/07/26,-12869483
2013/07/27,-34029191
2013/07/28,-15604973
2013/07/29,155331
2013/07/30,51357551
2013/07/31,25592476
2013/08/01,40958189
2013/08/02,-8530337
2013/08/03,-17320767
2013/08/04,-60928266
2013/08/05,-5661570
2013/08/06,9415734
2013/08/07,27695964
2013/08/08,-11047554
2013/08/09,-14216500
2013/08/10,-27957812
2013/08/11,-27329144
2013/08/12,19565269
2013/08/13,73087587
2013/08/14,86420533
2013/08/15,-975712
2013/08/16,-18382011
2013/08/17,-34724319
2013/08/18,-397981
2013/08/19,927596
2013/08/20,2857623
2013/08/21,55477731
2013/08/22,-17690576
2013/08/23,-8361107
2013/08/24,-72927424
2013/08/25,-27951284
2013/08/26,-12736958
2013/08/27,38462874
2013/08/28,26319224
2013/08/29,4490031
2013/08/30,-1118575
2013/08/31,-3948713
2013/09/01,-7232323
2013/09/02,-14972784
2013/09/03,23677038
2013/09/04,27878844
2013/09/05,6008563
2013/09/06,-26227149
2013/09/07,-27863649
2013/09/08,-41570472
2013/09/09,-10791051
2013/09/10,-1946977
2013/09/11,30952314
2013/09/12,12220190
2013/09/13,7196189
2013/09/14,-12874724
2013/09/15,-31397406
2013/09/16,3654148
2013/09/17,11258958
2013/09/18,40279932
2013/09/19,18845930
2013/09/20,10761223
2013/09/21,-33968106
2013/09/22,-41318242
2013/09/23,29372403
2013/09/24,53892150
2013/09/25,34623521
2013/09/26,-29100188
2013/09/27,-26840781
2013/09/28,-27389536
2013/09/29,-21332486
2013/09/30,16596446
2013/10/01,65275439
2013/10/02,61748077
2013/10/03,-4268088
2013/10/04,-41304726
2013/10/05,-75433212
2013/10/06,-44325978
2013/10/07,-7099562
2013/10/08,29732491
2013/10/09,51202024
2013/10/10,2842607
2013/10/11,10264205
2013/10/12,-21820391
2013/10/13,-2535124
2013/10/14,18687944
2013/10/15,35727277
2013/10/16,50276313
2013/10/17,1485987
2013/10/18,13699571
2013/10/19,15918658
2013/10/20,-1747009
2013/10/21,36084293
2013/10/22,51587800
2013/10/23,87272119
2013/10/24,15427740
2013/10/25,268425483
2013/10/26,-84952897
2013/10/27,-95868510
2013/10/28,-356782586
2013/10/29,206621883
2013/10/30,46680756
2013/10/31,7816528
2013/11/01,-209431986
2013/11/02,-31986785
2013/11/03,-20192648
2013/11/04,74400293
2013/11/05,120211650
2013/11/06,100500346
2013/11/07,106958652
2013/11/08,62415651
2013/11/09,65350218
2013/11/10,-91830502
2013/11/11,-93365589
2013/11/12,53622063
2013/11/13,195013827
2013/11/14,192645062
2013/11/15,658854286
2013/11/16,192129766
2013/11/17,97040811
2013/11/18,25002739
2013/11/19,635248028
2013/11/20,313264733
2013/11/21,207988006
2013/11/22,326922828
2013/11/23,278043548
2013/11/24,-198130400
2013/11/25,-546514189
2013/11/26,2047182130
2013/11/27,1829330088
2013/11/28,2013657289
2013/11/29,-670978348
2013/11/30,-954908123
2013/12/01,-1705508647
2013/12/02,-1191174519
2013/12/03,-765255582
2013/12/04,18989464
2013/12/05,160062831
2013/12/06,-105208901
2013/12/07,333178579
2013/12/08,-544134584
2013/12/09,-23767900
2013/12/10,-936495498
2013/12/11,66016849
2013/12/12,-236864800
2013/12/13,40375558
2013/12/14,-427279167
2013/12/15,-395708582
2013/12/16,816956889
2013/12/17,529430032
2013/12/18,702835271
2013/12/19,-770982882
2013/12/20,-445325528
2013/12/21,-481260580
