Date,fee_to_reward7trxUSD
2010/10/19,-7.298
2010/10/20,-8.719
2010/10/21,-9.8
2010/10/22,-10.846
2010/10/23,-10.009
2010/10/24,-9.935
2010/10/25,-10.314
2010/10/26,-10.929
2010/10/27,-11.644
2010/10/28,-12.384
2010/10/29,-13.105
2010/10/30,-13.788
2010/10/31,-14.424
2010/11/01,-15.01
2010/11/02,-15.548
2010/11/03,-16.041
2010/11/04,-16.493
2010/11/05,-16.906
2010/11/06,-17.285
2010/11/07,-17.634
2010/11/08,278.483
2010/11/09,93.947
2010/11/10,43.739
2010/11/11,22.733
2010/11/12,11.42
2010/11/13,4.396
2010/11/14,-0.375
2010/11/15,3.813
2010/11/16,3.238
2010/11/17,0.907
2010/11/18,-1.737
2010/11/19,-2.63
2010/11/20,21.501
2010/11/21,40.049
2010/11/22,40.64
2010/11/23,33.596
2010/11/24,22.176
2010/11/25,12.726
2010/11/26,7.431
2010/11/27,2.875
2010/11/28,-0.862
2010/11/29,-3.69
2010/11/30,-5.974
2010/12/01,-7.658
2010/12/02,-8.761
2010/12/03,-9.797
2010/12/04,-10.725
2010/12/05,-11.356
2010/12/06,-11.622
2010/12/07,-11.342
2010/12/08,-11.055
2010/12/09,-10.727
2010/12/10,-9.48
2010/12/11,-7.259
2010/12/12,-4.162
2010/12/13,2.72
2010/12/14,4.418
2010/12/15,3.758
2010/12/16,3.089
2010/12/17,5.055
2010/12/18,4.458
2010/12/19,3.576
2010/12/20,1.942
2010/12/21,0.798
2010/12/22,1.112
2010/12/23,0.449
2010/12/24,-0.251
2010/12/25,-1.168
2010/12/26,-1.485
2010/12/27,-1.82
2010/12/28,-1.841
2010/12/29,-1.006
2010/12/30,-0.69
2010/12/31,-1.646
2011/01/01,-2.147
2011/01/02,-2.272
2011/01/03,6.751
2011/01/04,7.822
2011/01/05,6.275
2011/01/06,4.181
2011/01/07,1.706
2011/01/08,-0.931
2011/01/09,-1.997
2011/01/10,-3.004
2011/01/11,-4.165
2011/01/12,-2.394
2011/01/13,-2.528
2011/01/14,-3.068
2011/01/15,-3.03
2011/01/16,-3.031
2011/01/17,-2.063
2011/01/18,-2.264
2011/01/19,-2.874
2011/01/20,-2.707
2011/01/21,-3.094
2011/01/22,2.494
2011/01/23,8.065
2011/01/24,9.69
2011/01/25,8.515
2011/01/26,6.143
2011/01/27,9.608
2011/01/28,7.925
2011/01/29,8.335
2011/01/30,28.272
2011/01/31,28.54
2011/02/01,23.47
2011/02/02,15.134
2011/02/03,8.78
2011/02/04,3.929
2011/02/05,0.454
2011/02/06,-2.198
2011/02/07,-3.679
2011/02/08,-4.785
2011/02/09,-6.029
2011/02/10,-4.678
2011/02/11,-3.309
2011/02/12,-1.319
2011/02/13,-0.995
2011/02/14,6.884
2011/02/15,7.652
2011/02/16,6.378
2011/02/17,3.494
2011/02/18,1.566
2011/02/19,0.701
2011/02/20,-0.815
2011/02/21,-1.82
2011/02/22,-2.954
2011/02/23,-3.768
2011/02/24,-4.734
2011/02/25,-5.038
2011/02/26,-4.759
2011/02/27,-2.651
2011/02/28,-0.583
2011/03/01,0.901
2011/03/02,1.332
2011/03/03,23.429
2011/03/04,23.76
2011/03/05,20.127
2011/03/06,19.929
2011/03/07,22.07
2011/03/08,20.557
2011/03/09,17.727
2011/03/10,14.729
2011/03/11,16.452
2011/03/12,13.005
2011/03/13,9.33
2011/03/14,6.344
2011/03/15,4.097
2011/03/16,2.173
2011/03/17,0.354
2011/03/18,-1.034
2011/03/19,-2.122
2011/03/20,-2.26
2011/03/21,1.665
2011/03/22,9.447
2011/03/23,18.023
2011/03/24,18.549
2011/03/25,14.637
2011/03/26,10.506
2011/03/27,7.662
2011/03/28,4.859
2011/03/29,2.31
2011/03/30,0.493
2011/03/31,-1.071
2011/04/01,-2.307
2011/04/02,-3.418
2011/04/03,-3.917
2011/04/04,-3.705
2011/04/05,-3.332
2011/04/06,-2.614
2011/04/07,-2.425
2011/04/08,-2.237
2011/04/09,-1.935
2011/04/10,-1.392
2011/04/11,-1.026
2011/04/12,-0.673
2011/04/13,-0.807
2011/04/14,2.568
2011/04/15,2.939
2011/04/16,2.156
2011/04/17,0.558
2011/04/18,-0.632
2011/04/19,-0.758
2011/04/20,0.271
2011/04/21,0.304
2011/04/22,0.29
2011/04/23,0.269
2011/04/24,0.776
2011/04/25,1.632
2011/04/26,1.454
2011/04/27,2.003
2011/04/28,2.264
2011/04/29,2.171
2011/04/30,2.685
2011/05/01,3.67
2011/05/02,2.916
2011/05/03,1.613
2011/05/04,0.623
2011/05/05,0.344
2011/05/06,0.047
2011/05/07,-0.379
2011/05/08,-0.645
2011/05/09,-0.321
2011/05/10,0.153
2011/05/11,0.505
2011/05/12,0.757
2011/05/13,1.438
2011/05/14,2.325
2011/05/15,3.394
2011/05/16,3.918
2011/05/17,3.841
2011/05/18,3.977
2011/05/19,4.922
2011/05/20,5.366
2011/05/21,5.902
2011/05/22,5.602
2011/05/23,4.626
2011/05/24,3.732
2011/05/25,2.892
2011/05/26,2.251
2011/05/27,2.005
2011/05/28,2.075
2011/05/29,1.929
2011/05/30,2.654
2011/05/31,3.761
2011/06/01,4.613
2011/06/02,5.003
2011/06/03,5.121
2011/06/04,5.242
2011/06/05,4.709
2011/06/06,4.148
2011/06/07,4.283
2011/06/08,5.544
2011/06/09,6.165
2011/06/10,5.967
2011/06/11,5.001
2011/06/12,4.45
2011/06/13,3.73
2011/06/14,2.854
2011/06/15,2.003
2011/06/16,1.608
2011/06/17,1.322
2011/06/18,0.88
2011/06/19,0.161
2011/06/20,-0.858
2011/06/21,-2.006
2011/06/22,-3.076
2011/06/23,-4.041
2011/06/24,-4.654
2011/06/25,-3.986
2011/06/26,-2.632
2011/06/27,-1.246
2011/06/28,-0.45
2011/06/29,-0.135
2011/06/30,-0.368
2011/07/01,-0.606
2011/07/02,-1.06
2011/07/03,-1.613
2011/07/04,-1.943
2011/07/05,-1.561
2011/07/06,-1.253
2011/07/07,-1.024
2011/07/08,-1.215
2011/07/09,-1.45
2011/07/10,-1.596
2011/07/11,-1.614
2011/07/12,-1.606
2011/07/13,-1.748
2011/07/14,-1.696
2011/07/15,-1.418
2011/07/16,-1.525
2011/07/17,-1.762
2011/07/18,-1.927
2011/07/19,-1.547
2011/07/20,-1.513
2011/07/21,-1.819
2011/07/22,-1.685
2011/07/23,-1.998
2011/07/24,-2.289
2011/07/25,-2.289
2011/07/26,-2.669
2011/07/27,-3.017
2011/07/28,-3.329
2011/07/29,-3.657
2011/07/30,-4.042
2011/07/31,-4.347
2011/08/01,-4.358
2011/08/02,-4.139
2011/08/03,-3.68
2011/08/04,-2.906
2011/08/05,-2.44
2011/08/06,2.1
2011/08/07,3.504
2011/08/08,3.438
2011/08/09,3.316
2011/08/10,2.902
2011/08/11,1.946
2011/08/12,0.788
2011/08/13,-0.124
2011/08/14,-0.21
2011/08/15,0.002
2011/08/16,0.119
2011/08/17,-0.244
2011/08/18,-0.949
2011/08/19,-1.257
2011/08/20,-1.9
2011/08/21,-2.587
2011/08/22,-2.95
2011/08/23,-3.08
2011/08/24,-2.516
2011/08/25,-2.227
2011/08/26,-2.43
2011/08/27,-2.536
2011/08/28,-2.619
2011/08/29,-2.658
2011/08/30,-1.746
2011/08/31,-1.419
2011/09/01,-1.218
2011/09/02,-1.068
2011/09/03,-1.524
2011/09/04,-0.584
2011/09/05,-0.09
2011/09/06,0.035
2011/09/07,0.544
2011/09/08,0.327
2011/09/09,0.297
2011/09/10,0.029
2011/09/11,-0.287
2011/09/12,-0.582
2011/09/13,-1.191
2011/09/14,-1.949
2011/09/15,-1.918
2011/09/16,-1.7
2011/09/17,-1.514
2011/09/18,-1.51
2011/09/19,-1.107
2011/09/20,-0.562
2011/09/21,-0.461
2011/09/22,-0.931
2011/09/23,-1.331
2011/09/24,-0.836
2011/09/25,-1.086
2011/09/26,-1.717
2011/09/27,-1.879
2011/09/28,-2.002
2011/09/29,-2.177
2011/09/30,-2.226
2011/10/01,-2.357
2011/10/02,-2.447
2011/10/03,-0.812
2011/10/04,-0.008
2011/10/05,0.051
2011/10/06,1.446
2011/10/07,1.652
2011/10/08,1.161
2011/10/09,0.247
2011/10/10,-0.524
2011/10/11,0.171
2011/10/12,0.596
2011/10/13,1.016
2011/10/14,0.542
2011/10/15,-0.198
2011/10/16,-0.857
2011/10/17,-0.965
2011/10/18,-1.344
2011/10/19,-1.756
2011/10/20,-0.826
2011/10/21,-0.827
2011/10/22,-0.923
2011/10/23,-1.024
2011/10/24,-1.164
2011/10/25,-1.581
2011/10/26,-1.795
2011/10/27,-1.845
2011/10/28,-1.681
2011/10/29,-1.33
2011/10/30,-0.984
2011/10/31,-0.978
2011/11/01,-0.631
2011/11/02,-0.789
2011/11/03,-1.037
2011/11/04,-1.373
2011/11/05,-1.491
2011/11/06,-1.948
2011/11/07,-1.903
2011/11/08,-1.515
2011/11/09,-1.459
2011/11/10,-1.346
2011/11/11,-1.576
2011/11/12,-1.921
2011/11/13,-2.091
2011/11/14,-2.169
2011/11/15,-2.282
2011/11/16,-1.665
2011/11/17,-1.279
2011/11/18,-0.707
2011/11/19,-0.113
2011/11/20,0.548
2011/11/21,0.827
2011/11/22,0.723
2011/11/23,0.816
2011/11/24,1.587
2011/11/25,2.225
2011/11/26,2.111
2011/11/27,1.601
2011/11/28,1.096
2011/11/29,1.148
2011/11/30,0.827
2011/12/01,0.531
2011/12/02,0.694
2011/12/03,0.964
2011/12/04,0.623
2011/12/05,-0.035
2011/12/06,-0.379
2011/12/07,-0.339
2011/12/08,-0.817
2011/12/09,-1.207
2011/12/10,-1.515
2011/12/11,85.766
2011/12/12,103.187
2011/12/13,53.636
2011/12/14,28.951
2011/12/15,16.016
2011/12/16,7.911
2011/12/17,2.481
2011/12/18,-1.374
2011/12/19,-4.188
2011/12/20,-6.177
2011/12/21,-7.718
2011/12/22,-8.951
2011/12/23,-9.965
2011/12/24,-10.812
2011/12/25,-11.484
2011/12/26,-11.976
2011/12/27,-12.273
2011/12/28,-12.398
2011/12/29,-12.186
2011/12/30,-11.835
2011/12/31,-11.292
2012/01/01,-10.668
2012/01/02,-9.566
2012/01/03,-8.268
2012/01/04,-4.685
2012/01/05,-2.34
2012/01/06,-1.007
2012/01/07,-0.874
2012/01/08,-1.347
2012/01/09,-1.363
2012/01/10,-1.331
2012/01/11,-1.158
2012/01/12,8.471
2012/01/13,11.433
2012/01/14,11.375
2012/01/15,10.437
2012/01/16,12.683
2012/01/17,10.347
2012/01/18,7.887
2012/01/19,7.808
2012/01/20,8.012
2012/01/21,5.516
2012/01/22,2.466
2012/01/23,-0.186
2012/01/24,-1.664
2012/01/25,-2.759
2012/01/26,-3.303
2012/01/27,-1.749
2012/01/28,-1.209
2012/01/29,21.364
2012/01/30,23.711
2012/01/31,17.278
2012/02/01,10.539
2012/02/02,5.569
2012/02/03,1.694
2012/02/04,-1.157
2012/02/05,-3.488
2012/02/06,-5.354
2012/02/07,-6.641
2012/02/08,-7.642
2012/02/09,-8.21
2012/02/10,-8.709
2012/02/11,-9.154
2012/02/12,-9.521
2012/02/13,-9.558
2012/02/14,-8.016
2012/02/15,-6.856
2012/02/16,-5.403
2012/02/17,-4.976
2012/02/18,-5.192
2012/02/19,-5.745
2012/02/20,-6.051
2012/02/21,-6.234
2012/02/22,-6.438
2012/02/23,-6.31
2012/02/24,-5.979
2012/02/25,-5.9
2012/02/26,-5.763
2012/02/27,-4.991
2012/02/28,-4.459
2012/02/29,-4.289
2012/03/01,-3.083
2012/03/02,-2.013
2012/03/03,-1.713
2012/03/04,-1.112
2012/03/05,-0.42
2012/03/06,0.19
2012/03/07,0.191
2012/03/08,-0.067
2012/03/09,-0.466
2012/03/10,-0.752
2012/03/11,-1.199
2012/03/12,-1.582
2012/03/13,0.677
2012/03/14,1.953
2012/03/15,2.126
2012/03/16,3.202
2012/03/17,2.546
2012/03/18,1.274
2012/03/19,0.392
2012/03/20,-0.176
2012/03/21,-0.941
2012/03/22,-1.667
2012/03/23,-1.677
2012/03/24,1.022
2012/03/25,2.582
2012/03/26,2.303
2012/03/27,1.523
2012/03/28,0.906
2012/03/29,0.379
2012/03/30,-0.171
2012/03/31,-0.729
2012/04/01,-1.188
2012/04/02,-1.111
2012/04/03,-0.699
2012/04/04,-0.288
2012/04/05,0.324
2012/04/06,0.628
2012/04/07,0.434
2012/04/08,-0.067
2012/04/09,-0.604
2012/04/10,-0.088
2012/04/11,0.318
2012/04/12,1.165
2012/04/13,1.296
2012/04/14,1.563
2012/04/15,1.392
2012/04/16,1.29
2012/04/17,1.642
2012/04/18,1.993
2012/04/19,1.809
2012/04/20,1.81
2012/04/21,1.253
2012/04/22,0.658
2012/04/23,0.008
2012/04/24,0.058
2012/04/25,0.234
2012/04/26,1.868
2012/04/27,2.645
2012/04/28,2.661
2012/04/29,1.501
2012/04/30,0.276
2012/05/01,-0.404
2012/05/02,-0.514
2012/05/03,0.567
2012/05/04,1.714
2012/05/05,2.013
2012/05/06,1.807
2012/05/07,2.573
2012/05/08,3.222
2012/05/09,4.106
2012/05/10,4.286
2012/05/11,4.589
2012/05/12,4.75
2012/05/13,4.694
2012/05/14,7.425
2012/05/15,9.185
2012/05/16,8.777
2012/05/17,7.429
2012/05/18,6.242
2012/05/19,6.895
2012/05/20,6.677
2012/05/21,6.211
2012/05/22,4.973
2012/05/23,4.123
2012/05/24,3.603
2012/05/25,3.276
2012/05/26,2.403
2012/05/27,1.449
2012/05/28,0.917
2012/05/29,0.592
2012/05/30,0.505
2012/05/31,-0.103
2012/06/01,-0.631
2012/06/02,-1.788
2012/06/03,-2.075
2012/06/04,-1.178
2012/06/05,0.383
2012/06/06,0.343
2012/06/07,0.614
2012/06/08,0.509
2012/06/09,0.449
2012/06/10,0.649
2012/06/11,0.644
2012/06/12,-0.15
2012/06/13,1.012
2012/06/14,2.716
2012/06/15,3.816
2012/06/16,3.991
2012/06/17,3.54
2012/06/18,2.855
2012/06/19,2.28
2012/06/20,1.591
2012/06/21,1.739
2012/06/22,1.386
2012/06/23,0.479
2012/06/24,-0.483
2012/06/25,-1.391
2012/06/26,-1.967
2012/06/27,-2.406
2012/06/28,-2.665
2012/06/29,-3.124
2012/06/30,-3.331
2012/07/01,-3.768
2012/07/02,-3.629
2012/07/03,-3.699
2012/07/04,-3.684
2012/07/05,-3.598
2012/07/06,-3.212
2012/07/07,-0.612
2012/07/08,0.104
2012/07/09,0.17
2012/07/10,0.802
2012/07/11,1.317
2012/07/12,0.965
2012/07/13,0.281
2012/07/14,-0.345
2012/07/15,-0.446
2012/07/16,-0.088
2012/07/17,0.082
2012/07/18,0.853
2012/07/19,1.453
2012/07/20,3.193
2012/07/21,3.563
2012/07/22,2.958
2012/07/23,2.491
2012/07/24,1.482
2012/07/25,0.354
2012/07/26,-0.506
2012/07/27,-1.249
2012/07/28,-1.392
2012/07/29,-1.502
2012/07/30,-1.535
2012/07/31,-0.923
2012/08/01,-0.255
2012/08/02,-0.021
2012/08/03,0.394
2012/08/04,0.224
2012/08/05,0.799
2012/08/06,1.5
2012/08/07,1.352
2012/08/08,3.212
2012/08/09,2.995
2012/08/10,3.988
2012/08/11,3.321
2012/08/12,2.053
2012/08/13,1.26
2012/08/14,0.483
2012/08/15,0.531
2012/08/16,0.711
2012/08/17,1.289
2012/08/18,0.916
2012/08/19,0.199
2012/08/20,-0.183
2012/08/21,-0.522
2012/08/22,-0.743
2012/08/23,-1.064
2012/08/24,-1.332
2012/08/25,-1.095
2012/08/26,-1.233
2012/08/27,-0.655
2012/08/28,-0.168
2012/08/29,-0.025
2012/08/30,0.409
2012/08/31,1.177
2012/09/01,1.947
2012/09/02,2.213
2012/09/03,2.467
2012/09/04,2.42
2012/09/05,1.777
2012/09/06,1.02
2012/09/07,0.052
2012/09/08,-0.549
2012/09/09,-1.032
2012/09/10,-1.189
2012/09/11,-0.688
2012/09/12,-0.7
2012/09/13,-0.747
2012/09/14,-1.041
2012/09/15,-1.598
2012/09/16,-2.279
2012/09/17,-2.949
2012/09/18,-3.027
2012/09/19,-2.594
2012/09/20,-2.304
2012/09/21,-1.481
2012/09/22,-1.364
2012/09/23,-1.36
2012/09/24,-0.592
2012/09/25,-0.53
2012/09/26,-0.358
2012/09/27,-0.619
2012/09/28,2.204
2012/09/29,2.407
2012/09/30,1.337
2012/10/01,0.535
2012/10/02,0.856
2012/10/03,0.802
2012/10/04,9.776
2012/10/05,11.405
2012/10/06,9.301
2012/10/07,6.968
2012/10/08,4.487
2012/10/09,2.557
2012/10/10,0.941
2012/10/11,-0.279
2012/10/12,-1.345
2012/10/13,-2.154
2012/10/14,-2.778
2012/10/15,-3.259
2012/10/16,-3.331
2012/10/17,-0.708
2012/10/18,-0.125
2012/10/19,-0.474
2012/10/20,-1.187
2012/10/21,-1.615
2012/10/22,-1.785
2012/10/23,-1.784
2012/10/24,-1.941
2012/10/25,-2.256
2012/10/26,-2.626
2012/10/27,-3.305
2012/10/28,-3.973
2012/10/29,-4.194
2012/10/30,-3.554
2012/10/31,-2.587
2012/11/01,-1.687
2012/11/02,-0.458
2012/11/03,0.043
2012/11/04,0.098
2012/11/05,0.368
2012/11/06,1.005
2012/11/07,1.623
2012/11/08,1.848
2012/11/09,1.453
2012/11/10,1.089
2012/11/11,0.455
2012/11/12,-0.023
2012/11/13,-0.244
2012/11/14,-0.171
2012/11/15,0.766
2012/11/16,1.766
2012/11/17,2.195
2012/11/18,2.308
2012/11/19,2.283
2012/11/20,2.166
2012/11/21,2.098
2012/11/22,1.561
2012/11/23,1.008
2012/11/24,0.352
2012/11/25,0.266
2012/11/26,0.129
2012/11/27,3.387
2012/11/28,5.157
2012/11/29,6.244
2012/11/30,6.694
2012/12/01,6.336
2012/12/02,4.937
2012/12/03,3.607
2012/12/04,4.045
2012/12/05,4.608
2012/12/06,5.037
2012/12/07,4.789
2012/12/08,4.231
2012/12/09,3.647
2012/12/10,3.304
2012/12/11,3.081
2012/12/12,2.894
2012/12/13,3.772
2012/12/14,4.439
2012/12/15,4.044
2012/12/16,3.576
2012/12/17,3.079
2012/12/18,3.121
2012/12/19,2.781
2012/12/20,2.631
2012/12/21,2.522
2012/12/22,2.235
2012/12/23,1.83
2012/12/24,1.137
2012/12/25,0.278
2012/12/26,-0.511
2012/12/27,-0.861
2012/12/28,-1.058
2012/12/29,-1.232
2012/12/30,-1.331
2012/12/31,-1.729
2013/01/01,-2.169
2013/01/02,-2.194
2013/01/03,-1.84
2013/01/04,-1.203
2013/01/05,-0.721
2013/01/06,-0.239
2013/01/07,-0.02
2013/01/08,0.264
2013/01/09,0.584
2013/01/10,6.261
2013/01/11,8.086
2013/01/12,7.464
2013/01/13,5.986
2013/01/14,4.032
2013/01/15,2.501
2013/01/16,1.531
2013/01/17,1.04
2013/01/18,0.651
2013/01/19,0.85
2013/01/20,0.477
2013/01/21,-0.22
2013/01/22,-0.915
2013/01/23,-0.907
2013/01/24,-0.924
2013/01/25,-0.838
2013/01/26,-0.683
2013/01/27,-0.466
2013/01/28,-0.362
2013/01/29,-0.213
2013/01/30,-0.502
2013/01/31,-0.826
2013/02/01,-0.553
2013/02/02,0.6
2013/02/03,0.886
2013/02/04,0.725
2013/02/05,0.284
2013/02/06,-0.374
2013/02/07,-0.54
2013/02/08,-0.41
2013/02/09,-0.219
2013/02/10,-0.207
2013/02/11,-0.136
2013/02/12,0.165
2013/02/13,0.41
2013/02/14,0.376
2013/02/15,0.392
2013/02/16,0.158
2013/02/17,-0.245
2013/02/18,-0.497
2013/02/19,-0.581
2013/02/20,-0.742
2013/02/21,-0.726
2013/02/22,-0.518
2013/02/23,-0.352
2013/02/24,-0.252
2013/02/25,0.01
2013/02/26,0.383
2013/02/27,0.421
2013/02/28,0.716
2013/03/01,1.499
2013/03/02,1.835
2013/03/03,1.528
2013/03/04,1.139
2013/03/05,1.061
2013/03/06,4.131
2013/03/07,4.84
2013/03/08,4.02
2013/03/09,2.788
2013/03/10,1.688
2013/03/11,0.67
2013/03/12,0.594
2013/03/13,0.272
2013/03/14,-0.272
2013/03/15,-0.486
2013/03/16,-1.323
2013/03/17,-2.416
2013/03/18,-3.264
2013/03/19,-3.415
2013/03/20,-3.758
2013/03/21,-3.852
2013/03/22,-3.461
2013/03/23,-3.109
2013/03/24,-2.927
2013/03/25,-2.314
2013/03/26,-1.592
2013/03/27,-0.027
2013/03/28,0.968
2013/03/29,1.609
2013/03/30,2.074
2013/03/31,1.819
2013/04/01,1.014
2013/04/02,0.73
2013/04/03,1.028
2013/04/04,1.951
2013/04/05,2.262
2013/04/06,1.628
2013/04/07,1.142
2013/04/08,0.631
2013/04/09,0.095
2013/04/10,-0.095
2013/04/11,0.159
2013/04/12,0.231
2013/04/13,-0.189
2013/04/14,-0.241
2013/04/15,0.361
2013/04/16,0.393
2013/04/17,1.024
2013/04/18,0.915
2013/04/19,1.03
2013/04/20,0.731
2013/04/21,-0.213
2013/04/22,-0.749
2013/04/23,-0.75
2013/04/24,-0.413
2013/04/25,-0.128
2013/04/26,-0.437
2013/04/27,-0.817
2013/04/28,-1.536
2013/04/29,-1.919
2013/04/30,-1.864
2013/05/01,-1.772
2013/05/02,-1.046
2013/05/03,-0.429
2013/05/04,-0.178
2013/05/05,-0.457
2013/05/06,-0.413
2013/05/07,-0.443
2013/05/08,-0.3
2013/05/09,0.345
2013/05/10,0.948
2013/05/11,1.236
2013/05/12,1.313
2013/05/13,1.266
2013/05/14,1.333
2013/05/15,1.683
2013/05/16,2.495
2013/05/17,2.46
2013/05/18,1.7
2013/05/19,0.928
2013/05/20,0.414
2013/05/21,-0.05
2013/05/22,-0.368
2013/05/23,-0.553
2013/05/24,-0.816
2013/05/25,-1.061
2013/05/26,-1.673
2013/05/27,-1.954
2013/05/28,-1.699
2013/05/29,-1.387
2013/05/30,-1.294
2013/05/31,-1.333
2013/06/01,-1.727
2013/06/02,-1.939
2013/06/03,-1.855
2013/06/04,-1.74
2013/06/05,-1.214
2013/06/06,-1.102
2013/06/07,-1.089
2013/06/08,-1.043
2013/06/09,-1.132
2013/06/10,-1.415
2013/06/11,-1.339
2013/06/12,-1.419
2013/06/13,-1.478
2013/06/14,-1.609
2013/06/15,-1.799
2013/06/16,-2.105
2013/06/17,-1.853
2013/06/18,-1.254
2013/06/19,-0.532
2013/06/20,1.314
2013/06/21,1.995
2013/06/22,2.42
2013/06/23,1.888
2013/06/24,1.428
2013/06/25,0.769
2013/06/26,0.224
2013/06/27,-0.481
2013/06/28,-0.537
2013/06/29,-1.151
2013/06/30,-1.622
2013/07/01,-2.177
2013/07/02,-2.168
2013/07/03,-2.393
2013/07/04,-2.749
2013/07/05,-2.859
2013/07/06,-2.915
2013/07/07,-3.349
2013/07/08,-3.33
2013/07/09,-2.927
2013/07/10,-2.776
2013/07/11,-2.17
2013/07/12,-1.432
2013/07/13,-0.595
2013/07/14,-0.536
2013/07/15,-0.793
2013/07/16,-0.411
2013/07/17,-0.119
2013/07/18,0.523
2013/07/19,0.242
2013/07/20,-0.381
2013/07/21,-1.051
2013/07/22,-0.966
2013/07/23,-0.967
2013/07/24,-0.341
2013/07/25,0.533
2013/07/26,0.384
2013/07/27,0.314
2013/07/28,-0.042
2013/07/29,-0.199
2013/07/30,-0.062
2013/07/31,0.789
2013/08/01,1.402
2013/08/02,1.21
2013/08/03,0.741
2013/08/04,0.402
2013/08/05,-0.085
2013/08/06,0.062
2013/08/07,0.024
2013/08/08,0.515
2013/08/09,1.016
2013/08/10,0.704
2013/08/11,0.196
2013/08/12,-0.612
2013/08/13,-1.039
2013/08/14,-0.372
2013/08/15,1.601
2013/08/16,2.951
2013/08/17,2.678
2013/08/18,2.462
2013/08/19,2.552
2013/08/20,1.975
2013/08/21,1.092
2013/08/22,0.328
2013/08/23,-0.323
2013/08/24,-0.984
2013/08/25,-1.18
2013/08/26,-0.79
2013/08/27,-0.264
2013/08/28,9.124
2013/08/29,10.129
2013/08/30,8.24
2013/08/31,5.316
2013/09/01,2.411
2013/09/02,0.542
2013/09/03,-0.992
2013/09/04,-2.148
2013/09/05,-2.887
2013/09/06,-3.325
2013/09/07,-3.608
2013/09/08,-3.762
2013/09/09,-3.898
2013/09/10,-4.082
2013/09/11,-4.374
2013/09/12,-4.43
2013/09/13,-4.621
2013/09/14,-4.895
2013/09/15,-4.638
2013/09/16,-3.085
2013/09/17,11.073
2013/09/18,17.514
2013/09/19,17.056
2013/09/20,12.315
2013/09/21,7.596
2013/09/22,3.715
2013/09/23,0.994
2013/09/24,-1.129
2013/09/25,-2.708
2013/09/26,-3.765
2013/09/27,-2.954
2013/09/28,-2.939
2013/09/29,-3.247
2013/09/30,-3.606
2013/10/01,-3.615
2013/10/02,-3.416
2013/10/03,-3.254
2013/10/04,-3.389
2013/10/05,-3.737
2013/10/06,-4.144
2013/10/07,-3.818
2013/10/08,-3.888
2013/10/09,-3.613
2013/10/10,-3.223
2013/10/11,-3.11
2013/10/12,-2.872
2013/10/13,-2.667
2013/10/14,-2.536
2013/10/15,-2.271
2013/10/16,-1.224
2013/10/17,-0.015
2013/10/18,0.882
2013/10/19,1.121
2013/10/20,0.843
2013/10/21,0.719
2013/10/22,0.589
2013/10/23,0.811
2013/10/24,1.391
2013/10/25,1.822
2013/10/26,1.874
2013/10/27,2.85
2013/10/28,2.715
2013/10/29,2.436
2013/10/30,1.6
2013/10/31,0.583
2013/11/01,-0.149
2013/11/02,-1.063
2013/11/03,-1.143
2013/11/04,-0.407
2013/11/05,0.625
2013/11/06,6.456
2013/11/07,12.488
2013/11/08,15.49
2013/11/09,13.565
2013/11/10,9.955
