Date,sentinusdUSD
2017/06/23,4822821862
2017/06/24,4241854159
2017/06/25,3989442991
2017/06/26,5886987446
2017/06/27,4838171130
2017/06/28,5437985357
2017/06/29,6514963168
2017/06/30,4771213825
2017/07/01,3510026648
2017/07/02,2919890153
2017/07/03,4770026723
2017/07/04,4012972320
2017/07/05,5127203788
2017/07/06,4436902196
2017/07/07,4431085645
2017/07/08,3423194169
2017/07/09,3423698727
2017/07/10,4939988110
2017/07/11,4705553021
2017/07/12,4018900149
2017/07/13,4151738734
2017/07/14,4004851742
2017/07/15,3017896840
2017/07/16,2777926644
2017/07/17,4262338651
2017/07/18,4390544481
2017/07/19,4246840471
2017/07/20,4770064102
2017/07/21,4433906661
2017/07/22,3757149636
2017/07/23,3278992666
2017/07/24,5015022059
2017/07/25,17759896498
2017/07/26,7985269593
2017/07/27,4642522755
2017/07/28,9520137958
2017/07/29,9903611418
2017/07/30,22053360481
2017/07/31,6665977806
2017/08/01,6554901743
2017/08/02,5967298470
2017/08/03,3823019048
2017/08/04,4168090436
2017/08/05,4504203648
2017/08/06,3779475003
2017/08/07,5282854065
2017/08/08,7248465951
2017/08/09,6055101399
2017/08/10,7614677981
2017/08/11,9621416989
2017/08/12,6852319405
2017/08/13,7789298592
2017/08/14,9479673124
2017/08/15,8319582106
2017/08/16,9810971260
2017/08/17,10068647994
2017/08/18,9228286469
2017/08/19,8103745832
2017/08/20,6421695357
2017/08/21,8386101776
2017/08/22,6010597067
2017/08/23,8579511633
2017/08/24,5878964140
2017/08/25,4828201674
2017/08/26,5239986688
2017/08/27,4708505609
2017/08/28,6466730983
2017/08/29,7229940964
2017/08/30,5900773027
2017/08/31,6482530644
2017/09/01,6730813580
2017/09/02,5418579803
2017/09/03,5128183327
2017/09/04,8251729429
2017/09/05,25559126230
2017/09/06,9349051090
2017/09/07,8732027802
2017/09/08,8358506241
2017/09/09,6831269826
2017/09/10,5829815939
2017/09/11,9208066660
2017/09/12,8688958882
2017/09/13,9283124722
2017/09/14,9547255978
2017/09/15,10232397912
2017/09/16,7382643993
2017/09/17,5182175129
2017/09/18,7679599995
2017/09/19,6584697077
2017/09/20,6430237743
2017/09/21,6417431758
2017/09/22,5787808278
2017/09/23,4149608688
2017/09/24,3584853193
2017/09/25,6644739320
2017/09/26,6814672280
2017/09/27,7273373787
2017/09/28,8097726563
2017/09/29,6946455825
2017/09/30,6331363667
2017/10/01,5407231439
2017/10/02,7167411674
2017/10/03,5448092070
2017/10/04,4688693754
2017/10/05,5834835895
2017/10/06,5030694502
2017/10/07,3858599517
2017/10/08,4882119380
2017/10/09,10640650610
2017/10/10,7857812947
2017/10/11,7549637973
2017/10/12,8804047557
2017/10/13,8998714301
2017/10/14,7521421226
2017/10/15,6437618242
2017/10/16,9858181150
2017/10/17,14404892021
2017/10/18,10018607702
2017/10/19,9503475054
2017/10/20,9630004673
2017/10/21,8289750069
2017/10/22,7579264421
2017/10/23,14111013587
2017/10/24,11557765366
2017/10/25,9127538028
2017/10/26,8899591517
2017/10/27,9670853687
2017/10/28,6944047266
2017/10/29,8713163692
2017/10/30,10094410605
2017/10/31,10525333658
2017/11/01,12223089490
2017/11/02,13645035658
2017/11/03,11463975076
2017/11/04,8239673907
2017/11/05,8019469406
2017/11/06,10209227358
2017/11/07,13415217493
2017/11/08,14139903096
2017/11/09,14161688392
2017/11/10,14522919670
2017/11/11,9588750322
2017/11/12,11353510998
2017/11/13,26469129872
2017/11/14,23755345506
2017/11/15,20997072808
2017/11/16,26326242100
2017/11/17,27317713879
2017/11/18,19593945531
2017/11/19,21682657271
2017/11/20,24213945824
2017/11/21,24454312231
2017/11/22,20712584854
2017/11/23,22030065158
2017/11/24,18383739494
2017/11/25,18655976997
2017/11/26,15116461788
2017/11/27,18854279195
2017/11/28,23799158315
2017/11/29,29734132843
2017/11/30,23309294084
2017/12/01,19741704066
2017/12/02,18539722411
2017/12/03,18661152993
2017/12/04,25503834166
2017/12/05,28258548183
2017/12/06,35837042267
2017/12/07,44119706899
2017/12/08,31862381544
2017/12/09,36561107236
2017/12/10,24677741737
2017/12/11,37741444732
2017/12/12,45651303065
2017/12/13,46439629516
2017/12/14,38101435466
2017/12/15,38247950307
2017/12/16,35354887769
2017/12/17,37550856481
2017/12/18,45706751753
2017/12/19,27068310341
2017/12/20,27745583070
2017/12/21,20721733905
2017/12/22,19070175373
2017/12/23,19449595243
2017/12/24,15321295395
2017/12/25,19386718609
2017/12/26,26944498756
2017/12/27,27000422227
2017/12/28,20475474399
2017/12/29,22079665058
2017/12/30,19150513810
2017/12/31,14840771531
2018/01/01,13816700887
2018/01/02,21724537648
2018/01/03,21194139359
2018/01/04,21932336721
2018/01/05,26876803227
2018/01/06,31755346161
2018/01/07,36797046211
2018/01/08,27348517222
2018/01/09,23869565227
2018/01/10,21544653609
2018/01/11,17714274718
2018/01/12,17255390265
2018/01/13,13351548532
2018/01/14,12021433951
2018/01/15,13554910365
2018/01/16,25322047039
2018/01/17,16916595806
2018/01/18,15946638597
2018/01/19,12069269316
2018/01/20,11615203922
2018/01/21,8649199723
2018/01/22,11702117541
2018/01/23,11908509067
2018/01/24,12306542146
2018/01/25,9852689149
2018/01/26,11712243694
2018/01/27,7246518193
2018/01/28,11335689458
2018/01/29,9434363501
2018/01/30,8869246425
2018/01/31,7824248447
2018/02/01,10190875404
2018/02/02,10139478866
2018/02/03,6421552427
2018/02/04,5499166432
2018/02/05,11558710245
2018/02/06,10063745538
2018/02/07,7637070812
2018/02/08,8069714475
2018/02/09,7623426850
2018/02/10,11338600258
2018/02/11,9168379767
2018/02/12,11904575766
2018/02/13,8730307130
2018/02/14,10183960236
2018/02/15,9504821410
2018/02/16,6895956106
2018/02/17,11961568262
2018/02/18,14201984108
2018/02/19,15853557958
2018/02/20,11700671336
2018/02/21,11755372348
2018/02/22,11686144951
2018/02/23,7487735687
2018/02/24,6058727701
2018/02/25,4357640468
2018/02/26,6617903943
2018/02/27,7330973672
2018/02/28,9278704846
2018/03/01,10136769301
2018/03/02,8029196101
2018/03/03,6852743485
2018/03/04,5243388305
2018/03/05,8125876684
2018/03/06,7041966406
2018/03/07,6963478826
2018/03/08,7145255424
2018/03/09,7215713903
2018/03/10,4171819412
2018/03/11,4275935785
2018/03/12,6382912960
2018/03/13,5763756008
2018/03/14,5976819161
2018/03/15,6796887348
2018/03/16,5026802553
2018/03/17,3358978511
2018/03/18,3888451491
2018/03/19,5468177144
2018/03/20,5122699450
2018/03/21,6112161109
2018/03/22,5126740198
2018/03/23,5087895281
2018/03/24,4286879706
2018/03/25,5388802943
2018/03/26,6114350902
2018/03/27,5862627010
2018/03/28,5381192498
2018/03/29,4772992117
2018/03/30,5500616730
2018/03/31,3468628764
2018/04/01,3626222150
2018/04/02,6054216856
2018/04/03,7261310490
2018/04/04,4809928498
2018/04/05,4422965971
2018/04/06,4764351351
2018/04/07,3518903022
2018/04/08,3112606375
2018/04/09,5146407671
2018/04/10,4697862483
2018/04/11,4803928844
2018/04/12,6399715863
2018/04/13,6737109397
2018/04/14,3559279232
2018/04/15,4243813117
2018/04/16,8278794756
2018/04/17,6990022334
2018/04/18,7020070323
2018/04/19,8060162890
2018/04/20,8742464048
2018/04/21,5389679736
2018/04/22,4996867375
2018/04/23,6695440726
2018/04/24,9018814336
2018/04/25,9171737839
2018/04/26,6581535538
2018/04/27,6778421889
2018/04/28,7813443519
2018/04/29,7156073173
2018/04/30,7203353197
2018/05/01,5324993104
2018/05/02,5970218384
2018/05/03,7135807660
2018/05/04,7884383738
2018/05/05,5878087882
2018/05/06,5447464002
2018/05/07,6632709426
2018/05/08,6504738966
2018/05/09,6455686546
2018/05/10,6909954272
2018/05/11,8243192700
2018/05/12,5048604031
2018/05/13,3927177470
2018/05/14,7665702617
2018/05/15,5722270483
2018/05/16,6249684446
2018/05/17,6279155018
2018/05/18,6225385948
2018/05/19,3578390075
2018/05/20,3775503867
2018/05/21,4782127551
2018/05/22,4604089622
2018/05/23,5409055340
2018/05/24,5290749770
2018/05/25,4370983330
2018/05/26,3221474656
2018/05/27,4137725139
2018/05/28,7468417025
2018/05/29,7043325913
2018/05/30,7365108084
2018/05/31,7577796483
2018/06/01,6244177437
2018/06/02,4222840146
2018/06/03,4537622844
2018/06/04,7851327880
2018/06/05,5878358523
2018/06/06,5101653196
2018/06/07,5906991737
2018/06/08,7173456874
2018/06/09,4310290441
2018/06/10,6867968307
2018/06/11,6907860339
2018/06/12,6369170114
2018/06/13,5989997239
2018/06/14,6056241415
2018/06/15,4702253072
2018/06/16,2262028779
2018/06/17,2398835321
2018/06/18,3368337082
2018/06/19,3534725632
2018/06/20,3532045967
2018/06/21,3714939463
2018/06/22,4530157801
2018/06/23,2514219893
2018/06/24,2976491517
2018/06/25,3826464203
2018/06/26,3222717290
2018/06/27,3987020914
2018/06/28,3287855820
2018/06/29,3122917243
2018/06/30,2743405014
2018/07/01,3239238861
2018/07/02,4053046057
2018/07/03,4513332129
2018/07/04,3565686198
2018/07/05,3871407229
2018/07/06,3903214930
2018/07/07,2366746471
2018/07/08,3118937620
2018/07/09,3532641203
2018/07/10,5378758342
2018/07/11,3821332627
2018/07/12,3909161329
2018/07/13,3849998748
2018/07/14,3025754443
2018/07/15,3332687879
2018/07/16,4608077195
2018/07/17,4838633666
2018/07/18,5363687424
2018/07/19,4753212727
2018/07/20,4561643880
2018/07/21,3162353372
2018/07/22,2794502380
2018/07/23,4991045573
2018/07/24,6085274643
2018/07/25,5459190920
2018/07/26,4693673811
2018/07/27,4654842578
2018/07/28,3461526730
2018/07/29,3583323607
2018/07/30,4872161349
2018/07/31,4978443566
2018/08/01,4514836182
2018/08/02,4577828410
2018/08/03,4485935646
2018/08/04,3525630379
2018/08/05,3447772087
2018/08/06,4243072273
2018/08/07,4608404887
2018/08/08,5184590843
2018/08/09,4686758288
2018/08/10,4382510825
2018/08/11,3145684873
2018/08/12,2328392400
2018/08/13,4350515778
2018/08/14,5163907430
2018/08/15,4769880730
2018/08/16,3953452835
2018/08/17,3926062184
2018/08/18,2455035060
2018/08/19,2028143680
2018/08/20,3553963910
2018/08/21,4382094731
2018/08/22,4350353306
2018/08/23,3647229056
2018/08/24,3661739614
2018/08/25,3109357501
2018/08/26,2380025188
2018/08/27,4388693807
2018/08/28,4826709003
2018/08/29,4602610700
2018/08/30,4226549857
2018/08/31,9282745598
2018/09/01,4362467708
2018/09/02,4303670006
2018/09/03,5029033908
2018/09/04,5011905906
2018/09/05,5224405665
2018/09/06,5519704940
2018/09/07,4244331853
2018/09/08,3023691149
2018/09/09,2733450432
2018/09/10,3724300699
2018/09/11,4043060845
2018/09/12,3858804832
2018/09/13,4945028263
2018/09/14,3739803169
2018/09/15,2828215398
2018/09/16,2602477082
2018/09/17,3790858224
2018/09/18,3783832358
2018/09/19,3822272867
2018/09/20,4057460244
2018/09/21,5382758385
2018/09/22,3168708673
2018/09/23,2341712689
2018/09/24,3092765887
2018/09/25,4246223360
2018/09/26,3867366259
2018/09/27,4057583228
2018/09/28,4876768978
2018/09/29,3073503015
2018/09/30,2884540656
2018/10/01,3888507288
2018/10/02,4389199465
2018/10/03,3770493116
2018/10/04,3916300499
2018/10/05,3531169878
2018/10/06,2753321796
2018/10/07,2216429734
2018/10/08,3493169494
2018/10/09,3565193655
2018/10/10,4651122825
2018/10/11,5039985722
2018/10/12,4462688088
2018/10/13,2717574514
2018/10/14,2753419212
2018/10/15,6229548294
2018/10/16,4407565478
2018/10/17,4476440059
2018/10/18,4746945877
2018/10/19,4528703033
2018/10/20,3160555583
2018/10/21,2341171454
2018/10/22,3864226210
2018/10/23,4592611776
2018/10/24,5051029427
2018/10/25,4874241418
2018/10/26,3973633127
2018/10/27,2554463129
2018/10/28,2147555553
2018/10/29,3831067223
2018/10/30,3602844134
2018/10/31,3698576590
2018/11/01,3712032020
2018/11/02,4292229394
2018/11/03,2285296571
2018/11/04,2559975428
2018/11/05,3869825220
2018/11/06,3856340041
2018/11/07,3841470787
2018/11/08,3570110850
2018/11/09,3747451583
2018/11/10,2529817683
2018/11/11,2370538560
2018/11/12,3824592687
2018/11/13,3704003609
2018/11/14,5075023829
2018/11/15,8239114208
2018/11/16,4726070604
2018/11/17,2544477688
2018/11/18,2010910444
2018/11/19,4260052711
2018/11/20,5634345257
2018/11/21,3494899957
2018/11/22,2741834282
2018/11/23,2941467568
2018/11/24,2170437129
2018/11/25,2353257348
2018/11/26,3065105578
2018/11/27,3238020050
2018/11/28,3920978482
2018/11/29,3526799012
2018/11/30,5882707405
2018/12/01,3893609597
2018/12/02,2818360900
2018/12/03,4304241428
2018/12/04,7242095399
2018/12/05,5125489639
2018/12/06,4615050691
2018/12/07,3201612493
2018/12/08,1847625468
2018/12/09,1458847243
2018/12/10,2423941357
2018/12/11,2712663342
2018/12/12,2545363042
2018/12/13,2686249255
2018/12/14,2585287672
2018/12/15,1722894207
2018/12/16,1851351914
2018/12/17,2770847822
2018/12/18,3365003558
2018/12/19,4026233204
2018/12/20,3599857751
2018/12/21,3617601458
2018/12/22,1976516987
2018/12/23,1806866947
2018/12/24,2900022610
2018/12/25,2080596285
2018/12/26,2434415452
2018/12/27,2756531482
2018/12/28,3010993396
2018/12/29,2709929509
2018/12/30,1563555172
2018/12/31,2007215456
2019/01/01,1424526113
2019/01/02,2515216357
2019/01/03,2752308156
2019/01/04,2811737633
2019/01/05,2048008192
2019/01/06,2072755737
2019/01/07,2995832897
2019/01/08,2759732231
2019/01/09,2900940391
2019/01/10,3226614699
2019/01/11,3335554321
2019/01/12,1945648852
2019/01/13,1806714458
2019/01/14,2474612004
2019/01/15,3483483504
2019/01/16,2762800470
2019/01/17,2399148872
2019/01/18,2283401178
2019/01/19,1619422745
2019/01/20,1722151733
2019/01/21,2110258660
2019/01/22,2478443633
2019/01/23,2457359265
2019/01/24,2347643312
2019/01/25,2400719150
2019/01/26,1773545325
2019/01/27,1508328043
2019/01/28,2976060630
2019/01/29,2585945604
2019/01/30,2817680991
2019/01/31,2626335762
2019/02/01,3220882652
2019/02/02,1931538561
2019/02/03,1668876614
2019/02/04,2032040052
2019/02/05,2166953096
2019/02/06,2305049292
2019/02/07,2224668399
2019/02/08,2641012179
2019/02/09,2067722238
2019/02/10,1600284950
2019/02/11,2347246047
2019/02/12,2486724369
2019/02/13,2669879361
2019/02/14,2095542016
2019/02/15,2394133584
2019/02/16,2010834348
2019/02/17,1762891086
2019/02/18,2904021097
2019/02/19,3337000633
2019/02/20,3180884438
2019/02/21,2947073845
2019/02/22,2767250699
2019/02/23,2624873297
2019/02/24,2382406266
2019/02/25,3274279885
2019/02/26,3001158362
2019/02/27,3165795829
2019/02/28,3518053971
2019/03/01,2869065387
2019/03/02,2302705140
2019/03/03,4401255612
2019/03/04,3498393790
2019/03/05,3470341794
2019/03/06,2983209069
2019/03/07,3138959659
2019/03/08,2855351746
2019/03/09,2226581524
2019/03/10,1934120315
2019/03/11,2776955575
2019/03/12,2944938365
2019/03/13,2942167000
2019/03/14,3360451680
2019/03/15,2917576169
2019/03/16,2376630473
2019/03/17,1967272659
2019/03/18,2814149404
2019/03/19,2818710828
2019/03/20,3070342481
2019/03/21,3237103641
2019/03/22,2837539556
2019/03/23,2044427023
2019/03/24,1854228825
2019/03/25,2804603548
2019/03/26,2970396682
2019/03/27,2989560361
2019/03/28,3243278700
2019/03/29,3588471440
2019/03/30,2509432049
2019/03/31,2330880171
2019/04/01,3295362243
2019/04/02,6940594244
2019/04/03,4980171282
2019/04/04,4770229476
2019/04/05,4080200801
2019/04/06,2831026625
2019/04/07,3106754651
2019/04/08,4623177060
2019/04/09,4669920362
2019/04/10,4606465088
2019/04/11,5243637830
2019/04/12,4012930876
2019/04/13,2847060949
2019/04/14,3005216010
2019/04/15,4154100198
2019/04/16,3708563650
2019/04/17,5632345160
2019/04/18,5891159219
2019/04/19,4854685719
2019/04/20,3603157334
2019/04/21,2487381966
2019/04/22,5446524037
2019/04/23,6476874775
2019/04/24,8152589139
2019/04/25,6800980528
2019/04/26,5944742697
2019/04/27,2837992575
2019/04/28,3022061588
2019/04/29,4403475914
2019/04/30,4595773152
2019/05/01,3927975693
2019/05/02,3933229069
2019/05/03,4885429347
2019/05/04,3761940974
2019/05/05,3482004662
2019/05/06,4394551310
2019/05/07,4999805383
2019/05/08,5081708618
2019/05/09,5511123168
2019/05/10,5937393756
2019/05/11,6109498680
2019/05/12,5006559351
2019/05/13,6631002782
2019/05/14,8270841757
2019/05/15,9033704419
2019/05/16,8345283791
2019/05/17,7291206169
2019/05/18,4457667858
2019/05/19,5030895135
2019/05/20,6046790620
2019/05/21,6100990360
2019/05/22,6505913833
2019/05/23,6368508508
2019/05/24,6930779483
2019/05/25,4347286724
2019/05/26,4490767691
2019/05/27,7394588350
2019/05/28,7512217745
2019/05/29,9218497800
2019/05/30,7873404835
2019/05/31,14611646946
2019/06/01,5516623822
2019/06/02,4893614617
2019/06/03,10462305671
2019/06/04,8283889704
2019/06/05,8002134441
2019/06/06,10400496926
2019/06/07,6047727104
2019/06/08,4815248503
2019/06/09,4229844060
2019/06/10,6817662042
2019/06/11,10760259392
2019/06/12,7652581595
2019/06/13,7068163476
2019/06/14,7182356382
2019/06/15,6468986211
2019/06/16,6650112357
2019/06/17,18972359253
2019/06/18,21749496964
2019/06/19,10849799607
2019/06/20,10244903739
2019/06/21,9214388491
2019/06/22,16083257046
2019/06/23,7380440247
2019/06/24,10020120952
2019/06/25,12798035957
2019/06/26,15479438197
2019/06/27,13207069991
2019/06/28,11537543775
2019/06/29,12795233161
2019/06/30,17282537932
2019/07/01,8294791784
2019/07/02,7062566621
2019/07/03,7703296248
2019/07/04,8179997494
2019/07/05,6476538664
2019/07/06,4874121584
2019/07/07,4176539224
2019/07/08,11955813889
2019/07/09,12587993493
2019/07/10,15498039071
2019/07/11,20420403958
2019/07/12,20557844949
2019/07/13,14813908538
2019/07/14,13849842374
2019/07/15,12826740882
2019/07/16,11964728542
2019/07/17,11123718874
2019/07/18,9474810404
2019/07/19,8650376362
2019/07/20,6217955258
2019/07/21,5071398127
2019/07/22,6372194443
2019/07/23,6748833025
2019/07/24,7134264795
2019/07/25,6632786125
2019/07/26,5818872542
2019/07/27,4317953015
2019/07/28,3369745674
2019/07/29,11673439640
2019/07/30,5485378832
2019/07/31,5233382143
2019/08/01,5710890476
2019/08/02,6056914733
2019/08/03,3954020962
2019/08/04,3943585181
2019/08/05,8569450501
2019/08/06,9018906202
2019/08/07,7700386314
2019/08/08,6452544841
2019/08/09,6521268719
2019/08/10,5483053852
2019/08/11,4067068933
2019/08/12,5722734359
2019/08/13,6452682152
2019/08/14,6231852505
2019/08/15,7979453176
2019/08/16,5166867045
2019/08/17,5965170644
2019/08/18,4345789674
2019/08/19,5011458401
2019/08/20,5134381220
2019/08/21,5074971813
2019/08/22,3946916036
2019/08/23,5427855412
2019/08/24,3379675383
2019/08/25,3031984034
2019/08/26,5687691459
2019/08/27,5674721911
2019/08/28,4888085256
2019/08/29,6779020768
2019/08/30,5993263968
2019/08/31,3893676871
2019/09/01,4030368952
2019/09/02,5362241827
2019/09/03,6247675089
2019/09/04,5775467517
2019/09/05,6852761186
2019/09/06,8431913901
2019/09/07,4788472512
2019/09/08,4026024011
2019/09/09,5388594580
2019/09/10,6792968194
2019/09/11,5457821746
2019/09/12,5897766449
2019/09/13,4842739763
2019/09/14,4857347393
2019/09/15,3595079483
2019/09/16,5570107030
2019/09/17,5821586455
2019/09/18,6433630194
2019/09/19,5597715575
2019/09/20,6527740662
2019/09/21,5686032102
2019/09/22,3721211377
2019/09/23,4322552242
2019/09/24,8988930132
2019/09/25,7189945341
2019/09/26,5107400453
2019/09/27,5088369335
2019/09/28,3560386937
2019/09/29,3329309436
2019/09/30,4941791930
2019/10/01,4755108811
2019/10/02,3633263709
2019/10/03,4387819172
2019/10/04,4199281838
2019/10/05,2888167170
2019/10/06,3079541982
2019/10/07,3948772739
2019/10/08,4293978021
2019/10/09,4877278305
2019/10/10,4765805789
2019/10/11,4365688253
2019/10/12,2869783477
2019/10/13,2492298266
2019/10/14,5488675881
2019/10/15,3842231080
2019/10/16,5727601621
2019/10/17,5253931408
2019/10/18,4391359260
2019/10/19,2359380872
2019/10/20,2319075922
2019/10/21,3642688098
2019/10/22,3895959646
2019/10/23,4985241310
2019/10/24,4712422233
2019/10/25,5308369715
2019/10/26,5322067003
2019/10/27,3973282730
2019/10/28,5967176831
2019/10/29,4675997275
2019/10/30,3975291441
2019/10/31,4842933242
2019/11/01,6357630443
2019/11/02,3831155023
2019/11/03,3886869576
2019/11/04,5450015260
2019/11/05,7582494848
2019/11/06,4907283550
2019/11/07,5270347053
2019/11/08,5703108408
2019/11/09,4640163649
2019/11/10,2853814771
2019/11/11,3573655851
2019/11/12,4154122105
2019/11/13,4917321117
2019/11/14,4766844514
2019/11/15,5768478919
2019/11/16,3149156270
2019/11/17,2651062995
2019/11/18,4683404510
2019/11/19,4124530460
2019/11/20,3425383536
2019/11/21,4738857382
2019/11/22,6718559973
2019/11/23,5237790792
2019/11/24,4075116897
2019/11/25,5645470730
2019/11/26,4994750892
2019/11/27,5178194528
2019/11/28,3714657725
2019/11/29,4804527682
2019/11/30,4293987584
2019/12/01,3468082463
2019/12/02,4379444581
2019/12/03,4245612301
2019/12/04,13491432770
2019/12/05,3735630915
2019/12/06,13356676718
2019/12/07,2773243602
2019/12/08,2182547930
2019/12/09,4239872558
2019/12/10,4757475238
2019/12/11,4063659763
2019/12/12,4228990462
2019/12/13,3432593081
2019/12/14,2387176288
2019/12/15,2343995952
2019/12/16,3350181347
2019/12/17,7710051988
2019/12/18,5023631251
2019/12/19,4672527254
2019/12/20,4618709563
2019/12/21,3138207777
2019/12/22,2939979741
2019/12/23,4317384030
2019/12/24,3431328318
2019/12/25,2887782333
2019/12/26,3398008808
2019/12/27,3906419258
2019/12/28,3214320527
2019/12/29,2491858564
2019/12/30,4650041072
2019/12/31,3430132844
2020/01/01,2022006877
2020/01/02,3495275949
2020/01/03,5664998633
2020/01/04,3470997480
2020/01/05,2540098659
2020/01/06,3965209700
2020/01/07,4244004408
2020/01/08,4617323319
2020/01/09,7532014275
2020/01/10,5256518379
2020/01/11,3333911659
2020/01/12,2877762316
2020/01/13,3989909384
2020/01/14,7605764835
2020/01/15,12047345887
2020/01/16,4651778386
2020/01/17,6762835813
2020/01/18,3325346759
2020/01/19,3266638547
2020/01/20,5705309769
2020/01/21,4263372755
2020/01/22,4982958619
2020/01/23,5751816119
2020/01/24,4406641300
2020/01/25,2923336571
2020/01/26,3252311166
2020/01/27,4607391671
2020/01/28,5754005306
2020/01/29,5776964588
2020/01/30,7156704820
2020/01/31,8370738685
2020/02/01,6196137120
2020/02/02,4682602584
2020/02/03,8969878835
2020/02/04,5970733008
2020/02/05,5098196583
2020/02/06,10146779590
2020/02/07,6626614697
2020/02/08,5641804028
2020/02/09,4119683189
2020/02/10,6277983060
2020/02/11,6641643757
2020/02/12,6813860260
2020/02/13,7006498294
2020/02/14,6726653170
2020/02/15,5460487669
2020/02/16,6050284934
2020/02/17,9396560694
2020/02/18,5658250758
2020/02/19,7909840873
2020/02/20,6411100732
2020/02/21,5440614227
2020/02/22,3767769713
2020/02/23,4945140232
2020/02/24,5548784595
2020/02/25,6334149205
2020/02/26,5404813979
2020/02/27,6640945724
2020/02/28,6545847824
2020/02/29,3563548358
2020/03/01,3056262659
2020/03/02,4954319962
2020/03/03,4724034705
2020/03/04,5316041656
2020/03/05,5312999717
2020/03/06,6579942090
2020/03/07,4067367311
2020/03/08,3553993081
2020/03/09,6609337094
2020/03/10,5873729738
2020/03/11,5970077210
2020/03/12,11216477735
2020/03/13,8397336869
2020/03/14,3996881095
2020/03/15,2800245342
2020/03/16,5537167761
2020/03/17,5342758513
2020/03/18,3793746087
2020/03/19,4352271189
2020/03/20,5871726497
2020/03/21,2662336309
2020/03/22,3350651752
2020/03/23,3654086757
2020/03/24,6339716454
2020/03/25,3796414372
2020/03/26,3811340375
2020/03/27,3937458538
2020/03/28,2575050193
2020/03/29,2478352989
2020/03/30,4278822143
2020/03/31,4835276939
2020/04/01,4118963584
2020/04/02,4114899890
2020/04/03,4428654798
2020/04/04,4486625081
2020/04/05,2503465568
2020/04/06,5381429402
2020/04/07,6622833826
2020/04/08,3753647455
2020/04/09,6108645220
2020/04/10,4009322926
2020/04/11,2620878650
2020/04/12,2233462672
2020/04/13,3721527636
2020/04/14,3298985435
2020/04/15,4191462061
2020/04/16,5244755690
2020/04/17,4225980413
2020/04/18,2646181233
2020/04/19,2429847548
2020/04/20,3713673033
2020/04/21,3680922937
2020/04/22,3905192113
2020/04/23,4617186905
2020/04/24,6649281304
2020/04/25,2933388198
2020/04/26,2626664066
2020/04/27,4525920365
2020/04/28,4382068690
2020/04/29,8528863937
2020/04/30,8731451225
2020/05/01,5715430837
2020/05/02,3397708590
2020/05/03,3671522570
2020/05/04,5236732505
2020/05/05,4640569701
2020/05/06,5800191084
2020/05/07,7237451320
2020/05/08,8699920440
2020/05/09,6489723949
2020/05/10,4327274265
2020/05/11,6134372405
2020/05/12,7347762137
2020/05/13,7310157042
2020/05/14,5766539936
2020/05/15,5678998445
2020/05/16,3505298659
2020/05/17,2958469633
2020/05/18,5574785522
2020/05/19,5438802406
2020/05/20,6515116826
2020/05/21,6540010956
2020/05/22,4987540292
2020/05/23,3082410514
2020/05/24,3838491997
2020/05/25,7327844815
2020/05/26,4377785888
2020/05/27,5350187059
2020/05/28,4726798263
2020/05/29,6496293776
2020/05/30,3372631774
2020/05/31,5145721924
2020/06/01,7013213143
2020/06/02,8305222319
2020/06/03,4864843436
2020/06/04,5822876671
2020/06/05,6205984296
2020/06/06,2883146436
2020/06/07,2771547713
2020/06/08,5442084564
2020/06/09,4690924672
2020/06/10,4491690807
2020/06/11,6647776923
2020/06/12,4516709764
2020/06/13,2800748145
2020/06/14,2414647440
2020/06/15,6026440586
2020/06/16,5905972490
2020/06/17,5882018346
2020/06/18,5081904673
2020/06/19,9869425318
2020/06/20,2954249140
2020/06/21,2510620126
2020/06/22,4933624507
2020/06/23,6848790460
2020/06/24,5624810125
2020/06/25,6884696390
2020/06/26,6906646605
2020/06/27,2910064577
2020/06/28,2807735374
2020/06/29,4549037989
2020/06/30,4988673906
2020/07/01,5610593403
2020/07/02,5319273386
2020/07/03,4930431962
2020/07/04,3214133647
2020/07/05,2686841468
2020/07/06,5229561198
2020/07/07,5113726397
2020/07/08,5879105672
2020/07/09,5431125393
2020/07/10,5013438671
2020/07/11,2993884818
2020/07/12,3780963340
2020/07/13,7737106831
2020/07/14,5205961400
2020/07/15,5127115613
2020/07/16,5191173949
2020/07/17,4892732893
2020/07/18,3373013352
2020/07/19,3029475225
2020/07/20,4754410193
2020/07/21,5277693473
2020/07/22,5801680835
2020/07/23,5778967000
2020/07/24,5141876914
2020/07/25,3880204123
2020/07/26,3928612175
2020/07/27,7815245572
2020/07/28,8208681477
2020/07/29,6785481393
2020/07/30,7143387276
2020/07/31,6823461600
2020/08/01,5701683612
2020/08/02,4708545727
2020/08/03,7759212519
2020/08/04,6304603734
2020/08/05,5785900723
2020/08/06,8611294724
2020/08/07,7619635042
2020/08/08,4805143494
2020/08/09,4419296501
2020/08/10,7393375059
2020/08/11,7367134283
2020/08/12,7725462277
2020/08/13,6995322128
2020/08/14,8662170206
2020/08/15,5846999539
2020/08/16,5504319981
2020/08/17,8571052500
2020/08/18,8714216837
2020/08/19,7255498914
2020/08/20,6986588325
2020/08/21,6243266389
2020/08/22,4395409504
2020/08/23,3484332160
2020/08/24,6024843623
2020/08/25,6663594313
2020/08/26,6513114669
2020/08/27,6791185986
2020/08/28,6628356661
2020/08/29,4742500324
2020/08/30,4514146807
