Date,mining_profitability3sma
2010/11/01,70118
2010/11/02,59335
2010/11/03,63079
2010/11/04,65979
2010/11/05,71670
2010/11/06,87244
2010/11/07,107351
2010/11/08,115428
2010/11/09,96944
2010/11/10,70273
2010/11/11,51938
2010/11/12,50068
2010/11/13,56441
2010/11/14,61836
2010/11/15,63696
2010/11/16,58460
2010/11/17,54704
2010/11/18,52988
2010/11/19,44342
2010/11/20,39313
2010/11/21,36886
2010/11/22,41471
2010/11/23,41443
2010/11/24,42195
2010/11/25,43233
2010/11/26,43903
2010/11/27,42017
2010/11/28,40202
2010/11/29,40119
2010/11/30,36780
2010/12/01,32404
2010/12/02,28629
2010/12/03,29355
2010/12/04,30201
2010/12/05,29313
2010/12/06,27894
2010/12/07,26842
2010/12/08,27922
2010/12/09,26804
2010/12/10,22370
2010/12/11,18877
2010/12/12,16773
2010/12/13,17297
2010/12/14,18113
2010/12/15,19642
2010/12/16,20564
2010/12/17,19727
2010/12/18,19217
2010/12/19,20266
2010/12/20,20129
2010/12/21,20689
2010/12/22,18499
2010/12/23,18077
2010/12/24,16566
2010/12/25,17662
2010/12/26,17624
2010/12/27,18254
2010/12/28,18207
2010/12/29,18931
2010/12/30,19659
2010/12/31,20307
2011/01/01,20996
2011/01/02,20616
2011/01/03,19448
2011/01/04,18227
2011/01/05,17835
2011/01/06,17787
2011/01/07,18983
2011/01/08,18913
2011/01/09,20292
2011/01/10,19489
2011/01/11,20329
2011/01/12,19994
2011/01/13,20607
2011/01/14,20969
2011/01/15,21196
2011/01/16,21573
2011/01/17,21083
2011/01/18,19546
2011/01/19,18249
2011/01/20,18177
2011/01/21,19665
2011/01/22,21681
2011/01/23,22654
2011/01/24,24334
2011/01/25,23452
2011/01/26,23005
2011/01/27,20868
2011/01/28,20304
2011/01/29,19973
2011/01/30,20405
2011/01/31,22308
2011/02/01,24009
2011/02/02,27921
2011/02/03,30448
2011/02/04,34381
2011/02/05,36266
2011/02/06,39019
2011/02/07,40956
2011/02/08,39146
2011/02/09,39203
2011/02/10,37731
2011/02/11,40138
2011/02/12,39895
2011/02/13,40351
2011/02/14,40711
2011/02/15,41821
2011/02/16,42248
2011/02/17,41373
2011/02/18,35910
2011/02/19,29058
2011/02/20,25324
2011/02/21,23796
2011/02/22,24631
2011/02/23,24786
2011/02/24,25284
2011/02/25,26010
2011/02/26,26519
2011/02/27,24304
2011/02/28,19958
2011/03/01,15325
2011/03/02,15407
2011/03/03,17074
2011/03/04,18150
2011/03/05,18279
2011/03/06,17515
2011/03/07,15933
2011/03/08,14762
2011/03/09,13771
2011/03/10,12622
2011/03/11,11686
2011/03/12,11579
2011/03/13,11845
2011/03/14,11682
2011/03/15,11471
2011/03/16,11810
2011/03/17,11882
2011/03/18,10996
2011/03/19,10546
2011/03/20,10175
2011/03/21,10438
2011/03/22,10054
2011/03/23,10586
2011/03/24,10700
2011/03/25,12466
2011/03/26,12112
2011/03/27,12444
2011/03/28,11969
2011/03/29,11980
2011/03/30,11989
2011/03/31,11793
2011/04/01,11565
2011/04/02,11470
2011/04/03,11183
2011/04/04,11062
2011/04/05,10732
2011/04/06,9611
2011/04/07,9129
2011/04/08,8980
2011/04/09,9147
2011/04/10,9352
2011/04/11,9155
2011/04/12,9551
2011/04/13,10068
2011/04/14,10642
2011/04/15,11123
2011/04/16,11936
2011/04/17,12875
2011/04/18,13079
2011/04/19,13169
2011/04/20,12581
2011/04/21,12664
2011/04/22,13203
2011/04/23,14826
2011/04/24,16751
2011/04/25,18009
2011/04/26,18345
2011/04/27,18763
2011/04/28,19839
2011/04/29,23463
2011/04/30,26955
2011/05/01,29204
2011/05/02,29466
2011/05/03,29625
2011/05/04,30548
2011/05/05,31401
2011/05/06,31973
2011/05/07,31907
2011/05/08,33197
2011/05/09,33788
2011/05/10,32022
2011/05/11,32328
2011/05/12,33143
2011/05/13,41292
2011/05/14,45959
2011/05/15,48088
2011/05/16,48265
2011/05/17,47730
2011/05/18,48813
2011/05/19,39166
2011/05/20,31713
2011/05/21,24946
2011/05/22,26417
2011/05/23,27874
2011/05/24,29712
2011/05/25,31808
2011/05/26,31122
2011/05/27,25681
2011/05/28,20733
2011/05/29,18034
2011/05/30,19444
2011/05/31,19929
2011/06/01,20797
2011/06/02,22195
2011/06/03,25333
2011/06/04,30982
2011/06/05,36813
2011/06/06,39051
2011/06/07,37028
2011/06/08,39818
2011/06/09,46458
2011/06/10,50602
2011/06/11,46947
2011/06/12,37764
2011/06/13,33216
2011/06/14,32717
2011/06/15,32883
2011/06/16,27299
2011/06/17,21451
2011/06/18,18385
2011/06/19,19689
2011/06/20,20026
2011/06/21,20386
2011/06/22,19954
2011/06/23,19742
2011/06/24,17491
2011/06/25,14697
2011/06/26,12352
2011/06/27,12073
2011/06/28,12606
2011/06/29,12697
2011/06/30,12600
2011/07/01,11967
2011/07/02,11441
2011/07/03,10883
2011/07/04,11042
2011/07/05,10301
2011/07/06,10004
2011/07/07,9168
2011/07/08,9914
2011/07/09,9364
2011/07/10,9462
2011/07/11,9079
2011/07/12,9160
2011/07/13,9586
2011/07/14,8968
2011/07/15,9108
2011/07/16,8493
2011/07/17,8961
2011/07/18,8843
2011/07/19,8531
2011/07/20,8350
2011/07/21,8080
2011/07/22,8346
2011/07/23,8083
2011/07/24,8239
2011/07/25,8290
2011/07/26,8571
2011/07/27,8347
2011/07/28,8066
2011/07/29,7892
2011/07/30,7932
2011/07/31,8214
2011/08/01,7749
2011/08/02,7304
2011/08/03,6433
2011/08/04,5735
2011/08/05,5435
2011/08/06,4858
2011/08/07,4546
2011/08/08,4085
2011/08/09,4417
2011/08/10,4818
2011/08/11,5075
2011/08/12,5064
2011/08/13,5028
2011/08/14,5302
2011/08/15,5454
2011/08/16,6087
2011/08/17,6072
2011/08/18,6228
2011/08/19,5926
2011/08/20,6270
2011/08/21,6566
2011/08/22,6581
2011/08/23,6143
2011/08/24,5773
2011/08/25,5709
2011/08/26,5488
2011/08/27,5053
2011/08/28,4728
2011/08/29,4897
2011/08/30,5108
2011/08/31,5110
2011/09/01,4736
2011/09/02,4754
2011/09/03,4719
2011/09/04,4824
2011/09/05,4722
2011/09/06,4515
2011/09/07,4152
2011/09/08,3860
2011/09/09,3697
2011/09/10,3337
2011/09/11,2959
2011/09/12,2959
2011/09/13,3265
2011/09/14,3441
2011/09/15,3303
2011/09/16,2972
2011/09/17,2874
2011/09/18,2763
2011/09/19,2867
2011/09/20,3070
2011/09/21,3226
2011/09/22,3367
2011/09/23,3148
2011/09/24,3109
2011/09/25,3064
2011/09/26,3084
2011/09/27,2914
2011/09/28,2925
2011/09/29,2793
2011/09/30,2818
2011/10/01,2957
2011/10/02,2971
2011/10/03,3126
2011/10/04,2798
2011/10/05,3040
2011/10/06,2815
2011/10/07,2949
2011/10/08,2562
2011/10/09,2557
2011/10/10,2398
2011/10/11,2330
2011/10/12,2328
2011/10/13,2344
2011/10/14,2693
2011/10/15,2681
2011/10/16,2652
2011/10/17,2336
2011/10/18,2058
2011/10/19,1822
2011/10/20,1628
2011/10/21,1595
2011/10/22,1640
2011/10/23,1884
2011/10/24,2085
2011/10/25,2081
2011/10/26,1934
2011/10/27,1796
2011/10/28,1930
2011/10/29,2074
2011/10/30,2330
2011/10/31,2514
2011/11/01,2731
2011/11/02,2796
2011/11/03,2668
2011/11/04,2661
2011/11/05,2556
2011/11/06,2576
2011/11/07,2447
2011/11/08,2542
2011/11/09,2582
2011/11/10,2485
2011/11/11,2350
2011/11/12,2429
2011/11/13,2525
2011/11/14,2491
2011/11/15,2232
2011/11/16,2040
2011/11/17,1982
2011/11/18,1919
2011/11/19,1804
2011/11/20,1863
2011/11/21,1796
2011/11/22,1955
2011/11/23,1860
2011/11/24,1949
2011/11/25,2025
2011/11/26,2049
2011/11/27,2084
2011/11/28,2068
2011/11/29,2189
2011/11/30,2520
2011/12/01,2737
2011/12/02,2748
2011/12/03,2730
2011/12/04,2578
2011/12/05,2688
2011/12/06,2672
2011/12/07,2687
2011/12/08,2806
2011/12/09,2736
2011/12/10,2752
2011/12/11,2795
2011/12/12,2785
2011/12/13,2913
2011/12/14,2824
2011/12/15,2728
2011/12/16,2670
2011/12/17,2741
2011/12/18,2843
2011/12/19,2982
2011/12/20,2933
2011/12/21,3196
2011/12/22,3327
2011/12/23,3396
2011/12/24,3436
2011/12/25,3575
2011/12/26,3669
2011/12/27,3501
2011/12/28,3428
2011/12/29,3365
2011/12/30,3709
2011/12/31,3729
2012/01/01,4101
2012/01/02,4259
2012/01/03,4438
2012/01/04,4379
2012/01/05,4750
2012/01/06,5317
2012/01/07,5925
2012/01/08,5942
2012/01/09,5736
2012/01/10,5292
2012/01/11,5238
2012/01/12,5158
2012/01/13,5401
2012/01/14,5322
2012/01/15,5292
2012/01/16,5581
2012/01/17,5361
2012/01/18,5007
2012/01/19,4735
2012/01/20,4966
2012/01/21,5307
2012/01/22,4934
2012/01/23,4888
2012/01/24,4772
2012/01/25,4814
2012/01/26,4541
2012/01/27,4337
2012/01/28,4205
2012/01/29,4285
2012/01/30,4338
2012/01/31,4242
2012/02/01,4148
2012/02/02,4418
2012/02/03,4578
2012/02/04,4632
2012/02/05,4292
2012/02/06,4197
2012/02/07,3996
2012/02/08,4086
2012/02/09,4180
2012/02/10,4191
2012/02/11,4260
2012/02/12,4177
2012/02/13,4029
2012/02/14,3768
2012/02/15,3484
2012/02/16,3331
2012/02/17,3235
2012/02/18,3259
2012/02/19,3214
2012/02/20,3039
2012/02/21,3003
2012/02/22,3155
2012/02/23,3355
2012/02/24,3540
2012/02/25,3591
2012/02/26,3529
2012/02/27,3495
2012/02/28,3558
2012/02/29,3649
2012/03/01,3571
2012/03/02,3353
2012/03/03,3183
2012/03/04,3182
2012/03/05,3316
2012/03/06,3334
2012/03/07,3391
2012/03/08,3323
2012/03/09,3434
2012/03/10,3268
2012/03/11,3232
2012/03/12,3231
2012/03/13,3344
2012/03/14,3390
2012/03/15,3390
2012/03/16,3571
2012/03/17,3706
2012/03/18,3684
2012/03/19,3384
2012/03/20,3284
2012/03/21,3194
2012/03/22,3240
2012/03/23,3095
2012/03/24,3257
2012/03/25,3120
2012/03/26,3138
2012/03/27,3015
2012/03/28,3137
2012/03/29,3098
2012/03/30,3061
2012/03/31,3065
2012/04/01,3044
2012/04/02,2865
2012/04/03,2886
2012/04/04,2937
2012/04/05,3039
2012/04/06,3087
2012/04/07,3051
2012/04/08,3136
2012/04/09,2969
2012/04/10,3038
2012/04/11,2933
2012/04/12,2912
2012/04/13,2893
2012/04/14,3073
2012/04/15,3069
2012/04/16,3275
2012/04/17,3165
2012/04/18,3317
2012/04/19,3276
2012/04/20,3319
2012/04/21,3409
2012/04/22,3281
2012/04/23,3195
2012/04/24,3155
2012/04/25,3130
2012/04/26,3347
2012/04/27,3328
2012/04/28,3431
2012/04/29,3442
2012/04/30,3469
2012/05/01,3408
2012/05/02,3237
2012/05/03,3244
2012/05/04,3301
2012/05/05,3459
2012/05/06,3409
2012/05/07,3423
2012/05/08,3314
2012/05/09,3253
2012/05/10,2934
2012/05/11,2969
2012/05/12,2791
2012/05/13,2972
2012/05/14,2821
2012/05/15,2892
2012/05/16,2906
2012/05/17,2881
2012/05/18,3012
2012/05/19,3032
2012/05/20,3051
2012/05/21,2896
2012/05/22,2820
2012/05/23,2916
2012/05/24,2994
2012/05/25,3125
2012/05/26,3217
2012/05/27,3339
2012/05/28,3306
2012/05/29,3173
2012/05/30,3197
2012/05/31,3183
2012/06/01,3382
2012/06/02,3380
2012/06/03,3388
2012/06/04,3288
2012/06/05,3343
2012/06/06,3402
2012/06/07,3449
2012/06/08,3440
2012/06/09,3594
2012/06/10,3611
2012/06/11,3437
2012/06/12,3516
2012/06/13,3492
2012/06/14,3839
2012/06/15,3802
2012/06/16,4022
2012/06/17,4022
2012/06/18,4192
2012/06/19,3886
2012/06/20,4006
2012/06/21,3836
2012/06/22,4117
2012/06/23,3943
2012/06/24,3703
2012/06/25,3649
2012/06/26,3606
2012/06/27,3855
2012/06/28,3785
2012/06/29,3868
2012/06/30,3792
2012/07/01,3891
2012/07/02,3867
2012/07/03,3998
2012/07/04,3851
2012/07/05,3791
2012/07/06,3752
2012/07/07,3891
2012/07/08,3867
2012/07/09,3873
2012/07/10,3903
2012/07/11,3954
2012/07/12,4149
2012/07/13,4334
2012/07/14,4509
2012/07/15,4302
2012/07/16,4360
2012/07/17,4615
2012/07/18,4864
2012/07/19,4725
2012/07/20,4682
2012/07/21,4645
2012/07/22,4828
2012/07/23,4616
2012/07/24,4683
2012/07/25,4615
2012/07/26,4741
2012/07/27,4865
2012/07/28,4697
2012/07/29,4913
2012/07/30,4644
2012/07/31,4598
2012/08/01,4372
2012/08/02,4722
2012/08/03,5085
2012/08/04,5320
2012/08/05,5188
2012/08/06,5236
2012/08/07,5438
2012/08/08,5653
2012/08/09,5745
2012/08/10,5521
2012/08/11,5555
2012/08/12,5480
2012/08/13,5559
2012/08/14,5441
2012/08/15,5651
2012/08/16,5748
2012/08/17,5768
2012/08/18,5670
2012/08/19,5457
2012/08/20,4919
2012/08/21,4465
2012/08/22,4281
2012/08/23,4523
2012/08/24,4516
2012/08/25,4426
2012/08/26,4493
2012/08/27,4419
2012/08/28,4502
2012/08/29,4456
2012/08/30,4519
2012/08/31,4358
2012/09/01,4221
2012/09/02,4284
2012/09/03,4213
2012/09/04,4373
2012/09/05,4388
2012/09/06,4488
2012/09/07,4285
2012/09/08,4077
2012/09/09,4150
2012/09/10,4142
2012/09/11,4148
2012/09/12,4199
2012/09/13,4115
2012/09/14,4304
2012/09/15,4215
2012/09/16,4498
2012/09/17,4508
2012/09/18,4502
2012/09/19,4343
2012/09/20,4407
2012/09/21,4484
2012/09/22,4392
2012/09/23,4327
2012/09/24,4222
2012/09/25,4187
2012/09/26,4162
2012/09/27,4358
2012/09/28,4463
2012/09/29,4518
2012/09/30,4325
2012/10/01,4241
2012/10/02,4270
2012/10/03,4174
2012/10/04,4306
2012/10/05,4159
2012/10/06,4374
2012/10/07,4138
2012/10/08,4228
2012/10/09,3895
2012/10/10,4027
2012/10/11,3775
2012/10/12,3909
2012/10/13,3931
2012/10/14,3868
2012/10/15,3968
2012/10/16,3916
2012/10/17,3969
2012/10/18,3908
2012/10/19,3732
2012/10/20,3926
2012/10/21,3805
2012/10/22,3987
2012/10/23,3664
2012/10/24,3796
2012/10/25,3716
2012/10/26,3847
2012/10/27,3539
2012/10/28,3499
2012/10/29,3367
2012/10/30,3312
2012/10/31,3276
2012/11/01,3270
2012/11/02,3310
2012/11/03,3259
2012/11/04,3246
2012/11/05,3315
2012/11/06,3257
2012/11/07,3355
2012/11/08,3272
2012/11/09,3375
2012/11/10,3206
2012/11/11,3287
2012/11/12,3172
2012/11/13,3315
2012/11/14,3246
2012/11/15,3304
2012/11/16,3346
2012/11/17,3409
2012/11/18,3439
2012/11/19,3533
2012/11/20,3529
2012/11/21,3626
2012/11/22,3455
2012/11/23,3720
2012/11/24,3679
2012/11/25,3771
2012/11/26,3597
2012/11/27,3615
2012/11/28,3460
2012/11/29,2834
2012/11/30,2210
2012/12/01,1835
2012/12/02,1812
2012/12/03,1870
2012/12/04,1743
2012/12/05,1860
2012/12/06,1927
2012/12/07,2024
2012/12/08,1987
2012/12/09,1940
2012/12/10,1987
2012/12/11,2030
2012/12/12,2022
2012/12/13,2008
2012/12/14,1934
2012/12/15,2038
2012/12/16,1983
2012/12/17,2111
2012/12/18,2031
2012/12/19,2088
2012/12/20,1959
2012/12/21,2015
2012/12/22,2101
2012/12/23,2024
2012/12/24,2027
2012/12/25,1892
2012/12/26,2174
2012/12/27,2205
2012/12/28,2343
2012/12/29,2241
2012/12/30,2337
2012/12/31,2259
2013/01/01,2286
2013/01/02,2193
2013/01/03,2252
2013/01/04,2256
2013/01/05,2203
2013/01/06,2215
2013/01/07,2279
2013/01/08,2194
2013/01/09,2127
2013/01/10,2070
2013/01/11,2112
2013/01/12,2170
2013/01/13,2174
2013/01/14,2315
2013/01/15,2195
2013/01/16,2223
2013/01/17,2097
2013/01/18,2282
2013/01/19,2391
2013/01/20,2501
2013/01/21,2443
2013/01/22,2470
2013/01/23,2537
2013/01/24,2818
2013/01/25,2793
2013/01/26,3037
2013/01/27,2957
2013/01/28,3030
2013/01/29,3049
2013/01/30,3156
2013/01/31,3419
2013/02/01,3320
2013/02/02,3332
2013/02/03,3416
2013/02/04,3455
2013/02/05,3433
2013/02/06,3103
2013/02/07,3206
2013/02/08,3277
2013/02/09,3445
2013/02/10,3549
2013/02/11,3590
2013/02/12,3624
2013/02/13,3784
2013/02/14,3798
2013/02/15,4069
2013/02/16,4057
2013/02/17,4219
2013/02/18,3863
2013/02/19,3752
2013/02/20,3906
2013/02/21,4055
2013/02/22,4169
2013/02/23,3965
2013/02/24,3972
2013/02/25,4070
2013/02/26,4079
2013/02/27,4226
2013/02/28,4105
2013/03/01,4164
2013/03/02,4009
2013/03/03,3969
2013/03/04,3935
2013/03/05,3930
2013/03/06,4145
2013/03/07,4480
2013/03/08,4827
2013/03/09,5000
2013/03/10,5082
2013/03/11,5091
2013/03/12,5109
2013/03/13,5032
2013/03/14,5070
2013/03/15,4821
2013/03/16,4725
2013/03/17,4724
2013/03/18,4775
2013/03/19,4812
2013/03/20,5454
2013/03/21,6136
2013/03/22,6836
2013/03/23,6766
2013/03/24,6245
2013/03/25,5537
2013/03/26,5137
2013/03/27,5357
2013/03/28,6223
2013/03/29,6561
2013/03/30,6835
2013/03/31,6681
2013/04/01,6932
2013/04/02,7394
2013/04/03,8021
2013/04/04,8540
2013/04/05,9193
2013/04/06,9217
2013/04/07,9428
2013/04/08,9486
2013/04/09,10963
2013/04/10,11927
2013/04/11,10916
2013/04/12,8586
2013/04/13,6682
2013/04/14,6245
2013/04/15,6080
2013/04/16,5527
2013/04/17,5269
2013/04/18,4940
2013/04/19,5361
2013/04/20,5988
2013/04/21,6567
2013/04/22,6522
2013/04/23,6578
2013/04/24,6862
2013/04/25,7688
2013/04/26,7752
2013/04/27,7406
2013/04/28,7151
2013/04/29,7156
2013/04/30,7143
2013/05/01,6665
2013/05/02,6028
2013/05/03,5579
2013/05/04,5352
2013/05/05,5655
2013/05/06,5792
2013/05/07,5762
2013/05/08,5460
2013/05/09,5455
2013/05/10,5522
2013/05/11,5713
2013/05/12,5632
2013/05/13,5435
2013/05/14,5016
2013/05/15,4812
2013/05/16,4747
2013/05/17,4934
2013/05/18,5140
2013/05/19,5124
2013/05/20,4945
2013/05/21,5086
2013/05/22,5179
2013/05/23,5542
2013/05/24,5528
2013/05/25,5660
2013/05/26,5502
2013/05/27,5456
2013/05/28,5329
2013/05/29,5339
2013/05/30,5379
2013/05/31,5327
2013/06/01,5501
2013/06/02,5279
2013/06/03,5325
2013/06/04,5083
2013/06/05,4791
2013/06/06,4331
2013/06/07,3862
2013/06/08,3799
2013/06/09,3567
2013/06/10,3442
2013/06/11,3393
2013/06/12,3575
2013/06/13,3535
2013/06/14,3439
2013/06/15,3271
2013/06/16,3252
2013/06/17,2894
2013/06/18,2685
2013/06/19,2615
2013/06/20,2804
2013/06/21,2944
2013/06/22,2865
2013/06/23,2736
2013/06/24,2595
2013/06/25,2546
2013/06/26,2562
2013/06/27,2597
2013/06/28,2527
2013/06/29,2437
2013/06/30,2213
2013/07/01,2099
2013/07/02,1978
2013/07/03,2023
2013/07/04,1927
2013/07/05,1894
2013/07/06,1739
2013/07/07,1682
2013/07/08,1667
2013/07/09,1670
2013/07/10,1777
2013/07/11,1677
2013/07/12,1609
2013/07/13,1588
2013/07/14,1670
2013/07/15,1753
2013/07/16,1707
2013/07/17,1764
2013/07/18,1713
2013/07/19,1696
2013/07/20,1610
2013/07/21,1673
2013/07/22,1571
2013/07/23,1441
2013/07/24,1382
2013/07/25,1390
2013/07/26,1455
2013/07/27,1454
2013/07/28,1442
2013/07/29,1492
2013/07/30,1507
2013/07/31,1575
2013/08/01,1521
2013/08/02,1527
2013/08/03,1441
2013/08/04,1411
2013/08/05,1302
2013/08/06,1333
2013/08/07,1315
2013/08/08,1351
2013/08/09,1288
2013/08/10,1303
2013/08/11,1262
2013/08/12,1281
2013/08/13,1211
2013/08/14,1104
2013/08/15,1022
2013/08/16,963.257
2013/08/17,979.523
2013/08/18,978.389
2013/08/19,975.74
2013/08/20,990.682
2013/08/21,1004
2013/08/22,1068
2013/08/23,1044
2013/08/24,1008
2013/08/25,892.535
2013/08/26,857.79
2013/08/27,841.741
2013/08/28,902.896
2013/08/29,909.42
2013/08/30,934.528
2013/08/31,945.235
2013/09/01,957.37
2013/09/02,954.885
2013/09/03,939.61
2013/09/04,852.77
2013/09/05,781.114
2013/09/06,686.446
2013/09/07,664.728
2013/09/08,653.948
2013/09/09,681.027
2013/09/10,711.824
2013/09/11,726.953
2013/09/12,715.691
2013/09/13,724.258
2013/09/14,723.945
2013/09/15,649.503
2013/09/16,577.587
2013/09/17,542.935
2013/09/18,579.013
2013/09/19,599.172
2013/09/20,577.993
2013/09/21,554.025
2013/09/22,551.556
2013/09/23,540.967
2013/09/24,543.885
2013/09/25,521.806
2013/09/26,463.168
2013/09/27,425.463
2013/09/28,411.225
2013/09/29,426.188
2013/09/30,420.602
2013/10/01,415.514
2013/10/02,417.582
2013/10/03,400.001
2013/10/04,384.626
2013/10/05,397.092
2013/10/06,383.427
2013/10/07,361.8
2013/10/08,321.618
2013/10/09,322.565
2013/10/10,333.879
2013/10/11,334.273
2013/10/12,347.625
2013/10/13,342.429
2013/10/14,352.927
2013/10/15,353.908
2013/10/16,335.523
2013/10/17,296.609
2013/10/18,272.59
2013/10/19,281.315
2013/10/20,295.035
2013/10/21,301.143
2013/10/22,318.806
2013/10/23,344.674
2013/10/24,356.236
2013/10/25,346.033
2013/10/26,290.789
2013/10/27,254.01
2013/10/28,223.568
2013/10/29,239.666
2013/10/30,249.912
2013/10/31,258.521
2013/11/01,266.466
2013/11/02,257.427
2013/11/03,255.77
2013/11/04,256.998
2013/11/05,268.099
2013/11/06,266.708
2013/11/07,259.483
2013/11/08,264.8
2013/11/09,301.834
2013/11/10,320.889
2013/11/11,326.488
2013/11/12,321.424
2013/11/13,325.703
2013/11/14,362.75
2013/11/15,383.553
2013/11/16,415.262
2013/11/17,411.515
2013/11/18,416.316
2013/11/19,451.969
2013/11/20,452.348
2013/11/21,472.048
2013/11/22,496.521
2013/11/23,562.144
2013/11/24,596.204
2013/11/25,595.293
2013/11/26,593.192
2013/11/27,665.576
2013/11/28,730.204
2013/11/29,774.114
2013/11/30,781.825
2013/12/01,736.173
2013/12/02,688.159
2013/12/03,674.928
2013/12/04,685.453
2013/12/05,724.485
2013/12/06,700.822
2013/12/07,639.669
2013/12/08,587.555
2013/12/09,530.635
2013/12/10,562.418
2013/12/11,541.565
2013/12/12,514.005
2013/12/13,481.224
2013/12/14,491.322
2013/12/15,479.384
2013/12/16,469.541
2013/12/17,422.641
2013/12/18,380.87
2013/12/19,342.455
2013/12/20,322.017
2013/12/21,317.684
2013/12/22,294.377
2013/12/23,282.758
2013/12/24,281.666
2013/12/25,280.088
2013/12/26,296.495
2013/12/27,311.047
2013/12/28,312.585
2013/12/29,313.867
2013/12/30,310.6
2013/12/31,326.674
2014/01/01,331.97
2014/01/02,300.612
2014/01/03,292.448
2014/01/04,267.109
2014/01/05,312.361
2014/01/06,323.748
2014/01/07,335.765
2014/01/08,319.342
2014/01/09,316.542
2014/01/10,305.758
2014/01/11,312.18
2014/01/12,313.58
2014/01/13,289.706
2014/01/14,259.617
2014/01/15,235.875
2014/01/16,244.832
2014/01/17,233.868
2014/01/18,231.058
2014/01/19,230.345
2014/01/20,252.477
2014/01/21,240.082
2014/01/22,248.746
2014/01/23,232.112
2014/01/24,229.927
2014/01/25,207.924
2014/01/26,196.774
2014/01/27,197.129
2014/01/28,189.18
2014/01/29,187.274
2014/01/30,186.242
2014/01/31,194.689
2014/02/01,196.56
2014/02/02,191.619
2014/02/03,186.106
2014/02/04,186.228
2014/02/05,175.619
2014/02/06,173.566
2014/02/07,153.453
2014/02/08,146.117
2014/02/09,126.288
2014/02/10,129.584
2014/02/11,124.071
2014/02/12,131.587
2014/02/13,121.514
2014/02/14,116.718
2014/02/15,111.23
2014/02/16,115.334
2014/02/17,108.789
2014/02/18,105.326
2014/02/19,100.484
2014/02/20,101.901
2014/02/21,94.08
2014/02/22,93.64
2014/02/23,93.189
2014/02/24,98.257
2014/02/25,87.461
2014/02/26,89.433
2014/02/27,88.413
2014/02/28,91.579
2014/03/01,80.774
2014/03/02,73.078
2014/03/03,73.091
2014/03/04,81.635
2014/03/05,86.719
2014/03/06,91.511
2014/03/07,87.768
2014/03/08,86.007
2014/03/09,83.487
2014/03/10,81.227
2014/03/11,83.137
2014/03/12,83.592
2014/03/13,82.01
2014/03/14,76.427
2014/03/15,72.088
2014/03/16,75.765
2014/03/17,75.227
2014/03/18,72.835
2014/03/19,71.884
2014/03/20,73.755
2014/03/21,74.858
2014/03/22,69.649
2014/03/23,69.257
2014/03/24,66.753
2014/03/25,63.72
2014/03/26,59.25
2014/03/27,56.965
2014/03/28,55.185
2014/03/29,52.833
2014/03/30,47.093
2014/03/31,48.157
2014/04/01,45.98
2014/04/02,49.636
2014/04/03,46.715
2014/04/04,46.336
2014/04/05,40.977
2014/04/06,39.76
2014/04/07,37.478
2014/04/08,36.892
2014/04/09,36.907
2014/04/10,35.155
2014/04/11,35.803
2014/04/12,34.409
2014/04/13,35.151
2014/04/14,35.537
2014/04/15,36.921
2014/04/16,38.941
2014/04/17,39.852
2014/04/18,38.908
2014/04/19,36.986
