Date,mining_profitability14mom
2010/10/26,3161
2010/10/27,-3008
2010/10/28,3999
2010/10/29,15582
2010/10/30,7062
2010/10/31,-19654
2010/11/01,-8147
2010/11/02,-14772
2010/11/03,-11985
2010/11/04,31794
2010/11/05,32895
2010/11/06,58739
2010/11/07,72975
2010/11/08,53565
2010/11/09,-15771
2010/11/10,-20686
2010/11/11,-37723
2010/11/12,-35121
2010/11/13,-23293
2010/11/14,12827
2010/11/15,-8799
2010/11/16,-6653
2010/11/17,-9673
2010/11/18,-22646
2010/11/19,-49666
2010/11/20,-71481
2010/11/21,-90249
2010/11/22,-60144
2010/11/23,-16112
2010/11/24,-7979
2010/11/25,-2024
2010/11/26,-8494
2010/11/27,-32753
2010/11/28,-23654
2010/11/29,-14324
2010/11/30,-27061
2010/12/01,-25515
2010/12/02,-20503
2010/12/03,1056
2010/12/04,-7887
2010/12/05,-15889
2010/12/06,-16954
2010/12/07,-10960
2010/12/08,-14905
2010/12/09,-23421
2010/12/10,-26272
2010/12/11,-19726
2010/12/12,-24289
2010/12/13,-24451
2010/12/14,-7262
2010/12/15,-6572
2010/12/16,-10359
2010/12/17,-11952
2010/12/18,-10643
2010/12/19,-4546
2010/12/20,-8106
2010/12/21,-5808
2010/12/22,-14357
2010/12/23,-6018
2010/12/24,2963
2010/12/25,-589.316
2010/12/26,178.53
2010/12/27,3282
2010/12/28,-3180
2010/12/29,-2235
2010/12/30,2701
2010/12/31,1276
2011/01/01,1363
2011/01/02,-1586
2011/01/03,-1819
2011/01/04,-3980
2011/01/05,3809
2011/01/06,-697.98
2011/01/07,4139
2011/01/08,311.144
2011/01/09,3556
2011/01/10,-161.277
2011/01/11,2972
2011/01/12,378.993
2011/01/13,-508.056
2011/01/14,2112
2011/01/15,-1007
2011/01/16,1765
2011/01/17,4145
2011/01/18,-1952
2011/01/19,-952.953
2011/01/20,4073
2011/01/21,-1073
2011/01/22,5304
2011/01/23,2855
2011/01/24,6373
2011/01/25,140.878
2011/01/26,2519
2011/01/27,-1877
2011/01/28,-2635
2011/01/29,844.926
2011/01/30,-1715
2011/01/31,4548
2011/02/01,10555
2011/02/02,13914
2011/02/03,12347
2011/02/04,17888
2011/02/05,13522
2011/02/06,17683
2011/02/07,18663
2011/02/08,10736
2011/02/09,19196
2011/02/10,20655
2011/02/11,19648
2011/02/12,19461
2011/02/13,20729
2011/02/14,15017
2011/02/15,17689
2011/02/16,10274
2011/02/17,4812
2011/02/18,-10499
2011/02/19,-15937
2011/02/20,-14647
2011/02/21,-20897
2011/02/22,-7999
2011/02/23,-14356
2011/02/24,-14984
2011/02/25,-13044
2011/02/26,-12099
2011/02/27,-22998
2011/02/28,-27163
2011/03/01,-29327
2011/03/02,-24033
2011/03/03,-19538
2011/03/04,-9710
2011/03/05,-3090
2011/03/06,-10628
2011/03/07,-9871
2011/03/08,-9108
2011/03/09,-14065
2011/03/10,-14813
2011/03/11,-14092
2011/03/12,-15913
2011/03/13,-7371
2011/03/14,-1544
2011/03/15,-2645
2011/03/16,-6601
2011/03/17,-6331
2011/03/18,-8530
2011/03/19,-8339
2011/03/20,-5152
2011/03/21,-2994
2011/03/22,-5979
2011/03/23,-584.721
2011/03/24,798.026
2011/03/25,2128
2011/03/26,-1327
2011/03/27,995.153
2011/03/28,1194
2011/03/29,-664.807
2011/03/30,9.29
2011/03/31,387.839
2011/04/01,1310
2011/04/02,1076
2011/04/03,639.211
2011/04/04,155.769
2011/04/05,1240
2011/04/06,-4319
2011/04/07,-1636
2011/04/08,-4503
2011/04/09,-2757
2011/04/10,-2015
2011/04/11,-3668
2011/04/12,-1603
2011/04/13,-492.615
2011/04/14,-1357
2011/04/15,524.826
2011/04/16,2229
2011/04/17,2321
2011/04/18,1504
2011/04/19,3485
2011/04/20,3921
2011/04/21,3198
2011/04/22,5549
2011/04/23,8289
2011/04/24,8360
2011/04/25,9913
2011/04/26,8111
2011/04/27,8061
2011/04/28,11419
2011/04/29,17541
2011/04/30,16098
2011/05/01,15348
2011/05/02,17715
2011/05/03,16306
2011/05/04,19879
2011/05/05,20027
2011/05/06,16403
2011/05/07,14816
2011/05/08,18119
2011/05/09,14400
2011/05/10,8510
2011/05/11,17783
2011/05/12,13621
2011/05/13,22081
2011/05/14,21310
2011/05/15,13264
2011/05/16,21821
2011/05/17,19229
2011/05/18,13747
2011/05/19,-9680
2011/05/20,-4844
2011/05/21,-6360
2011/05/22,-9135
2011/05/23,-2247
2011/05/24,4453
2011/05/25,-3764
2011/05/26,-6753
2011/05/27,-36314
2011/05/28,-32609
2011/05/29,-21241
2011/05/30,-32613
2011/05/31,-29548
2011/06/01,-21888
2011/06/02,521.729
2011/06/03,2224
2011/06/04,15361
2011/06/05,13601
2011/06/06,4570
2011/06/07,3778
2011/06/08,15681
2011/06/09,26548
2011/06/10,32534
2011/06/11,19559
2011/06/12,7098
2011/06/13,14659
2011/06/14,16607
2011/06/15,4990
2011/06/16,-6284
2011/06/17,-10353
2011/06/18,-21153
2011/06/19,-19865
2011/06/20,-16057
2011/06/21,-14006
2011/06/22,-29530
2011/06/23,-36611
2011/06/24,-33194
2011/06/25,-26945
2011/06/26,-16098
2011/06/27,-20387
2011/06/28,-23849
2011/06/29,-16323
2011/06/30,-3925
2011/07/01,-8203
2011/07/02,-8704
2011/07/03,-9512
2011/07/04,-8735
2011/07/05,-12007
2011/07/06,-9108
2011/07/07,-10608
2011/07/08,-3016
2011/07/09,-2376
2011/07/10,-3278
2011/07/11,-3328
2011/07/12,-3735
2011/07/13,-2268
2011/07/14,-4896
2011/07/15,-1412
2011/07/16,-2537
2011/07/17,-1817
2011/07/18,-2245
2011/07/19,-1249
2011/07/20,-1468
2011/07/21,-545.574
2011/07/22,-2690
2011/07/23,-606.756
2011/07/24,-371.806
2011/07/25,-1387
2011/07/26,-6.325
2011/07/27,-2323
2011/07/28,-374.714
2011/07/29,-951.374
2011/07/30,-355.344
2011/07/31,-932.682
2011/08/01,-1991
2011/08/02,-755.991
2011/08/03,-3002
2011/08/04,-3279
2011/08/05,-2451
2011/08/06,-3945
2011/08/07,-4682
2011/08/08,-3987
2011/08/09,-3795
2011/08/10,-2805
2011/08/11,-2374
2011/08/12,-3306
2011/08/13,-3034
2011/08/14,-2397
2011/08/15,-1454
2011/08/16,198.636
2011/08/17,169.766
2011/08/18,1111
2011/08/19,192.639
2011/08/20,2933
2011/08/21,2933
2011/08/22,1621
2011/08/23,624.621
2011/08/24,618.627
2011/08/25,660.639
2011/08/26,-7.038
2011/08/27,-578.834
2011/08/28,-1137
2011/08/29,43.958
2011/08/30,-1842
2011/08/31,-1086
2011/09/01,-1548
2011/09/02,-885.133
2011/09/03,-2222
2011/09/04,-2117
2011/09/05,-1238
2011/09/06,-1527
2011/09/07,-2098
2011/09/08,-1923
2011/09/09,-1350
2011/09/10,-1874
2011/09/11,-2080
2011/09/12,-1861
2011/09/13,-1587
2011/09/14,-1560
2011/09/15,-1153
2011/09/16,-2633
2011/09/17,-1749
2011/09/18,-1804
2011/09/19,-2013
2011/09/20,-520.376
2011/09/21,-246.689
2011/09/22,-713.094
2011/09/23,-688.948
2011/09/24,717.171
2011/09/25,285.092
2011/09/26,-625.526
2011/09/27,-713.803
2011/09/28,-209.433
2011/09/29,-605.33
2011/09/30,353.783
2011/10/01,499.638
2011/10/02,-228.215
2011/10/03,504.47
2011/10/04,-1091
2011/10/05,28.117
2011/10/06,-591.101
2011/10/07,-32.768
2011/10/08,-1014
2011/10/09,-473.668
2011/10/10,-569.532
2011/10/11,-708.73
2011/10/12,-512.445
2011/10/13,-127.544
2011/10/14,265.554
2011/10/15,-965.528
2011/10/16,-258.168
2011/10/17,-1146
2011/10/18,-815.899
2011/10/19,-1691
2011/10/20,-1056
2011/10/21,-1315
2011/10/22,-397.89
2011/10/23,-305.558
2011/10/24,-237.691
2011/10/25,-204.716
2011/10/26,-737.549
2011/10/27,-699.567
2011/10/28,-853.325
2011/10/29,-266.361
2011/10/30,155.172
2011/10/31,645.924
2011/11/01,1217
2011/11/02,1060
2011/11/03,843.215
2011/11/04,1294
2011/11/05,612.497
2011/11/06,167.717
2011/11/07,305.681
2011/11/08,909.769
2011/11/09,727.689
2011/11/10,429.813
2011/11/11,104.495
2011/11/12,528.347
2011/11/13,-46.552
2011/11/14,-552.005
2011/11/15,-898.63
2011/11/16,-819.439
2011/11/17,-337.954
2011/11/18,-1069
2011/11/19,-850.221
2011/11/20,-217.571
2011/11/21,-885.423
2011/11/22,-657.677
2011/11/23,-623.423
2011/11/24,-327.259
2011/11/25,-26.947
2011/11/26,-786.008
2011/11/27,-512.444
2011/11/28,30.379
2011/11/29,355.179
2011/11/30,1055
2011/12/01,854.094
2011/12/02,576.844
2011/12/03,1347
2011/12/04,221.761
2011/12/05,1110
2011/12/06,822.03
2011/12/07,549.859
2011/12/08,1197
2011/12/09,387.279
2011/12/10,525.762
2011/12/11,1222
2011/12/12,405.204
2011/12/13,543.466
2011/12/14,-37.616
2011/12/15,-534.411
2011/12/16,339.551
2011/12/17,228.271
2011/12/18,225.902
2011/12/19,426.721
2011/12/20,127.543
2011/12/21,971.873
2011/12/22,463.623
2011/12/23,545.059
2011/12/24,1043
2011/12/25,750.041
2011/12/26,857.633
2011/12/27,155.779
2011/12/28,799.5
2011/12/29,957.14
2011/12/30,1361
2011/12/31,647.88
2012/01/01,1766
2012/01/02,1417
2012/01/03,1333
2012/01/04,800.886
2012/01/05,2136
2012/01/06,2827
2012/01/07,2506
2012/01/08,1770
2012/01/09,1926
2012/01/10,1677
2012/01/11,1826
2012/01/12,1874
2012/01/13,1374
2012/01/14,1531
2012/01/15,668.202
2012/01/16,1766
2012/01/17,336.128
2012/01/18,-219.519
2012/01/19,-161.826
2012/01/20,-673.396
2012/01/21,-1019
2012/01/22,-1333
2012/01/23,-191.517
2012/01/24,-35.282
2012/01/25,-1045
2012/01/26,-768.237
2012/01/27,-1379
2012/01/28,-1204
2012/01/29,-438.324
2012/01/30,-2087
2012/01/31,-832.083
2012/02/01,342.685
2012/02/02,-461.684
2012/02/03,-1044
2012/02/04,-519.107
2012/02/05,-361.69
2012/02/06,-1194
2012/02/07,-769.696
2012/02/08,-217.66
2012/02/09,-97.966
2012/02/10,-121.876
2012/02/11,383.417
2012/02/12,-585.126
2012/02/13,-723.646
2012/02/14,-114.86
2012/02/15,-1155
2012/02/16,-1992
2012/02/17,-881.248
2012/02/18,-1247
2012/02/19,-1106
2012/02/20,-1119
2012/02/21,-755.977
2012/02/22,-920.169
2012/02/23,-798.939
2012/02/24,-233.813
2012/02/25,-973.702
2012/02/26,-738.096
2012/02/27,109.477
2012/02/28,0.432
2012/02/29,385.411
2012/03/01,336.459
2012/03/02,-367.998
2012/03/03,-196.565
2012/03/04,469.499
2012/03/05,556.099
2012/03/06,-30.545
2012/03/07,183.288
2012/03/08,-248.194
2012/03/09,-252.586
2012/03/10,-468.669
2012/03/11,-168.499
2012/03/12,-155.878
2012/03/13,-317.108
2012/03/14,-301.549
2012/03/15,75.273
2012/03/16,880.305
2012/03/17,611.962
2012/03/18,12.589
2012/03/19,-419.561
2012/03/20,254.599
2012/03/21,-426.962
2012/03/22,-77.567
2012/03/23,-511.776
2012/03/24,555.573
2012/03/25,-381.125
2012/03/26,-453.01
2012/03/27,-153.018
2012/03/28,-155.692
2012/03/29,-568.066
2012/03/30,-806.452
2012/03/31,-548.095
2012/04/01,-565.689
2012/04/02,-443.169
2012/04/03,-185.207
2012/04/04,-142.77
2012/04/05,-274.031
2012/04/06,393.37
2012/04/07,-736.154
2012/04/08,392.884
2012/04/09,-164.5
2012/04/10,-161.097
2012/04/11,-285.723
2012/04/12,-110.803
2012/04/13,-107.347
2012/04/14,243.83
2012/04/15,-60.831
2012/04/16,1048
2012/04/17,-148.746
2012/04/18,243.583
2012/04/19,617.744
2012/04/20,-166.655
2012/04/21,623.693
2012/04/22,-22.614
2012/04/23,77.971
2012/04/24,297.923
2012/04/25,214.702
2012/04/26,793.177
2012/04/27,296.552
2012/04/28,-17.94
2012/04/29,839.706
2012/04/30,-241.117
2012/05/01,130.13
2012/05/02,-129.376
2012/05/03,-97.469
2012/05/04,173.604
2012/05/05,73.052
2012/05/06,135.365
2012/05/07,474.414
2012/05/08,-134.326
2012/05/09,30.677
2012/05/10,-1137
2012/05/11,29.867
2012/05/12,-811.6
2012/05/13,-626.854
2012/05/14,-505.982
2012/05/15,-416.754
2012/05/16,-71.119
2012/05/17,-600.893
2012/05/18,-194.202
2012/05/19,-486.666
2012/05/20,-391.833
2012/05/21,-700.063
2012/05/22,-390.076
2012/05/23,78.065
2012/05/24,492.194
2012/05/25,-104.881
2012/05/26,890.105
2012/05/27,313.208
2012/05/28,251.347
2012/05/29,281.279
2012/05/30,338.678
2012/05/31,286.144
2012/06/01,482.827
2012/06/02,276.501
2012/06/03,252.532
2012/06/04,647.259
2012/06/05,670.216
2012/06/06,139.667
2012/06/07,555.486
2012/06/08,249.924
2012/06/09,327.369
2012/06/10,238.484
2012/06/11,-171.635
2012/06/12,959.488
2012/06/13,99.197
2012/06/14,909.975
2012/06/15,250.756
2012/06/16,764.378
2012/06/17,886.196
2012/06/18,1059
2012/06/19,-317.74
2012/06/20,1072
2012/06/21,406.96
2012/06/22,552.517
2012/06/23,85.448
2012/06/24,-360.239
2012/06/25,910.467
2012/06/26,-278.815
2012/06/27,456.667
2012/06/28,-340.204
2012/06/29,81.738
2012/06/30,-431.414
2012/07/01,-42.289
2012/07/02,-499.002
2012/07/03,877.082
2012/07/04,-844.597
2012/07/05,-166.553
2012/07/06,-81.523
2012/07/07,94.005
2012/07/08,479.391
2012/07/09,99.807
2012/07/10,312.026
2012/07/11,-115.783
2012/07/12,894.559
2012/07/13,618.899
2012/07/14,637.352
2012/07/15,-25.18
2012/07/16,863.937
2012/07/17,1013
2012/07/18,1163
2012/07/19,626.152
2012/07/20,999.575
2012/07/21,635.974
2012/07/22,1246
2012/07/23,347.253
2012/07/24,747.661
2012/07/25,887.741
2012/07/26,140.099
2012/07/27,565.934
2012/07/28,-142.909
2012/07/29,1411
2012/07/30,-414.178
2012/07/31,-1049
2012/08/01,-12.046
2012/08/02,1051
2012/08/03,169.579
2012/08/04,803.718
2012/08/05,106.342
2012/08/06,949.783
2012/08/07,1206
2012/08/08,960.079
2012/08/09,846.63
2012/08/10,162.797
2012/08/11,1566
2012/08/12,-28.909
2012/08/13,1207
2012/08/14,1353
2012/08/15,1277
2012/08/16,447.287
2012/08/17,324.299
2012/08/18,278.076
2012/08/19,207.578
2012/08/20,-1439
2012/08/21,-1687
2012/08/22,-990.563
2012/08/23,-988.425
2012/08/24,-1038
2012/08/25,-1362
2012/08/26,-559.832
2012/08/27,-1497
2012/08/28,-761.507
2012/08/29,-1326
2012/08/30,-1600
2012/08/31,-1303
2012/09/01,-1445
2012/09/02,-772.161
2012/09/03,100.462
2012/09/04,396.533
2012/09/05,-177.276
2012/09/06,-322.608
2012/09/07,-192.597
2012/09/08,-531.455
2012/09/09,-303.827
2012/09/10,2.553
2012/09/11,-759.791
2012/09/12,-15.133
2012/09/13,-437.726
2012/09/14,290.456
2012/09/15,131.297
2012/09/16,220.327
2012/09/17,533.537
2012/09/18,-366.391
2012/09/19,-299.964
2012/09/20,422.77
2012/09/21,475.287
2012/09/22,48.369
2012/09/23,6.928
2012/09/24,185.3
2012/09/25,-75.109
2012/09/26,-222.347
2012/09/27,1026
2012/09/28,-326.956
2012/09/29,209.722
2012/09/30,-401.826
2012/10/01,-610.499
2012/10/02,314.879
2012/10/03,-212.728
2012/10/04,-407.302
2012/10/05,-356.801
2012/10/06,709.167
2012/10/07,-921.34
2012/10/08,232.044
2012/10/09,-187.512
2012/10/10,-449.205
2012/10/11,-1111
2012/10/12,-100.008
2012/10/13,-551.144
2012/10/14,-720.817
2012/10/15,453.714
2012/10/16,-793.504
2012/10/17,-273.81
2012/10/18,-125.186
2012/10/19,-881.207
2012/10/20,-338.069
2012/10/21,222.061
2012/10/22,-609.161
2012/10/23,-305.685
2012/10/24,224.008
2012/10/25,-94.718
2012/10/26,-318.032
2012/10/27,-763.849
2012/10/28,-24.813
2012/10/29,-1013
2012/10/30,-773.206
2012/10/31,-293.172
2012/11/01,-846.714
2012/11/02,-124.953
2012/11/03,-1028
2012/11/04,-524.228
2012/11/05,-461.773
2012/11/06,-236.426
2012/11/07,-625.066
2012/11/08,-471.869
2012/11/09,-317.977
2012/11/10,-208.927
2012/11/11,-109.485
2012/11/12,-268.05
2012/11/13,384.118
2012/11/14,-207.427
2012/11/15,-76.318
2012/11/16,391.003
2012/11/17,135.224
2012/11/18,52.952
2012/11/19,464.146
2012/11/20,300.158
2012/11/21,48.467
2012/11/22,202.444
2012/11/23,783.759
2012/11/24,433.575
2012/11/25,236.124
2012/11/26,605.06
2012/11/27,58.798
2012/11/28,-21.563
2012/11/29,-1447
2012/11/30,-1938
2012/12/01,-1338
2012/12/02,-1605
2012/12/03,-2046
2012/12/04,-1707
2012/12/05,-1545
2012/12/06,-1333
2012/12/07,-2209
2012/12/08,-1535
2012/12/09,-1751
2012/12/10,-1543
2012/12/11,-1460
2012/12/12,-1311
2012/12/13,294.114
2012/12/14,189.236
2012/12/15,127.252
2012/12/16,194.727
2012/12/17,402.101
2012/12/18,267.404
2012/12/19,13.274
2012/12/20,-185.36
2012/12/21,146.051
2012/12/22,381.103
2012/12/23,-274.842
2012/12/24,13.329
2012/12/25,-152.78
2012/12/26,595.625
2012/12/27,148.472
2012/12/28,481.419
2012/12/29,-23.254
2012/12/30,606.027
2012/12/31,-140.572
2013/01/01,299.847
2013/01/02,157.608
2013/01/03,421.407
2013/01/04,142.862
2013/01/05,-257.101
2013/01/06,688.103
2013/01/07,323.946
2013/01/08,-104.172
2013/01/09,-360.408
2013/01/10,58.102
2013/01/11,-390.552
2013/01/12,119.269
2013/01/13,-220.359
2013/01/14,268.425
2013/01/15,-321.23
2013/01/16,140.986
2013/01/17,-283.624
2013/01/18,219.659
2013/01/19,628.279
2013/01/20,10.032
2013/01/21,-145.706
2013/01/22,963.757
2013/01/23,411.293
2013/01/24,868.685
2013/01/25,763.765
2013/01/26,969.103
2013/01/27,616.186
2013/01/28,559.772
2013/01/29,1386
2013/01/30,852.916
2013/01/31,1728
2013/02/01,534.089
2013/02/02,559.953
2013/02/03,1652
2013/02/04,825.191
2013/02/05,410.957
2013/02/06,463.128
2013/02/07,290.175
2013/02/08,697.268
2013/02/09,236.734
2013/02/10,842.353
2013/02/11,603.554
2013/02/12,277.413
2013/02/13,1004
2013/02/14,-144.303
2013/02/15,1387
2013/02/16,932.404
2013/02/17,87.868
2013/02/18,204.015
2013/02/19,664.075
2013/02/20,1542
2013/02/21,340.552
2013/02/22,793.173
2013/02/23,425.758
2013/02/24,50.848
2013/02/25,961.226
2013/02/26,352.761
2013/02/27,10.908
2013/02/28,556.336
2013/03/01,-283.333
2013/03/02,-414.849
2013/03/03,-52.69
2013/03/04,682.408
2013/03/05,-96.176
2013/03/06,130.378
2013/03/07,1243
2013/03/08,602.507
2013/03/09,1260
2013/03/10,1469
2013/03/11,334.655
2013/03/12,1288
2013/03/13,794.352
2013/03/14,811.384
2013/03/15,366.203
2013/03/16,970.245
2013/03/17,929.313
2013/03/18,620.837
2013/03/19,1098
2013/03/20,2207
2013/03/21,1662
2013/03/22,2157
2013/03/23,1479
2013/03/24,-146.896
2013/03/25,6.675
2013/03/26,224.093
2013/03/27,746.547
2013/03/28,2490
2013/03/29,1983
2013/03/30,1856
2013/03/31,2033
2013/04/01,2583
2013/04/02,3128
2013/04/03,1989
2013/04/04,2094
2013/04/05,2990
2013/04/06,2271
2013/04/07,4290
2013/04/08,5288
2013/04/09,7899
2013/04/10,6522
2013/04/11,-341.37
2013/04/12,-105.814
2013/04/13,-10.34
2013/04/14,-1192
2013/04/15,-1355
2013/04/16,-3053
2013/04/17,-3846
2013/04/18,-3899
2013/04/19,-3753
2013/04/20,-2036
2013/04/21,-2796
2013/04/22,-4063
2013/04/23,-6296
2013/04/24,-4836
2013/04/25,1446
2013/04/26,887.912
2013/04/27,-164.004
2013/04/28,1993
2013/04/29,1398
2013/04/30,1457
2013/05/01,1334
2013/05/02,473.593
2013/05/03,-1152
2013/05/04,-1230
2013/05/05,-354.263
2013/05/06,-604.738
2013/05/07,-1488
2013/05/08,-2114
2013/05/09,-3097
2013/05/10,-1478
2013/05/11,-505.161
2013/05/12,-2574
2013/05/13,-2084
2013/05/14,-1723
2013/05/15,-1752
2013/05/16,-369.687
2013/05/17,185.603
2013/05/18,-451.798
2013/05/19,-1327
2013/05/20,-763.442
2013/05/21,63.077
2013/05/22,-144.215
2013/05/23,341.801
2013/05/24,-181.364
2013/05/25,-318.258
2013/05/26,111.521
2013/05/27,271.156
2013/05/28,555.906
2013/05/29,754.654
2013/05/30,584.992
2013/05/31,-160.369
2013/06/01,658.897
2013/06/02,-33.273
2013/06/03,515.392
2013/06/04,-492.243
2013/06/05,-1186
2013/06/06,-1955
2013/06/07,-1855
2013/06/08,-1774
2013/06/09,-2178
2013/06/10,-2092
2013/06/11,-1537
2013/06/12,-1664
2013/06/13,-2329
2013/06/14,-1670
2013/06/15,-2691
2013/06/16,-1721
2013/06/17,-2879
2013/06/18,-2594
2013/06/19,-1056
2013/06/20,-931.838
2013/06/21,-767.792
2013/06/22,-1102
2013/06/23,-621.226
2013/06/24,-817.411
2013/06/25,-1104
2013/06/26,-1119
2013/06/27,-591.303
2013/06/28,-1027
2013/06/29,-881.796
2013/06/30,-1207
2013/07/01,-296.512
2013/07/02,-615.801
2013/07/03,-862.352
2013/07/04,-1152
2013/07/05,-1136
2013/07/06,-1090
2013/07/07,-938.69
2013/07/08,-755.669
2013/07/09,-931.789
2013/07/10,-667.389
2013/07/11,-1161
2013/07/12,-924.992
2013/07/13,-461.958
2013/07/14,-242.022
2013/07/15,-335.524
2013/07/16,-235.822
2013/07/17,-204.83
2013/07/18,-201.566
2013/07/19,-186.858
2013/07/20,1.809
2013/07/21,158.35
2013/07/22,-448.36
2013/07/23,-397.286
2013/07/24,-340.818
2013/07/25,-124.084
2013/07/26,1.892
2013/07/27,-280.765
2013/07/28,-405.098
2013/07/29,-95.516
2013/07/30,-98.331
2013/07/31,-373.038
2013/08/01,-103.504
2013/08/02,-31.636
2013/08/03,-372.152
2013/08/04,-380.38
2013/08/05,-54.093
2013/08/06,108.539
2013/08/07,-252.564
2013/08/08,27.061
2013/08/09,-273.328
2013/08/10,-207.558
2013/08/11,-57.872
2013/08/12,-367.587
2013/08/13,-463.228
2013/08/14,-582.976
2013/08/15,-449.947
2013/08/16,-657.262
2013/08/17,-276.908
2013/08/18,-364.456
2013/08/19,-336.476
2013/08/20,-325.129
2013/08/21,-273.445
2013/08/22,-249.054
2013/08/23,-210.479
2013/08/24,-422.686
2013/08/25,-476.138
2013/08/26,-371.376
2013/08/27,-260.986
2013/08/28,28.999
2013/08/29,-106.971
2013/08/30,-8.216
2013/08/31,12.324
2013/09/01,-67.165
2013/09/02,-7.724
2013/09/03,-78.325
2013/09/04,-367.021
2013/09/05,-415.968
2013/09/06,-289.872
2013/09/07,-325.345
2013/09/08,-100.547
2013/09/09,-104.394
2013/09/10,-184.81
2013/09/11,-238.625
2013/09/12,-157.753
2013/09/13,-234.433
2013/09/14,-271.685
2013/09/15,-417.483
2013/09/16,-442.726
2013/09/17,-329.815
2013/09/18,-48.729
2013/09/19,-167.281
2013/09/20,-109.352
2013/09/21,-55.474
2013/09/22,-142.348
2013/09/23,-222.358
2013/09/24,-139.111
2013/09/25,-253.974
2013/09/26,-364.482
2013/09/27,-277.927
2013/09/28,-295.748
2013/09/29,-96.268
2013/09/30,-78.938
2013/10/01,-207.06
2013/10/02,-198.296
2013/10/03,-192.157
2013/10/04,-189.647
2013/10/05,-88.995
2013/10/06,-225.747
2013/10/07,-222.759
2013/10/08,-218.293
2013/10/09,-156.67
2013/10/10,-12.904
2013/10/11,-103.996
2013/10/12,-73.9
2013/10/13,-73.382
2013/10/14,-55.741
2013/10/15,-55.693
2013/10/16,-134.742
2013/10/17,-119.741
2013/10/18,-81.625
2013/10/19,-145.966
2013/10/20,-37.584
2013/10/21,1.579
2013/10/22,27.567
2013/10/23,37.182
2013/10/24,2.323
2013/10/25,-4.225
2013/10/26,-168.607
2013/10/27,-92.424
2013/10/28,-127.047
2013/10/29,-123.254
2013/10/30,-6.534
2013/10/31,15.522
2013/11/01,-27.359
2013/11/02,-59.825
2013/11/03,-30.608
2013/11/04,-42.002
2013/11/05,-79.51
2013/11/06,-112.388
2013/11/07,-98.362
2013/11/08,-32.949
2013/11/09,164.444
2013/11/10,69.142
2013/11/11,75.174
2013/11/12,100.958
2013/11/13,51.242
2013/11/14,160.488
2013/11/15,139.531
2013/11/16,173.487
2013/11/17,154.216
2013/11/18,150.251
2013/11/19,247.142
2013/11/20,159.528
2013/11/21,231.025
2013/11/22,304.611
2013/11/23,245.296
2013/11/24,276.039
2013/11/25,285.081
2013/11/26,254.183
2013/11/27,480.355
2013/11/28,367.824
2013/11/29,323.504
2013/11/30,408.36
2013/12/01,242.109
2013/12/02,165.058
2013/12/03,261.711
2013/12/04,272.545
2013/12/05,223.054
2013/12/06,117.303
2013/12/07,-107.782
2013/12/08,-35.468
2013/12/09,-50.723
2013/12/10,-6.131
2013/12/11,-315.177
2013/12/12,-327.286
2013/12/13,-236.204
2013/12/14,-308.017
2013/12/15,-226.145
2013/12/16,-121.691
2013/12/17,-409.028
2013/12/18,-383.029
2013/12/19,-354.032
2013/12/20,-399.354
2013/12/21,-212.568
